int_power_id,int_player_id,int_shot_power,int_jumping,int_stamina,int_strength,int_long_shots
73,73,58,85,75,83,46
74,74,85,75,83,67,78
75,75,74,75,88,69,64
76,76,79,78,85,88,83
77,77,83,37,80,59,77
78,78,61,89,80,75,35
79,79,79,60,76,55,80
80,80,85,93,66,72,71
81,81,77,53,75,64,76
82,82,78,50,70,34,84
83,83,83,63,94,75,80
84,84,60,73,43,70,14
85,85,87,71,73,95,74
86,86,80,79,90,77,72
87,87,84,49,92,56,89
88,88,81,49,78,70,88
89,89,75,75,73,59,73
90,90,86,83,89,79,69
91,91,87,70,67,66,83
92,92,62,67,35,74,12
93,93,74,85,66,79,65
94,94,78,82,78,79,58
95,95,67,89,62,85,43
96,96,78,81,93,74,73
97,97,78,59,81,59,82
98,98,80,58,70,37,81
99,99,71,90,71,82,65
100,100,93,70,78,91,83
101,101,80,88,77,83,74
102,102,78,68,76,68,76
103,103,80,72,82,57,81
104,104,80,90,92,78,72
105,105,65,80,39,78,17
106,106,72,90,64,90,48
107,107,80,67,94,69,84
108,108,80,73,66,64,73
109,109,87,80,91,68,83
110,110,81,64,80,71,80
111,111,77,38,63,93,62
112,112,83,70,77,76,79
113,113,66,90,85,73,47
114,114,79,64,90,63,79
115,115,86,83,92,84,85
116,116,79,53,77,49,80
117,117,82,80,87,77,81
118,118,46,90,76,89,41
119,119,88,71,85,76,88
120,120,83,75,86,84,74
121,121,87,69,78,81,83
122,122,88,34,69,74,89
123,123,83,92,86,69,76
124,124,83,79,68,63,71
125,125,65,76,64,78,60
126,126,76,67,85,59,77
127,127,69,60,61,59,81
128,128,82,83,75,76,78
129,129,80,89,91,69,66
130,130,66,71,89,39,63
131,131,79,66,69,60,81
132,132,86,60,68,56,80
133,133,54,74,36,75,14
134,134,78,70,88,53,80
135,135,68,79,81,70,60
136,136,88,88,90,79,77
137,137,58,79,45,77,11
138,138,76,78,83,84,71
139,139,77,81,80,61,66
140,140,57,68,34,66,14
141,141,62,60,34,64,14
142,142,75,63,81,39,70
143,143,83,84,78,76,78
144,144,80,59,86,79,81
145,145,77,75,86,73,63
146,146,83,58,68,51,76
147,147,81,78,79,65,76
148,148,82,69,88,68,78
149,149,70,62,79,71,46
150,150,74,65,80,87,63
151,151,69,78,88,79,64
152,152,74,79,92,66,60
153,153,84,68,79,78,83
154,154,41,76,74,83,26
155,155,82,63,90,80,81
156,156,76,46,80,55,78
157,157,83,71,92,76,80
158,158,59,71,42,52,18
159,159,61,75,40,60,17
160,160,73,82,74,86,57
161,161,84,64,79,81,83
162,162,75,64,77,40,71
163,163,86,79,72,93,64
164,164,56,56,23,66,14
165,165,62,53,84,63,59
166,166,78,71,89,73,79
167,167,80,72,89,60,68
168,168,64,79,71,79,46
169,169,84,67,91,77,78
170,170,81,76,76,75,80
171,171,79,76,79,63,75
172,172,80,71,90,58,77
173,173,83,84,65,85,70
174,174,71,58,85,66,62
175,175,82,75,89,73,74
176,176,64,74,79,57,62
177,177,78,60,80,65,77
178,178,73,67,92,78,69
179,179,75,67,83,86,60
180,180,65,43,92,69,66
181,181,56,82,36,73,18
182,182,78,59,86,75,76
183,183,78,61,85,64,77
184,184,81,58,75,77,70
185,185,66,75,69,80,48
186,186,56,82,42,48,12
187,187,87,76,77,75,78
188,188,60,58,44,72,18
189,189,40,86,69,81,12
190,190,52,69,34,55,14
191,191,70,72,74,49,77
192,192,82,58,74,51,86
193,193,59,75,45,73,13
194,194,80,75,84,58,82
195,195,83,92,92,82,80
196,196,77,61,69,73,74
197,197,75,76,88,64,70
198,198,76,76,82,81,68
199,199,78,73,60,88,58
200,200,80,85,86,80,76
201,201,84,82,86,83,81
202,202,86,64,70,81,79
203,203,76,56,69,67,81
204,204,86,74,89,75,89
205,205,81,76,74,76,70
206,206,90,82,69,77,87
207,207,80,83,72,79,66
208,208,78,84,85,73,67
209,209,76,65,74,67,84
210,210,81,49,85,79,81
211,211,86,78,57,82,80
212,212,59,74,31,61,7
213,213,77,71,77,58,79
214,214,90,67,54,87,88
215,215,62,66,80,65,56
216,216,51,36,20,68,17
217,217,73,64,79,72,75
218,218,53,73,77,76,41
219,219,58,67,29,79,7
220,220,75,46,75,67,83
221,221,82,61,78,70,78
222,222,75,66,86,81,74
223,223,80,68,79,68,77
224,224,55,78,80,85,39
225,225,72,73,89,69,68
226,226,86,67,78,67,84
227,227,54,61,43,75,18
228,228,76,91,86,76,68
229,229,86,58,76,61,83
230,230,62,85,75,77,51
231,231,67,79,74,80,27
232,232,83,69,76,67,85
233,233,62,72,39,78,20
234,234,58,65,42,73,17
235,235,80,49,79,64,83
236,236,84,65,82,75,87
237,237,79,85,83,79,69
238,238,53,73,43,75,15
239,239,85,71,76,59,82
240,240,85,87,88,86,81
241,241,74,69,74,83,46
242,242,84,80,91,81,79
243,243,83,78,81,66,80
244,244,57,73,38,73,16
245,245,56,72,37,73,15
246,246,68,84,76,90,52
247,247,84,75,74,70,79
248,248,61,83,80,82,50
249,249,80,84,77,80,72
250,250,57,75,38,59,12
251,251,80,92,75,58,75
252,252,74,62,84,89,68
253,253,82,55,77,58,85
254,254,86,46,67,64,92
255,255,82,77,75,69,76
256,256,53,75,30,52,17
257,257,59,83,41,63,20
258,258,59,73,39,69,13
259,259,71,84,87,75,60
260,260,60,72,38,80,14
261,261,74,73,77,72,66
262,262,78,39,76,68,81
263,263,81,66,89,66,74
264,264,95,79,79,73,86
265,265,85,76,76,85,82
266,266,56,84,45,68,10
267,267,84,85,81,76,80
268,268,84,32,77,59,81
269,269,58,73,41,73,13
270,270,74,75,77,76,71
271,271,80,42,70,71,80
272,272,70,45,62,56,67
273,273,84,34,75,71,76
274,274,65,76,56,81,53
275,275,56,71,34,69,13
276,276,76,76,84,69,68
277,277,82,79,75,64,81
278,278,73,62,69,44,54
279,279,56,61,32,75,9
280,280,76,75,73,66,75
281,281,74,78,86,80,22
282,282,73,77,88,66,65
283,283,70,78,92,83,70
284,284,53,39,86,56,57
285,285,71,77,79,74,63
286,286,80,74,83,64,74
287,287,82,83,82,77,68
288,288,79,81,72,87,76
289,289,75,68,75,74,79
290,290,55,71,89,68,53
291,291,85,85,52,82,82
292,292,60,40,91,56,59
293,293,73,75,91,73,73
294,294,74,91,76,79,61
295,295,72,82,88,69,40
296,296,77,79,77,54,58
297,297,59,50,45,79,17
298,298,71,86,79,75,53
299,299,82,81,79,80,76
300,300,84,63,73,68,84
301,301,78,52,83,67,74
302,302,84,79,85,86,70
303,303,75,61,75,60,75
304,304,76,52,79,57,73
305,305,66,75,73,83,44
306,306,82,54,75,49,81
307,307,78,51,77,41,82
308,308,86,63,78,69,84
309,309,85,88,83,82,78
310,310,83,81,93,86,67
311,311,77,56,85,70,80
312,312,79,63,76,74,71
313,313,58,62,42,80,14
314,314,79,69,74,54,77
315,315,50,74,39,68,16
316,316,68,76,82,59,47
317,317,80,73,77,82,79
318,318,78,80,87,56,70
319,319,82,79,81,64,78
320,320,76,79,90,74,77
321,321,86,45,71,51,88
322,322,84,90,68,78,66
323,323,64,71,37,51,14
324,324,70,81,76,77,54
325,325,62,57,45,62,13
326,326,81,80,72,89,65
327,327,52,74,43,55,17
328,328,72,77,68,82,44
329,329,86,63,67,79,82
330,330,65,77,45,70,13
331,331,79,71,75,79,65
332,332,43,86,48,79,31
333,333,79,85,77,76,81
334,334,56,81,93,69,50
335,335,82,74,86,63,82
336,336,78,51,75,55,87
337,337,77,72,92,85,77
338,338,85,33,68,55,81
339,339,76,82,93,72,63
340,340,75,59,88,75,65
341,341,87,76,88,84,84
342,342,82,67,62,63,84
343,343,58,71,40,67,15
344,344,54,85,41,54,13
345,345,76,31,71,57,77
346,346,70,63,78,67,81
347,347,50,50,77,94,30
348,348,69,67,86,47,74
349,349,87,51,66,71,84
350,350,78,91,89,77,74
351,351,84,74,71,54,80
352,352,75,58,75,71,68
353,353,80,85,76,63,72
354,354,83,62,78,67,83
355,355,77,66,73,72,78
356,356,81,65,73,73,79
357,357,82,66,65,85,78
358,358,76,81,67,83,62
359,359,73,76,75,76,62
360,360,65,91,71,75,42
361,361,57,69,31,72,16
362,362,82,72,76,75,78
363,363,53,69,25,65,20
364,364,54,80,31,51,19
365,365,75,33,54,56,71
366,366,81,76,94,78,78
367,367,84,72,71,91,79
368,368,63,88,82,83,56
369,369,67,40,58,62,70
370,370,86,67,68,91,70
371,371,82,64,80,70,78
372,372,53,69,76,73,41
373,373,55,71,89,68,53
374,374,84,84,56,87,80
375,375,67,44,67,48,75
376,376,72,67,89,71,64
377,377,74,91,60,77,61
378,378,58,67,29,79,7
379,379,70,50,74,49,74
380,380,77,55,80,69,81
381,381,62,85,85,77,42
382,382,81,83,79,87,74
383,383,73,75,79,62,68
384,384,74,56,73,64,67
385,385,80,60,58,79,68
386,386,53,63,34,60,6
387,387,78,50,78,52,79
388,388,77,57,74,76,63
389,389,75,61,80,78,69
390,390,82,75,75,79,75
391,391,79,59,74,63,76
392,392,65,76,68,82,44
393,393,51,60,45,76,13
394,394,61,90,81,91,40
395,395,67,43,67,35,75
396,396,59,70,30,64,12
397,397,52,55,85,68,56
398,398,79,77,75,59,77
399,399,65,86,76,79,46
400,400,54,88,61,90,34
401,401,83,68,79,86,75
402,402,69,89,69,77,43
403,403,77,72,76,63,71
404,404,59,66,42,73,11
405,405,77,65,86,48,69
406,406,57,90,75,79,52
407,407,82,66,79,73,74
408,408,72,62,87,62,66
409,409,75,75,80,64,78
410,410,73,68,93,72,65
411,411,76,51,77,65,73
412,412,58,82,82,75,31
413,413,76,67,76,57,73
414,414,70,76,77,75,52
415,415,79,93,79,81,65
416,416,80,73,87,62,68
417,417,78,75,83,72,77
418,418,82,83,77,75,81
419,419,80,67,77,66,71
420,420,56,51,35,70,14
421,421,50,67,35,81,17
422,422,84,63,85,78,79
423,423,76,62,77,65,72
424,424,82,49,77,66,82
425,425,77,71,77,67,77
426,426,82,85,85,85,66
427,427,58,83,62,76,39
428,428,75,69,78,66,66
429,429,83,65,69,60,80
430,430,73,45,74,58,68
431,431,76,52,71,56,82
432,432,80,68,91,57,76
433,433,81,83,80,80,67
434,434,74,61,71,58,77
435,435,71,70,81,91,55
436,436,75,37,76,61,77
437,437,84,71,77,75,82
438,438,65,74,83,69,52
439,439,81,91,72,80,74
440,440,63,90,66,92,49
441,441,75,84,84,72,58
442,442,83,80,79,74,71
443,443,52,64,75,58,43
444,444,66,83,86,79,41
445,445,46,81,77,77,38
446,446,52,80,67,93,23
447,447,63,82,69,82,38
448,448,75,71,78,76,65
449,449,77,35,69,67,71
450,450,80,76,68,66,78
451,451,83,86,76,84,71
452,452,58,62,34,55,10
453,453,54,82,81,79,28
454,454,65,62,77,79,40
455,455,75,61,82,71,76
456,456,90,31,82,79,75
457,457,62,78,34,65,18
458,458,80,84,80,76,74
459,459,73,88,69,73,68
460,460,71,92,76,73,55
461,461,82,74,78,83,78
462,462,77,73,77,77,71
463,463,81,79,74,68,80
464,464,84,79,70,92,75
465,465,76,77,87,78,67
466,466,83,66,74,57,72
467,467,80,73,78,75,69
468,468,81,72,75,68,63
469,469,84,73,91,76,77
470,470,78,75,75,70,79
471,471,84,65,66,84,72
472,472,69,91,92,78,65
473,473,69,62,69,68,76
474,474,82,63,72,59,81
475,475,84,84,76,84,69
476,476,58,68,41,62,15
477,477,77,66,62,40,78
478,478,94,74,85,89,82
479,479,75,81,80,78,71
480,480,84,68,76,61,86
481,481,58,83,61,76,46
482,482,84,72,75,69,82
483,483,78,77,85,81,73
484,484,76,61,82,74,75
485,485,81,85,68,68,77
486,486,79,34,75,42,78
487,487,81,77,68,78,72
488,488,82,69,73,92,72
489,489,78,73,65,77,41
490,490,73,83,78,85,62
491,491,59,71,32,77,12
492,492,74,74,67,64,61
493,493,78,82,72,78,69
494,494,60,63,35,75,11
495,495,85,67,86,73,79
496,496,85,92,75,85,86
497,497,81,56,72,68,80
498,498,42,80,64,78,24
499,499,70,83,66,79,41
500,500,56,72,37,76,11
501,501,78,83,60,70,74
502,502,79,82,67,86,68
503,503,87,67,62,71,87
504,504,84,74,73,83,75
505,505,59,62,35,72,13
506,506,85,35,66,65,83
507,507,82,62,87,70,70
508,508,80,31,51,64,78
509,509,82,53,51,66,85
510,510,69,57,77,57,70
511,511,53,60,23,60,12
512,512,60,43,91,68,59
513,513,52,51,85,62,56
514,514,78,59,76,33,68
515,515,84,52,77,89,70
516,516,79,55,79,54,76
517,517,71,73,81,45,71
518,518,75,68,74,69,80
519,519,56,35,26,66,10
520,520,41,86,69,73,30
521,521,68,76,79,74,59
522,522,70,71,76,68,63
523,523,72,76,84,76,69
524,524,66,64,66,92,25
525,525,41,65,79,75,42
526,526,70,49,74,44,65
527,527,85,45,76,48,84
528,528,81,70,84,84,80
529,529,57,73,77,71,50
530,530,74,54,80,65,81
531,531,71,57,72,54,75
532,532,56,39,35,72,9
533,533,75,33,73,54,68
534,534,64,73,79,76,56
535,535,77,56,81,68,73
536,536,58,71,79,58,59
537,537,75,78,83,77,68
538,538,84,71,70,75,76
539,539,66,90,92,89,54
540,540,78,82,86,77,72
541,541,90,71,81,79,87
542,542,75,87,79,63,82
543,543,53,60,23,60,12
544,544,75,71,87,82,70
545,545,72,71,89,68,64
546,546,57,57,81,71,54
547,547,78,67,76,44,68
548,548,86,47,76,61,81
549,549,79,84,76,73,70
550,550,86,71,72,79,79
551,551,85,74,78,84,76
552,552,76,67,73,66,74
553,553,75,73,86,91,55
554,554,84,76,93,90,72
555,555,65,73,87,64,62
556,556,77,48,78,63,80
557,557,78,65,88,56,75
558,558,55,82,61,85,48
559,559,70,82,77,84,27
560,560,80,56,79,73,78
561,561,83,65,91,73,83
562,562,61,84,78,79,48
563,563,80,70,72,91,73
564,564,79,73,71,78,71
565,565,63,50,81,61,60
566,566,48,68,77,62,56
567,567,78,62,73,66,77
568,568,57,80,79,81,36
569,569,48,81,79,71,40
570,570,85,65,78,81,79
571,571,72,75,78,87,50
572,572,75,70,91,67,62
573,573,68,91,89,69,58
574,574,80,82,82,82,68
575,575,78,60,78,67,77
576,576,72,64,91,80,73
577,577,56,76,63,76,44
578,578,72,73,79,55,69
579,579,83,79,91,73,75
580,580,84,90,72,77,78
581,581,53,78,93,80,39
582,582,65,58,75,64,73
583,583,68,86,90,74,57
584,584,78,79,77,87,65
585,585,79,81,87,77,71
586,586,31,73,68,73,20
587,587,78,62,85,40,74
588,588,44,72,64,92,25
589,589,48,70,34,72,18
590,590,84,66,85,66,63
591,591,81,59,71,79,71
592,592,52,52,40,68,17
593,593,69,56,71,66,70
594,594,76,65,69,49,78
595,595,81,76,85,76,72
596,596,80,67,74,57,77
597,597,66,78,91,79,44
598,598,78,61,59,49,71
599,599,84,81,73,62,81
600,600,56,62,27,66,14
601,601,63,88,75,76,56
602,602,72,74,77,72,68
603,603,76,90,75,75,69
604,604,71,53,69,59,72
605,605,86,81,81,82,80
606,606,54,63,32,71,15
607,607,71,56,76,50,73
608,608,88,64,78,76,77
609,609,87,60,78,71,87
610,610,75,71,82,76,70
611,611,84,59,86,80,77
612,612,78,65,90,56,75
613,613,37,90,68,85,29
614,614,69,92,91,50,73
615,615,72,71,83,71,54
616,616,74,60,83,57,76
617,617,76,73,69,72,75
618,618,65,92,76,77,20
619,619,53,72,31,67,15
620,620,79,80,80,71,76
621,621,84,71,67,91,74
622,622,68,78,78,74,64
623,623,77,47,69,91,55
624,624,78,71,77,70,77
625,625,86,78,81,94,83
626,626,80,70,80,65,69
627,627,80,74,58,66,82
628,628,52,80,66,78,49
629,629,50,67,32,64,14
630,630,77,69,76,79,75
631,631,57,70,30,67,18
632,632,83,65,70,69,80
633,633,82,65,69,70,78
634,634,84,75,75,73,74
635,635,77,77,75,57,73
636,636,80,60,68,72,74
637,637,83,69,78,70,78
638,638,72,65,92,64,76
639,639,89,81,78,84,74
640,640,53,64,34,64,12
641,641,85,67,85,86,81
642,642,75,71,65,67,64
643,643,86,83,80,81,72
644,644,67,64,57,32,80
645,645,69,88,65,78,56
646,646,78,62,82,69,69
647,647,74,67,71,65,79
648,648,69,66,71,66,59
649,649,42,73,67,88,35
650,650,60,89,67,80,39
651,651,79,70,67,89,67
652,652,77,84,67,71,71
653,653,74,79,87,72,76
654,654,62,75,81,91,54
655,655,80,65,78,93,69
656,656,68,70,79,74,67
657,657,51,66,29,63,11
658,658,78,90,86,80,74
659,659,79,72,71,59,75
660,660,84,65,79,64,83
661,661,77,60,58,52,74
662,662,87,77,75,69,84
663,663,85,77,91,90,61
664,664,81,53,79,80,72
665,665,74,81,65,93,54
666,666,64,81,68,84,50
667,667,75,71,72,66,66
668,668,84,82,54,88,66
669,669,87,61,77,65,83
670,670,79,50,81,65,76
671,671,72,61,60,34,69
672,672,80,75,59,68,79
673,673,75,60,61,37,78
674,674,82,72,84,68,74
675,675,54,66,38,82,17
676,676,82,83,69,64,73
677,677,58,75,29,38,12
678,678,84,34,59,62,80
679,679,80,69,80,64,81
680,680,58,53,75,53,44
681,681,54,80,62,76,47
682,682,55,73,32,57,14
683,683,58,49,28,65,15
684,684,76,81,63,70,55
685,685,56,75,34,56,11
686,686,60,71,34,70,15
687,687,78,63,57,59,78
688,688,72,68,79,75,64
689,689,71,61,82,70,67
690,690,74,75,74,79,30
691,691,77,78,79,74,62
692,692,72,61,88,68,74
693,693,75,82,80,67,82
694,694,43,88,62,81,51
695,695,74,63,77,71,74
696,696,66,82,88,76,59
697,697,61,44,25,60,8
698,698,49,63,23,68,4
699,699,69,68,77,65,71
700,700,80,70,71,76,77
701,701,75,71,88,72,73
702,702,83,71,76,80,75
703,703,48,74,78,75,36
704,704,82,72,83,66,82
705,705,39,78,68,79,17
706,706,75,75,83,76,75
707,707,78,74,75,68,79
708,708,68,87,82,75,62
709,709,45,74,68,83,31
710,710,85,65,79,68,83
711,711,73,54,70,59,70
712,712,74,54,76,56,68
713,713,63,69,81,62,54
714,714,82,47,67,50,82
715,715,81,53,74,57,78
716,716,75,80,76,75,69
717,717,84,48,73,70,80
718,718,50,60,75,80,31
719,719,74,68,64,72,74
720,720,51,70,67,84,30
721,721,53,73,40,70,9
722,722,76,73,74,74,70
723,723,78,70,69,79,68
724,724,65,79,93,73,59
725,725,78,48,80,53,66
726,726,84,82,87,77,77
727,727,60,69,58,49,70
728,728,87,89,74,79,80
729,729,78,83,65,90,77
730,730,80,55,74,35,75
731,731,77,50,69,72,68
732,732,68,57,75,46,72
733,733,72,68,88,67,74
734,734,45,72,71,93,26
735,735,43,88,63,74,51
736,736,64,69,78,69,60
737,737,84,78,89,67,77
738,738,50,83,91,64,38
739,739,75,84,80,76,77
740,740,77,66,85,71,80
741,741,69,68,77,60,73
742,742,76,80,80,86,53
743,743,75,80,72,78,48
744,744,65,48,70,72,60
745,745,65,66,75,30,55
746,746,79,80,85,76,66
747,747,39,73,75,77,40
748,748,70,72,76,72,71
749,749,46,83,74,76,24
750,750,53,68,29,65,17
751,751,77,71,74,60,72
752,752,55,70,36,68,16
753,753,78,70,84,76,72
754,754,70,80,85,65,45
755,755,80,81,73,76,69
756,756,68,70,82,33,64
757,757,70,34,78,44,72
758,758,69,35,73,67,73
759,759,77,62,90,70,65
760,760,82,73,78,85,70
761,761,76,57,72,68,75
762,762,42,74,75,79,31
763,763,77,82,72,63,67
764,764,80,83,90,70,70
765,765,57,72,40,68,12
766,766,70,70,67,88,50
767,767,38,76,61,77,20
768,768,72,74,86,70,58
769,769,74,82,80,72,68
770,770,44,80,71,83,33
771,771,76,74,85,71,67
772,772,72,71,79,71,64
773,773,62,79,85,56,68
774,774,71,73,86,64,65
775,775,75,65,79,66,72
776,776,73,55,85,81,64
777,777,82,77,74,82,71
778,778,64,85,77,86,54
779,779,77,72,83,69,76
780,780,76,75,92,75,73
781,781,76,59,74,83,68
782,782,80,76,77,75,71
783,783,65,63,90,66,62
784,784,77,51,68,58,75
785,785,79,57,74,62,80
786,786,85,73,88,85,76
787,787,41,81,79,83,40
788,788,69,73,88,58,64
789,789,75,81,83,63,64
790,790,76,62,83,67,73
791,791,81,52,71,63,75
792,792,84,64,82,79,69
793,793,68,68,80,66,43
794,794,77,90,76,57,75
795,795,81,80,65,72,80
796,796,88,84,76,90,69
797,797,78,88,75,77,73
798,798,79,80,77,85,70
799,799,72,53,85,82,53
800,800,85,67,75,51,80
801,801,72,77,88,73,58
802,802,67,80,73,73,58
803,803,80,56,77,75,77
804,804,84,72,90,80,75
805,805,82,79,78,90,58
806,806,73,83,86,78,58
807,807,58,83,66,86,46
808,808,57,40,37,75,14
809,809,78,72,74,57,79
810,810,76,78,73,60,82
811,811,77,69,68,63,78
812,812,67,77,77,65,51
813,813,79,79,77,71,73
814,814,67,74,60,79,56
815,815,76,39,78,61,77
816,816,76,61,69,30,66
817,817,70,71,87,71,66
818,818,74,58,66,55,73
819,819,72,62,74,44,76
820,820,62,77,69,80,41
821,821,69,82,87,77,53
822,822,87,71,70,82,74
823,823,54,51,90,71,42
824,824,59,74,36,64,16
825,825,68,76,87,65,68
826,826,59,60,40,70,16
827,827,68,85,91,80,55
828,828,62,79,93,66,30
829,829,73,56,83,64,75
830,830,56,65,42,73,12
831,831,68,76,68,83,43
832,832,81,69,76,83,74
833,833,79,71,70,61,69
834,834,75,40,89,76,76
835,835,72,74,67,83,67
836,836,78,78,66,92,57
837,837,54,79,77,78,22
838,838,81,64,69,76,81
839,839,66,69,70,69,56
840,840,80,42,71,50,74
841,841,46,83,74,76,24
842,842,68,68,80,66,43
843,843,75,84,80,76,77
844,844,72,68,79,75,64
845,845,57,83,61,71,53
846,846,71,78,82,68,39
847,847,72,53,85,82,53
848,848,78,70,69,79,68
849,849,76,62,83,67,73
850,850,84,64,82,79,69
851,851,79,80,85,76,66
852,852,57,72,40,68,12
853,853,82,72,83,66,82
854,854,76,66,69,57,75
855,855,68,85,91,80,55
856,856,44,80,71,83,33
857,857,72,74,86,70,58
858,858,57,40,37,75,14
859,859,68,87,82,75,62
860,860,73,77,89,72,56
861,861,85,71,72,90,67
862,862,76,74,85,71,67
863,863,70,72,76,72,71
864,864,65,66,75,30,55
865,865,77,69,68,63,78
866,866,80,83,90,70,70
867,867,77,51,68,58,75
868,868,76,61,69,30,66
869,869,75,81,83,63,64
870,870,85,66,67,79,74
871,871,72,68,88,67,74
872,872,75,40,89,76,76
873,873,69,35,73,67,73
874,874,74,75,74,79,30
875,875,78,78,66,92,57
876,876,69,68,77,60,73
877,877,66,81,68,78,52
878,878,78,75,74,80,66
879,879,59,71,73,69,54
880,880,67,77,77,65,51
881,881,72,74,67,83,67
882,882,69,59,73,52,64
883,883,64,85,77,86,54
884,884,58,83,66,86,46
885,885,65,48,70,72,60
886,886,78,75,73,76,69
887,887,67,66,85,76,62
888,888,68,57,75,46,72
889,889,61,44,25,60,8
890,890,69,73,88,58,64
891,891,77,62,90,70,65
892,892,79,62,62,71,74
893,893,66,82,88,76,59
894,894,54,51,90,71,42
895,895,84,30,75,74,80
896,896,73,69,77,64,69
897,897,78,82,78,81,69
898,898,74,68,64,72,74
899,899,79,91,78,85,72
900,900,59,74,36,64,16
901,901,55,77,72,72,42
902,902,30,81,62,78,29
903,903,66,64,84,72,54
904,904,59,65,44,65,12
905,905,81,73,67,71,82
906,906,75,70,78,68,71
907,907,80,84,88,80,79
908,908,79,49,76,81,70
909,909,55,64,32,60,16
910,910,48,84,65,85,25
911,911,57,67,37,67,13
912,912,75,76,75,75,68
913,913,85,52,89,79,77
914,914,80,50,66,43,75
915,915,84,83,74,80,65
916,916,49,74,34,60,16
917,917,84,79,92,85,76
918,918,76,70,76,60,77
919,919,63,62,83,63,47
920,920,73,66,76,65,69
921,921,48,66,20,68,13
922,922,79,80,75,77,77
923,923,73,68,76,85,72
924,924,77,64,79,56,75
925,925,66,87,78,89,31
926,926,66,78,74,65,58
927,927,84,71,63,78,80
928,928,73,69,79,74,63
929,929,53,57,27,68,19
930,930,76,64,57,51,76
931,931,62,70,85,61,52
932,932,72,65,60,68,74
933,933,69,83,72,68,62
934,934,84,43,72,54,83
935,935,56,70,44,85,19
936,936,78,68,76,75,75
937,937,81,57,74,69,77
938,938,79,76,74,87,77
939,939,75,76,97,48,76
940,940,68,76,63,80,46
941,941,78,72,59,72,60
942,942,75,82,64,57,66
943,943,34,65,80,61,51
944,944,42,90,71,83,35
945,945,44,81,63,79,22
946,946,69,70,86,57,63
947,947,80,84,81,78,74
948,948,74,77,93,77,65
949,949,75,71,87,82,70
950,950,73,42,84,40,74
951,951,74,58,75,57,68
952,952,65,73,75,76,62
953,953,70,34,61,50,75
954,954,76,85,68,77,63
955,955,76,60,68,71,75
956,956,82,63,76,69,79
957,957,79,83,93,43,77
958,958,75,77,60,82,66
959,959,58,63,36,52,12
960,960,63,72,71,54,59
961,961,81,66,77,77,45
962,962,79,71,49,68,79
963,963,55,65,25,55,19
964,964,55,75,35,72,18
965,965,76,77,75,83,69
966,966,85,77,74,87,69
967,967,73,69,88,57,71
968,968,71,76,79,57,73
969,969,44,72,52,68,26
970,970,73,65,77,66,72
971,971,74,74,94,77,69
972,972,81,69,74,76,73
973,973,79,75,54,72,72
974,974,74,54,74,67,74
975,975,54,70,35,59,12
976,976,33,71,32,71,9
977,977,78,59,74,67,71
978,978,81,46,75,73,78
979,979,74,58,68,62,63
980,980,74,83,74,69,71
981,981,56,75,78,75,48
982,982,51,60,69,70,33
983,983,57,80,64,78,41
984,984,73,61,76,88,72
985,985,78,72,76,77,76
986,986,76,90,79,63,69
987,987,49,69,59,80,41
988,988,83,70,85,64,73
989,989,75,82,85,81,67
990,990,77,63,74,67,77
991,991,69,79,84,75,68
992,992,72,68,58,60,71
993,993,79,75,79,65,67
