asin,brand,title,url,image,rating,reviewUrl,totalReviews,price,originalPrice
B00IZ1X21K,Samsung,"Samsung Galaxy S5, G900P 16GB White - Sprint",https://www.amazon.com/Samsung-Galaxy-S5-G900P-White/dp/B00IZ1X21K,https://m.media-amazon.com/images/I/81CKMjxseIL._AC_UY218_ML3_.jpg,3.7,https://www.amazon.com/product-reviews/B00IZ1X21K,5,269.99,0
B00JEHJMG8,Samsung,Samsung Galaxy S4 16GB SPH-L720 4G LTE Android - Sprint (Blue),https://www.amazon.com/Samsung-Galaxy-SPH-720T-Tri-Band-Sprint/dp/B00JEHJMG8,https://m.media-amazon.com/images/I/61Uy8S7wD9L._AC_UY218_ML3_.jpg,3.3,https://www.amazon.com/product-reviews/B00JEHJMG8,135,0,0
B00JH2WF0K,Samsung,"Samsung Gusto 3, Dark Blue, Verizon Wireless",https://www.amazon.com/Samsung-Gusto-Dark-Verizon-Wireless/dp/B00JH2WF0K,https://m.media-amazon.com/images/I/71PZg166cmL._AC_UY218_ML3_.jpg,3.2,https://www.amazon.com/product-reviews/B00JH2WF0K,81,0,0
B00JH2WPO6,Samsung,"Samsung ATIV SE, Silver 16GB (Verizon Wireless)",https://www.amazon.com/Samsung-ATIV-SE-Verizon-Wireless/dp/B00JH2WPO6,https://m.media-amazon.com/images/I/81U-7YS706L._AC_UY218_ML3_.jpg,3.8,https://www.amazon.com/product-reviews/B00JH2WPO6,22,0,0
B00JS73V2U,Motorola,"Motorola DROID MAXX, Black 16GB (Verizon Wireless)",https://www.amazon.com/Motorola-DROID-MAXX-Verizon-Wireless/dp/B00JS73V2U,https://m.media-amazon.com/images/I/717w0Z516KL._AC_UY218_ML3_.jpg,4.1,https://www.amazon.com/product-reviews/B00JS73V2U,263,0,0
B00JYR6GGM,Samsung,"Samsung Gusto 3, Royal Navy Blue (Verizon Wireless Prepaid) - Discontinued by Manufacturer",https://www.amazon.com/Samsung-Gusto-Verizon-Wireless-Prepaid/dp/B00JYR6GGM,https://m.media-amazon.com/images/I/51ZL33qmCpL._AC_UY218_ML3_.jpg,3.3,https://www.amazon.com/product-reviews/B00JYR6GGM,262,0,0
B00K0NS0P4,Motorola,"Motorola Moto G (1st Generation) Unlocked Cellphone, 8GB, White",https://www.amazon.com/Motorola-Moto-Generation-Unlocked-Cellphone/dp/B00K0NS0P4,https://m.media-amazon.com/images/I/71L5LzVmrcL._AC_UY218_ML3_.jpg,4,https://www.amazon.com/product-reviews/B00K0NS0P4,1,209.75,0
B00KM10ITK,Nokia,Nokia Lumia 635 8GB Unlocked GSM 4G LTE Windows 8.1 Quad-Core Phone - Black,https://www.amazon.com/Nokia-Lumia-Unlocked-Windows-Quad-Core/dp/B00KM10ITK,https://m.media-amazon.com/images/I/61WZWpJTYmL._AC_UY218_ML3_.jpg,3.5,https://www.amazon.com/product-reviews/B00KM10ITK,693,103.98,0
B00LAEA84S,Samsung,Samsung Galaxy S5 G900V Verizon 4G LTE Smartphone w/ 16MP Camera - Black - Verizon,https://www.amazon.com/Samsung-Galaxy-Verizon-Smartphone-Camera/dp/B00LAEA84S,https://m.media-amazon.com/images/I/91s1UjlYJHL._AC_UY218_ML3_.jpg,3.2,https://www.amazon.com/product-reviews/B00LAEA84S,627,0,0
B00LIYEMTC,Sony,Sony Xperia Z2 - Unlocked (White),https://www.amazon.com/MOBILE-1281-9167-XPERIA-WHITE-D6502/dp/B00LIYEMTC,https://m.media-amazon.com/images/I/41ATwBsWGbL._AC_UY218_ML3_.jpg,3.2,https://www.amazon.com/product-reviews/B00LIYEMTC,5,606.3,0
B00MWI4HW0,Motorola,"Motorola Moto G (2nd generation) Unlocked Cellphone, 8GB, Black",https://www.amazon.com/Motorola-2nd-generation-Unlocked-Cellphone/dp/B00MWI4HW0,https://m.media-amazon.com/images/I/61OLIW5q0eL._AC_UY218_ML3_.jpg,4.1,https://www.amazon.com/product-reviews/B00MWI4HW0,3,99,0
B00MWI4KKE,Motorola,"Motorola Moto X (2nd generation) XT1097 GSM Unlocked Cellphone, 16GB, Black Soft Touch",https://www.amazon.com/Motorola-Moto-generation-Unlocked-Cellphone/dp/B00MWI4KKE,https://m.media-amazon.com/images/I/81HfPVitlfL._AC_UY218_ML3_.jpg,3.5,https://www.amazon.com/product-reviews/B00MWI4KKE,428,0,0
B00N532A34,Samsung,"Samsung Galaxy Alpha, Frosted Gold 32GB (AT&T)",https://www.amazon.com/Samsung-Galaxy-Alpha-Frosted-Gold/dp/B00N532A34,https://m.media-amazon.com/images/I/81IpIT71b7L._AC_UY218_ML3_.jpg,3.1,https://www.amazon.com/product-reviews/B00N532A34,113,0,0
B00N532DU4,Samsung,"Samsung Galaxy Mega 2, Brown Black 16GB (AT&T)",https://www.amazon.com/Samsung-Galaxy-Mega-Brown-Black/dp/B00N532DU4,https://m.media-amazon.com/images/I/81+3p0WndhL._AC_UY218_ML3_.jpg,3.2,https://www.amazon.com/product-reviews/B00N532DU4,106,0,0
B00NKR9MJA,Samsung,"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",https://www.amazon.com/Samsung-Galaxy-Note-Frosted-Sprint/dp/B00NKR9MJA,https://m.media-amazon.com/images/I/A1S4AmmN0pL._AC_UY218_ML3_.jpg,3.2,https://www.amazon.com/product-reviews/B00NKR9MJA,227,259.98,0
B00NKRE7MW,Samsung,"Samsung Galaxy Note 4, Frosted White 32GB (Verizon Wireless)",https://www.amazon.com/Samsung-Galaxy-Note-Frosted-Wireless/dp/B00NKRE7MW,https://m.media-amazon.com/images/I/915izMqyC-L._AC_UY218_ML3_.jpg,3.4,https://www.amazon.com/product-reviews/B00NKRE7MW,1,0,0
B00NO2WXM4,Motorola,"Motorola Moto X - 2nd Generation, Black Resin 16GB (Verizon Wireless)",https://www.amazon.com/Motorola-Moto-Generation-Verizon-Wireless/dp/B00NO2WXM4,https://m.media-amazon.com/images/I/81UpiOZp47L._AC_UY218_ML3_.jpg,3.9,https://www.amazon.com/product-reviews/B00NO2WXM4,124,0,0
B00O15MWOM,Nokia,Nokia Lumia 530 White - No Contract (T-Mobile),https://www.amazon.com/Nokia-Lumia-530-White-Contract/dp/B00O15MWOM,https://m.media-amazon.com/images/I/81ba7gOGt5L._AC_UY218_ML3_.jpg,3.2,https://www.amazon.com/product-reviews/B00O15MWOM,378,133.28,0
