club,last_name,first_name,position,base_salary,guaranteed_compensation
COL,Greenspan,Joseph,D,50000.04,50000.04
NY,Grella,Mike,F,60000.0,60000.0
TOR,Hagglund,Nick,D,60000.0,60000.0
COL,Hairston,Marlon,M,80000.0,103000.0
NE,Hall,Jeremy,D,70000.0,70000.0
ORL,Hall,Tally,GK,215000.0,228500.0
KC,Hallisey,Connor,M,60000.0,73750.0
DC,Halsti,Markus,M,275000.0,336833.33
DC,Hamid,Bill,GK,360000.0,405500.0
TOR,Hamilton,Jordan,F,63000.0,75500.0
CHI,Harden,Ty,D,71663.0,75078.2
COL,Harrington,Michael,M-D,130000.0,130000.0
DAL,Harris,Atiba,M-F,130000.0,130000.0
VAN,Harvey,Jordan,D,150000.0,150000.0
ORL,Heath,Harrison,M,60000.0,60000.0
DAL,Hedges,Matt,D,135000.0,135000.0
NE,Herivaux,Zachary,M,60000.0,60000.0
NYCFC,Hernandez,Jason,D,175000.0,185000.0
DAL,Hernandez,Moises,D,60000.0,61625.0
CLB,Higuain,Federico,M-F,1175000.0,1175000.0
ORL,Higuita,Cristian,M,60000.0,60000.0
ORL,Hines,Sebastian,D,108576.0,109826.0
HOU,Hoffman,Chandler,F,60000.0,60000.0
DAL,Hollingshead,Ryan,M,60000.0,60000.0
PHI,Hoppenot,Antoine,F,60000.0,60000.0
HOU,Horst,David,D,78750.0,81500.0
HOU,Hunter,Taylor,D,50000.0,50000.0
VAN,Hurtado,Erik,F/M,78265.0,113265.0
,Hurtado,Jhon Kennedy,D,230000.0,230000.0
LA,Husidic,Baggio,M,125000.0,125000.0
CHI,Igboananike,Kennedy,F,800000.0,901666.67
NYCFC,Iraola,Andoni,D,200004.0,200004.0
COL,Irwin,Clint,GK,85000.0,97000.0
SEA,Ivanschitz,Andreas,M,180000.0,201250.0
MTL,Jackson-Hamel,Anthony,F,60000.0,60000.0
NYCFC,Jacobson,Andrew,M,150000.0,150000.0
SJ,Jahn,Adam,F,60000.0,60000.0
RSL,Jaime,Sebastian,F,200000.0,266666.67
LA,Jamieson,Bradford,F,60000.0,60000.0
DC,Jeffrey,Jared,M,68250.0,74450.0
POR,Jewsbury,Jack,D,120000.0,137500.0
CLB,Jimenez,Hector,M,90000.0,90000.0
NYCFC,Johansen,Eirik,GK,50000.04,50000.04
CHI,Johnson,Jason,F,90000.0,131000.0
CHI,Johnson,Sean,GK,250000.0,253000.0
POR,Johnson,Will,F,314000.0,334333.33
SEA,Jones,Darwin,F,60000.0,66250.0
NE,Jones,Jermaine,M,2800000.0,3052500.0
CHI,Jones,Joevin,M,60000.0,66166.67
LA,Juninho,,M,350000.0,350000.0
CHI,Junior,Gilberto,F,1144992.0,1144992.0
VAN,Kah,Pa Modou,D,170000.0,170000.0
ORL,Kaka,,M,6660000.0,7167500.0
CLB,Kamara,Kei,F,400000.0,536666.67
CHI,Kann,Alec,GK,60000.0,60000.0
TOR,Kantari,Ahmed,D,300000.0,345000.0
RSL,Kavita,Phanuel,D,50000.0,50000.0
LA,Keane,Robbie,F,4500000.0,4500000.0
DAL,Keel,Stephen,D,60000.0,60000.0
DC,Kemp,Taylor,D,60000.0,60000.0
KC,Kempin,Jonathan,GK,85000.0,92083.33
DAL,Kennedy,Dan,GK,233000.0,233000.0
DC,Kitchen,Perry,D,172000.0,257450.0
NY,Kljestan,Sacha,M,400000.0,537500.0
CLB,Klute,Chris,D,82500.0,87802.09
NE,Knighton,Brad,GK,82005.0,82005.0
NE,Kobayashi,Daigo,M,135000.0,146666.67
VAN,Koffie,Gershon,M,230000.0,241000.0
TOR,Konopka,Chris,GK,66000.0,66000.0
DC,Korb,Chris,D,99000.0,106479.83
SJ,Koval,JJ,M,60000.0,60000.0
SEA,Kovar,Aaron,M,60000.0,60200.0
MTL,Kronberg,Eric,GK,132000.0,132000.0
POR,Kwarasey,Adam,GK,260000.0,260000.0
VAN,Laba,Matias,M,325000.0,325000.0
COL,LaBrocca,Nick,M,160000.0,180000.0
NY,Lade,Connor,D,60638.0,64891.01
PHI,Lahoud,Michael,M,108900.0,112233.33
ORL,Lameira,Valdomiro,M,50000.0,50000.0
NYCFC,Lampard,Frank,M,6000000.0,6000000.0
CLB,Lampson,Matt,GK,60000.0,60000.0
CHI,Larentowicz,Jeff,D,265000.0,271000.0
ORL,Larin,Cyle,F,125000.0,167000.0
NY,Lawrence,Kemar,D,60000.0,60000.0
PHI,Le Toux,Sebastien,M,275000.0,285228.13
MTL,Lefevre,Wandrille,M,60000.0,60000.0
SJ,Lenhart,Steven,F,150000.0,159083.33
CLB,Lev-Ari,Sagi,F,60000.0,60000.0
VAN,Lewis,Andre,M,60000.0,75000.0
HOU,Lisch,Michael,GK,60000.0,60000.0
LA,Lletget,Sebastian,M,95000.04,100500.04
,Lochhead,Tony,D,134375.0,134375.0
HOU,Lopez,Alexander,M,115500.0,135500.0
KC,Lopez,Mikey,M,100000.0,172000.0
HOU,Lovejoy,Rob,M,50000.0,50000.0
TOR,Lovitz,Daniel,M,60000.0,60000.0
SEA,Lowe,Damion,D,60375.0,71375.0
DAL,Loyd,Zach,M,175000.0,196666.67
SEA,Lyon,Charlie,GK,50000.0,50000.0
CLB,Mabwati,Cedrick,M,201428.52,220178.52
COL,MacMath,Zac,GK,130000.0,130000.0
LA,Maganto,Ignacio,M,60000.0,60000.0
CHI,Magee,Mike,F,400000.0,467500.0
PHI,Maidana,Cristian,F,203500.0,217250.0
MTL,Mallace,Calum,M,60000.0,75000.0
VAN,Manneh,Kekuta,F,82500.0,112000.0
TOR,Mannella,Chris,M,60000.0,60000.0
POR,Manning,Anthony,D,50000.04,50000.04
HOU,Manotas,Mauro,F,60000.0,60000.0
RSL,Mansally,Kenny,F,60000.0,66500.0
SEA,Mansaray,Victor,F,50000.0,53500.0
MTL,Mapp,Justin,M,186725.0,199225.0
PHI,Marquez,Richard,D,60000.0,60000.0
SEA,Marshall,Chad,D,275000.0,291666.67
DC,Martin,Collin,M,70000.0,84166.67
RSL,Martinez,Juan Manuel,F,710000.0,1108666.67
NY,Martins,Felipe,M,175000.0,207500.0
SEA,Martins,Obafemi,F,2400000.0,3000000.0
ORL,Mateos,David,D,300000.0,325000.0
VAN,Mattocks,Darren,F,180000.0,272000.0
RSL,Maund,Aaron,D,60000.0,63449.5
PHI,McCarthy,John,GK,60000.0,66250.0
NY,McCarty,Dax,M,220000.0,262500.0
CLB,McInerney,Jack,F,270000.0,334166.67
VAN,McKendry,Ben,M,50000.0,50000.0
PHI,McLaughlin,James,M,60000.0,60000.0
NY,McLaws,Shawn,D,50000.0,50000.0
NYCFC,McNamara,Thomas,M,60000.0,71500.0
NYCFC,Meara,Ryan,GK,71663.0,72913.0
SEA,Mears,Tyrone,D,165000.0,174000.0
KC,Medranda,Jimmy,M,60000.0,60000.0
POR,Melano,Lucas,F,799992.0,799992.0
KC,Melia,Tim,GK,80000.0,84203.33
NYCFC,Mena,Jefferson,D,200000.0,211400.0
LA,Mendiola,Raul,F,60000.0,60400.0
CLB,Meram,Justin,F,165000.0,175000.0
SJ,Meredith,Bryan,GK,60000.0,60000.0
LA,Meyer,Tommy,D,60000.0,73750.0
VAN,Mezquida,Nicolas,M-F,80000.0,80000.0
NY,Miazga,Matt,D,68250.0,74500.0
MTL,Miller,Eric,M/D,60375.0,71375.0
NY,Miller,Roy,M,200000.0,200000.0
HOU,Miranda,Leonel,M,60000.0,60000.0
DC,Mishu,Luke,D,50000.0,50000.0
POOL,Mitchell,Trey,GK,50000.04,50000.04
ORL,Molino,Kevin,M,100000.0,111400.0
COL,Moor,Drew,D,258500.0,270500.0
TOR,Moore,Luke,F,215000.0,235500.0
RSL,Morales,Javier,M,300000.0,300000.0
VAN,Morales,Pedro,M,1190000.0,1410900.0
TOR,Morgan,Ashtone,D,100000.0,112000.0
TOR,Morrow,Justin,D,170000.0,179562.5
NE,Mulgrew,Timothy,F,50000.04,50000.04
RSL,Mulholland,Luke,M,82500.0,83750.0
NYCFC,Mullins,Patrick,F,80000.0,110000.0
KC,Mustivar,Soni,M,250000.0,250000.0
ORL,Mwanga,Danny,F,75000.0,82500.0
KC,Myers,Chance,D-M,170000.0,195000.0
KC,Nagamura,Paulo,M,230000.0,230000.0
POR,Nagbe,Darlington,M/F,244000.0,263000.0
POR,Nanchoff,Michael,M,60000.0,60000.0
SEA,Neagle,Lamar,M,165000.0,167833.33
ORL,Neal,Lewis,M,112500.0,119103.28
KC,Nemeth,Krisztian,F,250000.0,250000.0
NE,Neumann,Steve,M-F,71500.0,92750.0
NE,Nguyen,Lee,M/F,175000.0,193750.0
PHI,Nogueira,Vincent,M,330000.0,330000.0
CHI,Nyarko,Patrick,F,200000.0,215750.0
SJ,Nyassi,Sanna,M,120000.0,126250.0
NY,Obekop,Marius,M,50000.0,50000.0
SEA,Ockford,Jimmy,D,60000.0,60000.0
MTL,Oduro,Dominic,F,250000.0,251666.67
NE,Okoli,Sean,F,50000.0,50000.0
KC,Okugo,Amobi,M,275000.0,300000.0
RSL,Okwuonu,Boyd,D,60000.0,80000.0
HOU,Olabiyi,Rasheed,M,60000.0,60000.0
RSL,Olave,Jamison,D,290000.0,300000.0
KC,Opara,Ike,D,115000.0,121250.0
DC,Opare,Kofi,D,60000.0,60000.0
TOR,Osorio,Jonathan,M,145000.0,152599.68
NY,Ouimette,Karl,D,60000.0,60000.0
VAN,Ousted,David,GK,286000.0,302570.0
RSL,Ovalle,Adolfo,M,60000.0,70500.0
CHI,Palmer,Lovel,M,118000.0,125500.0
KC,Palmer-Brown,Erik,D,60000.0,60500.0
POR,Paparatto,Norberto,D,120000.0,120000.0
SEA,Pappa,Marco,M,75000.0,75000.0
VAN,Parker,Tim,D,60000.0,78750.0
CLB,Parkhurst,Michael,D,275000.0,300000.0
POR,Peay,Taylor,D,50000.0,50000.0
RSL,Pecka,,M,60000.0,64166.67
SJ,Pelosi,Marc,M,60000.0,72500.0
POR,Pereira,Jeanderson,D,60000.0,60000.0
DAL,Pereira,Michel,M/D,140000.0,161500.0
DAL,Perez,Blas,F,350000.0,374250.0
SJ,Perez,Matias,M,240000.0,240000.0
LA,Perk,Brian,GK,60000.0,60000.0
SEA,Perkins,Troy,GK,130000.0,136662.5
TOR,Perquis,Damien,D,323000.0,372500.0
NY,Perrinelle,Damien,D,132000.0,132000.0
KC,Peterson,Jacob,F,123500.0,130375.0
PHI,Pfeffer,Zach,M,60000.0,60000.0
RSL,Phillips,Demar,D,140000.0,149666.67
MTL,Piatti,Ignacio,M,400000.0,400000.0
SJ,Pierazzi,Jean Baptiste,M,260000.0,260000.0
SEA,Pineda,Gonzalo,M,160000.0,160000.0
NYCFC,Pirlo,Andrea,M,2000004.0,2315694.0
COL,Pittinari,Lucas,M,190000.0,210000.0
RSL,Plata,Joao,F,150000.0,150000.0
CLB,Pogatetz,Emanuel,D,250000.0,262500.0
NYCFC,Poku,Kwadwo,M,60000.0,63045.09
CHI,Polster,Matt,D,60000.0,75000.0
DC,Pontius,Chris,M-F,365000.0,396000.0
MTL,Porter,Cameron,F,50000.0,50000.0
POR,Powell,Alvas,D,60000.0,68700.0
COL,Powers,Dillon,M,245000.0,275000.0
KC,Quintilla,Jordi,M,50000.04,59525.04
COL,Ramirez,Juan Edgardo,M,75000.0,75000.0
ORL,Ramos,Rafael,D,50000.0,50000.0
ORL,Redding,Tommy,D,85000.0,92500.0
SEA,Remick,Dylan,D,60000.0,60000.0
SJ,Renato,Paulo,D,96000.0,96000.0
MTL,Reo-Coker,Nigel,D-M,275000.0,275000.0
NY,Reynish,Kyle,GK,86000.0,90316.67
ORL,Ribeiro,Pedro,M,60000.0,60000.0
LA,Ribeiro Da Silva,Leonardo,D,150000.0,155000.0
NY,Richards,Dane,M,105000.0,105000.0
LA,Ricketts,Donovan,GK,260000.0,260000.0
POR,Ridgewell,Liam,D,1000000.0,1150000.0
COL,Riley,James,D,77500.0,83750.0
RSL,Rimando,Nick,GK,350000.0,370000.0
CHI,Ritter,Chris,M,60000.0,60000.0
ORL,Rivas,Carlos,M,60000.0,60000.0
ORL,Rivera,Sidney,F,50000.0,50000.0
VAN,Rivero,Octavio,F,890850.0,890850.0
TOR,Roberts,Quillan,GK,60000.0,60000.0
DC,Robinson,Jalen,D,70000.0,82000.0
NY,Robles,Luis,GK,130000.0,151375.0
ORL,Rochez,Bryan,F,200000.0,279500.0
VAN,Rodriguez,Diego,D,124000.0,165750.0
HOU,Rodriguez,"Jose ""Memo""",M,60000.0,60000.0
HOU,Rodriguez,Raul,D,325000.0,354333.33
LA,Rogers,Robbie,F,175000.0,191666.67
SEA,Roldan,Cristian,M,80000.0,102000.0
DC,Rolfe,Chris,F,210000.0,225000.0
MTL,Romero,Andres,F,100000.0,100000.0
LA,Romney,David,D,60000.0,60000.0
VAN,Rosales,Mauro,M,215000.0,265000.0
SEA,Rose,Andy,M,60000.0,60000.0
LA,Rowe,Brian,GK,60000.0,60000.0
NE,Rowe,Kelyn,M,140000.0,221000.0
NE,Rudy,Tyler,M,50000.0,50000.0
LA,Rugg,Charlie,F,60000.0,60000.0
DC,Saborio,Alvaro,F,400000.0,493333.33
CLB,Saeid,Mohammed,M,100000.0,110000.0
SJ,Salinas,Shea,M,145000.0,148333.33
NY,Sam,Lloyd,F,230000.0,240000.0
VAN,Sampson,Ethen,D,60000.0,60000.0
NY,Sanchez,Emmanuel,M,50000.0,50000.0
COL,Sanchez,Vicente,F,210000.0,286666.67
RSL,Sandoval,Devon,F,60000.0,60000.0
PHI,Sapong,CJ,F,125000.0,142000.0
HOU,Sarkodie,Kofi,D,190000.0,235500.0
COL,Sarvas,Marcelo,M,360000.0,425000.0
RSL,Saucedo,Sebastian,M,50000.0,60500.0
NYCFC,Saunders,Josh,GK,90000.0,90000.0
CLB,Sauro,Gaston,D,583200.0,599512.5
CLB,Schoenfeld,Aaron,F,60000.0,60000.0
RSL,Schuler,Chris,D,165000.0,182000.0
SEA,Scott,Zach,D,65000.0,65000.0
POR,Seaton,Michael,F,60000.0,63000.0
DAL,Seitz,Chris,GK,130000.0,130000.0
COL,Serna,Dillon,M,60000.0,73000.0
ORL,Shea,Brek,M-D,475000.0,520000.0
NYCFC,Shelton,Khiry,F,70000.0,87500.0
SJ,Sherrod,Mark,F,60000.0,60000.0
CHI,Shipp,Harrison,F,87500.0,112500.0
NE,Shuttleworth,Robert,GK,101250.0,111250.0
RSL,Silva,Luis,M,131384.0,162634.0
SJ,Silva,Matheus,,50000.04,50000.04
TOR,Simonin,Clement,D,60000.0,60000.0
KC,Sinovic,Seth,M-D,140000.0,146750.0
COL,Sjoberg,Axel,D,60000.0,75000.0
NE,Smith,Donnie,M,60000.0,60000.0
VAN,Smith,Jordan,D,95000.04,102743.04
COL,Solignac,Luis,F,65004.0,65004.0
LA,Sorto,Oscar,D,60000.0,61875.0
DAL,Soumare,Bakary,D,225000.0,225000.0
NE,Spangenberg,Trevor,GK,50000.0,50000.0
CLB,Speas,Ben,F,68355.0,68355.0
COL,St. Ledger,Sean,D,124992.0,147492.0
HOU,Steinberger,Zach,M,60000.0,76250.0
CLB,Steindorsson,Kristinn,M,105000.0,119437.5
CHI,Stephens,Michael,M,95000.0,105000.0
SJ,Stephenson,Khari,M,68254.2,71645.94
RSL,Stertzer,John,M,60000.0,69166.67
SJ,Stewart,Jordan,M-D,150000.0,150000.0
NY,Stolz,Leo,M,70000.0,86250.0
HOU,Sturgis,Nathan,D-M,71250.0,75375.0
CLB,Stuver,Brad,GK,60000.0,60000.0
CLB,Swanson,Ben,M,60000.0,80416.67
PHI,Sylvestre,Brian,GK,60000.0,60000.0
NYCFC,Tasende,Jose Angel,D,60000.0,60000.0
HOU,Taylor,Jermaine,D,203500.0,213000.0
NYCFC,Taylor,Tony,F,75000.0,84375.0
CLB,Tchani,Tony,M,170000.0,195000.0
VAN,Techera,Cristian,F,60000.0,85000.0
VAN,Teibert,Russell,M,100000.0,167500.0
DAL,Texeira,David,F,338000.0,338000.0
POR,Thoma,Andy,D-M,60000.0,75000.0
SJ,Thompson,Tommy,M,140000.0,145000.0
NE,Tierney,Chris,D-M,110000.0,113333.33
MTL,Tissot,Maxim,D,60000.0,60000.0
MTL,Toia,Donny,D,60000.0,60000.0
VAN,Tornaghi,Paolo,GK,80000.0,80000.0
HOU,Torres,Erick,F,350000.0,425000.0
COL,Torres,Gabriel,F,262000.0,274500.0
SEA,Torres,Roman,D,438000.0,513812.5
CLB,Trapp,Wil,M,137500.0,164500.0
,Tshuma,Schillo,F,85000.0,123000.0
ORL,Turner,Tyler,D,60000.0,60000.0
DAL,Ulloa,Victor,M,60000.0,60000.0
POR,Urruti,Maximiliano,F,200000.04,200000.04
SEA,Valdez,Nelson,F,960000.0,1215000.0
POR,Valeri,Diego,M,550000.0,550000.0
RSL,Vasquez,Elias,D,110000.0,122136.67
LA,Vayrynen,Mika,M,204996.0,227496.0
NYCFC,Velasquez,Sebastian,M,60000.0,60000.0
MTL,Venegas,Johan,M,120000.0,132500.0
NY,Veron,Gonzalo,M-F,200004.0,200004.0
NYCFC,Villa,David,F,5610000.0,5610000.0
POR,Villafana,Jorge,F,130000.0,135000.0
LA,Villarreal,Jose,M,60000.0,61875.0
