club,last_name,first_name,position,base_salary,guaranteed_compensation
,Borja,Carlos,D,52313.0,52313.0
CHV,Borja,Felix,F,48504.0,48504.0
DC,Boswell,Bobby,D,189666.6,189666.6
NY,Bover,Ruben,M,36500.0,36500.0
SEA,Bowen,Tristan,F,65000.0,70000.0
TOR,Bradley,Michael,M,6000000.0,6500000.0
NYCFC,Brovsky,Jeb,M,115000.0,119000.0
PHI,Brown,Brian,F,48504.0,53004.0
COL,Brown,Deshorn,F,75000.0,123000.0
HOU,Bruin,Will,F,127500.0,172500.0
HOU,Brunner,Eric,D,130000.0,130625.0
COL,Buddle,Edson,F,325000.0,325000.0
NE,Bunbury,Teal,F,135000.0,233000.0
COL,Burch,Marc,D,85000.0,85000.0
CHV,Burling,Bobby,D,115000.0,122500.0
SJ,Busch,Jon,GK,173250.0,184583.33
MTL,Bush,Evan,GK,48825.0,48825.0
NY,Bustamante,Michael,M-D,48825.0,48825.0
DAL,Cabrera,Walter,D,84000.0,96000.0
NY,Cahill,Tim,M,3500000.0,3625000.0
NE,Caldwell,Scott,M,52313.0,59813.0
TOR,Caldwell,Steven,D,325000.0,364166.67
CHV,Calvert,Caleb,F,55000.0,62500.0
MTL,Camara,Hassoun,D/M,215000.0,226625.0
VAN,Carducci,Marco,GK,36504.0,36504.0
HOU,Carrasco,Servando,M,48825.0,48825.0
PHI,Carreiro,Fred,M,65460.0,65460.0
PHI,Carroll,Brian,M,185220.0,185220.0
HOU,Cascio,Tony,M,71390.0,105140.0
PHI,Casey,Conor,F,192500.0,192500.0
DC,Caskey,Alex,M,48825.0,48825.0
NY,Castano,Santiago,GK,36500.0,36500.0
NE,Castillion,Geoffrey,F,276000.0,329033.33
DAL,Castillo,Fabian,F,70000.0,76250.0
SJ,Cato,Cordell,F,50400.0,50400.0
ORL,Ceren,Darwin,M,50000.0,80437.5
POR,Chara,Diego,M,170000.0,170000.0
CHV,Chavez,Marvin,M,200000.0,200000.0
NY,Christianson,Ian,M,48825.0,48825.0
HOU,Clark,Ricardo,M,288000.0,321750.0
CLB,Clark,Steven,GK,135000.0,138333.33
VAN,Clarke,Caleb,F,60000.0,60000.0
KC,Claros,Jorge,M,90000.0,90000.0
HOU,Cochran,AJ,D,57500.0,73500.0
CHI,Cochrane,Greg,D,48500.0,48500.0
CHI,Cocis,Razvan,M,140004.0,146670.67
KC,Collin,Aurelien,D,275000.0,281250.0
NY,Convey,Bobby,M,137500.0,147500.0
SEA,Cooper,Kenny,F,200000.0,265625.0
CHV,Correa,Jose Erick,F,70000.0,70000.0
DAL,Craft,Coy,F,48504.0,65587.33
TOR,Creavalle,Warren,D,90000.0,100500.0
MTL,Crepeau,Maxime,GK,48500.0,48500.0
SJ,Cronin,Sam,M,185000.0,187500.0
PHI,Cruz,Danny,M,125000.0,131666.67
HOU,Cummings,Omar,F,250000.0,264000.0
MTL,Danso,Mamadou,D,87500.0,87500.0
NE,Davies,Charlie,F,75000.0,78940.63
HOU,Davis,Brad,M,345000.0,392062.5
VAN,Dean,Christian,D,80000.0,161000.0
TOR,Defoe,Jermain,F,6000000.0,6180000.0
LA,DeLaGarza,AJ,D,132500.0,155000.0
DC,DeLeon,Nick,M,85690.0,120690.0
CHV,Delgado,Marco,M,75000.0,77500.0
SEA,Dempsey,Clint,F,4913004.0,6695188.75
HOU,Deric,Tyler,GK,90000.0,97666.67
TOR,DeRosario,Dwayne,M,137000.0,173000.0
MTL,Di Vaio,Marco,F,1500000.0,2600000.0
DAL,Diaz,Mauro,M,325000.0,411000.0
TOR,Dike,Bright,F,60637.5,63575.0
VAN,Diouf,Mamadou,F,48500.0,61000.0
SJ,Djalo,Yannick,M,200000.0,300000.0
LA,Donovan,Landon,F,4250000.0,4583333.33
NE,Dorman,Andy,M,135000.0,135000.0
KC,Dovale,Toni,D,180000.0,185000.0
DC,Doyle,Conor,F,48500.0,49750.0
HOU,Driver,Andrew,M,130000.0,144583.33
MTL,Duka,Dilaver,M,165000.0,190000.0
KC,Duke,Christian,D,36500.0,36500.0
LA,Dunivant,Todd,D,140000.0,160750.0
CHV,Dunn,Matthew,M,48500.04,48500.04
NY,Duvall,Chris,D,36504.0,36504.0
KC,Dwyer,Dom,F,80000.0,92500.0
DC,Dykstra,Andrew,GK,48825.0,48825.0
CHI,Earnshaw,Robert,F,204000.0,206250.0
NY,Eckersley,Richard,D,255000.0,373333.33
PHI,Edu,Maurice,M,650000.0,650000.0
KC,Ellis,Kevin,D,48825.0,49575.0
COL,Eloundou,Charles,F,48825.0,53825.0
DAL,Escobar,Andres,F,625000.0,647000.0
DC,Espindola,Fabian,F,150000.0,150000.0
DC,Estrada,David,F,48825.0,48825.0
SEA,Evans,Brad,F,267665.0,293666.25
POR,Evans,Steven,M,48825.0,53825.0
PHI,Fabinho,,D,96000.0,100500.0
NE,Fagundez,Diego,F,110000.0,137200.0
NE,Farrell,Andrew,D,95000.0,176000.0
KC,Feilhaber,Benny,M,325000.0,337187.5
PHI,Fernandes,Leo,M,48500.0,48500.0
RSL,Fernandez,Eduardo,GK,36500.0,36500.0
POR,Fernandez,Gaston,F,150000.0,150000.0
DAL,Fernandez,Raul,GK,160000.0,247500.0
VAN,Fernandez,Sebastian,M,143000.0,143000.0
MTL,Ferrari,Matteo,D,300000.0,355475.0
RSL,Findley,Robbie,F,215000.0,245500.0
CLB,Finlay,Ethan,F,50847.5,65847.5
CHV,Finley,Ryan,F,51150.0,78650.0
POR,Fochive,George,M,36500.0,36500.0
CHI,Fondy,Matthew,F,48500.0,48500.0
SEA,Ford,Josh,GK,48500.0,50239.94
SJ,Francis,Shaun,D,55000.0,57889.79
CLB,Francis,Waylon,D,125000.0,153875.0
CHI,Franco,Marco,D,36500.0,36500.0
DC,Franklin,Sean,D,178333.32,209999.99
SEA,Frei,Stefan,GK,150000.0,150000.0
CLB,Friedman,Ross,D,36500.0,36500.0
LA,Friend,Rob,F,85000.0,91000.0
VAN,Froese,Kianz,M-F,44004.0,48504.0
SJ,Fucito,Michael,MF,57750.0,60639.79
PHI,Gaddis,Raymon,D,52313.0,52313.0
MTL,Gagnon-Lapare,Jeremy,M,36504.0,40504.0
CLB,Gall,Romain,M,48504.0,51885.93
POR,Gallego,Bryan,D,36500.0,36750.0
DAL,Garcia,Danny,M,55000.0,71000.0
RSL,Garcia,Olmes,F,125000.0,125000.0
LA,Garcia,Rafael,M,48825.0,48825.0
,Gardner,Joshua,M,70000.0,70000.0
LA,Gargan,Dan,D,48500.0,48500.0
HOU,Garrido,Luis,M,150000.0,150000.0
CLB,Gehrig,Eric,M,48825.0,48825.0
CLB,George,Kevan,M,48825.0,48825.0
RSL,Gil,Luis,M,220000.0,315083.33
RSL,Glad,Justen,D,36500.0,47500.0
POR,Gleeson,Jake,GK,66000.0,69493.44
TOR,Goncalves,Jackson,D,150000.0,202500.0
NE,Goncalves,Jose,D,450000.0,479375.0
DAL,Gonzalez,Jesse,GK,48500.0,48500.0
SEA,Gonzalez,Leonardo,D,150000.0,150000.0
LA,Gonzalez,Omar,D,1000000.0,1250000.0
MTL,Gonzalez,Santiago,M/F,50000.0,50000.0
SJ,Goodson,Clarence,D,315000.0,342000.0
LA,Gordon,Alan,F,185000.0,206666.67
SJ,Gorlitz,Andreas,D,90000.0,99737.19
RSL,Grabavoy,Ned,M,160000.0,175000.0
RSL,Grossman,Cole,M,48825.0,48825.0
KC,Gruenebaum,Andy,GK,85000.0,85000.0
TOR,Hagglund,Nick,D,48500.0,48500.0
SEA,Hahnemann,Marcus,GK,65000.0,65000.0
COL,Hairston,Marlon,M,70000.0,93000.0
TOR,Hall,Jeremy,D,105000.0,115000.0
HOU,Hall,Tally,GK,200000.0,213500.0
DC,Hamid,Bill,GK,100000.0,114750.0
TOR,Hamilton,Jordan,F,60000.0,72500.0
SJ,Harden,Ty,D,68250.0,71665.21
POR,Harrington,Michael,M-D,125000.0,125000.0
SJ,Harris,Atiba,M-F,181500.0,189775.0
VAN,Harvey,Jordan,D,123750.0,123750.0
DAL,Hedges,Matt,D,120000.0,120000.0
TOR,Henry,Doneil,D,75000.0,87083.33
NY,Henry,Thierry,F,3750000.0,4350000.0
PHI,Hernandez,Cristhian,M,72500.0,74375.0
SJ,Hernandez,Jason,D,210000.0,213333.33
DAL,Hernandez,Moises,D,48825.0,50450.0
CLB,Higuain,Federico,M-F,580000.0,744000.0
COL,Hill,Kamani,M,48825.0,48825.0
LA,Hoffman,Chandler,F,48500.0,48500.0
DAL,Hollingshead,Ryan,M,48500.0,48500.0
PHI,Hoppenot,Antoine,F,54450.0,54450.0
HOU,Horst,David,D,70000.0,72750.0
VAN,Hurtado,Erik,F/M,51150.0,86150.0
CHV,Hurtado,Jhon Kennedy,D,210000.0,210000.0
LA,Husidic,Baggio,M,90000.0,90000.0
CHI,Ianni,Patrick,D,150000.0,150000.0
NE,Imbongo,Dimitry,F,112500.0,122375.0
DC,Inkoom,Samuel,D,84000.0,103875.0
COL,Irwin,Clint,GK,75000.0,87000.0
LA,Ishizaki,Stefan,M,200000.0,213000.0
NE,Jackson,Larry,GK,36504.0,36504.0
MTL,Jackson-Hamel,Anthony,F,36504.0,36504.0
NYCFC,Jacobson,Andrew,M,180000.0,180000.0
SJ,Jahn,Adam,F,48500.0,48500.0
RSL,Jaime,Sebastian,F,216000.0,216000.0
LA,Jamieson,Bradford,F,36500.0,36500.0
CHV,Jean-Baptiste,Andrew,D,80000.0,95000.0
DC,Jeffrey,Jared,M,65000.0,71200.0
POR,Jewsbury,Jack,D,115000.0,132500.0
CLB,Jimenez,Hector,M,75000.0,75000.0
DAL,John,George,D,300000.0,326666.67
DC,Johnson,Eddie,F,505000.0,613333.33
HOU,Johnson,Jason,F,80000.0,121000.0
CHI,Johnson,Sean,GK,250000.0,253000.0
POR,Johnson,Will,F,300000.0,325000.0
NE,Jones,Jermaine,M,3000000.0,3252500.0
NE,Joseph,Shalrie,M,248500.0,294000.0
CHI,Joya,Benji,M,48504.0,53504.0
KC,Juliao,Igor,D,48500.0,48500.0
CHI,Jumper,Hunter,D,48500.0,48500.0
LA,Juninho,,M,325000.0,325000.0
TOR,Junior,Gilberto,F,1145000.0,1205000.0
KC,Kafari,Michael,M,36504.0,36504.0
POR,Kah,Pa Modou,D,240000.0,245000.0
CHV,Kaji,Akira,D,48504.0,48504.0
ORL,Kaka,,M,6660000.0,7167500.0
CHI,Kann,Alec,GK,48500.0,48500.0
LA,Keane,Robbie,F,4500000.0,4500000.0
DAL,Keel,Stephen,D,48825.0,48825.0
DC,Kemp,Taylor,D,36504.0,36504.0
KC,Kempin,Jonathan,GK,70000.0,77083.33
CHV,Kennedy,Dan,GK,211750.0,213416.67
NY,Kimura,Kosuke,D,105000.0,105000.0
CHI,Kinney,Steven,D,48825.0,48825.0
DC,Kitchen,Perry,D,143500.0,228950.0
COL,Klute,Chris,D,75000.0,80144.1
COL,Knight,Zat,D,120000.0,139583.33
NE,Knighton,Brad,GK,78100.0,80700.0
SJ,Knutsen,Billy,GK,36504.0,36504.0
NE,Kobayashi,Daigo,M,125000.0,136666.67
VAN,Koffie,Gershon,M,200000.0,211000.0
TOR,Konopka,Chris,GK,60000.0,60000.0
DC,Korb,Chris,D,90000.0,97298.33
SJ,Koval,JJ,M,48500.0,48500.0
SEA,Kovar,Aaron,M,48500.0,48700.0
MTL,Krol,Krzysztof,D,153000.0,153000.0
KC,Kronberg,Eric,GK,120000.0,120000.0
VAN,Laba,Matias,M,300000.0,300000.0
COL,LaBrocca,Nick,M,135000.0,153333.33
NY,Lade,Connor,D,57750.0,61963.21
PHI,Lahoud,Michael,M,99000.0,102333.33
CLB,Lampson,Matt,GK,48825.0,48825.0
CHI,Larentowicz,Jeff,D,245000.0,251000.0
MTL,Larrea,Gorka,M,48500.04,48500.04
PHI,Le Toux,Sebastian,M,250000.0,262812.5
MTL,Lefevre,Wandrille,M,48500.0,48500.0
SJ,Lenhart,Steven,F,250000.0,257500.0
VAN,Leveron,Johnny,D,80000.0,91187.5
VAN,Lewis,Andre,M,48500.0,53500.0
HOU,Lisch,Michael,GK,36504.0,36504.0
CHV,Lochhead,Tony,D,125000.0,125000.0
SEA,Long,Aaron,M,36504.0,36504.0
HOU,Lopez,Alexander,M,90000.0,110000.0
RSL,Lopez,Benjamin,F,48500.0,51105.43
KC,Lopez,Mikey,M,85000.0,157000.0
TOR,Lovitz,Daniel,M,36504.0,36504.0
SEA,Lowe,Damion,D,57500.0,68500.0
DAL,Loyd,Zach,M,155000.0,176666.67
NY,Lozano,Armando,D,120000.0,130000.0
DAL,Luccin,Peter,M,75000.0,114333.33
NY,Luyindula,Peguy,F,90000.0,90000.0
PHI,MacMath,Zac,GK,120000.0,120000.0
CHI,Magee,Mike,F,350000.0,417500.0
PHI,Maidana,Cristian,F,185000.0,198750.0
MTL,Mallace,Calum,M,50848.0,65848.0
VAN,Manneh,Kekuta,F,70000.0,99500.0
TOR,Mannella,Chris,M,36504.0,36504.0
RSL,Mansally,Kenny,F,65000.0,72000.0
MTL,Mapp,Justin,M,162250.0,174750.0
PHI,Marquez,Richard,D,36504.0,36504.0
SEA,Marshall,Chad,D,270000.0,286666.67
DC,Martin,Collin,M,55000.0,69166.67
COL,Martin,Jose,M,230000.0,261000.0
MTL,Martins,Felipe,M,160000.0,192500.0
SEA,Martins,Obafemi,F,1620000.0,1753333.33
VAN,Mattocks,Darren,F,140000.0,232000.0
RSL,Maund,Aaron,D,36500.0,40250.0
PHI,Mbolhi,Rais,GK,240000.0,240000.0
LA,McBean,Jack,F,48500.0,48500.0
NE,McCarthy,Stephen,M,101332.0,132582.0
NY,McCarty,Dax,M,200000.0,242500.0
MTL,McInerney,Jack,F,230000.0,294166.67
POR,McKenzie,Rauwshan,D,48825.0,48825.0
PHI,McLaughlin,James,M,66000.0,75000.0
CHV,McNamara,Thomas,M,48500.0,60000.0
NY,Meara,Ryan,GK,68250.0,69500.0
KC,Medranda,Jimmy,M,48504.0,48504.0
,Melia,Tim,GK,70000.0,75000.0
LA,Mendiola,Raul,F,36500.0,36500.0
CLB,Meram,Justin,F,67452.0,91827.0
SJ,Meredith,Bryan,GK,48500.0,48500.0
MTL,Messoudi,Zakaria,M,36504.0,36504.0
LA,Meyer,Tommy,D,50848.0,64598.0
VAN,Mezquida,Nicolas,M-F,65000.0,65000.0
NY,Miazga,Matt,D,65000.0,71250.0
MTL,Miller,Eric,M/D,57500.0,68500.0
NY,Miller,Roy,M,200000.0,200000.0
CHV,Minda,Oswaldo,M,150000.0,168750.0
VAN,Mitchell,Carlyle,D,48825.0,50075.0
DAL,Moffat,Adam,M,165000.0,176608.33
ORL,Molino,Kevin,M,60000.0,71400.0
COL,Moor,Drew,D,235000.0,247000.0
TOR,Moore,Luke,F,120000.0,128333.33
RSL,Morales,Javier,M,300000.0,300000.0
VAN,Morales,Pedro,M,1190000.0,1410900.0
TOR,Morgan,Ashtone,D,80000.0,92000.0
TOR,Morrow,Justin,D,160000.0,169562.5
RSL,Mulholland,Luke,M,55000.0,56250.0
COL,Mullan,Brian,M,48500.0,48500.0
SJ,Muller,Tommy,D,48500.0,48500.0
NE,Mullins,Patrick,F,70000.0,100000.0
KC,Munoz,Victor,M,36504.0,36504.0
COL,Mwanga,Danny,F,130000.0,171250.0
KC,Myers,Chance,D-M,160000.0,185000.0
KC,Nagamura,Paulo,M,220000.0,220000.0
POR,Nagbe,Darlington,M/F,250000.0,260000.0
MTL,Nakajima-Farran,Issey,M,90000.0,110000.0
POR,Nanchoff,Michael,M,48825.0,48825.0
COL,Nasco,Joe,GK,50000.0,52693.83
SEA,Neagle,Lamar,M,110000.0,110000.0
DC,Neal,Lewis,M,100000.0,106440.63
COL,Neeskens,John,D,42504.0,42504.0
NE,Neumann,Stephen,M-F,65000.0,86250.0
NE,Nguyen,Lee,M/F,175000.0,193750.0
PHI,Nogueira,Vincent,M,330000.0,330000.0
CHV,Nwiloh,Michael,D,36504.0,36504.0
CHI,Nyarko,Patrick,F,265000.0,284500.0
CHI,Nyassi,Sanna,M,147000.0,154625.0
NY,Obekop,Marius,M,36500.0,41500.0
VAN,O'Brien,Andy,D,250000.0,280000.0
SEA,Ockford,Jimmy,D,36504.0,36504.0
TOR,Oduro,Dominic,F,250000.0,251666.67
SEA,Okoli,Sean,F,48500.0,48750.0
PHI,Okugo,Amobi,M,145000.0,228000.0
NY,Olave,Jamison,D,280000.0,290000.0
KC,Olum,Lawrence,M/D,48825.0,48825.0
COL,O'Neill,Shane,M,56250.0,67750.0
KC,Opara,Ike,D,97500.0,103750.0
DC,Opare,Kofi,D,48500.0,48500.0
POR,O'Rourke,Danny,D,55008.0,55008.0
TOR,Orr,Bradley,D,75000.0,75000.0
TOR,Osorio,Jonathan,M,135000.0,142599.68
MTL,Ouimette,Karl,D,48825.0,48825.0
VAN,Ousted,David,GK,250000.0,266156.25
HOU,Ownby,Brian,M,48825.0,48825.0
CLB,Paladini,Daniel,M,75000.0,76666.67
CHI,Palmer,Lovel,M,82500.0,87000.0
KC,Palmer-Brown,Erik,D,48500.0,49000.0
POR,Paparatto,Norbeto,D,100000.0,100000.0
SEA,Pappa,Marco,M,75000.0,75000.0
DC,Parke,Jeff,D,215000.0,235500.0
CLB,Parkhurst,Michael,D,275000.0,300000.0
SEA,Parsemain,Kevin,F,48504.0,54486.81
CHI,Pause,Logan,M,75000.0,75000.0
MTL,Pearce,Heath,D,100000.0,100000.0
POR,Peay,Taylor,D,36500.04,36500.04
CHV,Pelletieri,Agustin,M,90000.0,90000.0
LA,Penedo,Jaime,GK,135000.0,138562.5
DAL,Pereira,Michel,M/D,120000.0,141500.0
DAL,Perez,Blas,F,335000.0,359250.0
SJ,Perez,Matias,M,216000.0,216000.0
LA,Perk,Brian,GK,60000.0,63125.0
MTL,Perkins,Troy,GK,250000.0,271833.33
NY,Perrinelle,Damien,D,100008.0,100008.0
KC,Peterson,Jacob,F,110000.0,114833.33
PHI,Pfeffer,Zach,M,75000.0,85000.0
MTL,Piatti,Ignacio,M,387500.0,387500.0
SJ,Pierazzi,Jean Baptiste,M,240000.0,240000.0
COL,Piermayr,Thomas,D,70008.0,74429.56
SEA,Pineda,Gonzalo,M,80000.0,80000.0
CHI,Pineda,Victor,M,60000.0,66742.42
SJ,Pintos,Pablo,D,60000.0,122500.0
RSL,Plata,Joao,F,70000.0,70000.0
CLB,Pogatetz,Emanuel,D,360000.0,372500.0
CHI,Pongolle,Florent,F,72000.0,81000.0
DC,Pontius,Chris,M-F,350000.0,381000.0
DC,Porter,Kyle,M,52313.0,60955.71
POR,Powell,Alvas,D,48828.0,48828.0
COL,Powers,Dillon,M,95150.0,127650.0
ORL,Redding,Tommy,D,36500.0,44000.0
SEA,Remick,Dylan,D,36500.0,36500.0
CHV,Reo-Coker,Nigel,D-M,400000.0,446500.0
CHI,Reynish,Kyle,GK,74000.0,78316.67
PHI,Ribeiro,Pedro,M,36504.0,36504.0
LA,Ribeiro Da Silva,Leonardo,D,105000.0,105000.0
TOR,Richter,Ryan,F,48500.0,48500.0
POR,Ricketts,Donovan,GK,260000.0,260000.0
POR,Ridgewell,Liam,D,1200000.0,1200000.0
LA,Riley,James,D,80000.0,80000.0
RSL,Rimando,Nick,GK,225000.0,235833.33
CHI,Ritter,Chris,M,48500.0,48500.0
CHV,Rivero,Martin,M,50004.0,50004.0
TOR,Roberts,Quillan,GK,36504.0,36504.0
DC,Robinson,Jalen,D,55000.0,67000.0
NY,Robles,Luis,GK,100000.0,125000.0
MTL,Rodriguez,Adrian Lopez,D,240000.0,291250.0
LA,Rogers,Robbie,F,160000.0,167500.0
DC,Rolfe,Chris,F,210000.0,225000.0
MTL,Romero,Andres,F,60000.0,60000.0
VAN,Rosales,Mauro,M,450000.0,450000.0
SEA,Rose,Andy,M,48825.0,48825.0
LA,Rowe,Brian,GK,48825.0,48825.0
NE,Rowe,Kelyn,M,100000.0,181000.0
LA,Rugg,Charlie,F,48500.0,48500.0
KC,Saad,Soony,F,51150.0,51150.0
RSL,Saborio,Alvaro,F,360000.0,453333.33
HOU,Salazar,Bryan,F,48825.0,49825.0
RSL,Salcedo,Carlos,D,48500.0,48500.0
VAN,Salgado,Omar,F,100000.0,141868.67
SJ,Salinas,Shea,M,130000.0,133333.33
NY,Sam,Lloyd,F,136500.0,136500.0
VAN,Sampson,Ethen,D,36504.0,36504.0
NE,Sanchez,Jossimar,D,36504.0,36504.0
COL,Sanchez,Vincente,F,210000.0,286666.67
RSL,Sandoval,Devon,F,48500.0,48500.0
KC,Sapong,CJ,F,95000.0,112000.0
HOU,Sarkodie,Kofi,D,150000.0,195500.0
LA,Sarvas,Marcelo,M,192500.0,192500.0
NYCFC,Saunders,Josh,GK,48504.0,48504.0
CLB,Schoenfeld,Aaron,F,48825.0,48825.0
SJ,Schuler,Billy,F,48500.0,48500.0
RSL,Schuler,Chris,D,145000.0,162000.0
SEA,Scott,Zach,D,52500.0,52500.0
DC,Seaton,Michael,F,48500.0,51500.0
CHI,Segares,Gonzalo,D,160000.0,173333.33
DAL,Seitz,Chris,GK,105000.0,105000.0
NY,Sekagya,Ibrahim,D,190000.0,219000.0
NY,Sene,Saer,F,152145.0,163682.54
COL,Serna,Dillon,M,52500.0,65500.0
DC,Shanosky,Conor,D,36500.0,36500.0
HOU,Sherrod,Mark,F,48504.0,48504.0
CHI,Shipp,Harrison,F,70000.0,95000.0
NE,Shuttleworth,Robert,GK,90000.0,100000.0
DC,Silva,Luis,M,99440.0,134440.0
KC,Sinovic,Seth,M-D,125000.0,131750.0
MTL,Smith,Blake,M,51150.0,84900.0
NE,Smith,Donnie,M,36500.0,36500.0
NE,Soares,AJ,D,119180.0,159180.0
NE,Soffner,Luis,GK,36500.0,36500.0
MTL,Soriola,Gege,D,120000.0,120000.0
LA,Sorto,Oscar,D,48825.0,50700.0
CHI,Soumare,Bakary,D,330000.0,370000.0
DAL,Span,Brian,M,48500.0,48500.0
CHV,Spangenberg,Trevor,GK,36504.0,36504.0
CLB,Speas,Ben,F,65100.0,65100.0
SJ,Stephenson,Khari,M,65004.0,68336.02
RSL,Stertzer,John,M,36500.0,45875.0
KC,Steuble,Martin,M,120000.0,120000.0
NY,Stevenson,Eric,M,36504.0,36504.0
SJ,Stewart,Jordan,M-D,140000.0,140000.0
CHV,Sturgis,Nathan,D-M,114000.0,120333.33
CLB,Stuver,Brad,GK,48500.0,48500.0
NE,Sundly,Alec,M,36504.0,36504.0
CLB,Sweat,Ben,D,48500.0,48500.0
HOU,Taylor,Jermaine,D,185000.0,194500.0
NE,Taylor,Tony,F,69996.0,79371.0
CLB,Tchani,Tony,M,150000.0,175000.0
VAN,Teibert,Russell,M,70000.0,75600.0
DAL,Texeira,David,F,338000.0,338000.0
DAL,Thomas,Hendry,M,180000.0,180000.0
SJ,Thompson,Tommy,M,140000.0,145000.0
NE,Tierney,Chris,D-M,100000.0,103333.33
MTL,Tissot,Maxim,D,48500.0,48500.0
CHV,Toia,Donny,D,36500.0,36500.0
DAL,Top,Jonathan,F,36500.0,36500.0
VAN,Tornaghi,Paolo,GK,72000.0,72000.0
CHV,Torres,Erick,F,152004.0,152004.0
COL,Torres,Gabriel,F,250000.0,262500.0
SEA,Traore,Djimi,D,132000.0,132000.0
CLB,Trapp,Wil,M,125000.0,152000.0
POR,Tshuma,Schillo,F,75000.0,113000.0
CHV,Tyrpak,Kristopher,F,36504.0,36504.0
DAL,Ulloa,Victor,M,36504.0,36504.0
POR,Urruti,Maximiliano,F,200000.04,200000.04
PHI,Valdes,Carlos,D,294999.96,294999.96
POR,Valeri,Diego,M,500000.0,500000.0
COL,Van de Casteele,Grant,D,48500.0,60000.0
RSL,Velasquez,Sebastian,M,48825.0,48825.0
LA,Venter,Kyle,D,48500.0,61000.0
CLB,Viana,Agustin,D-M,115000.0,141666.67
NYCFC,Villa,David,F,60000.0,60000.0
POR,Villafana,Jorge,F,72765.0,74431.67
LA,Villarreal,Joseph,M,48825.0,50700.0
CLB,Wahl,Tyson,D,85000.0,89666.67
LA,Walker,Kenney,M,48825.0,48825.0
CLB,Walker,Matt,M,36500.0,36500.0
DAL,Walker,Nick,D,36500.0,36500.0
POR,Wallace,Rodney,M-D,150000.0,175000.0
CHI,Ward,Grant,F,48500.0,48500.0
TOR,Warner,Collen,M-F,115500.0,143000.0
