club,last_name,first_name,position,base_salary,guaranteed_compensation
KC,Ellis,Kevin,D,32604.0,33354.0
COL,Emory,Steven,M,32604.0,32604.0
RSL,Espindola,Fabian,F,75000.0,75000.0
KC,Espinoza,Roger,M,100000.0,133750.0
SEA,Estrada,David,F,32604.0,32604.0
CHV,Estupinan,Victor,F,42000.0,52000.0
SEA,Evans,Brad,F,121000.0,134750.0
NE,Fagundez,Diego,F,52500.0,53500.0
PHI,Farfan,Gabriel,M,42000.0,42000.0
PHI,Farfan,Michael,M,42000.0,79500.0
NE,Feilhaber,Benny,M,300000.0,346000.0
SEA,Fernandez,Alvaro,M,300000.0,366666.67
CHI,Ferrari,Gabriel,F,70000.0,70875.0
DAL,Ferreira,David,M-F,600000.0,705000.0
CHV,Flores,Jorge,F,60000.0,61666.67
COL,Folan,Caleb,F,200000.0,203375.0
SEA,Ford,Joshua,GK,32604.0,32604.0
CLB,Francis,Shaun,D,42000.0,42000.0
LA,Franklin,Sean,D,97389.0,111139.0
HOU,Freeman,Hunter,D,150000.0,160833.33
TFC,Frei,Stefan,GK,100000.0,155000.0
SEA,Friberg,Erik,M,110000.0,110000.0
TFC,Frings,Torsten,M,699996.0,1113662.67
SEA,Fucito,Michael,MF,42000.0,42000.0
DAL,Galindo,Maykel,F,50004.0,50004.0
CLB,Gardner,Joshua,M,49200.0,49200.0
HOU,Garey,Jason,F,80000.0,81250.0
CHI,Gargan,Daniel,M,70000.0,70000.0
CLB,Gaven,Eddie,M-F,209633.0,209633.0
CHV,Gavin,Blair,M,55000.0,74000.0
CLB,Gehrig,Eric,M,32600.04,32600.04
CHI,Gibbs,Cory,D,150000.0,150000.0
RSL,Gil,Luis,M,90250.0,185333.33
SJ,Gjertsen,Joey,M,75000.0,83625.0
POR,Gleeson,Jake,GK,42000.0,44000.0
TFC,Gold,Matt,M,42000.0,42000.0
POR,Goldthwaite,Kevin,D,110000.0,126666.67
LA,Gomes,Juninho,M,90000.0,100000.0
DAL,Goncalves,Jackson,D,84000.0,105375.0
LA,Gonzalez,Omar,D,120000.0,197000.0
PHI,Gonzalez,Juan Diego,D,189000.0,193462.5
RSL,Gonzalez,Nelson,M-F,42008.0,42008.0
SEA,Gonzalez,Leonardo,D,110000.0,110000.0
SJ,Gordon,Alan,F,96504.0,96504.0
RSL,Grabavoy,Ned,M,118125.0,118125.0
SEA,Graham,Taylor,D,60638.0,60638.0
CHI,Grazzini,Sebastian,M,48000.0,48000.0
TOR,Griffit,Leandre,M,55000.0,55000.0
CLB,Grossman,Cole,M,42000.0,42000.0
CLB,Gruenebaum,Andy,GK,65000.0,66666.67
DAL,Guarda,Bruno,M,48000.0,63000.0
CHI,Gulley,Kellen,F,48000.0,62000.0
POOL,Guppy,Kevin,GK,42000.0,42000.0
NE,Guy,Ryan,F,42000.0,42000.0
HOU,Hainault,Andrew,D,135000.0,148125.0
HOU,Hall,Tally,GK,85000.0,94375.0
DAL,Hall,Jeremy,M,80000.0,129000.0
DC,Hamid,Bill,GK,55000.0,69750.0
TFC,Harden,Ty,D,65000.0,73666.67
KC,Harrington,Michael,M-D,110000.0,136833.33
VAN,Harris,Atiba,M-F,77590.0,80590.0
DAL,Hartman,Kevin,GK,155000.0,175000.0
VAN,Harvey,Jordan,D,61875.0,63125.0
VAN,Hassli,Eric,F,660000.0,900000.0
CLB,Heinemann,Tommy,F,42000.0,42000.0
LA,Hejduk,Frankie,M,96000.0,96000.0
NY,Henry,Thierry,F,5000000.04,5600000.04
TFC,Henry,Doneil,D,42000.0,43000.0
DAL,Hernandez,Daniel,M-D,160000.0,172500.0
DAL,Hernandez,Moises,D,42000.0,44500.0
SJ,Hernandez,Jason,D,150000.0,150000.0
NY,Hertzog,Corey,F,65000.0,93500.0
CLB,Hesmer,William,GK,152500.0,163500.0
COL,Holody,Mike,D,32604.0,32604.0
POR,Horst,David,D,42000.0,42000.0
CLB,Horton,Aaron,F,45000.0,60500.0
NY,Horwath,Alex,GK,32604.0,32604.0
NY,Hot,Sacir,D,32600.0,33600.0
PHI,Houapeu,Levi,F,32604.0,32604.0
SEA,Hurtado,John Kennedy,D,135000.0,136000.0
CHI,Husidic,Baggio,M,82500.0,124500.0
SEA,Ianni,Patrick,D,85050.0,85050.0
DAL,Ihemelu,Ugo,D,170000.0,170000.0
TOR,Iro,Andy,D,68596.0,87346.0
DAL,Jacobson,Andrew,M,45000.0,45000.0
DC,Jakovic,Dejan,D,181600.0,201643.0
CLB,James,Julius,D,62794.0,72169.0
VAN,Janicki,Greg,D,45000.0,45000.0
COL,Janniere,Joshua,M,32604.0,32604.0
SEA,Jaqua,Nate,F,140004.0,140004.0
VAN,Jarju,Mustapha,M,400008.0,426883.0
CHV,Jazic,Ante,D,115000.0,123500.0
KC,Jeferson,,F,429996.0,484996.0
POR,Jewsbury,Jack,D,155000.0,158166.67
LA,Jimenez,Hector,M,32604.0,32604.0
DAL,John,George,D,42000.0,42000.0
CHI,Johnson,Sean,GK,75000.0,108000.0
POR,Johnson,Eddie,F,80000.0,88000.0
RSL,Johnson,Will,F,225000.0,225000.0
TFC,Johnson,Ryan,M,131250.0,131250.0
NY,Jones,Mychel,D,42000.0,42000.0
LA,Jordan,Bryan,F,42000.0,42000.0
NE,Joseph,Shalrie,M,475000.0,500000.0
COL,Joyce,Ian,GK,70000.0,70000.0
KC,Kamara,Kei,F,200000.0,202500.0
COL,Kandji,Macoumba,F,120000.0,147988.37
NY,Kassel,Matt,M,32600.0,36600.0
LA,Keane,Robbie,F,2917241.4,3417243.15
LA,Keat,Daniel,M,42000.0,64500.0
NY,Keel,Stephen,D,42000.0,42000.0
SEA,Keller,Kasey,GK,250000.0,250000.0
KC,Kempin,Jonathan,GK,42000.0,49083.33
CHV,Kennedy,Dan,GK,62496.0,62496.0
VAN,Khalfan,Nizar,M,60000.0,61250.0
COL,Kimura,Kosuke,D,63525.0,63525.0
DC,King,Stephen,M,44000.0,46500.0
NE,Kinne,Ryan,F,32604.0,32604.0
CHI,Kinney,Steven,D,42000.0,42000.0
LA,Kirovski,Jovan,F,84000.0,86000.0
DC,Kitchen,Perry,D,62750.0,148200.0
VAN,Knight,Wes,M/D,50000.0,50000.0
TFC,Kocic,Milos,GK,42000.0,42000.0
TFC,Koevermans,Danny,F,999996.0,1413319.33
VAN,Koffie,Gershon,M,75000.0,79764.38
NE,Koger,Alan,F,32604.0,32604.0
POOL,Konopka,Chris,GK,42000.0,42000.0
DC,Korb,Chris,D,42000.0,42000.0
KC,Kronberg,Eric,GK,62500.0,62500.0
COL,LaBauex,Ross,M,44000.0,44000.0
CHV,LaBrocca,Nick,M,84700.0,87200.0
CHV,Lahoud,Michael,M,63360.0,72735.0
DAL,Lambo,Josh,GK,100000.0,133000.0
COL,Larentowicz,Jeff,D,165000.0,165000.0
NY,Lassiter,Tyler,D,32604.0,32604.0
PHI,Le Toux,Sebastian,M,155000.0,179000.0
VAN,Leathers,Jonathan,D,42000.0,42000.0
SJ,Leitch,Chris,D,106050.0,106050.0
NE,Lekic,Radivoje,F,275004.0,275004.0
SJ,Lenhart,Steven,F,45000.0,47333.34
SEA,Levesque,Roger,F,44000.0,44000.0
DAL,Leyva,Bryan,M,55000.0,70833.33
NY,Lindpere,Joel,M,90000.0,125000.0
TFC,Lindsay,Nicholas,F,42000.0,43000.0
NE,Loewy,Otto,D,42000.0,42000.0
CHV,Lopes,David Junior,D,45000.0,45000.0
LA,Lopez,Miguel,M,45000.0,45000.0
POR,Lopez,Rodrigo,M,32604.0,32604.0
KC,Lorenz,Scott,D,32604.0,32604.0
POR,Lowry,Peter,F-M,60000.0,61666.67
DAL,Loyd,Zach,M,52250.0,96875.0
SJ,Luiz Moreira,Andre,M,72000.0,72000.0
DAL,Luna,Ruben,F,55000.0,79791.67
SJ,Luzunaris,Matt,F,32604.0,32604.0
PHI,MacMath,Zac,GK,80000.0,125000.0
LA,Magee,Mike,F,102850.0,105350.0
TFC,Makubuya,Keith,F,32604.0,32604.0
NE,Mansally,Kenny,F-M,71500.0,79000.0
PHI,Mapp,Justin,M,175000.0,183333.33
POR,Marcelin,James,M,65000.0,65000.0
CHI,Maric,Marko,M,150000.0,200000.0
TFC,Marosevic,Peri,F,80000.0,129000.0
NY,Marquez,Rafael,D,4600000.0,4600000.0
CLB,Marshall,Chad,D,250000.0,320000.0
COL,Marshall,Tyrone,D,80000.0,83250.0
TFC,Martina,Javier,F,89460.0,96140.75
COL,Mastroeni,Pablo,M-D,240000.0,245000.0
CHV,Mayen,Gerson,M,32604.0,32604.0
LA,McBean,Jack,F,55000.0,76000.0
NE,McCarthy,Stephen,M,42000.0,73250.0
NY,McCarty,Dax,M,155000.0,175000.0
LA,McCarty,Dustin,M,32604.0,32604.0
DC,McDonald,Brandon,M,45000.0,45000.0
PHI,McInerney,Jack,F,71250.0,135416.67
RSL,McKenzie,Rauwshan,D,42000.0,42000.0
SJ,McLoughlin,Ellis,F,32600.0,32600.0
DC,McTavish,Devon,D-M,50000.0,50000.0
RSL,Melia,Tim,GK,42000.0,42000.0
NY,Mendes,Carlos,D,98175.0,101300.0
CHV,Mendoza,Francisco,F,55000.0,55000.0
CLB,Mendoza,Andres,F,500000.0,595000.0
CLB,Meram,Justin,F,42000.0,66375.0
PHI,Miglioranzi,Stefani,M,130000.0,153125.0
CHI,Mikulic,Josip,D,110000.0,116250.0
NY,Miller,Roy,M,99996.0,99996.0
CLB,Miranda,Sebastian,D,110000.0,115000.0
HOU,Moffat,Adam,M,56700.0,56700.0
CHV,Mondaini,Marcos,F,45000.0,45000.0
PHI,Mondragon,Faryd,GK,230000.0,396666.67
SEA,Montano,Miguel,F,32604.0,32604.0
SEA,Montero,Fredy,F,500000.0,656000.0
COL,Moor,Drew,D,159720.0,176908.89
RSL,Morales,Javier,M,400000.0,452500.0
CHV,Moreno,Alejandro,F,172000.0,182000.0
VAN,Morfaw,Alexandre,M,90000.0,90000.0
TFC,Morgan,Ashtone,D,32604.0,32604.0
SJ,Morrow,Justin,D,42000.0,42000.0
DC,Morsink,Kurt,M,62000.0,63500.0
COL,Mullan,Brian,M,190000.0,199312.5
NE,Murray,Tim,GK,42000.0,42000.0
PHI,Mwanga,Danny,F,120000.0,226250.0
KC,Myers,Chance,D-M,72000.0,87666.67
CHV,Nagamura,Paulo,M,225000.0,230500.0
POR,Nagbe,Darlington,M/F,65000.0,201000.0
DC,Najar,Andy,M-F,125000.0,155800.0
PHI,Nakazawa,Kyle,M,44000.0,44000.0
VAN,Nanchoff,Michael,M,60000.0,95000.0
COL,Nane,Joseph,M,42000.0,42000.0
HOU,Navas,Francisco,M,42000.0,46250.0
CHI,Nazarit,Cristian,F,240000.0,302500.0
SEA,Neagle,Lamar,M,32604.0,32604.0
HOU,Newton,Evan,GK,32600.0,32600.0
DC,Ngwenya,Joseph,M/F,156000.0,156000.0
KC,Nielsen,Jimmy,GK,200000.0,241666.67
NY,Nielsen,Brian,M,120000.0,120000.0
VAN,Nolly,Jay,GK,65000.0,65000.0
SEA,Noonan,Pat,F,48000.0,48000.0
CHI,Nyarko,Patrick,F,110000.0,190000.0
COL,Nyassi,Sanna,M,42000.0,42000.0
NE,Nyassi,Sainey,M,80000.0,86750.0
SEA,Ochoa,Sammy,F,42000.0,44500.0
CHI,Oduro,Dominic,F,95004.0,97004.0
PHI,Okugo,Amobi,M,85000.0,168000.0
RSL,Olave,Jamison,D,124992.0,174992.0
TFC,Omphroy,Demitrius,D,42000.0,42000.0
SJ,Opara,Ike,D,100000.0,185900.0
CLB,O'Rourke,Danny,D,121000.0,133500.0
CHI,Paladini,Daniel,M,75000.0,79478.25
COL,Palguta,Scott,D,60638.0,60638.0
POR,Palmer,Lovel,M,75000.0,86250.0
CHI,Pantazopoulos,Pari,D,32604.0,32604.0
CHI,Pappa,Marco,M,120000.0,125000.0
CHI,Pardo,Pavel,M,129996.0,159996.0
SEA,Parke,Jeff,D,136500.0,136500.0
NY,Paulo,Marcos,F,82000.0,82000.0
PHI,Paunovic,Veljko,M/F,90000.0,90000.0
CHI,Pause,Logan,M,176000.0,184125.0
CHV,Pearce,Heath,D,247825.0,257325.0
LA,Perk,Brian,GK,71250.0,105350.0
POR,Perkins,Troy,GK,250000.0,280000.0
POR,Perlaza,Jorge,F,100000.0,115000.0
SJ,Peterson,Jacob,F,142500.0,150775.0
KC,Peterson,Joseph,M,42000.0,42000.0
PHI,Pfeffer,Zach,M,55000.0,65000.0
NE,Phelan,Pat,M,60000.0,60000.0
COL,Pickens,Matt,GK,155250.0,157750.0
CHI,Pineda,Victor,M,42000.0,48742.42
TFC,Plata,Joao,F,42000.0,42000.0
DC,Pontius,Chris,M-F,125000.0,136250.0
POR,Pore,Ryan,M,80000.0,80000.0
CLB,Prim,Santiago,M,32600.0,32600.0
POR,Purdy,Steve,D,42000.0,42000.0
DC,Quaranta,Santino,M-F,115000.0,117500.0
NY,Ream,Tim,D,55125.0,62625.0
NE,Reis,Matt,GK,187312.0,191112.0
CLB,Renteria,Emilio,F,120000.0,121875.0
RSL,Reynish,Kyle,GK,50000.0,58304.0
LA,Ribeiro Da Silva,Leonardo,D,90000.0,100000.0
NY,Richards,Dane,M-F,145000.0,156500.0
PHI,Richter,Ryan,F,32604.0,32604.0
LA,Ricketts,Donovan,GK,170000.0,195000.0
CLB,Riggs,Alex,GK,32600.04,32600.04
SEA,Riley,James,D,92000.0,97962.5
RSL,Rimando,Nick,GK,150000.0,158250.0
SJ,Ring,Brad,M,42000.0,42000.0
TFC,Robinson,Dasan,D,97500.0,100000.0
HOU,Robinson,Eddie,D,120000.0,120000.0
NY,Robinson,Carl,M,75000.0,75000.0
KC,Rocastle,Craig,M,110000.0,116062.5
VAN,Rochat,Alain,D,150000.0,150000.0
NY,Rodgers,Luke,F,180000.0,180000.0
CLB,Rogers,Robbie,M-F,140000.0,140000.0
NY,Rooney,John,M,48000.0,58000.0
SEA,Rosales,Mauro,M,42000.0,42000.0
NY,Rost,Frank,GK,545460.0,545460.0
CLB,Rusmir,Dejan,M,159996.0,170496.0
RSL,Russell,Robbie,D-M,128250.0,134001.43
KC,Saad,Soony,F,32604.0,32604.0
RSL,Saborio,Alvaro,F,250000.0,305625.0
VAN,Salgado,Omar,F,80000.0,121868.67
VAN,Salinas,Shea,M,44000.0,44000.0
DAL,Sanchez,Richard,GK,32600.0,33600.0
DAL,Santos,Maicon,F,126000.0,126000.0
VAN,Sanvezzo,Camilo,F,127920.0,133545.0
SEA,Sanyang,Amadou,M,32604.0,32604.0
KC,Sapong,Charles,F,42000.0,42000.0
HOU,Sarkodie,Kofi,D,65000.0,110500.0
KC,Sassano,Luke,M-D,51600.0,55025.0
LA,Saunders,Josh,GK,63222.0,66355.75
NE,Schilawski,Zack,F,49875.0,59875.0
NY,Schneider,Teddy David,D,32604.0,32604.0
RSL,Schuler,Chris,D,32600.0,32600.0
SEA,Scott,Zach,D,44109.0,44109.0
SJ,Sealy,Scott,F,150000.0,157000.0
SEA,Seamon,Michael,M,42000.0,42000.0
CHI,Segares,Gonzalo,D,160000.0,167750.0
DAL,Seitz,Chris,GK,100000.0,100000.0
DC,Shanosky,Conor,D,55000.0,69218.83
POOL,Sharpe,Chris,GK,42000.0,42000.0
DAL,Shea,Brek,M-D,100000.0,128000.0
NE,Shuttleworth,Robert,GK,42000.0,42000.0
DC,Simms,Clyde,M,173250.0,179250.0
KC,Sinovic,Seth,M-D,32604.0,32604.0
CLB,Sippola,Ben,M-D,32600.04,32600.04
COL,Smith,Jamie,M,136992.0,146992.0
KC,Smith,Ryan,M-F,140000.0,144375.0
NE,Soares,AJ,D,42000.0,82000.0
NY,Solli,Jan Gunnar,M,180000.0,180000.0
TFC,Soolsma,Nick,M-F,86004.0,86004.0
HOU,Soto,Josue,M,32600.04,38225.04
NE,Sousa,Andrew,M,32604.0,32604.0
LA,Stephens,Michael,M,57750.0,79000.0
SJ,Stephenson,Khari,M,165000.0,178333.33
DAL,Stewart,Jack,D,42000.0,42000.0
TFC,Stinson,Matthew,M,32604.0,32604.0
KC,Stojcev,Milos,M,90000.0,99000.0
TFC,Sturgis,Nathan,D-M,85000.0,89250.0
NY,Sutton,Greg,GK,75600.0,80100.0
VAN,Sylvestre,Brian,GK,32600.04,32600.04
NY,Tainio,Teemu,M,159996.0,164996.0
PHI,Tait,Joe,D,42000.0,42000.0
VAN,Tan,Long,F,32600.04,32600.04
HOU,Taylor,Jermaine,D,57500.0,62500.0
POR,Taylor,Christopher,D,32600.04,32600.04
CLB,Tchani,Tony,M,90000.0,194000.0
VAN,Teibert,Russell,M,50004.0,55604.0
SEA,Tetteh,Michael,M,60000.0,77663.06
KC,Thomas,Shavar,D,160000.0,174375.0
LA,Thomas,Ryan,D,32604.0,32604.0
COL,Thompson,Wells,M,77500.0,85625.0
POR,Thompson,Spencer,F,32604.0,32604.0
CHV,Thornton,Zach,GK,155000.0,162500.0
VAN,Thorrington,John,M,194700.0,207200.0
NE,Tierney,Chris,D-M,65000.0,66666.67
RSL,Toia,Donny,F,45000.0,60000.0
DAL,Top,Jonathan,F,42000.0,42000.0
PHI,Torres,Roger,M,105600.0,108725.0
CHV,Trujillo,Mariano,M,99225.0,99225.0
DAL,Ulloa,Victor,M,42000.0,44500.0
CHV,Umana,Michael,D,138000.0,145500.0
POR,Umony,Brian,F,65004.0,85004.0
VAN,Vagenas,Peter,M,48000.0,48000.0
PHI,Valdes,Carlos,D,180000.0,180000.0
CHV,Valentin,Zarek,D,80000.0,132000.0
CLB,Veeder,Korey,D,32600.0,34475.0
TFC,Viator,Eddy,D,90000.0,101875.0
CHI,Videira,Michael,M,42000.0,42625.0
DAL,Villar,Ricardo,M,150000.0,150000.0
VAN,Wagner,Blake,D,42000.0,42000.0
SEA,Wahl,Tyson,D,51870.0,54770.0
COL,Wallace,Anthony,D-M,60375.0,60375.0
POR,Wallace,Rodney,M-D,90000.0,139000.0
SJ,Ward,Tim,D,60500.0,60500.0
RSL,Warner,Collen,M-F,42000.0,55750.0
DAL,Warshaw,Bobby,D,42000.0,53250.0
KC,Warzycha,Konrad,M,32604.0,32604.0
HOU,Watson,Je-Vaughn,M,75000.0,91875.0
CHI,Watson-Siriboe,Kwame,D,44000.0,44000.0
HOU,Weaver,Cam,F,89250.0,97500.0
SJ,Weber,Andrew,GK,65004.0,65004.0
DC,White,Ethan,D,55000.0,71000.0
SEA,White,O'Brian,F,100000.0,100000.0
DAL,Wiedeman,Andrew,F,75000.0,118000.0
CLB,Williams,Josh,D,42000.0,42000.0
PHI,Williams,Sheanon,F,42000.0,42000.0
RSL,Williams,Andy,M,99225.0,99225.0
TFC,Williams,Dicoy,D,50004.0,50004.0
DC,Willis,Joe,GK,42000.0,42000.0
RSL,Wingert,Chris,D,135000.0,135000.0
DC,Wolff,Josh,F,160000.0,160000.0
SJ,Wondolowski,Chris,M,175000.0,175000.0
DC,Woolard,Daniel,D,50000.0,50000.0
COL,Wynne,Marvell,D,225000.0,301666.67
TFC,Yourassowsky,Mikael,D,80004.0,81670.67
SEA,Zakuani,Steve,F,90000.0,188000.0
TFC,Zavarise,Gianluca,M,42000.0,46517.75
DC,Zayner,Jed,D,66500.0,70375.0
CHV,Zemanski,Ben,M,44000.0,44000.0
NE,Zerka,Monsef,M-F,216000.0,226000.0
POR,Zizzo,Sal,F,65000.0,73250.0
SJ,Zura,Edmundo,F,48000.0,48000.0
KC,Zusi,Graham,F-M,42000.0,42000.0
