club,last_name,first_name,position,base_salary,guaranteed_compensation
CLB,Moreno,Alejandro,F,120000.0,125000.0
CLB,Moss,Brandon,M,17700.0,17700.0
CLB,O'Rourke,Danny,M,46331.25,56331.25
CLB,Oughton,Duncan,D,72000.0,72000.0
CLB,Peterson,Andrew,M,12900.0,12900.0
CLB,Pierce,Rusty,D,63000.0,64300.0
CLB,Rogers,Robbie,F-M,50000.0,50000.0
CLB,Schelotto,Guillermo Barros,F,150000.0,150000.0
CLB,Szetela,Danny,M,43135.31,48760.31
CLB,Thomas,Jacob,M,84000.0,87750.0
CLB,Virtuoso,Ricardo,M,60000.0,102000.0
CLB,Ward,Tim,D,38456.25,48456.25
CLB,Zayner,Jed,D,33000.0,40500.0
COL,Ballouchy,Mehdi,M,70000.0,88000.0
COL,Cancela,Jose,M,156000.0,156000.0
COL,Casey,Conor,F,180000.0,180000.0
COL,Clark,Colin,F,17700.0,17700.0
COL,Colaluca,Nico,M,45000.0,78000.0
COL,Cooke,Terry,M,147500.0,152500.0
COL,Coundoul,Bouna,GK,30000.0,30000.0
COL,Cummings,Omar,F,30000.0,30000.0
COL,DiRaimondo,John,M,12900.0,12900.0
COL,Erpen,Facundo,D,115000.0,115000.0
COL,Gargan,Daniel,M,30000.0,30000.0
COL,Gomez,Hercules,F,49350.0,49350.0
COL,Harvey,Jordan,D,17700.0,17700.0
COL,Hernandez,Nicolas,F,130000.0,132400.0
COL,Hughes,Justin,GK,12900.0,12900.0
COL,Ihemelu,Ugo,D,55000.0,55000.0
COL,Keel,Stephen,D,17700.0,17700.0
COL,Kimura,Kosuke,M,12900.0,12900.0
COL,Kirovski,Jovan,F,200000.0,200000.0
COL,LaBrocca,Nick,M,12900.0,12900.0
COL,Mastroeni,Pablo,M-D,280000.0,298000.0
COL,Osorno,Daniel,F,138000.0,143000.0
COL,Peterson,Jacob,F,70000.0,88750.0
COL,Petke,Mike,D,126000.0,126000.0
COL,Prideaux,Brandon,D,76403.0,76403.0
COL,Sanneh,Tony,D,60000.0,60000.0
COL,Thornton,Zach,GK,57600.0,57600.0
COL,Wasson,Daniel,D,17700.0,17700.0
COL,Wilmes,Clifton,D,12900.0,12900.0
DAL,Alvarez,Arturo,M,32819.0,46019.0
DAL,Botero,Juan Sebastian,M,12900.0,12900.0
DAL,Burse,Ray,GK,17700.0,17700.0
DAL,Cooper,Kenny,F,80000.0,83000.0
DAL,Daniels,Andrew,D,12900.0,12900.0
DAL,De Oliveira,Denilson,M,872736.0,879936.0
DAL,Dello-Russo,Michael,D,12900.0,12900.0
DAL,Gbandi,Chris,D,100000.0,103750.0
DAL,Gbandi,Sandy,M,12900.0,12900.0
DAL,Goodson,Clarence,D,48378.75,53378.75
DAL,Hislop,Shaka,GK,220800.0,220800.0
DAL,Ibrahim,Abdus,F,50000.0,83000.0
DAL,Jones,Scott,M,12900.0,12900.0
DAL,McCarty,Dax,M,33000.0,45500.0
DAL,Mina,Roberto,F,80000.0,80000.0
DAL,Moor,Drew,D,53350.0,65850.0
DAL,Oduro,Dominic,F,30000.0,30000.0
DAL,Pereira,Ricardo,F,30000.0,30000.0
DAL,Pitchkolan,Aaron,M,17700.0,17700.0
DAL,Rhine,Bobby,D,60000.0,62500.0
DAL,Ricchetti,Pablo,M,120000.0,126625.0
DAL,Ruiz,Carlos,F,325000.0,435000.0
DAL,Sala,Dario,GK,110000.0,119875.0
DAL,Saragosa,Marcelo,M,67008.0,71883.0
DAL,Serioux,Adrian,D,108000.0,120500.0
DAL,Thompson,Abe,F,30000.0,30000.0
DAL,Toja,Juan Carlos,M,100008.0,100008.0
DAL,Wagenfuhr,David,D,30870.0,30870.0
DAL,Wagner,Blake,D,33000.0,45500.0
DAL,Wallace,Anthony,M,45000.0,78000.0
DAL,Yi,Alex,D,30870.0,30870.0
DC,Addlery,Nicholas,F,36000.0,36000.0
DC,Arguez,Bryan,M-D,45000.0,76200.0
DC,Boswell,Robert,D,30870.0,30870.0
DC,Burch,Marc,D,30000.0,30000.0
DC,Carreiro da Silva,Fred,M-F,190008.0,222008.0
DC,Carroll,Brian,M,115000.0,118750.0
DC,Carroll,Jeff,M-D,12900.0,12900.0
DC,Crowe,Shawn,GK,12900.0,12900.0
DC,DeRoux,Stephen,M,12900.0,12900.0
DC,Dyachenko,Rod,M,17700.0,17700.0
DC,Emilio,Luciano,F,265000.0,293125.0
DC,Gomez,Cristian,M,216000.0,218500.0
DC,Gros,Joshua,M,72500.0,75000.0
DC,Kpene,Guy,F,30000.0,30000.0
DC,McTavish,Devon,M,30000.0,30000.0
DC,Mediate,Stanton,M-F,30000.0,30000.0
DC,Moose,Justin,M,17700.0,17700.0
DC,Moreno,Jaime,F,250000.0,275000.0
DC,Mupier,Mira,F,12900.0,12900.0
DC,Namoff,Bryan,D,85000.0,88750.0
DC,Nolly,Jay,GK,36000.0,36000.0
DC,North,Brad,F,12900.0,12900.0
DC,Olsen,Ben,M,155000.0,177500.0
DC,Perkins,Troy,GK,85000.0,87500.0
DC,Simms,Clyde,M,52500.0,53750.0
DC,Vanney,Greg,D,216667.0,236667.0
DC,Walker,Jamil,M-F,30870.0,30870.0
HOU,Ashe,Corey,M,30000.0,30000.0
HOU,Barrett,Wade,D,141750.0,141750.0
HOU,Chabala,Mike,M,17700.0,17700.0
HOU,Ching,Brian,F,220000.0,220000.0
HOU,Clark,Ricardo,M,195000.0,195000.0
HOU,Cochrane,Ryan,D,51149.0,66149.0
HOU,Dalglish,Paul,F,96000.0,101000.0
HOU,Davis,Brad,M,120000.0,120000.0
HOU,DeRosario,Dwayne,M,324999.96,324999.96
HOU,Ebert,Eric,M,12900.0,12900.0
HOU,Hatzke,Nick,M,12900.0,12900.0
HOU,Hayden,John-Michael,M,17700.0,17700.0
HOU,Hoerner,Kenneth,M-F,12900.0,12900.0
HOU,Holden,Stuart,M,31500.0,31500.0
HOU,Ianni,Patrick,D,70000.0,103000.0
HOU,James,Jordan,GK,12900.0,12900.0
HOU,Jaqua,Nate,F,112500.0,119525.0
HOU,Moloi,Mpho,M,17700.0,17700.0
HOU,Mullan,Brian,M,125000.0,125000.0
HOU,Mulrooney,Richard,M,220000.0,233200.0
HOU,Ngwenya,Joseph,F,51148.13,62023.13
HOU,Onstad,Pat,GK,168000.0,168000.0
HOU,Robinson,Eddie,D,110000.0,110000.0
HOU,Ustruck,Erik,M,12900.0,12900.0
HOU,Waibel,Craig,D,85000.0,85000.0
HOU,Wells,Zachary,GK,50400.0,50400.0
HOU,Wondolowski,Chris,M,30000.0,30000.0
KC,Arnaud,Davy,M,100000.0,101875.0
KC,Burciaga,Jose,D,100000.0,102500.0
KC,Colombano,Eloy,F-M,42000.0,42000.0
KC,Conrad,Jimmy,D,194750.0,206000.0
KC,Elcock,Edson,M-F,17700.0,17700.0
KC,Garcia,Nick,D,131250.0,136250.0
KC,Godbolt,Aaron John,M,17700.0,17700.0
KC,Guadarrama,Willy,F,12900.0,12900.0
KC,Harrington,Michael,D,36000.0,53500.0
KC,Hartman,Kevin,GK,150000.0,150000.0
KC,Hohlbein,Aaron,M-D,30000.0,30000.0
KC,Jewsbury,Jack,M-F,50000.0,50000.0
KC,John,Will,M-F,33075.0,40575.0
KC,Johnson,Eddie,F,750000.0,875000.0
KC,Konopka,Chris,GK,12900.0,12900.0
KC,Kraus,Michael,M-F,12900.0,12900.0
KC,Kronberg,Eric,GK,30000.0,30000.0
KC,Lowery,Amir,M,12900.0,12900.0
KC,Marinelli,Carlos,M,165000.0,165000.0
KC,McMahen,Ryan,M,30000.0,30000.0
KC,Morsink,Kurt,M,30000.0,30000.0
KC,Movsisyan,Yura,F,35750.0,45750.0
KC,Pore,Ryan,F,44825.0,57325.0
KC,Raybould,Ryan,D-M,30000.0,30000.0
KC,Sealy,Scott,F,33075.0,33075.0
KC,Victorine,Sasha,M,137500.0,140000.0
KC,Wahl,Tyson,D,30000.0,30000.0
KC,Watson,Lance,M,17700.0,17700.0
KC,Zavagnin,Kerry,M,154000.0,154000.0
LA,Albright,Chris,M-D,142500.0,142500.0
LA,Beckham,David,M,5500000.08,6500000.04
LA,Buddle,Edson,F,140000.0,150000.0
LA,Cannon,Joe,GK,192000.0,192000.0
LA,Caso,Mike,M,12900.0,12900.0
LA,Cronin,Steve,GK,34728.75,42228.75
LA,Donovan,Landon,F,900000.0,900000.0
LA,Friesz,Lance,GK,12900.0,12900.0
LA,Glinton,Gavin,F,50000.0,50000.0
LA,Gordon,Alan,F,30870.0,30870.0
LA,Gray,Kelly,M-D,85000.0,85000.0
LA,Harden,Ty,D,30000.0,30000.0
LA,Harmse,Kevin,M,40800.0,40800.0
LA,Jazic,Ante,D-M,108000.0,114250.0
LA,Jones,Cobi,M,95000.0,95000.0
LA,Kirk,Quavas,F,75000.0,111500.0
LA,Klein,Chris,M,180000.0,187250.0
LA,Martino,Kyle,M,52500.0,55297.27
LA,Pavon,Carlos,F,132000.0,141500.0
LA,Randolph,Michael,D,17700.0,17700.0
LA,Roberts,Troy,D,30000.0,30000.0
LA,Sesay,Israel,F,45000.0,57083.33
LA,Tudela,Josh,M,17700.0,17700.0
LA,Vagenas,Peter,M,131250.0,131875.0
LA,Veris,Kyle,D,17700.0,17700.0
LA,Xavier,Abel,D,156000.0,156000.0
NE,Byrne,Bryan,M,30000.0,30000.0
NE,Cristman,Adam,F,17700.0,17700.0
NE,Dorman,Andy,M,30870.0,30870.0
NE,Flood,Gary,D,12900.0,12900.0
NE,Franchino,Joey,D,90000.0,90000.0
NE,Gonzalez,Miguel,M,12900.0,12900.0
NE,Heaps,Jay,D,110000.0,113750.0
NE,Helton,Kyle,D,12900.0,12900.0
NE,Igwe,Amaechi,F,45000.0,78000.0
NE,John,Avery,D,63000.0,63750.0
NE,Joseph,Shalrie,D,170625.0,180625.0
NE,Knighton,Brad,GK,12900.0,12900.0
NE,Larentowicz,Jeff,M,30000.0,30000.0
NE,Leonard,Marshall,M,47500.0,47500.0
NE,Loftus,Chris,F,12900.0,12900.0
NE,Noonan,Pat,F,225000.0,227500.0
NE,Oka,Arsene,M,12900.0,12900.0
NE,Parkhurst,Michael,D,80575.0,93075.0
NE,Ralston,Steve,M,150000.0,150000.0
NE,Reis,Matt,GK,150000.0,150000.0
NE,Riley,James,D-F,30870.0,30870.0
NE,Sims,Willie,F,35500.0,43000.0
NE,Smith,Khano,F,44100.0,44100.0
NE,Solle,Ryan,M,17700.0,17700.0
NE,Thompson,Wells,M,30000.0,30000.0
NE,Twellman,Taylor,F,325008.0,350008.0
NE,Warren,Doug,GK,50000.0,50000.0
NY,Altidore,Josmer,F,85000.0,108333.0
NY,Angel,Juan Pablo,F,1500000.0,1593750.0
NY,Caccavale,Salvatore,M,12900.0,12900.0
NY,Camp,Blake,M,12900.0,12900.0
NY,Cepero,Danny,GK,12900.0,12900.0
NY,Conway,Jon,GK,65000.0,65750.0
NY,Doe,Francis,F,48000.0,48000.0
NY,Freeman,Hunter,D-M,50600.0,60600.0
NY,Goldthwaite,Kevin,D,30870.0,30870.0
NY,Ikangu,Elie,M,17700.0,17700.0
NY,Karcz,Chris,M,12900.0,12900.0
NY,Kovalenko,Dema,M,190000.0,197375.0
NY,Laventure,Jerrod,F,12900.0,12900.0
NY,Leitch,Chris,D,43200.0,43200.0
NY,Magee,Mike,F,56206.25,57206.25
NY,Mathis,Clint,M-F,270000.0,410000.0
NY,Mendes,Carlos,D,62606.25,62606.25
NY,Parke,Jeff,D,47250.0,48500.0
NY,Patterson,Randi,F,12900.0,12900.0
NY,Quaranta,Santino,F,100000.0,105312.5
NY,Reyna,Claudio,M,1000008.0,1250008.0
NY,Richards,Dane,F-M,30000.0,30000.0
NY,Schopp,Markus,M,175000.0,175000.0
NY,Stammler,Seth,D,30870.0,30870.0
NY,Ubiparipovic,Sinisa,F-M,17700.0,17700.0
NY,Van Den Bergh,Dave,M,180000.0,214583.33
NY,Vide,Joe,M,17700.0,17700.0
NY,Waterreus,Ronald,GK,200000.0,200000.0
NY,Wolyniec,John,F,65625.0,65625.0
Pool,Monsalve,David,GK,30000.0,30000.0
Pool,Pardo,Boris,GK,17700.0,17700.0
Pool,Reynolds,Samuel,GK,17700.0,17700.0
Pool,Schoeni,Kenny,GK,17700.0,17700.0
RSL,Beckerman,Kyle,M,120000.0,122500.0
RSL,Besagno,Nikolas,M,75000.0,111500.0
RSL,Brown,Kyle,F,17700.0,17700.0
RSL,Brown,Chris,M-F,70000.0,70000.0
RSL,Curfman,Steven,M,12900.0,12900.0
RSL,Cutler,Kenny,M,30000.0,30000.0
RSL,Eskandarian,Alecko,F,155000.0,175500.0
RSL,Espindola,Edgar,F,72000.0,72000.0
RSL,Findley,Robert,F,36000.0,48500.0
RSL,Forko,Willis,D,30000.0,30000.0
RSL,Harris,Atiba,F,30000.0,30000.0
RSL,Hashimoto,Duke,F,17700.0,17700.0
RSL,Jimenez,Christian,M,33075.0,43075.0
RSL,Kipre,Jean-Martial,D,30000.0,30000.0
RSL,Kirby,Dustin,D,12900.0,12900.0
RSL,Kotschau,Ritchie,D,69300.0,70175.0
RSL,Lancos,Chris,D,17700.0,17700.0
RSL,Mantilla,Matias,D,48000.0,48000.0
RSL,Morales,Javier,M,120000.0,120000.0
RSL,Pope,Eddie,D,265000.0,265000.0
RSL,Reynish,Kyle,GK,17700.0,17700.0
RSL,Rimando,Nick,GK,64125.0,68468.75
RSL,Seitz,Chris,GK,55000.0,90500.0
RSL,Stewart,Jack,D,41081.25,48581.25
RSL,Sturgis,Nathan,M,70000.0,103000.0
RSL,Talley,Carey,D,118248.0,118248.0
RSL,Watson,Jamie,F,45100.0,50100.0
RSL,Williams,Andy,F,70008.0,70008.0
RSL,Wingert,Chris,D,54993.75,62493.75
TFC,Attakora-Gyan,Nana,D,12900.0,12900.0
TFC,Boyens,Andrew,D,30000.0,47500.0
TFC,Braz,Adam,D,67200.0,74950.0
TFC,Brennan,Jim,D,150000.0,158000.0
TFC,Canizalez,Maycoll,M,36000.0,40000.0
TFC,Cunningham,Jeffrey,F,220000.0,232500.0
TFC,Dichio,Daniel,F,150000.0,158125.0
TFC,Djekanovic,Srdjan,GK,17700.0,17700.0
TFC,Dunivant,Todd,D,99750.0,99750.0
TFC,Edu,Maurice,M,50000.0,132500.0
TFC,Gala,Gabriel,M,12900.0,12900.0
TFC,Guzman,David,M,12900.0,12900.0
TFC,Hemming,Tyler,M,17700.0,17700.0
TFC,Lombardo,Andrea,F,30000.0,30000.0
TFC,Lumley,Stephen,D,12900.0,12900.0
TFC,Marshall,Tyrone,D,142000.0,149500.0
TFC,Melo,Joey,M,12900.0,12900.0
TFC,Nunez,Cristian,M,17700.0,17700.0
TFC,O'Brien,Ronnie,M,240000.0,258750.0
TFC,Pozniak,Chris,D,90000.0,95000.0
TFC,Reda,Marco,D,100000.0,105000.0
TFC,Robinson,Carl,M,300000.0,315000.0
TFC,Samuel,Collin,F,90000.0,115000.0
TFC,Stamatopolus,Kenny,GK,30000.0,37500.0
TFC,Sutton,Greg,GK,125000.0,132562.5
TFC,Welsh,Andrew,M,195000.0,204750.0
TFC,Wynne,Marvell,D,47500.0,150000.0
