Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015]
Australia,AUS,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,502.9006
Australia,AUS,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,518.865799240277
Australia,AUS,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,487.18552546683
Australia,AUS,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,509.9939
Australia,AUS,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,508.921647404582
Australia,AUS,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,511.049257232073
Austria,AUT,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,496.7423
Austria,AUT,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,483.133026052429
Austria,AUT,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,510.098215924204
Austria,AUT,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,484.8656
Austria,AUT,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,495.075191103096
Austria,AUT,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,474.846031609294
Austria,AUT,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,495.0375
Austria,AUT,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,485.526754333789
Austria,AUT,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,504.371197291877
Azerbaijan,AZE,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,..
Azerbaijan,AZE,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,..
Azerbaijan,AZE,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,..
Azerbaijan,AZE,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,..
Azerbaijan,AZE,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,..
Azerbaijan,AZE,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,..
Azerbaijan,AZE,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..
Azerbaijan,AZE,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,..
Azerbaijan,AZE,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,..
Bahrain,BHR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,..
Bahrain,BHR,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,..
Bahrain,BHR,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,..
Bahrain,BHR,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,..
Bahrain,BHR,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,..
Bahrain,BHR,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,..
Bahrain,BHR,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..
Bahrain,BHR,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,..
Bahrain,BHR,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,..
Belgium,BEL,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,506.9844
Belgium,BEL,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,499.739022445487
Belgium,BEL,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,514.002572107543
Belgium,BEL,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,498.5242
Belgium,BEL,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,506.638598758987
Belgium,BEL,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,490.664155783999
Belgium,BEL,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,501.9997
Belgium,BEL,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,496.031867435122
Belgium,BEL,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,507.780477052817
Belize,BLZ,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,..
Belize,BLZ,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,..
Belize,BLZ,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,..
Belize,BLZ,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,..
Belize,BLZ,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,..
Belize,BLZ,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,..
Belize,BLZ,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..
Belize,BLZ,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,..
Belize,BLZ,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,..
Benin,BEN,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,..
Benin,BEN,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,..
Benin,BEN,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,..
Benin,BEN,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,..
Benin,BEN,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,..
Benin,BEN,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,..
Benin,BEN,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..
Benin,BEN,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,..
Benin,BEN,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,..
Bolivia,BOL,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,..
Bolivia,BOL,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,..
Bolivia,BOL,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,..
Bolivia,BOL,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,..
Bolivia,BOL,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,..
Bolivia,BOL,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,..
Bolivia,BOL,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..
Bolivia,BOL,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,..
Bolivia,BOL,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,..
Bosnia and Herzegovina,BIH,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,..
Bosnia and Herzegovina,BIH,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,..
Bosnia and Herzegovina,BIH,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,..
Bosnia and Herzegovina,BIH,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,..
Bosnia and Herzegovina,BIH,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,..
Bosnia and Herzegovina,BIH,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,..
Bosnia and Herzegovina,BIH,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..
Bosnia and Herzegovina,BIH,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,..
Bosnia and Herzegovina,BIH,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,..
Botswana,BWA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,..
Botswana,BWA,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,..
Botswana,BWA,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,..
Botswana,BWA,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,..
Botswana,BWA,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,..
Botswana,BWA,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,..
Botswana,BWA,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..
Botswana,BWA,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,..
Botswana,BWA,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,..
Brazil,BRA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,377.0695
Brazil,BRA,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,369.549307407329
Brazil,BRA,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,385.040590455449
Brazil,BRA,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,407.3486
Brazil,BRA,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,418.561682215033
Brazil,BRA,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,395.463254933214
Brazil,BRA,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,400.6821
Brazil,BRA,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,398.699999107607
Brazil,BRA,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,402.783037454013
Bulgaria,BGR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,441.1899
Bulgaria,BGR,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,442.163116017341
Bulgaria,BGR,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,440.318936454932
Bulgaria,BGR,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,431.7175
Bulgaria,BGR,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,456.598561495461
Bulgaria,BGR,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,409.449779563914
Bulgaria,BGR,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,445.772
Bulgaria,BGR,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,453.901095875942
Bulgaria,BGR,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,438.496628831949
Burkina Faso,BFA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,..
Burkina Faso,BFA,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,..
Burkina Faso,BFA,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,..
Burkina Faso,BFA,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,..
Burkina Faso,BFA,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,..
Burkina Faso,BFA,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,..
Burkina Faso,BFA,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..
Burkina Faso,BFA,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,..
Burkina Faso,BFA,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,..
Burundi,BDI,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,..
Burundi,BDI,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,..
Burundi,BDI,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,..
Burundi,BDI,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,..
Burundi,BDI,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,..
Burundi,BDI,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,..
Burundi,BDI,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..
Burundi,BDI,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,..
Burundi,BDI,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,..
Cameroon,CMR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,..
Cameroon,CMR,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,..
Cameroon,CMR,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,..
Cameroon,CMR,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,..
Cameroon,CMR,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,..
Cameroon,CMR,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,..
Cameroon,CMR,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..
Cameroon,CMR,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,..
Cameroon,CMR,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,..
Canada,CAN,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,515.6474
Canada,CAN,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,511.141725545744
Canada,CAN,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,520.166125195718
Canada,CAN,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,526.6678
Canada,CAN,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,539.762385696625
Canada,CAN,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,513.535458040781
Canada,CAN,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,527.7047
Canada,CAN,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,527.15618459507
Canada,CAN,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,528.254765640002
Chad,TCD,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,..
Chad,TCD,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,..
Chad,TCD,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,..
Chad,TCD,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,..
Chad,TCD,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,..
Chad,TCD,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,..
Chad,TCD,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..
Chad,TCD,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,..
Chad,TCD,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,..
Chile,CHL,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,422.6714
Chile,CHL,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,413.448981491569
Chile,CHL,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,431.798086785178
Chile,CHL,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,458.5709
Chile,CHL,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,464.561642014448
Chile,CHL,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,452.642241658627
Chile,CHL,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,446.9561
Chile,CHL,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,439.61740431075
Chile,CHL,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,454.218617180938
Colombia,COL,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,389.6438
Colombia,COL,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,384.488336339736
Colombia,COL,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,395.39112047514
Colombia,COL,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,424.9052
Colombia,COL,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,432.281926359328
Colombia,COL,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,416.681626098461
Colombia,COL,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,415.7288
Colombia,COL,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,411.031598695599
Colombia,COL,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,420.965111798094
Comoros,COM,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,..
Comoros,COM,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,..
Comoros,COM,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,..
Comoros,COM,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,..
Comoros,COM,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,..
Comoros,COM,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,..
Comoros,COM,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..
Comoros,COM,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,..
Comoros,COM,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,..
"Congo, Rep.",COG,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,..
"Congo, Rep.",COG,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,..
"Congo, Rep.",COG,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,..
"Congo, Rep.",COG,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,..
"Congo, Rep.",COG,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,..
"Congo, Rep.",COG,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,..
"Congo, Rep.",COG,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..
"Congo, Rep.",COG,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,..
"Congo, Rep.",COG,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,..
Costa Rica,CRI,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,400.2534
Costa Rica,CRI,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,392.312861403608
Costa Rica,CRI,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,408.451612191242
Costa Rica,CRI,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,427.4875
Costa Rica,CRI,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,434.874832359074
Costa Rica,CRI,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,419.860486509557
Costa Rica,CRI,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,419.608
Costa Rica,CRI,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,410.834859584761
Costa Rica,CRI,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,428.665960571351
Cote d'Ivoire,CIV,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,..
Cote d'Ivoire,CIV,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,..
Cote d'Ivoire,CIV,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,..
Cote d'Ivoire,CIV,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,..
Cote d'Ivoire,CIV,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,..
Cote d'Ivoire,CIV,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,..
Cote d'Ivoire,CIV,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..
Cote d'Ivoire,CIV,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,..
Cote d'Ivoire,CIV,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,..
Croatia,HRV,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,464.0401
Croatia,HRV,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,457.961191697872
Croatia,HRV,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,470.598667924728
Croatia,HRV,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,486.8632
Croatia,HRV,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,499.585792381621
Croatia,HRV,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,473.136689080089
Croatia,HRV,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,475.3912
Croatia,HRV,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,472.586345631907
Croatia,HRV,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,478.417324514551
Cuba,CUB,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,..
Cuba,CUB,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,..
Cuba,CUB,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,..
Cuba,CUB,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,..
Cuba,CUB,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,..
Cuba,CUB,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,..
Cuba,CUB,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,..
Cuba,CUB,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,..
Cuba,CUB,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,..
Cyprus,CYP,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,437.1443
Cyprus,CYP,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,439.534071305817
Cyprus,CYP,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,434.706448989575
Cyprus,CYP,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,442.8443
Cyprus,CYP,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,468.658337284696
Cyprus,CYP,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,416.827051626442
Cyprus,CYP,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,432.5964
Cyprus,CYP,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,440.948186736643
Cyprus,CYP,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,424.147821504764
Czech Republic,CZE,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,492.3254
Czech Republic,CZE,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,488.665605993237
Czech Republic,CZE,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,495.794165820095
Czech Republic,CZE,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,487.2501
Czech Republic,CZE,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,500.652659858757
Czech Republic,CZE,PISA: Mean performance on the reading scale. Male,LO.PISA.REA.MA,..,..,474.547464377914
Czech Republic,CZE,PISA: Mean performance on the science scale,LO.PISA.SCI,..,..,492.83
Czech Republic,CZE,PISA: Mean performance on the science scale. Female,LO.PISA.SCI.FE,..,..,488.398280133737
Czech Republic,CZE,PISA: Mean performance on the science scale. Male,LO.PISA.SCI.MA,..,..,497.030404270209
Denmark,DNK,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,..,..,511.0876
Denmark,DNK,PISA: Mean performance on the mathematics scale. Female,LO.PISA.MAT.FE,..,..,506.374750974587
Denmark,DNK,PISA: Mean performance on the mathematics scale. Male,LO.PISA.MAT.MA,..,..,515.756469277134
Denmark,DNK,PISA: Mean performance on the reading scale,LO.PISA.REA,..,..,499.8146
Denmark,DNK,PISA: Mean performance on the reading scale. Female,LO.PISA.REA.FE,..,..,510.951613975922
