Country,Rank,Track_id,Streams,Track Name,Artist,URL,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,duration_ms,key,mode,Artist_id,Artist_popularity,Artist_follower,Artist_img
global,37.0,6TqXcAFInzjp0bODyvrWEq,391135051,Talk (feat. Disclosure),Khalid,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,0.051,0.901,0.4,0.0,0.0599,-8.575,0.126,0.346,135.984,4,197573,0,1,6LuN9FCkKOj5PcnpouEgny,96,10092177,https://i.scdn.co/image/e52c824585bfeef4d674b509437120805300f557
global,38.0,116H0KvKr2Zl4RPuVBruDO,385397401,MIA (feat. Drake),Bad Bunny,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,0.0141,0.817,0.539,0.000496,0.099,-6.349,0.0621,0.158,97.062,4,210368,6,0,4q3ewBCX7sLwd24euuV69X,98,17863391,https://i.scdn.co/image/22590f4021a00d1cad0821cc46a54395960342ee
global,39.0,1DFD5Fotzgn6yYXkYsKiGs,383102280,Piece Of Your Heart,MEDUZA,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,0.0404,0.677,0.744,0.00016,0.074,-6.806,0.0295,0.631,124.08,4,152913,10,0,0xRXCcSX89eobfrshSVdyu,85,152909,https://i.scdn.co/image/f1dc8347ce1fd49e13f3e799175290a36e02b52d
global,40.0,43zdsphuZLzwA9k4DJhU0I,383052345,when the party's over,Billie Eilish,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,0.978,0.367,0.111,3.97e-05,0.0897,-14.084,0.0972,0.198,82.642,4,196077,4,1,6qqNVTkY8uBg9cP3Jd7DAH,98,18867904,https://i.scdn.co/image/2622edec99d68d1d141886be593c88cbe509f6d8
global,41.0,1Ej96GIBCTvgH7tNX1r3qr,379255058,Otro Trago,Sech,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,0.136,0.747,0.7,0.000167,0.11,-4.669,0.341,0.62,176.036,4,225933,0,1,77ziqFxp5gaInVrF2lj4ht,95,2397904,https://i.scdn.co/image/f99f48ccef2f7b3b247ba07e267c17da84978b0b
global,42.0,2qxmye6gAegTMjLKEBoR3d,375966129,Let Me Down Slowly,Alec Benjamin,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,0.74,0.652,0.557,0.0,0.124,-5.714,0.0318,0.483,150.073,4,169354,1,0,5IH6FPUwQTxPSXurCrcIov,84,1106781,https://i.scdn.co/image/94a3fa344317cdd3e44d985a4ef64eab41b4a28b
global,43.0,4R8BJggjosTswLxtkw8V7P,373850485,No Me Conoce - Remix,Jhay Cortez,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,0.145,0.806,0.786,0.0,0.0935,-3.831,0.0741,0.58,91.973,4,309120,10,0,0EFisYRi20PTADoJrifHrz,84,508260,https://i.scdn.co/image/98ffe4a8339829e550701e4b18e5856cb7b50e7d
global,44.0,2b8fOow8UzyDFAE27YhOZM,370084251,Memories,Maroon 5,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,0.837,0.764,0.32,0.0,0.0822,-7.209,0.0546,0.575,91.019,4,189486,11,1,04gDigrS5kc9YWfZHwBETP,94,21668307,https://i.scdn.co/image/608c7b23420c9556a7eabd9097f7e171a91d3871
global,45.0,3HVWdVOQ0ZA45FuZGSfvns,364821796,I Don't Care (with Justin Bieber),Ed Sheeran,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,0.0912,0.798,0.675,0.0,0.0894,-5.041,0.0442,0.842,101.956,4,219947,6,1,6eUKZXaKkcviH0Ku9w2n3V,98,57463755,https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
global,46.0,2qG5sZ7Si6sdK74qLxedYM,363263081,Con Altura,ROSALÍA,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,0.39,0.882,0.689,0.00325,0.0501,-4.027,0.124,0.746,97.963,4,161627,6,1,7ltDVBr6mKbRvohxheJ9h1,87,2299313,https://i.scdn.co/image/e2152c9a03746ee862b41359038278e9da167d27
global,47.0,4SSnFejRGlZikf02HLewEF,361738496,bury a friend,Billie Eilish,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,0.74,0.905,0.389,0.162,0.106,-14.505,0.332,0.196,120.046,4,193143,8,1,6qqNVTkY8uBg9cP3Jd7DAH,98,18867904,https://i.scdn.co/image/2622edec99d68d1d141886be593c88cbe509f6d8
global,48.0,5ry2OE6R2zPQFDO85XkgRb,361263328,Money In The Grave (Drake ft. Rick Ross),Drake,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,0.101,0.831,0.502,0.0,0.122,-4.045,0.046,0.101,100.541,4,205427,10,0,3TVXtAsR1Inumwj472S9r4,99,43763483,https://i.scdn.co/image/012ecd119617ac24ab56620ace4b81735b172686
global,49.0,3ee8Jmje8o58CHK66QrVC2,360048630,SAD!,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,0.258,0.74,0.613,0.00372,0.123,-4.88,0.145,0.473,75.023,4,166606,8,1,15UsOTVnJzReFVN1VCnxy4,95,17294420,https://i.scdn.co/image/942afa81f0a2298ead0c154fb7b4b606de48d9e6
global,50.0,7COXchtUOMd6uIT6HvmRaI,359061581,i'm so tired...,Lauv,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,0.176,0.599,0.733,0.0,0.242,-7.058,0.203,0.534,102.211,4,162583,11,1,5JZ7CnR6gTvEMKX4g70Amv,91,2139634,https://i.scdn.co/image/d763de4ee1f230d55719b5fcccd76984fcc2d290
global,51.0,5W83ErFkO3aKAIS1WMi6u0,358927858,Secreto,Anuel AA,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,0.602,0.807,0.803,0.00853,0.136,-4.156,0.126,0.706,91.987,4,258800,11,1,2R21vXR83lH98kGeO99Y66,96,9911627,https://i.scdn.co/image/8eebdbd3738acd6a69228ed3240a06e4e53ca651
global,52.0,4w8niZpiMy6qz1mntFA5uM,353713290,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,0.157,0.842,0.801,4.82e-06,0.0642,-4.167,0.228,0.617,95.881,4,212500,8,0,540vIaP2JwjQb9dm3aArA4,88,6393532,https://i.scdn.co/image/4c684a7c0a70d1f506595739c14f8a76ebef6687
global,53.0,7qiZfU4dY1lWllzX7mPBI3,353578651,Shape of You,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,0.581,0.825,0.652,0.0,0.0931,-3.183,0.0802,0.931,95.977,4,233713,1,0,6eUKZXaKkcviH0Ku9w2n3V,98,57463755,https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
global,54.0,6zeeWid2sgw4lap2jV61PZ,353040764,Better,Khalid,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,0.0765,0.596,0.552,0.334,0.104,-10.278,0.097,0.112,97.949,4,229320,0,0,6LuN9FCkKOj5PcnpouEgny,96,10092177,https://i.scdn.co/image/e52c824585bfeef4d674b509437120805300f557
global,55.0,0fea68AdmYNygeTGI4RC18,350601983,LA CANCIÓN,J Balvin,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,0.152,0.754,0.646,1.85e-05,0.108,-5.795,0.317,0.429,176.089,4,242573,7,1,1vyhD5VmyZ7KMfW5gqLgo5,99,17106207,https://i.scdn.co/image/84a8ce44cf41f5991178c3d7d8060d2e65624d1f
global,56.0,53CJANUxooaqGOtdsBTh7O,350047280,Old Town Road,Lil Nas X,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,0.0361,0.908,0.517,1.73e-06,0.0949,-6.063,0.129,0.471,136.019,4,113013,1,1,7jVv8c5Fj3E9VhNjxT4snq,87,2218983,https://i.scdn.co/image/12d5ab979779aa41e697ce823328d527e643e4cf
global,57.0,1wJRveJZLSb1rjhnUHQiv6,346465962,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,0.0153,0.581,0.662,0.0,0.111,-5.239,0.303,0.434,93.023,4,189487,9,1,31W5EY0aAly4Qieq6OFu6I,91,3899600,https://i.scdn.co/image/b7d26110180d7fb07097570d96991be33436a56a
global,58.0,0pqnGHJpmpxLKifKRmU6WP,343080186,Believer,Imagine Dragons,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0.0622,0.776,0.78,0.0,0.081,-4.374,0.128,0.666,124.949,4,204347,10,0,53XhwfbYqKCa1cC15pYq2q,92,24617484,https://i.scdn.co/image/01b36ca0f45f2f15117022a2754287a6ca1acdcc
global,59.0,2iUXsYOEPhVqEBwsqP70rE,334669623,Youngblood,5 Seconds of Summer,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,0.0169,0.596,0.854,0.0,0.124,-5.114,0.463,0.152,120.274,4,203418,7,0,5Rl15oVamLq7FbSb0NNBNy,87,5627772,https://i.scdn.co/image/81f45e1c43d961f38e0885e79db547b86d25d101
global,60.0,4y3OI86AEP6PQoDE6olYhO,315164968,Sucker,Jonas Brothers,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,0.0427,0.842,0.734,0.0,0.106,-5.065,0.0588,0.952,137.958,4,181040,1,0,7gOdHgIoIKoe4i9Tta6qdD,87,3492262,https://i.scdn.co/image/a6607686d8bb0913324c84360ee921e94c5aadf3
global,61.0,0JP9xo3adEtGSdUEISiszL,314664397,Moonlight,XXXTENTACION,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,0.556,0.921,0.537,0.00404,0.102,-5.723,0.0804,0.711,128.009,4,135090,9,0,15UsOTVnJzReFVN1VCnxy4,95,17294420,https://i.scdn.co/image/942afa81f0a2298ead0c154fb7b4b606de48d9e6
global,62.0,0tgVpDi06FyKpA1z0VMD4v,310304897,Perfect,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0.163,0.599,0.448,0.0,0.106,-6.312,0.0232,0.168,95.05,3,263400,8,1,6eUKZXaKkcviH0Ku9w2n3V,98,57463755,https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
global,63.0,3eekarcy7kvN4yt5ZFzltW,309682412,HIGHEST IN THE ROOM,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,0.0546,0.598,0.427,5.83e-06,0.21,-8.764,0.0317,0.0605,76.469,4,175721,7,0,0Y5tJX1MQlPlqiwlOH1tJY,98,7626718,https://i.scdn.co/image/fec51156ed94b7ee30fbd4c7fd29b4a840e7daec
global,64.0,2YpeDb67231RjR0MgVLzsG,307243369,Old Town Road - Remix,Lil Nas X,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,0.0533,0.878,0.619,0.0,0.113,-5.56,0.102,0.639,136.041,4,157067,6,1,7jVv8c5Fj3E9VhNjxT4snq,87,2218983,https://i.scdn.co/image/12d5ab979779aa41e697ce823328d527e643e4cf
global,65.0,0TK2YIli7K1leLovkQiNik,307203347,Señorita,Shawn Mendes,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,0.037,0.759,0.54,0.0,0.0945,-6.039,0.0287,0.75,116.947,4,190960,9,0,7n2wHs1TKAczGzO7Dd2rGr,94,23152263,https://i.scdn.co/image/6bd59cfbd3e1e6394af710bddcd62999aae31c6f
global,66.0,4u7EnebtmKWzUH433cf5Qv,305423901,Bohemian Rhapsody - 2011 Mix,Queen,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,0.271,0.414,0.404,0.0,0.3,-9.928,0.0499,0.224,71.105,4,354320,0,0,1dfeR4HaWDbWqFHLkxsg1d,93,22898929,https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982
global,67.0,7uH27oIt4a6cIFCA8ZPcyG,301330276,Baila Baila Baila,Ozuna,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,0.0361,0.816,0.754,0.0,0.217,-2.75,0.111,0.533,99.966,4,158400,11,0,1i8SpTcr7yvPOmcqrbnVXY,98,21123358,https://i.scdn.co/image/f9ede0c1b199df8dfc4a29b784342e9af2e15a2c
global,68.0,6osaMSJh9NguagEDQcZaKx,296598553,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,0.278,0.694,0.758,1.34e-06,0.102,-2.986,0.218,0.371,192.091,4,185195,11,1,540vIaP2JwjQb9dm3aArA4,88,6393532,https://i.scdn.co/image/4c684a7c0a70d1f506595739c14f8a76ebef6687
global,69.0,1c0hsvHLELX6y8qymnpLKL,290429693,Soltera - Remix,Lunay,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,0.361,0.795,0.783,0.0,0.437,-4.271,0.0432,0.8,92.016,4,266087,5,1,47MpMsUfWtgyIIBEFOr4FE,88,1349511,https://i.scdn.co/image/d54ff5abb7307dfc1f113ad2c4d65098bf7e74a6
global,70.0,2BgEsaKNfHUdlh97KmvFyo,290392031,2002,Anne-Marie,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,0.0372,0.697,0.683,0.0,0.137,-2.881,0.117,0.603,96.133,4,186987,1,0,1zNqDE7qDGCsyzJwohVaoX,86,5194708,https://i.scdn.co/image/0668ad650a90a91a6784f46e6f17c5d77b97c48b
