Year,Month,DayofMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,CRSDepTime,DepDelay,DepDel15,CRSArrTime,ArrDelay,ArrDel15,Cancelled
2013,7,6,6,WN,13232,14492,2015,33,1,2300,45,1,0
2013,8,29,4,DL,10397,11618,1950,1,0,2217,-8,0,0
2013,9,10,2,B6,11278,10721,1700,-9,0,1829,-6,0,0
2013,8,1,4,9E,13851,11433,1100,9,0,1425,10,0,0
2013,5,29,3,WN,15016,13487,1625,27,1,1755,42,1,0
2013,6,20,4,WN,13232,14747,0825,8,0,1045,-8,0,0
2013,6,3,1,US,11278,10721,2100,-5,0,2223,-11,0,0
2013,8,1,4,EV,11057,12953,1208,105,1,1410,250,1,0
2013,7,31,3,WN,15016,14100,1000,1,0,1310,-1,0,0
2013,10,10,4,EV,12451,12264,1420,4,0,1613,21,1,0
2013,9,22,7,MQ,11278,10693,1155,-5,0,1245,-6,0,0
2013,5,14,2,WN,12191,12339,0945,3,0,1300,-7,0,0
2013,6,11,2,AA,11298,12953,1225,34,1,1655,27,1,0
2013,4,16,2,OO,12892,13796,1230,-1,0,1355,2,0,0
2013,6,18,2,MQ,12953,14492,1159,16,1,1344,31,1,0
2013,6,17,1,WN,13796,14679,1935,12,0,2105,5,0,0
2013,7,27,6,AA,10721,11298,1645,3,0,1955,7,0,0
2013,10,8,2,UA,12892,11292,1406,-2,0,1729,-15,0,0
2013,7,28,7,AA,12889,11298,1150,4,0,1635,19,1,0
2013,5,1,3,UA,11618,13303,0845,-4,0,1156,-12,0,0
2013,6,26,3,US,11057,15304,1130,0,0,1306,23,1,0
2013,7,28,7,DL,13796,14869,0615,-7,0,0904,-12,0,0
2013,9,11,3,B6,12478,12191,1345,6,0,1633,-1,0,0
2013,7,31,3,B6,14893,12954,1233,-5,0,1354,-7,0,0
2013,8,15,4,US,15304,11057,1715,13,0,1856,2,0,0
2013,4,14,7,VX,11298,12892,1835,-6,0,2000,-11,0,0
2013,9,5,4,DL,12892,10397,1335,7,0,2057,25,1,0
2013,4,11,4,WN,14492,13232,1720,1,0,1820,-16,0,0
2013,5,26,7,DL,13303,12478,1530,-3,0,1835,-13,0,0
2013,4,3,3,DL,14869,15016,2001,-3,0,2352,-11,0,0
2013,9,18,3,WN,11618,13232,0610,4,0,0725,-11,0,0
2013,6,25,2,WN,14831,14908,1035,-2,0,1155,-12,0,0
2013,5,7,2,UA,11618,14747,1843,-4,0,2146,-40,0,0
2013,8,12,1,WN,12889,12191,1910,58,1,0005,52,1,0
2013,9,20,5,DL,10397,14100,1244,2,0,1449,-2,0,0
2013,6,17,1,FL,13204,13232,1000,-1,0,1140,3,0,0
2013,4,1,1,AA,13303,11433,1100,4,0,1415,32,1,0
2013,6,26,3,DL,10397,14683,2055,8,0,2222,0,0,0
2013,9,23,1,WN,12889,14771,2045,9,0,2215,5,0,0
2013,4,25,4,MQ,10397,12953,1300,61,1,1525,61,1,0
2013,8,7,3,WN,14730,10397,0655,-3,0,0820,-17,0,0
2013,8,14,3,UA,13930,14771,2200,-3,0,0035,-14,0,0
2013,7,6,6,UA,10721,12266,0838,-4,0,1135,-5,0,0
2013,4,1,1,WN,12892,14831,0945,-2,0,1055,-4,0,0
2013,10,2,3,MQ,12892,14831,0840,40,1,0955,32,1,0
2013,6,13,4,EV,11292,10140,2205,52,1,2326,40,1,0
2013,8,20,2,FL,13342,10397,1840,-8,0,2130,-8,0,0
2013,9,8,7,MQ,13930,14869,0755,-1,0,1010,-7,0,0
2013,4,17,3,UA,10721,12264,0946,-5,0,1119,-5,0,0
2013,8,25,7,WN,10821,14307,1910,29,1,2020,31,1,0
2013,5,2,4,MQ,10792,13930,1540,-6,0,1625,-13,0,0
2013,6,10,1,UA,14057,11292,1519,3,0,1845,-7,0,0
2013,7,10,3,AA,13303,12953,0745,3,0,1040,3,0,0
2013,7,4,4,DL,13487,13930,0700,0,0,0821,3,0,0
2013,10,23,3,OO,12892,14107,0803,-4,0,0936,-18,0,0
2013,8,31,6,US,14100,10821,1745,-7,0,1836,-22,0,0
2013,7,22,1,US,14100,10397,1810,55,1,2039,90,1,0
2013,6,16,7,WN,14107,13796,2035,-5,0,2225,-4,0,0
2013,6,18,2,WN,11292,14683,2020,13,0,2325,3,0,0
2013,9,28,6,WN,12889,13796,1705,70,1,1835,58,1,0
2013,4,25,4,YV,12173,13830,0700,10,0,0735,17,1,0
2013,7,27,6,UA,11042,14057,1806,5,0,2013,-11,0,0
2013,9,1,7,UA,12892,12478,1154,22,1,2025,19,1,0
2013,9,23,1,WN,14831,12889,1020,-1,0,1140,-11,0,0
2013,7,30,2,AA,11278,13930,0755,-1,0,0900,-16,0,0
2013,10,9,3,OO,14869,13930,1119,-7,0,1535,-28,0,0
2013,8,13,2,UA,11618,14908,1811,0,0,2125,-12,0,0
2013,6,14,5,WN,15376,11292,0655,-3,0,0940,-8,0,0
2013,6,4,2,WN,12892,14683,1455,-2,0,1945,-16,0,0
2013,6,5,3,UA,12266,10821,0725,-4,0,1140,-13,0,0
2013,10,1,2,YV,14492,11057,0920,-5,0,1024,-9,0,0
2013,7,16,2,WN,11697,13495,0705,-4,0,0805,-7,0,0
2013,10,2,3,US,11433,14107,1745,-1,0,1900,-12,0,0
2013,4,28,7,UA,12266,12264,1549,-3,0,1956,-17,0,0
2013,7,9,2,US,11057,15304,1757,-1,0,1934,-13,0,0
2013,7,19,5,WN,13495,13204,1505,7,0,1755,20,1,0
2013,8,11,7,US,14307,11057,0758,-5,0,1009,-14,0,0
2013,4,14,7,DL,13244,12892,0835,-1,0,1051,-8,0,0
2013,4,24,3,US,10721,12953,0645,-6,0,0759,-14,0,0
2013,9,28,6,DL,11193,14635,0935,-5,0,1153,-22,0,0
2013,7,5,5,DL,10397,11618,1620,-3,0,1844,-19,0,0
2013,5,9,4,WN,15016,11433,0830,2,0,1100,11,0,0
2013,8,27,2,MQ,11057,12953,1630,0,0,1830,-8,0,0
2013,6,21,5,UA,11618,11292,0853,-1,0,1111,-22,0,0
2013,8,13,2,DL,14869,10397,1507,11,0,2046,2,0,0
2013,6,25,2,9E,13244,14122,1420,0,0,1720,12,0,0
2013,6,26,3,DL,14635,10397,1457,130,1,1644,133,1,0
2013,5,17,5,US,11278,12953,0900,54,1,1022,39,1,0
2013,5,20,1,WN,13232,14730,1455,10,0,1700,-1,0,0
2013,8,11,7,F9,11292,14869,1445,36,1,1609,30,1,0
2013,4,15,1,UA,12892,14771,1503,-3,0,1628,-1,0,0
2013,6,28,5,US,11057,12889,1124,-4,0,1251,-7,0,0
2013,4,24,3,OO,11042,13930,1502,20,1,1523,25,1,0
2013,4,19,5,EV,12264,12478,0820,-6,0,0932,-7,0,0
2013,9,6,5,WN,13198,11259,1650,-3,0,1815,-2,0,0
2013,9,9,1,DL,11193,12889,0930,-3,0,1030,-14,0,0
2013,5,10,5,DL,12478,14869,1545,2,0,1916,8,0,0
2013,10,30,3,OO,13891,14771,1407,0,0,1534,-9,0,0
2013,7,8,1,VX,12892,11618,0935,32,1,1800,56,1,0
2013,7,7,7,DL,11433,13495,1520,7,0,1647,3,0,0
2013,4,16,2,F9,11292,14869,1445,9,0,1608,33,1,0
2013,8,8,4,UA,10721,12266,1254,10,0,1613,-27,0,0
2013,10,20,7,AA,10397,11298,0905,-5,0,1030,2,0,0
2013,10,16,3,DL,13487,12339,1730,-2,0,2007,11,0,0
2013,10,14,1,WN,14831,14679,1605,1,0,1725,-5,0,0
2013,4,19,5,US,14107,11433,1255,-3,0,1942,-8,0,0
2013,6,22,6,AA,12478,12892,1200,3,0,1450,-22,0,0
2013,7,11,4,UA,13930,12892,0800,-3,0,1021,13,0,0
2013,10,26,6,WN,11433,14107,1745,9,0,1900,26,1,0
2013,7,6,6,FL,10397,12892,1005,4,0,1145,19,1,0
2013,8,20,2,WN,14307,13204,1125,-1,0,1420,-15,0,0
2013,7,17,3,WN,11066,14107,1145,-1,0,1245,-29,0,0
2013,7,30,2,AA,10423,11298,0635,-6,0,0735,-10,0,0
2013,5,26,7,WN,13204,15016,1625,-5,0,1755,-11,0,0
2013,6,6,4,B6,10721,11618,1825,-3,0,2005,15,1,0
2013,9,11,3,9E,12264,11433,1700,197,1,1848,250,1,0
2013,10,21,1,WN,15304,13495,1010,-2,0,1045,-7,0,0
2013,8,25,7,OO,14107,12892,1405,3,0,1530,2,0,0
2013,10,17,4,AA,10397,11298,1550,0,0,1710,5,0,0
2013,5,18,6,B6,13204,12478,2015,66,1,2253,52,1,0
2013,8,24,6,DL,14057,13487,0905,-6,0,1420,-13,0,0
2013,10,6,7,YV,14100,13930,1439,-5,0,1551,-17,0,0
2013,4,17,3,AS,14107,14747,1430,5,0,1728,17,1,0
2013,6,9,7,UA,12892,13930,2323,21,1,0515,20,1,0
2013,6,5,3,FL,14492,10397,0650,-4,0,0805,2,0,0
2013,4,17,3,US,12953,11278,1300,-10,0,1410,-8,0,0
2013,10,15,2,EV,11042,14524,1602,-8,0,1720,-12,0,0
2013,5,1,3,9E,11433,14122,1355,-7,0,1502,-24,0,0
2013,9,5,4,OO,10800,11292,1538,2,0,1855,26,1,0
2013,9,13,5,WN,14730,13232,1545,4,0,1555,5,0,0
2013,8,7,3,AA,11278,11298,1155,5,0,1400,13,0,0
2013,6,13,4,UA,14771,12478,1449,3,0,2330,-6,0,0
2013,6,28,5,WN,13232,14869,1955,156,1,2215,146,1,0
2013,5,29,3,US,11057,11298,2214,0,0,2340,10,0,0
2013,4,29,1,B6,10721,11278,0950,-5,0,1129,-16,0,0
2013,10,26,6,DL,10397,10792,0816,-4,0,1015,-5,0,0
2013,8,3,6,WN,13871,12889,1125,41,1,1215,43,1,0
2013,8,17,6,DL,14679,14869,0615,-4,0,0909,-10,0,0
2013,10,22,2,DL,10721,10397,0600,-4,0,0850,10,0,0
2013,7,5,5,OO,12892,14831,2210,2,0,2315,3,0,0
2013,10,31,4,WN,12892,11292,0845,-5,0,1200,-1,0,0
2013,6,8,6,DL,13342,10397,1459,-10,0,1758,-8,0,0
2013,5,18,6,DL,10397,12339,0745,-4,0,0917,-12,0,0
2013,8,16,5,UA,13930,11618,0700,4,0,1004,-10,0,0
2013,5,16,4,DL,12953,13303,1550,-1,0,1907,11,0,0
2013,5,23,4,UA,13830,12892,2056,8,0,0500,-13,0,0
2013,9,30,1,AA,11298,14122,0935,3,0,1315,8,0,0
2013,4,22,1,WN,14893,10800,0950,-3,0,1100,-9,0,0
2013,5,8,3,AA,13303,12478,0815,-1,0,1110,-24,0,0
2013,6,16,7,AA,11042,11298,1225,11,0,1405,11,0,0
2013,10,15,2,US,14100,12892,1605,-3,0,1900,17,1,0
2013,4,21,7,OO,11298,13487,1405,-4,0,1632,-6,0,0
2013,9,2,1,MQ,13851,11298,0955,29,1,1055,35,1,0
2013,4,1,1,WN,13891,12889,1955,-1,0,2050,-6,0,0
2013,5,3,5,F9,11292,11278,1140,-4,0,1659,7,0,0
2013,5,22,3,9E,11433,12264,1725,30,1,1900,43,1,0
2013,9,6,5,MQ,13198,13930,1400,-8,0,1525,9,0,0
2013,4,12,5,MQ,10821,13930,2010,-4,0,2125,40,1,0
2013,10,27,7,WN,13796,14908,1220,19,1,1340,13,0,0
2013,9,18,3,WN,13232,10397,1215,-2,0,1500,-7,0,0
2013,6,28,5,FL,10397,13487,1325,34,1,1453,36,1,0
2013,8,26,1,EV,11057,12266,0625,-6,0,0803,-8,0,0
2013,10,19,6,EV,11066,12266,1416,-15,0,1557,1,0,0
2013,8,4,7,B6,10423,11697,1113,5,0,1457,3,0,0
2013,6,8,6,WN,10821,13232,1550,7,0,1645,3,0,0
2013,6,10,1,AS,14747,13830,1020,-6,0,1320,-5,0,0
2013,7,25,4,UA,13487,13930,1813,-4,0,1939,-4,0,0
2013,8,11,7,WN,14771,12892,0740,-3,0,0900,-18,0,0
2013,9,9,1,UA,10721,11042,1810,-16,0,2009,-35,0,0
2013,6,19,3,UA,11618,13303,2010,99,1,2310,106,1,0
2013,10,9,3,US,14747,11057,2225,-11,0,0607,19,1,0
2013,4,8,1,UA,10721,12264,1425,93,1,1609,99,1,0
2013,5,14,2,WN,12892,10423,1455,35,1,1940,45,1,0
2013,6,8,6,UA,14771,14057,2242,3,0,0031,-8,0,0
2013,8,30,5,B6,14679,12478,1234,-9,0,2103,22,1,0
2013,6,20,4,MQ,13930,13198,0935,-1,0,1055,0,0,0
2013,4,11,4,9E,12478,14524,1820,36,1,2000,32,1,0
2013,5,15,3,MQ,14122,13930,2030,-10,0,2105,-29,0,0
2013,6,25,2,US,14107,11057,0115,0,0,0808,0,0,0
2013,6,29,6,FL,14524,10397,2008,22,1,2135,48,1,0
2013,6,7,5,DL,13487,11278,1500,-3,0,1826,-2,0,0
2013,9,9,1,AA,15376,11298,0730,-9,0,1145,-13,0,0
2013,4,20,6,AA,11298,13303,1735,3,0,2125,1,0,0
2013,7,17,3,WN,14831,14679,1905,-3,0,2025,-4,0,0
2013,4,21,7,DL,12339,10397,0600,-5,0,0733,-12,0,0
2013,10,29,2,US,10721,11057,0600,-7,0,0826,-12,0,0
2013,4,25,4,9E,11433,12478,1535,0,0,1729,-10,0,0
2013,9,20,5,UA,12478,14771,1200,58,1,1515,19,1,0
2013,4,18,4,AA,11298,10693,1105,NA,NA,1245,NA,1,1
2013,9,26,4,MQ,11433,13930,1435,-7,0,1450,-20,0,0
2013,9,26,4,DL,14747,11193,1200,-4,0,1915,-13,0,0
2013,6,7,5,OO,12266,13342,1624,13,0,1900,-2,0,0
2013,10,9,3,AA,13303,12953,1005,0,0,1300,22,1,0
2013,10,1,2,AA,11697,13930,1255,-7,0,1505,-5,0,0
2013,8,17,6,9E,13342,12478,1136,2,0,1455,-7,0,0
2013,8,14,3,VX,12264,12892,0900,-5,0,1125,-4,0,0
2013,9,5,4,WN,11259,13495,1350,16,1,1515,3,0,0
2013,8,15,4,US,10693,11057,0630,-8,0,0846,1,0,0
2013,5,17,5,F9,11292,14771,1215,6,0,1352,2,0,0
2013,7,21,7,DL,13487,10721,1915,4,0,2253,-3,0,0
2013,5,9,4,UA,11042,12892,1214,-5,0,1430,-26,0,0
2013,6,17,1,FL,15016,13204,1605,111,1,1930,129,1,0
2013,8,30,5,UA,11618,13930,0641,-4,0,0810,11,0,0
2013,4,2,2,WN,14100,13204,2005,-7,0,2225,-9,0,0
2013,9,17,2,DL,10821,11433,1915,-5,0,2045,-8,0,0
2013,9,15,7,EV,13930,13487,1349,41,1,1515,49,1,0
2013,5,19,7,9E,11433,14492,1352,30,1,1537,20,1,0
2013,5,9,4,B6,13204,11278,1751,-10,0,2000,-15,0,0
2013,6,6,4,WN,14307,11697,0730,-5,0,1030,-4,0,0
2013,5,23,4,MQ,12478,11066,1940,-7,0,2130,41,1,0
2013,4,3,3,OO,11433,12266,1128,-4,0,1336,11,0,0
2013,9,3,2,WN,12889,14831,1920,-1,0,2040,-8,0,0
2013,6,26,3,AA,12953,11298,0750,-2,0,1030,-11,0,0
2013,8,12,1,UA,13930,14524,1815,92,1,2113,79,1,0
2013,5,26,7,B6,13796,12478,2126,-4,0,0547,-23,0,0
2013,4,12,5,WN,12892,12889,0605,0,0,0710,0,0,0
2013,5,23,4,WN,13204,15016,2005,36,1,2130,39,1,0
2013,6,12,3,YV,14107,14683,0840,11,0,1252,24,1,0
2013,7,18,4,MQ,10693,11278,0550,-4,0,0830,-3,0,0
2013,6,29,6,WN,14107,10140,1335,-1,0,1540,-4,0,0
2013,8,3,6,B6,12953,11697,0600,1,0,0851,-4,0,0
2013,7,4,4,US,11057,12266,2000,-2,0,2131,-6,0,0
2013,8,3,6,VX,12889,14771,1655,2,0,1825,-8,0,0
2013,9,25,3,DL,10397,11042,1819,2,0,2012,-19,0,0
2013,10,25,5,FL,10397,15016,1635,3,0,1715,-6,0,0
2013,4,22,1,AS,12892,14747,1710,-6,0,1950,10,0,0
2013,4,15,1,WN,14107,10800,0600,1,0,0730,-1,0,0
2013,5,14,2,AS,14908,14057,1855,-5,0,2111,-1,0,0
2013,10,12,6,DL,11433,10397,1730,-4,0,1928,-16,0,0
2013,7,6,6,AS,13204,14679,0735,-1,0,0954,-15,0,0
2013,9,15,7,DL,14869,11433,0730,-6,0,1301,-13,0,0
2013,4,8,1,DL,13487,14679,2130,4,0,2328,-9,0,0
2013,5,30,4,DL,13244,10397,1835,-5,0,2055,-10,0,0
2013,4,15,1,WN,12451,11697,1745,4,0,1900,7,0,0
2013,6,19,3,OO,11292,10800,1453,1,0,1624,1,0,0
2013,7,14,7,DL,14771,11433,1305,-5,0,2041,-22,0,0
2013,5,16,4,DL,10140,13487,1450,3,0,1820,21,1,0
2013,7,13,6,WN,14893,14747,0825,9,0,1010,-6,0,0
2013,8,20,2,AA,12264,11298,1000,-5,0,1200,-5,0,0
2013,9,8,7,OO,10800,14869,0715,-22,0,1011,-25,0,0
2013,9,12,4,US,11057,10693,1140,-6,0,1204,-10,0,0
2013,7,19,5,AA,11298,10397,1625,NA,NA,1940,NA,1,1
2013,8,21,3,DL,10821,10397,1010,-6,0,1157,-3,0,0
2013,10,16,3,AA,11298,10423,0835,-5,0,0935,-1,0,0
2013,6,22,6,EV,11618,14492,1030,-1,0,1209,-16,0,0
2013,4,13,6,B6,14843,12478,1300,56,1,1700,63,1,0
2013,5,27,1,B6,12478,13204,0610,-7,0,0847,7,0,0
2013,6,14,5,AS,12889,14747,1725,-7,0,1948,-5,0,0
2013,10,27,7,F9,14771,11292,1035,4,0,1359,1,0,0
2013,8,17,6,WN,14122,10821,1755,-5,0,1900,-16,0,0
2013,4,26,5,DL,11433,12892,1345,-2,0,1545,-17,0,0
2013,9,18,3,AA,13930,11292,0735,-2,0,0905,-5,0,0
2013,4,11,4,9E,13232,11433,1615,18,1,1842,14,0,0
2013,6,9,7,WN,10821,14307,1510,53,1,1630,40,1,0
2013,8,9,5,AS,12173,14747,0800,-4,0,1644,-8,0,0
2013,10,28,1,DL,13487,10821,1020,-4,0,1351,-2,0,0
2013,8,20,2,DL,12478,15304,0815,-6,0,1110,-30,0,0
2013,5,4,6,OO,11292,14107,0823,-2,0,0920,2,0,0
2013,4,19,5,YV,14307,12264,0545,-6,0,0717,-15,0,0
2013,9,17,2,OO,14679,12892,0748,6,0,0838,-1,0,0
2013,9,11,3,US,14100,10721,1415,-4,0,1538,-11,0,0
2013,4,17,3,WN,10693,13931,1955,-2,0,2235,-18,0,0
2013,8,5,1,9E,10821,14492,1815,-4,0,1932,-7,0,0
2013,10,24,4,EV,11618,12339,1548,53,1,1757,51,1,0
2013,10,13,7,UA,12266,13495,1259,6,0,1414,-1,0,0
2013,8,17,6,UA,13930,10529,0611,-8,0,0923,-31,0,0
2013,5,1,3,DL,14831,10397,2245,-4,0,0612,-7,0,0
2013,6,16,7,UA,12892,12264,1319,12,0,2110,-15,0,0
2013,10,16,3,WN,14747,14893,1320,32,1,1505,37,1,0
2013,10,16,3,WN,12889,12892,1545,13,0,1655,-5,0,0
2013,9,5,4,F9,13487,11292,1458,9,0,1600,7,0,0
2013,7,8,1,OO,14771,14570,1602,150,1,1658,150,1,0
2013,6,3,1,UA,12889,12266,1711,-4,0,2211,-4,0,0
2013,5,23,4,9E,13931,11433,1825,NA,NA,2028,NA,1,1
2013,8,3,6,AA,14843,13303,1040,20,1,1325,23,1,0
2013,7,16,2,MQ,11278,14492,1810,-10,0,1910,5,0,0
2013,8,12,1,EV,11278,11618,1945,-6,0,2104,-10,0,0
2013,9,25,3,WN,14747,10693,1130,86,1,1745,89,1,0
2013,4,12,5,WN,13198,13232,1635,25,1,1755,14,0,0
2013,5,19,7,UA,12892,11292,1250,2,0,1603,-2,0,0
2013,4,22,1,B6,10721,11278,1243,-6,0,1419,-3,0,0
2013,8,31,6,AA,13930,12892,1655,29,1,1915,20,1,0
2013,5,17,5,WN,13232,14100,2040,48,1,2335,32,1,0
2013,4,18,4,US,11057,11278,1750,-4,0,1907,-8,0,0
2013,8,23,5,UA,12889,11292,1058,-13,0,1351,-20,0,0
2013,5,29,3,UA,12953,13930,1256,62,1,1434,40,1,0
2013,6,22,6,US,11278,15304,1610,-1,0,1829,0,0,0
2013,7,26,5,EV,11057,13930,0705,-7,0,0813,-22,0,0
2013,5,7,2,B6,10423,12478,0615,-3,0,1054,-15,0,0
2013,7,9,2,WN,14869,12889,1840,32,1,1900,30,1,0
2013,4,13,6,MQ,14869,13930,1115,60,1,1515,58,1,0
2013,8,14,3,AA,12953,13930,1705,-6,0,1855,-15,0,0
2013,10,29,2,DL,10397,14679,1820,-5,0,1956,9,0,0
2013,8,28,3,US,12892,14100,1055,-2,0,1901,17,1,0
2013,9,17,2,FL,12889,10397,0600,34,1,1255,31,1,0
2013,6,24,1,AA,13930,15016,0635,-5,0,0740,2,0,0
2013,7,22,1,WN,13232,14683,1805,22,1,2040,14,0,0
2013,9,14,6,AA,13487,11298,0725,-5,0,1005,-34,0,0
2013,7,25,4,AS,11292,14747,0700,-5,0,0840,-2,0,0
2013,5,25,6,9E,10693,12478,1509,150,1,1843,133,1,0
2013,9,9,1,WN,10721,15016,1800,31,1,2005,-2,0,0
2013,4,5,5,AA,11298,14683,2025,1,0,2125,3,0,0
2013,4,27,6,DL,13342,10397,1800,-5,0,2102,-16,0,0
2013,10,27,7,B6,10721,14122,1244,-5,0,1431,-7,0,0
2013,8,28,3,WN,12889,14679,1110,-5,0,1220,-13,0,0
2013,8,30,5,WN,10140,10821,0635,1,0,1220,8,0,0
2013,5,4,6,MQ,11278,12478,0610,-5,0,0720,-12,0,0
2013,6,25,2,EV,14492,11433,0926,15,1,1119,2,0,0
2013,5,1,3,WN,14057,14869,1845,4,0,2130,-3,0,0
2013,10,23,3,WN,15016,13487,1255,10,0,1420,11,0,0
2013,9,14,6,OO,12266,14683,1732,-4,0,1830,-16,0,0
2013,4,26,5,US,14107,11292,1220,11,0,1505,5,0,0
2013,7,12,5,OO,14747,14057,0927,33,1,1018,35,1,0
2013,6,3,1,DL,13204,12953,0805,-3,0,1043,-1,0,0
2013,6,22,6,UA,14747,12266,1837,12,0,0045,-7,0,0
2013,8,23,5,WN,11292,15016,0605,-1,0,0900,1,0,0
2013,5,18,6,WN,14107,14679,1350,0,0,1500,-5,0,0
2013,10,1,2,UA,13303,11618,0759,-9,0,1100,-6,0,0
2013,10,25,5,WN,13232,13871,0945,23,1,1105,19,1,0
2013,7,28,7,MQ,12953,11057,2100,NA,NA,2250,NA,1,1
2013,10,27,7,EV,12339,11618,1623,1,0,1825,-2,0,0
2013,10,25,5,UA,10721,12892,0615,-3,0,0939,-14,0,0
2013,5,2,4,UA,10423,12266,1900,12,0,1957,44,1,0
2013,6,21,5,B6,12478,10721,2300,-2,0,0008,-11,0,0
2013,7,24,3,WN,10140,13796,0710,0,0,0830,-7,0,0
2013,4,5,5,WN,14683,10821,1335,6,0,1755,11,0,0
2013,9,1,7,EV,10821,11618,1135,0,0,1251,-15,0,0
2013,6,24,1,DL,10299,13487,0545,-1,0,1404,12,0,0
2013,5,13,1,EV,13930,10529,0643,0,0,0947,0,0,0
2013,9,9,1,WN,13198,11259,1125,7,0,1250,1,0,0
2013,10,9,3,AS,14747,13930,1805,-5,0,2351,-3,0,0
2013,7,6,6,WN,14771,12892,2015,NA,NA,2140,NA,1,1
2013,6,11,2,FL,10397,11292,1345,13,0,1445,12,0,0
2013,9,18,3,UA,13930,14771,1550,4,0,1827,14,0,0
2013,9,23,1,UA,13204,12266,1835,-5,0,2003,-21,0,0
2013,6,10,1,AA,13930,12889,0930,-2,0,1125,-18,0,0
2013,10,31,4,MQ,10693,11278,1520,-10,0,1800,-23,0,0
2013,6,26,3,EV,12264,11066,0811,-5,0,0927,0,0,0
2013,7,19,5,WN,14492,10821,0600,-4,0,0700,-6,0,0
2013,7,8,1,WN,12892,15376,1700,13,0,1825,11,0,0
2013,8,25,7,OO,12892,12889,1840,22,1,1958,24,1,0
2013,10,10,4,WN,12889,10792,1445,14,0,2205,0,0,0
2013,5,28,2,UA,11618,15304,1800,5,0,2108,-8,0,0
2013,6,14,5,YV,14683,14107,1840,-8,0,1904,-10,0,0
2013,5,10,5,US,12892,14100,0630,18,1,1435,38,1,0
2013,9,28,6,AA,12889,11298,0955,6,0,1445,15,1,0
2013,4,11,4,F9,11292,12892,2055,21,1,2220,7,0,0
2013,5,29,3,B6,14492,12478,1007,-5,0,1133,-4,0,0
2013,6,13,4,DL,13930,10397,1245,8,0,1538,5,0,0
2013,4,12,5,DL,12889,11433,0945,407,1,1641,418,1,0
2013,4,5,5,UA,13930,14747,1549,102,1,1811,90,1,0
2013,10,21,1,WN,11618,10423,0930,-9,0,1245,-17,0,0
2013,6,8,6,F9,11292,13232,1859,18,1,2213,15,1,0
2013,8,14,3,AA,14635,11298,0800,-6,0,0945,11,0,0
2013,5,23,4,DL,10423,10397,0605,-5,0,0918,-9,0,0
