gender,height
F,169.29008136213258
F,167.38430490198652
F,166.2435754046675
F,161.1566972029941
F,144.7206644466616
F,146.42613974078327
F,148.7754756295384
F,163.53579515995614
F,156.47415836003924
F,165.57773250404748
F,151.4125341273249
F,154.88588028265642
F,161.12534382480072
F,148.38886707240178
F,164.79615588524075
F,166.16854014390137
F,159.2010802123651
F,162.01155361694683
F,157.3941023517375
F,155.8460050030442
F,165.06894210422692
F,165.42360796251276
F,169.70279687473078
F,155.61527058414342
F,154.98909527144542
F,158.1855195935134
F,168.42338528317967
F,164.9196723267956
F,160.11474104966305
F,164.69178957411785
F,166.83863379900896
F,160.46082559800945
F,160.35497391019675
F,160.16595696709882
F,161.94556232621127
F,151.62376974465738
F,162.42893638015713
F,164.21887292463217
F,159.99028798845393
F,154.49792308470583
F,167.46122138942837
F,159.89441977295007
F,154.30619510923714
F,169.62472138269817
F,157.15045807077888
F,159.12774990227436
F,145.67481315407193
F,149.10124390401157
F,153.76249572319685
F,160.02214608393936
F,140.43242949726795
F,159.1573932509311
F,162.11330290365748
F,155.8597391911125
F,164.35698346441364
F,157.94152710547044
F,153.68600769120647
F,168.22182975900114
F,156.23238123406693
F,159.67420140672303
F,155.2278891582815
F,157.13200512497903
F,163.42303380459796
F,161.2309655917191
F,161.3342277388266
F,165.38845117285118
F,154.31065981620205
F,162.57589912934017
F,152.73144212568621
F,165.01328300628649
F,160.04790011660543
F,152.91724904372367
F,165.682648063406
F,159.23803521670504
F,162.52170322343687
F,151.155332795329
F,162.62826288605757
F,163.56688155637244
F,160.5596771389932
F,153.46090390436777
F,164.61766501549394
F,146.26656165577091
F,163.13831928537684
F,164.10583407864976
F,168.41051434040165
F,164.37363367520345
F,144.95338506626257
F,156.9735393021884
F,146.38220496121028
F,165.79025027564865
F,162.2446267996862
F,159.2054761114806
F,151.488296901088
F,156.50743108880553
F,157.226697775523
F,165.72757558224762
F,163.83903341071365
F,152.7279724025173
F,160.1020373124021
F,156.2411535765284
F,165.10182100601264
F,157.34842961493774
F,160.4749750095977
F,158.83334788337692
F,146.2155074642892
F,163.67338288923318
F,158.06741901693258
F,158.53339626892097
F,165.19609283238304
F,164.1855325374549
F,156.9778765702656
F,170.48285257296385
F,157.66047810406008
F,160.13289920383974
F,167.1771341510264
F,154.2591440965566
F,160.15346889193182
F,151.3681340423255
F,161.2083083257456
F,162.73631623407553
F,168.24131526119575
F,154.7661765007484
F,153.06019926848978
F,164.36019853396948
F,160.21890564672856
F,151.91519057630558
F,151.1882897213985
F,165.46082023768673
F,156.65186862864476
F,152.01737083956635
F,169.083842641413
F,161.91395912416309
F,168.26567838232657
F,151.02250277286453
F,166.47349921781273
F,162.80253640569828
F,159.8110630056281
F,156.73645223198656
F,170.6208247574329
F,160.03717847802304
F,160.00926117244765
F,162.36695030209094
F,150.6309507783091
F,153.1961896798007
F,149.96941318115816
F,159.1331127780344
F,164.156150066076
F,154.4328249122454
F,154.40692005131595
F,161.82825354949136
F,153.05696520770982
F,160.83031455139124
F,161.82473103970293
F,158.14882921215548
F,155.71575252888093
F,171.99066752209637
F,160.79583009638444
F,155.41492851937412
F,158.97754237738707
F,157.19367966271545
F,159.42601259156638
F,155.5182060604031
F,150.3431710728558
F,161.1121191037355
F,168.003235340121
F,174.00011086466202
F,166.05771714882502
F,158.79051335534302
F,163.77247434115804
F,153.88446306872913
F,159.0930280691371
F,160.97424416342352
F,153.08363329101797
F,156.6675879271242
F,161.2095115969413
F,155.62963428750106
F,163.3988584087641
F,166.34352416715672
F,160.13555455214018
F,157.60566056941792
F,150.51213227751117
F,159.2317096183784
F,148.9453303765993
F,152.79351013701924
F,159.03730353794052
F,155.4709779827104
F,155.0149881425266
F,155.42884077776492
F,160.31822443644558
F,154.63791516431894
F,162.78990146940347
F,150.92053420139058
F,162.87935912748662
F,158.50446765241915
F,151.5234331788437
F,152.9987654277228
F,166.78922366117018
F,154.69354528486807
F,147.22524437862288
F,152.0536270953734
F,167.5479216345222
F,157.3858258705742
F,158.70541748437648
F,158.25863239750026
F,157.70556226103952
F,157.80950513170683
F,161.19750464700908
F,157.18526736590005
F,157.58318456482826
F,158.04524803551772
F,152.7938656283254
F,160.1358661645774
F,165.02304691885922
F,150.70102366260616
F,155.2900702871816
F,159.8114931653263
F,164.3966633238866
F,153.8646721677769
F,149.895245163333
F,159.27896571643888
F,156.4589011130989
F,153.76974237072113
F,171.1293383581196
F,159.15189655972762
F,168.3076583909844
F,164.48300974183036
F,158.480666070743
F,155.14358284140712
F,151.02766569316807
F,160.73840310789768
F,164.19665151437525
F,171.17705892867644
F,173.32957332608774
F,168.45286547476798
F,150.48259341545796
F,156.62816652426633
F,157.40115571148232
F,176.43669237738197
F,154.9772395978597
F,158.37598509121096
F,150.99103213700533
F,159.7701470600646
F,167.33494834279426
F,154.25229132880233
F,156.91116447335062
F,154.72330393000354
F,163.70795559593077
F,159.36338112480587
F,161.47809195512096
F,170.44328471101016
F,160.51916582101248
F,160.5539733891988
F,171.3358732992649
F,156.36156612373102
F,158.38414837606624
F,156.375514882212
F,161.55851361122376
F,156.00263163339807
F,163.27789794754423
F,161.64130438935751
F,151.18083201674997
F,153.57603834536886
F,154.7415845160987
F,153.8614547856757
F,158.3632662811565
F,168.85172075496766
F,153.64996767902423
F,153.92547050726077
F,168.02292955755144
F,157.05813592712641
F,155.13335045958405
F,151.91288391387948
F,156.48177937668765
F,157.68865349398035
F,163.7316200356149
F,159.7058585529675
F,151.96133299918768
F,167.82086614911444
F,152.4715082532486
F,169.19941632960604
F,149.73362228838388
F,164.50136673639344
F,160.15828709943438
F,165.45872557266978
F,159.51357065419376
F,162.6007332414027
F,154.7023345330899
F,163.04461071580167
F,167.13639373243518
F,160.59180701684124
F,160.47701747170225
F,158.42575051534098
F,157.22740635784527
F,145.1708810247973
F,159.30464987101524
F,143.87003347752943
F,147.78549234927576
F,166.4592315383937
F,159.13947704652333
F,170.54532152315107
F,158.0354468671298
F,160.8850854496076
F,155.05763683190278
F,163.50884855480365
F,163.99191568949882
F,166.64811666005744
F,149.0711779684259
F,156.53505208685635
F,151.36721260101174
F,153.2639244171791
F,161.15193511332177
F,156.06060332658458
F,157.54830693339892
F,159.71923090312654
F,167.49245840852717
F,156.990715629448
F,153.8926634836074
F,153.85302185248213
F,162.97921411129053
F,162.17352452134523
F,170.78628209695836
F,154.45766753213834
F,156.72067720686732
F,165.1803988164399
F,150.70712363811936
F,156.11835830894944
F,154.47942903135348
F,162.09138288850167
F,155.66304416831082
F,156.74569799376306
F,154.72953507114678
F,158.6590996041918
F,152.61410348713932
F,167.05306015839258
F,167.95635448016185
F,156.761067871204
F,168.76219805999307
F,171.2053694076957
F,163.75077372164384
F,154.08567499258538
F,159.22436739994276
F,167.21668301715005
F,161.31415730468336
F,157.85998029983986
F,162.34322043139832
F,162.529320545414
F,149.21312733673983
F,155.6126814686148
F,170.04358657046086
F,155.8514829718842
F,155.94110976920953
F,158.49276714570624
F,159.84958324914555
F,162.3066953048655
F,148.45012856870915
F,152.0927965822041
F,159.5577659658428
F,150.6974705169717
F,160.92683334225924
F,159.50592002477853
F,157.01026490298145
F,159.65047045773454
F,155.5488763814026
F,157.25372474960767
F,158.66479383563276
F,153.92297547841466
F,162.31292836276538
F,156.78087048593608
F,154.65370223887976
F,159.32107483017563
F,155.30413313117523
F,160.16009985764248
F,169.00714246777474
F,154.88529183716537
F,156.29865412176022
F,157.05535327624662
F,164.41096333253853
F,171.64621692356445
F,167.15946544703985
F,162.3566040987217
F,154.85340230055078
F,172.29986933816303
F,152.91298946320327
F,159.2890666577484
F,150.17002559766252
F,159.3586438005726
F,165.67951016292577
F,155.39691543795504
F,164.5767967419019
F,165.6105559806988
F,145.87188039887437
F,164.04442156492246
F,161.6646957876392
F,155.02486026520228
F,160.71405169324441
F,156.21529858946985
F,160.6644437033508
F,151.06699914770226
F,166.21497826611005
F,159.18666989620863
F,156.95117639762464
F,153.474115260716
F,148.34326613118546
F,173.95159259643222
F,160.71360834119412
F,162.0256188919041
F,159.03685536328572
F,159.88867261250698
F,151.04929259354563
F,158.7616345152007
F,164.02731248147376
F,156.46765624823487
F,158.171121710841
F,156.25944877668437
F,173.08554981179017
F,163.0845980213519
F,159.5964186623797
F,164.56465016375148
F,159.5629910226148
F,158.9143024990623
F,151.32035405918026
F,148.6682526496862
F,156.5310499141068
F,158.99728281472875
F,154.58328897581904
F,158.79905068831962
F,166.8090557872054
F,166.21674621522254
F,159.29890999833788
F,158.2619788947872
F,164.80919266729154
F,158.67628964225324
F,161.1905114395089
F,156.915934026222
F,156.25328988651327
F,168.23065915456277
F,158.73140417592492
F,165.10724541111514
F,141.27622534957806
F,153.72198386239836
F,158.4357612450104
F,160.77440302337976
F,152.24518242216158
F,161.31401001932275
F,159.21440658709702
F,173.47129926163797
F,153.64964996460273
F,157.99633601634437
F,157.47810683050164
F,158.92230775782684
F,152.16780866027096
F,157.2160745381066
F,158.61751647835908
F,152.24054558692686
F,151.39375718856706
F,165.89196418013293
F,164.45819989938542
F,156.06583963234874
F,161.3217827893403
F,149.9985985957228
F,160.42504332412037
F,160.59747867281206
F,156.7464952934064
F,163.70631774563003
F,160.2899941263531
F,169.03099779642258
F,151.75821502504556
F,161.11193427755362
F,167.07151484012053
F,168.19205891907262
F,151.2438875925318
F,155.75828367322075
F,151.50671353946262
F,154.342293169702
F,163.27898095015846
F,158.08264574666893
F,153.19068811433957
F,168.10607844870162
F,165.6013742215771
F,147.72566142084597
F,155.98984350536762
F,169.48920331158556
F,152.3708775405035
F,166.04121415050525
F,154.28914914598374
F,158.4921370038574
F,159.6300679908692
F,166.70013621934018
F,153.12265900743841
F,166.6207419121148
F,162.13242655048475
F,159.55097304922785
F,158.62546343084472
F,155.30945383887163
F,159.23314537086733
F,162.62947835795708
F,153.8027741236821
F,163.15068598781792
F,153.36615047810903
F,159.41761853030837
F,158.99705244462046
F,164.16678749077101
F,166.05030342680047
F,159.53444711518068
F,168.71728409621096
F,157.93580762303796
F,158.55594377575935
F,156.01076259361795
F,158.05204149711003
F,153.16145609739556
F,147.43962647923016
F,163.50445496159378
F,162.4097092521602
F,158.26266763680383
F,162.92509085163564
F,153.35857785086208
F,161.91572858330812
F,150.43782476916445
F,160.69678564978636
F,154.10500660939366
F,161.3358790526257
F,154.06371917752662
F,163.59466605403952
F,161.20240430455817
F,151.90947935834416
F,157.91093449091298
F,157.60155470487845
F,157.77649225011683
F,167.15830776741055
F,159.40056087272743
F,156.1604479707778
F,160.3302354833194
F,171.24679088403212
F,155.79678522538032
F,160.85241281884433
F,173.16265606892063
F,155.59757879081317
F,157.0959266392747
F,146.69631006702517
F,170.09161140993584
F,162.90530483556518
F,149.9118988741294
F,143.7330402671965
F,154.24605432076692
F,166.22404155014934
F,159.0952010134315
F,154.30072051179997
F,164.57314277128722
F,165.30987120659705
F,159.80311206932697
F,153.1681248556041
F,168.26678666517694
F,154.54486514445654
F,158.0626719961379
F,151.53789464701921
F,162.96945234756936
F,157.11410302137563
F,158.7963148065195
F,162.3229600804243
F,161.94731231285462
F,161.01185219421077
F,147.58226277150553
F,159.29149651913684
F,154.0583223749411
F,151.17440980066144
F,148.46057163055906
F,160.5558500643766
F,154.1062341012134
F,150.37635483146087
F,168.93554205786003
F,149.88848670280439
F,157.87376595978313
F,164.9956490193401
F,162.2280445920599
F,163.4554086454309
F,156.52315524013872
F,169.68361416596719
F,158.34626610049781
F,161.12550715450308
F,158.37277407053202
F,154.91300682106663
F,165.23363535957864
F,163.50539912595352
F,145.83996550222176
F,161.3174920272878
F,154.49371662235015
F,158.05497522391778
F,167.17563943664769
F,159.58080104080088
F,162.7391620242991
F,155.75652303167251
F,162.71830512098933
F,156.186993179254
F,160.49931204151872
F,162.41818070535132
F,155.46691155286788
F,156.2105951296451
F,157.42411365094443
F,158.46309077260372
F,162.03137514326212
F,157.7060794026745
F,157.63978408728917
F,158.0380037207116
F,148.2728093870871
F,164.0456059748712
F,154.392804431974
F,154.6167768637843
F,158.27795828753105
F,162.62129544637847
F,149.15223036422995
F,157.26250834592383
F,158.27136417617913
F,150.72360856028592
F,145.9645164592983
F,158.87401606007728
F,155.25823432844868
F,164.6358266401014
F,153.9194109330683
F,174.3034019132521
F,161.74193750315848
F,165.67295793680532
F,161.562695799762
F,166.78326133230658
F,157.38511389282786
F,156.90810539549233
F,157.16342086184227
F,157.84325142833544
F,157.55666067488542
F,160.60293346617107
F,155.49033056074833
F,152.90204305257373
F,156.68465870402608
F,163.7238069720678
F,158.07995216898394
F,155.51922220838355
F,159.46434986545984
F,161.6137535247568
F,162.4617061176154
F,156.79555259831548
F,160.13969980631074
F,163.22936051612277
F,157.38927212116437
F,167.57421963412375
F,162.19432794131535
F,158.5942247840235
F,157.2688396768815
F,154.11809361181724
F,148.1869708039932
F,157.44976970759205
F,149.27440460748605
F,161.0588210902002
F,158.3206820907186
F,162.02772356959895
F,166.10109877497172
F,161.69603795747273
F,149.04529085155096
F,163.15362010549882
F,166.1445866290546
F,158.02359965265322
F,160.75860512419703
F,158.96403527040465
F,152.87849356375335
F,169.1279048617182
F,155.39834682188354
F,160.2422158722324
F,165.29015752096782
F,156.22000201327248
F,158.11923005074848
F,162.0144530520326
F,162.7878438486264
F,159.12605032798555
F,155.54189671492517
F,155.63694308787578
F,162.8127340492145
F,160.44152125300076
F,155.00926358612998
F,156.37199490997062
F,164.08198392613838
F,163.14592357999993
F,153.73966786699341
F,150.6832039099412
F,153.37233998568615
F,163.87559733141913
F,163.78215769987904
F,158.96413991146534
F,152.48819834798084
F,149.47555721860755
F,161.03489771448574
F,164.125460274202
F,159.70643510744875
F,145.70659829752003
F,158.20994467875002
F,167.82858946643387
F,157.02593701384245
F,154.8404658146334
F,165.19056329875997
F,159.46182735321514
F,159.10336535637512
F,160.17225516678408
F,165.31986117251265
F,158.75308105489609
F,158.1755803671502
F,164.97277368640346
F,153.67855237128308
F,160.80910550706756
F,166.00114834844922
F,156.31399338004246
F,152.4579839662417
F,156.2350327404177
F,158.79487308096125
F,166.88847302879185
F,164.32868071684092
F,150.81479148619317
F,153.07148415779483
F,156.39440700281523
F,159.51889015583305
F,153.93199778503717
F,166.2800375644397
F,159.18762901014247
F,150.82455171347186
F,167.1625824564995
F,170.06152726380176
F,148.20274221532688
F,161.10388784033975
F,160.69083485631808
F,169.6449033138522
F,154.81823157367026
F,157.77607742738388
F,160.33558847539845
F,156.59158480685608
F,162.29484714937075
F,165.21432883185696
F,158.4852927590998
F,164.25931262217262
F,157.8068198433078
F,170.33193338385328
F,150.05348241236896
F,162.83888734640445
F,153.01330094142153
F,163.02815445657623
F,154.69580641826465
F,158.95910804448368
F,158.52575131953267
F,150.683897776939
F,166.93675043519139
F,159.91560183952356
F,153.80296878039232
F,148.3178707835101
F,152.54143266330794
F,157.27748732863364
F,155.10539860171897
F,164.60938265130687
F,164.40694664588904
F,160.8823384889824
F,159.17956258191364
F,161.482499210956
F,150.99659239714495
F,157.77152938694994
F,162.76258425611317
F,164.94440234409984
F,174.48916210778668
F,147.57953498302285
F,152.01449198284124
F,146.32523764687812
F,155.46017856509192
F,162.85451895410495
F,160.53819426949948
F,153.1086604201913
F,178.92377957103292
F,161.35753125645036
F,172.80635953348022
F,170.82151274887661
F,171.45445162573407
F,153.883109607975
F,154.9847566856011
F,163.95938351830696
F,156.25920593933452
F,168.1504622887275
F,152.95646334967648
F,161.2669659774631
F,163.28681172480256
F,138.6420357013079
F,157.21677965813413
M,160.16371737135725
M,165.77345798835228
M,168.62882778188418
M,165.03703318210643
M,167.90829618123263
M,171.705657923838
M,187.0948274531592
M,167.90660618239062
M,169.51934527975294
M,166.4918474704898
M,171.27477213757652
M,170.34671910886246
M,178.2797647528711
M,168.75635540105034
M,170.81679571270107
M,170.7047198811386
M,170.47408210422526
M,179.14554486858836
M,167.660339977774
M,180.33616207306827
M,163.50306761444745
M,177.8228424858044
M,165.24318715966774
M,179.03063235678613
M,180.8547810719655
M,163.08139500321735
M,167.68077448757776
M,165.53853643117347
M,177.1762512547889
M,160.68336314625697
M,168.125517493527
M,173.1506277392497
M,177.21244948759065
M,159.54457690643622
M,163.41249318472666
M,171.94008861656272
M,177.2642661989289
M,171.9919924069374
M,180.1593532749509
M,172.23054949503216
M,171.1102251984956
M,179.01130622028063
M,161.28399445502973
M,178.4357725170982
M,162.41356405643205
M,158.106188035295
M,176.10241576324924
M,166.51157834932351
M,174.88901945465898
M,176.80908343514471
M,174.2198703904615
M,165.84483076881946
M,173.20640327184955
M,163.89678281931316
M,170.08593892357402
M,162.72411768301384
M,168.0817443943755
M,169.01608644224427
M,170.60997516620176
M,166.94326918051283
M,157.5107825984901
M,166.2936164653139
M,164.3905837020922
M,170.58494879996195
M,157.0688523137217
M,174.21034143662638
M,186.6999277008204
M,177.5250784438699
M,173.270680566831
M,171.5547105175525
M,181.74500124601144
M,170.74395857996495
M,175.17467402372586
M,158.4205524507183
M,167.2068998182042
M,161.2393225832504
M,173.41093321957746
M,157.87889324671545
M,176.6008726598255
M,171.54458371226045
M,167.70479316420742
M,177.46309503386286
M,177.40526641940548
M,166.56421923378045
M,156.13643485077992
M,173.68954238694377
M,160.13101380692862
M,170.39744218236243
M,168.54873243944235
M,172.4573296085441
M,164.6354508223025
M,177.75446527197255
M,175.7595835623136
M,171.4249038560668
M,171.45301852366026
M,165.4000231880235
M,160.92510317105348
M,175.25678057466286
M,163.64942207372908
M,180.4353437921014
M,172.38060469467905
M,177.12706022423959
M,161.08803295741737
M,171.35260308748744
M,164.520016461547
M,153.34186670504383
M,159.33780615067204
M,179.51276480636614
M,173.3424431880721
M,166.38772476796
M,168.3137158286571
M,163.0470060573792
M,162.47469999388588
M,172.84604735391267
M,163.01706379106807
M,173.98461540211173
M,160.0247062126967
M,176.13591125403087
M,174.36155442680624
M,172.05846417531848
M,158.61747691538295
M,178.70735176313278
M,176.53672677832145
M,165.6421363607085
M,173.34211652498055
M,173.3259244163325
M,168.04806662764352
M,183.19833095335375
M,155.36828516452374
M,171.30164268052653
M,174.4478142620777
M,161.3657076815053
M,166.65097217907532
M,167.224494874133
M,164.9669899006934
M,169.0452616220102
M,163.4538878463505
M,164.49620716292858
M,172.06841355783567
M,168.97304225381794
M,175.1107049720844
M,167.38101844417025
M,174.40107815047247
M,179.23810217544687
M,168.799946005901
M,171.05758617134657
M,166.25675170146718
M,166.97341576612524
M,173.7629467663464
M,165.7609415062359
M,165.34093486820436
M,175.60252108799966
M,178.92174619470123
M,169.68376047084382
M,167.36082062947378
M,173.7392447851474
M,178.17464416245718
M,163.3964909935738
M,165.31628884411765
M,174.9218697168202
M,155.96183141700513
M,158.3414229678903
M,167.73129131680483
M,173.41265488938942
M,166.58547529121398
M,169.31780810038887
M,164.68208892067454
M,172.63448125999543
M,180.04709299273233
M,170.36248539779498
M,171.68263369609215
M,173.69331765466583
M,174.79097930677935
M,184.1981975361251
M,160.7665936159493
M,170.9304619587047
M,182.9125460628292
M,166.904164165655
M,172.14460442086923
M,170.1031708002778
M,155.1876708380717
M,180.6159902008852
M,169.25833660221573
M,180.85598971681804
M,168.84546311218662
M,170.2043196687174
M,172.1123912408419
M,168.88430135141002
M,167.79881333939167
M,181.64547360914113
M,173.22258341455174
M,168.84625880471128
M,176.30513097406597
M,176.06466888387956
M,170.77328536644765
M,157.38157670453234
M,167.29850030471698
M,156.73266606342057
M,166.47981347844703
M,167.1204620371119
M,154.07352417892218
M,168.8020924268793
M,179.3320078326958
M,157.8006246462869
M,168.94497419587236
M,168.88487602649877
M,167.77247985830553
M,173.87991361685965
M,181.00107948626226
M,164.7658941122099
M,169.34940576062644
M,167.48886536817366
M,166.54488396942065
M,162.27844841057816
M,158.55506310753927
M,165.31651042815005
M,158.40865605937827
M,162.35824534184596
M,171.96719158567544
M,166.41110282287008
M,176.89228452439576
M,170.67437779505738
M,168.58918425292376
M,168.3606796756714
M,181.19905797100063
M,178.24122179895676
M,168.96458936838857
M,160.27457986432273
M,166.4710166779027
M,166.73762726583917
M,169.56582019155942
M,166.27967210375027
M,176.28165550281227
M,164.5174151848517
M,160.86608822212045
M,169.9137475679303
M,168.90333116678255
M,169.76119566316092
M,180.27178900257422
M,170.5291291123421
M,157.7071272305554
M,163.53374772240693
M,171.2098052631163
M,152.6759917505159
M,174.96004155755134
M,169.82471236226965
M,168.1195669638868
M,181.43526975922762
M,172.68331418653915
M,165.75028971548352
M,170.25443540986532
M,180.5511112920811
M,164.79355413563582
M,168.05016706097433
M,169.39284096005773
M,179.1492649800391
M,165.4191996074696
M,164.96467013370093
M,162.1774226560506
M,167.72050249312653
M,170.58031048708384
M,169.33175341380476
M,169.33125594417763
M,169.54068945103194
M,163.9389913272657
M,160.63252761671475
M,167.34985027784995
M,166.04547393673423
M,174.0039532117813
M,174.38121794399268
M,165.76937943968352
M,180.32990318872194
M,171.64957394429604
M,171.93632827486678
M,178.85736712679267
M,174.04420967373738
M,176.7864431920163
M,166.29485417934112
M,169.38941607889768
M,166.70069072733742
M,159.158148672661
M,179.2422935201428
M,160.98804263711736
M,176.5376365650181
M,169.88145683782432
M,171.9252348668283
M,166.3848430459039
M,165.4083484093813
M,172.28665933655677
M,164.2287298556768
M,163.0149621486948
M,163.46096836782527
M,153.63259648388564
M,165.2564561945882
M,168.96025782779762
M,174.21413558231944
M,168.03181328405384
M,176.3013971843324
M,177.96898502079156
M,184.36577917617313
M,165.78613104033832
M,166.6978074670996
M,169.846367660791
M,161.09870475558156
M,163.1855902977317
M,173.2353184160126
M,173.57463043341298
M,165.872538770209
M,172.66808277246938
M,175.75174394582186
M,170.12087298314609
M,167.77113563149382
M,168.3414861026841
M,178.72971200409017
M,168.3958298163706
M,170.99199876659014
M,169.06139961246558
M,160.8896373773617
M,165.0001643891771
M,159.88066082438124
M,168.4563492034356
M,177.65517224881472
M,173.69574921533308
M,169.61629457639506
M,175.29366432492063
M,164.49242076094257
M,169.3318210839416
M,159.5201230543846
M,172.06566493593735
M,159.10794046907776
M,168.577012696238
M,176.4139853292276
M,162.35657670527675
M,172.95712318279428
M,171.12622570354407
M,180.88257309774113
M,174.0901699643225
M,176.93146731286768
M,166.90518171707677
M,162.27242113229988
M,170.02960022342566
M,166.1397769968665
M,164.5074712044511
M,184.0669589427577
M,174.33373508741153
M,173.0099278958089
M,171.7250460583674
M,176.82231274420784
M,168.427018309206
M,169.80680153588128
M,165.64402268608876
M,174.4889466382965
M,168.8298792744398
M,165.52824932710612
M,172.30415019016564
M,172.2698628242488
M,182.45638072272092
M,177.93035856662092
M,168.86214006061084
M,175.59588959230052
M,170.18589842539538
M,166.99121539660186
M,172.68229774364312
M,167.66720868392568
M,163.32365872918433
M,173.52209209980276
M,179.39936365043823
M,166.22844043617465
M,174.3762909396751
M,176.08727782868135
M,167.6727249578147
M,163.76062806044422
M,176.20909378080546
M,172.67567671969044
M,168.71279744702107
M,181.61600447225803
M,171.0399035749694
M,176.29706432928944
M,167.6305473070475
M,153.44067376242754
M,175.4242283578438
M,167.21104016872982
M,164.74315779642617
M,161.81407041137714
M,173.59177462072552
M,176.6246936054281
M,175.08100030723915
M,173.30962787666223
M,167.3595996884718
M,177.7751023243037
M,166.75960965706787
M,173.82433403094674
M,171.02134949174015
M,172.50403461440405
M,162.6192994308608
M,172.39556751718652
M,168.2348488083332
M,173.62507638057915
M,177.30799326223183
M,167.19113189167453
M,174.35795211665447
M,166.6781378319044
M,170.34857897799876
