country,year,continent,lifeExp,pop,gdpPercap
Australia,1967,Oceania,71.1,11872264,14526.12465
Australia,1972,Oceania,71.93,13177000,16788.62948
Australia,1977,Oceania,73.49,14074100,18334.197509999998
Australia,1982,Oceania,74.74,15184200,19477.009280000002
Australia,1987,Oceania,76.32,16257249,21888.889030000002
Australia,1992,Oceania,77.56,17481977,23424.76683
Australia,1997,Oceania,78.83,18565243,26997.936569999998
Australia,2002,Oceania,80.37,19546792,30687.75473
Australia,2007,Oceania,81.235,20434176,34435.367439999995
Austria,1952,Europe,66.8,6927772,6137.076492
Austria,1957,Europe,67.48,6965860,8842.59803
Austria,1962,Europe,69.54,7129864,10750.721109999999
Austria,1967,Europe,70.14,7376998,12834.6024
Austria,1972,Europe,70.63,7544201,16661.6256
Austria,1977,Europe,72.17,7568430,19749.4223
Austria,1982,Europe,73.18,7574613,21597.083619999998
Austria,1987,Europe,74.94,7578903,23687.82607
Austria,1992,Europe,76.04,7914969,27042.01868
Austria,1997,Europe,77.51,8069876,29095.920660000003
Austria,2002,Europe,78.98,8148312,32417.607689999997
Austria,2007,Europe,79.829,8199783,36126.4927
Bahrain,1952,Asia,50.93899999999999,120447,9867.084765000001
Bahrain,1957,Asia,53.832,138655,11635.79945
Bahrain,1962,Asia,56.923,171863,12753.27514
Bahrain,1967,Asia,59.923,202182,14804.6727
Bahrain,1972,Asia,63.3,230800,18268.65839
Bahrain,1977,Asia,65.593,297410,19340.10196
Bahrain,1982,Asia,69.05199999999999,377967,19211.14731
Bahrain,1987,Asia,70.75,454612,18524.02406
Bahrain,1992,Asia,72.601,529491,19035.579169999997
Bahrain,1997,Asia,73.925,598561,20292.01679
Bahrain,2002,Asia,74.795,656397,23403.559269999998
Bahrain,2007,Asia,75.635,708573,29796.048339999998
Bangladesh,1952,Asia,37.484,46886859,684.2441716
Bangladesh,1957,Asia,39.348,51365468,661.6374577
Bangladesh,1962,Asia,41.216,56839289,686.3415537999999
Bangladesh,1967,Asia,43.453,62821884,721.1860862000001
Bangladesh,1972,Asia,45.251999999999995,70759295,630.2336265
Bangladesh,1977,Asia,46.923,80428306,659.8772322000001
Bangladesh,1982,Asia,50.00899999999999,93074406,676.9818656
Bangladesh,1987,Asia,52.818999999999996,103764241,751.9794035
Bangladesh,1992,Asia,56.018,113704579,837.8101642999999
Bangladesh,1997,Asia,59.412,123315288,972.7700352
Bangladesh,2002,Asia,62.013000000000005,135656790,1136.3904300000002
Bangladesh,2007,Asia,64.062,150448339,1391.253792
Belgium,1952,Europe,68.0,8730405,8343.105126999999
Belgium,1957,Europe,69.24,8989111,9714.960623
Belgium,1962,Europe,70.25,9218400,10991.20676
Belgium,1967,Europe,70.94,9556500,13149.04119
Belgium,1972,Europe,71.44,9709100,16672.14356
Belgium,1977,Europe,72.8,9821800,19117.97448
Belgium,1982,Europe,73.93,9856303,20979.84589
Belgium,1987,Europe,75.35,9870200,22525.56308
Belgium,1992,Europe,76.46,10045622,25575.57069
Belgium,1997,Europe,77.53,10199787,27561.196630000002
Belgium,2002,Europe,78.32,10311970,30485.88375
Belgium,2007,Europe,79.441,10392226,33692.60508
Benin,1952,Africa,38.223,1738315,1062.7522
Benin,1957,Africa,40.358000000000004,1925173,959.6010805
Benin,1962,Africa,42.618,2151895,949.4990641
Benin,1967,Africa,44.885,2427334,1035.831411
Benin,1972,Africa,47.013999999999996,2761407,1085.796879
Benin,1977,Africa,49.19,3168267,1029.161251
Benin,1982,Africa,50.903999999999996,3641603,1277.897616
Benin,1987,Africa,52.336999999999996,4243788,1225.85601
Benin,1992,Africa,53.919,4981671,1191.207681
Benin,1997,Africa,54.777,6066080,1232.975292
Benin,2002,Africa,54.406000000000006,7026113,1372.877931
Benin,2007,Africa,56.728,8078314,1441.284873
Bolivia,1952,Americas,40.414,2883315,2677.3263469999997
Bolivia,1957,Americas,41.89,3211738,2127.686326
Bolivia,1962,Americas,43.428000000000004,3593918,2180.972546
Bolivia,1967,Americas,45.032,4040665,2586.886053
Bolivia,1972,Americas,46.714,4565872,2980.331339
Bolivia,1977,Americas,50.023,5079716,3548.097832
Bolivia,1982,Americas,53.858999999999995,5642224,3156.510452
Bolivia,1987,Americas,57.251000000000005,6156369,2753.6914899999997
Bolivia,1992,Americas,59.957,6893451,2961.699694
Bolivia,1997,Americas,62.05,7693188,3326.143191
Bolivia,2002,Americas,63.883,8445134,3413.26269
Bolivia,2007,Americas,65.554,9119152,3822.1370840000004
Bosnia and Herzegovina,1952,Europe,53.82,2791000,973.5331947999999
Bosnia and Herzegovina,1957,Europe,58.45,3076000,1353.989176
Bosnia and Herzegovina,1962,Europe,61.93,3349000,1709.683679
Bosnia and Herzegovina,1967,Europe,64.79,3585000,2172.3524230000003
Bosnia and Herzegovina,1972,Europe,67.45,3819000,2860.16975
Bosnia and Herzegovina,1977,Europe,69.86,4086000,3528.481305
Bosnia and Herzegovina,1982,Europe,70.69,4172693,4126.613157
Bosnia and Herzegovina,1987,Europe,71.14,4338977,4314.114757
Bosnia and Herzegovina,1992,Europe,72.178,4256013,2546.781445
Bosnia and Herzegovina,1997,Europe,73.244,3607000,4766.355904
Bosnia and Herzegovina,2002,Europe,74.09,4165416,6018.975239
Bosnia and Herzegovina,2007,Europe,74.852,4552198,7446.298803
Botswana,1952,Africa,47.622,442308,851.2411407
Botswana,1957,Africa,49.618,474639,918.2325348999999
Botswana,1962,Africa,51.52,512764,983.6539764
Botswana,1967,Africa,53.298,553541,1214.709294
Botswana,1972,Africa,56.023999999999994,619351,2263.6111140000003
Botswana,1977,Africa,59.318999999999996,781472,3214.857818
Botswana,1982,Africa,61.483999999999995,970347,4551.14215
Botswana,1987,Africa,63.622,1151184,6205.88385
Botswana,1992,Africa,62.745,1342614,7954.111645
Botswana,1997,Africa,52.556000000000004,1536536,8647.142313
Botswana,2002,Africa,46.63399999999999,1630347,11003.60508
Botswana,2007,Africa,50.728,1639131,12569.851770000001
Brazil,1952,Americas,50.917,56602560,2108.944355
Brazil,1957,Americas,53.285,65551171,2487.365989
Brazil,1962,Americas,55.665,76039390,3336.585802
Brazil,1967,Americas,57.632,88049823,3429.864357
Brazil,1972,Americas,59.504,100840058,4985.711467
Brazil,1977,Americas,61.489,114313951,6660.118654
Brazil,1982,Americas,63.336000000000006,128962939,7030.835878
Brazil,1987,Americas,65.205,142938076,7807.095818000001
Brazil,1992,Americas,67.057,155975974,6950.283020999999
Brazil,1997,Americas,69.388,168546719,7957.980823999999
Brazil,2002,Americas,71.006,179914212,8131.212843000001
Brazil,2007,Americas,72.39,190010647,9065.800825
Bulgaria,1952,Europe,59.6,7274900,2444.2866480000002
Bulgaria,1957,Europe,66.61,7651254,3008.670727
Bulgaria,1962,Europe,69.51,8012946,4254.337839
Bulgaria,1967,Europe,70.42,8310226,5577.0028
Bulgaria,1972,Europe,70.9,8576200,6597.494398
Bulgaria,1977,Europe,70.81,8797022,7612.240438
Bulgaria,1982,Europe,71.08,8892098,8224.191647
Bulgaria,1987,Europe,71.34,8971958,8239.854824
Bulgaria,1992,Europe,71.19,8658506,6302.6234380000005
Bulgaria,1997,Europe,70.32,8066057,5970.38876
Bulgaria,2002,Europe,72.14,7661799,7696.777725
Bulgaria,2007,Europe,73.005,7322858,10680.79282
Burkina Faso,1952,Africa,31.975,4469979,543.2552413
Burkina Faso,1957,Africa,34.906,4713416,617.1834647999999
Burkina Faso,1962,Africa,37.814,4919632,722.5120206
Burkina Faso,1967,Africa,40.696999999999996,5127935,794.8265597
Burkina Faso,1972,Africa,43.591,5433886,854.7359763000001
Burkina Faso,1977,Africa,46.137,5889574,743.3870368
Burkina Faso,1982,Africa,48.122,6634596,807.1985855
Burkina Faso,1987,Africa,49.556999999999995,7586551,912.0631417000001
Burkina Faso,1992,Africa,50.26,8878303,931.7527731
Burkina Faso,1997,Africa,50.324,10352843,946.2949617999999
Burkina Faso,2002,Africa,50.65,12251209,1037.645221
Burkina Faso,2007,Africa,52.295,14326203,1217.032994
Burundi,1952,Africa,39.031,2445618,339.29645869999996
Burundi,1957,Africa,40.533,2667518,379.56462810000005
Burundi,1962,Africa,42.045,2961915,355.2032273
Burundi,1967,Africa,43.548,3330989,412.97751360000007
Burundi,1972,Africa,44.056999999999995,3529983,464.0995039
Burundi,1977,Africa,45.91,3834415,556.1032651
Burundi,1982,Africa,47.471000000000004,4580410,559.6032309999999
Burundi,1987,Africa,48.211000000000006,5126023,621.8188188999999
Burundi,1992,Africa,44.736000000000004,5809236,631.6998778
Burundi,1997,Africa,45.326,6121610,463.1151478
Burundi,2002,Africa,47.36,7021078,446.4035126
Burundi,2007,Africa,49.58,8390505,430.07069160000003
Cambodia,1952,Asia,39.417,4693836,368.46928560000003
Cambodia,1957,Asia,41.36600000000001,5322536,434.0383364
Cambodia,1962,Asia,43.415,6083619,496.9136476
Cambodia,1967,Asia,45.415,6960067,523.4323142
Cambodia,1972,Asia,40.317,7450606,421.6240257
Cambodia,1977,Asia,31.22,6978607,524.9721831999999
Cambodia,1982,Asia,50.957,7272485,624.4754784
Cambodia,1987,Asia,53.913999999999994,8371791,683.8955732000001
Cambodia,1992,Asia,55.803000000000004,10150094,682.3031755
Cambodia,1997,Asia,56.534,11782962,734.28517
Cambodia,2002,Asia,56.751999999999995,12926707,896.2260152999999
Cambodia,2007,Asia,59.723,14131858,1713.7786859999999
Cameroon,1952,Africa,38.523,5009067,1172.667655
Cameroon,1957,Africa,40.428000000000004,5359923,1313.048099
Cameroon,1962,Africa,42.643,5793633,1399.607441
Cameroon,1967,Africa,44.799,6335506,1508.453148
Cameroon,1972,Africa,47.049,7021028,1684.1465280000002
Cameroon,1977,Africa,49.355,7959865,1783.432873
Cameroon,1982,Africa,52.961000000000006,9250831,2367.983282
Cameroon,1987,Africa,54.985,10780667,2602.664206
Cameroon,1992,Africa,54.31399999999999,12467171,1793.1632780000002
Cameroon,1997,Africa,52.199,14195809,1694.337469
Cameroon,2002,Africa,49.856,15929988,1934.0114489999999
Cameroon,2007,Africa,50.43,17696293,2042.0952399999999
Canada,1952,Americas,68.75,14785584,11367.16112
Canada,1957,Americas,69.96,17010154,12489.95006
Canada,1962,Americas,71.3,18985849,13462.48555
Canada,1967,Americas,72.13,20819767,16076.58803
Canada,1972,Americas,72.88,22284500,18970.57086
Canada,1977,Americas,74.21,23796400,22090.88306
Canada,1982,Americas,75.76,25201900,22898.79214
Canada,1987,Americas,76.86,26549700,26626.515030000002
Canada,1992,Americas,77.95,28523502,26342.88426
Canada,1997,Americas,78.61,30305843,28954.92589
Canada,2002,Americas,79.77,31902268,33328.96507
Canada,2007,Americas,80.653,33390141,36319.235010000004
Central African Republic,1952,Africa,35.463,1291695,1071.310713
Central African Republic,1957,Africa,37.464,1392284,1190.844328
Central African Republic,1962,Africa,39.475,1523478,1193.068753
Central African Republic,1967,Africa,41.478,1733638,1136.056615
Central African Republic,1972,Africa,43.457,1927260,1070.013275
Central African Republic,1977,Africa,46.775,2167533,1109.374338
Central African Republic,1982,Africa,48.295,2476971,956.7529906999999
Central African Republic,1987,Africa,50.485,2840009,844.8763504000001
Central African Republic,1992,Africa,49.396,3265124,747.9055252
Central African Republic,1997,Africa,46.066,3696513,740.5063317
Central African Republic,2002,Africa,43.308,4048013,738.6906068
Central African Republic,2007,Africa,44.74100000000001,4369038,706.016537
Chad,1952,Africa,38.092,2682462,1178.665927
Chad,1957,Africa,39.881,2894855,1308.495577
Chad,1962,Africa,41.716,3150417,1389.817618
Chad,1967,Africa,43.601000000000006,3495967,1196.810565
Chad,1972,Africa,45.568999999999996,3899068,1104.103987
Chad,1977,Africa,47.383,4388260,1133.98495
Chad,1982,Africa,49.516999999999996,4875118,797.9081006
Chad,1987,Africa,51.051,5498955,952.3861289999999
Chad,1992,Africa,51.724,6429417,1058.0643
Chad,1997,Africa,51.573,7562011,1004.9613529999999
Chad,2002,Africa,50.525,8835739,1156.18186
Chad,2007,Africa,50.651,10238807,1704.0637239999999
Chile,1952,Americas,54.745,6377619,3939.9787890000002
Chile,1957,Americas,56.074,7048426,4315.6227229999995
Chile,1962,Americas,57.924,7961258,4519.094331
Chile,1967,Americas,60.523,8858908,5106.654313
Chile,1972,Americas,63.441,9717524,5494.024437
Chile,1977,Americas,67.05199999999999,10599793,4756.763836
Chile,1982,Americas,70.565,11487112,5095.665738000001
Chile,1987,Americas,72.492,12463354,5547.063754
Chile,1992,Americas,74.126,13572994,7596.125964
Chile,1997,Americas,75.816,14599929,10118.053179999999
Chile,2002,Americas,77.86,15497046,10778.78385
Chile,2007,Americas,78.553,16284741,13171.63885
China,1952,Asia,44.0,556263527,400.44861099999997
China,1957,Asia,50.54896,637408000,575.9870009
China,1962,Asia,44.50136,665770000,487.6740183
China,1967,Asia,58.381119999999996,754550000,612.7056934
China,1972,Asia,63.118880000000004,862030000,676.9000921
China,1977,Asia,63.96736,943455000,741.2374699
China,1982,Asia,65.525,1000281000,962.4213804999999
China,1987,Asia,67.274,1084035000,1378.904018
China,1992,Asia,68.69,1164970000,1655.784158
China,1997,Asia,70.426,1230075000,2289.234136
China,2002,Asia,72.028,1280400000,3119.280896
China,2007,Asia,72.961,1318683096,4959.1148539999995
Colombia,1952,Americas,50.643,12350771,2144.115096
Colombia,1957,Americas,55.118,14485993,2323.805581
Colombia,1962,Americas,57.863,17009885,2492.351109
Colombia,1967,Americas,59.963,19764027,2678.729839
Colombia,1972,Americas,61.623000000000005,22542890,3264.660041
Colombia,1977,Americas,63.836999999999996,25094412,3815.80787
Colombia,1982,Americas,66.653,27764644,4397.575659
Colombia,1987,Americas,67.768,30964245,4903.2191
Colombia,1992,Americas,68.421,34202721,5444.648617
Colombia,1997,Americas,70.313,37657830,6117.3617460000005
Colombia,2002,Americas,71.682,41008227,5755.259962
Colombia,2007,Americas,72.889,44227550,7006.580419
Comoros,1952,Africa,40.715,153936,1102.990936
Comoros,1957,Africa,42.46,170928,1211.1485480000001
Comoros,1962,Africa,44.467,191689,1406.648278
Comoros,1967,Africa,46.472,217378,1876.029643
Comoros,1972,Africa,48.943999999999996,250027,1937.577675
Comoros,1977,Africa,50.93899999999999,304739,1172.603047
Comoros,1982,Africa,52.933,348643,1267.100083
Comoros,1987,Africa,54.926,395114,1315.980812
Comoros,1992,Africa,57.93899999999999,454429,1246.90737
Comoros,1997,Africa,60.66,527982,1173.618235
Comoros,2002,Africa,62.974,614382,1075.811558
Comoros,2007,Africa,65.152,710960,986.1478792000001
"Congo, Dem. Rep.",1952,Africa,39.143,14100005,780.5423257
"Congo, Dem. Rep.",1957,Africa,40.652,15577932,905.8602302999999
"Congo, Dem. Rep.",1962,Africa,42.122,17486434,896.3146335000001
"Congo, Dem. Rep.",1967,Africa,44.056000000000004,19941073,861.5932424
"Congo, Dem. Rep.",1972,Africa,45.989,23007669,904.8960685000001
"Congo, Dem. Rep.",1977,Africa,47.803999999999995,26480870,795.757282
"Congo, Dem. Rep.",1982,Africa,47.784,30646495,673.7478181
"Congo, Dem. Rep.",1987,Africa,47.412,35481645,672.774812
"Congo, Dem. Rep.",1992,Africa,45.548,41672143,457.7191807
"Congo, Dem. Rep.",1997,Africa,42.586999999999996,47798986,312.188423
"Congo, Dem. Rep.",2002,Africa,44.966,55379852,241.16587650000002
"Congo, Dem. Rep.",2007,Africa,46.461999999999996,64606759,277.55185869999997
"Congo, Rep.",1952,Africa,42.111000000000004,854885,2125.621418
"Congo, Rep.",1957,Africa,45.053000000000004,940458,2315.056572
"Congo, Rep.",1962,Africa,48.435,1047924,2464.783157
"Congo, Rep.",1967,Africa,52.04,1179760,2677.9396420000003
"Congo, Rep.",1972,Africa,54.907,1340458,3213.152683
"Congo, Rep.",1977,Africa,55.625,1536769,3259.178978
"Congo, Rep.",1982,Africa,56.695,1774735,4879.507522
"Congo, Rep.",1987,Africa,57.47,2064095,4201.194936999999
"Congo, Rep.",1992,Africa,56.433,2409073,4016.239529
"Congo, Rep.",1997,Africa,52.961999999999996,2800947,3484.1643759999997
"Congo, Rep.",2002,Africa,52.97,3328795,3484.06197
"Congo, Rep.",2007,Africa,55.321999999999996,3800610,3632.557798
Costa Rica,1952,Americas,57.206,926317,2627.0094710000003
Costa Rica,1957,Americas,60.026,1112300,2990.010802
Costa Rica,1962,Americas,62.842,1345187,3460.937025
Costa Rica,1967,Americas,65.42399999999999,1588717,4161.727834
Costa Rica,1972,Americas,67.84899999999999,1834796,5118.146939
Costa Rica,1977,Americas,70.75,2108457,5926.876967
Costa Rica,1982,Americas,73.45,2424367,5262.734751
Costa Rica,1987,Americas,74.752,2799811,5629.915318
Costa Rica,1992,Americas,75.71300000000001,3173216,6160.416317
Costa Rica,1997,Americas,77.26,3518107,6677.045314
Costa Rica,2002,Americas,78.123,3834934,7723.447195000001
Costa Rica,2007,Americas,78.782,4133884,9645.06142
Cote d'Ivoire,1952,Africa,40.477,2977019,1388.594732
Cote d'Ivoire,1957,Africa,42.468999999999994,3300000,1500.895925
Cote d'Ivoire,1962,Africa,44.93,3832408,1728.8694280000002
Cote d'Ivoire,1967,Africa,47.35,4744870,2052.0504730000002
Cote d'Ivoire,1972,Africa,49.801,6071696,2378.201111
Cote d'Ivoire,1977,Africa,52.373999999999995,7459574,2517.736547
Cote d'Ivoire,1982,Africa,53.983000000000004,9025951,2602.710169
Cote d'Ivoire,1987,Africa,54.655,10761098,2156.9560690000003
Cote d'Ivoire,1992,Africa,52.044,12772596,1648.073791
Cote d'Ivoire,1997,Africa,47.99100000000001,14625967,1786.265407
Cote d'Ivoire,2002,Africa,46.832,16252726,1648.800823
Cote d'Ivoire,2007,Africa,48.328,18013409,1544.750112
Croatia,1952,Europe,61.21,3882229,3119.23652
Croatia,1957,Europe,64.77,3991242,4338.231617
Croatia,1962,Europe,67.13,4076557,5477.890018
Croatia,1967,Europe,68.5,4174366,6960.297861
Croatia,1972,Europe,69.61,4225310,9164.090127
Croatia,1977,Europe,70.64,4318673,11305.38517
Croatia,1982,Europe,70.46,4413368,13221.82184
Croatia,1987,Europe,71.52,4484310,13822.58394
Croatia,1992,Europe,72.527,4494013,8447.794873
Croatia,1997,Europe,73.68,4444595,9875.604515
Croatia,2002,Europe,74.876,4481020,11628.38895
Croatia,2007,Europe,75.748,4493312,14619.222719999998
Cuba,1952,Americas,59.42100000000001,6007797,5586.53878
Cuba,1957,Americas,62.325,6640752,6092.174359000001
Cuba,1962,Americas,65.24600000000001,7254373,5180.75591
Cuba,1967,Americas,68.29,8139332,5690.268015
Cuba,1972,Americas,70.723,8831348,5305.445256
Cuba,1977,Americas,72.649,9537988,6380.494965999999
Cuba,1982,Americas,73.717,9789224,7316.9181069999995
Cuba,1987,Americas,74.17399999999999,10239839,7532.924762999999
Cuba,1992,Americas,74.414,10723260,5592.843963
Cuba,1997,Americas,76.15100000000001,10983007,5431.990415
Cuba,2002,Americas,77.158,11226999,6340.646683
Cuba,2007,Americas,78.273,11416987,8948.102923
Czech Republic,1952,Europe,66.87,9125183,6876.14025
Czech Republic,1957,Europe,69.03,9513758,8256.343918
Czech Republic,1962,Europe,69.9,9620282,10136.86713
Czech Republic,1967,Europe,70.38,9835109,11399.44489
Czech Republic,1972,Europe,70.29,9862158,13108.4536
Czech Republic,1977,Europe,70.71,10161915,14800.160619999999
Czech Republic,1982,Europe,70.96,10303704,15377.22855
Czech Republic,1987,Europe,71.58,10311597,16310.4434
Czech Republic,1992,Europe,72.4,10315702,14297.021219999999
Czech Republic,1997,Europe,74.01,10300707,16048.51424
Czech Republic,2002,Europe,75.51,10256295,17596.210219999997
Czech Republic,2007,Europe,76.486,10228744,22833.30851
Denmark,1952,Europe,70.78,4334000,9692.385245
Denmark,1957,Europe,71.81,4487831,11099.65935
Denmark,1962,Europe,72.35,4646899,13583.31351
Denmark,1967,Europe,72.96,4838800,15937.21123
Denmark,1972,Europe,73.47,4991596,18866.20721
Denmark,1977,Europe,74.69,5088419,20422.9015
Denmark,1982,Europe,74.63,5117810,21688.04048
Denmark,1987,Europe,74.8,5127024,25116.17581
Denmark,1992,Europe,75.33,5171393,26406.73985
Denmark,1997,Europe,76.11,5283663,29804.34567
Denmark,2002,Europe,77.18,5374693,32166.500060000002
Denmark,2007,Europe,78.332,5468120,35278.41874
Djibouti,1952,Africa,34.812,63149,2669.529475
Djibouti,1957,Africa,37.328,71851,2864.9690760000003
Djibouti,1962,Africa,39.693000000000005,89898,3020.989263
Djibouti,1967,Africa,42.074,127617,3020.0505129999997
Djibouti,1972,Africa,44.36600000000001,178848,3694.2123520000005
Djibouti,1977,Africa,46.519,228694,3081.7610219999997
Djibouti,1982,Africa,48.812,305991,2879.4680670000002
Djibouti,1987,Africa,50.04,311025,2880.102568
Djibouti,1992,Africa,51.604,384156,2377.1561920000004
Djibouti,1997,Africa,53.157,417908,1895.016984
Djibouti,2002,Africa,53.373000000000005,447416,1908.2608670000002
Djibouti,2007,Africa,54.791000000000004,496374,2082.4815670000003
Dominican Republic,1952,Americas,45.928000000000004,2491346,1397.7171369999999
Dominican Republic,1957,Americas,49.828,2923186,1544.402995
Dominican Republic,1962,Americas,53.458999999999996,3453434,1662.137359
Dominican Republic,1967,Americas,56.751000000000005,4049146,1653.7230029999998
Dominican Republic,1972,Americas,59.631,4671329,2189.874499
Dominican Republic,1977,Americas,61.788000000000004,5302800,2681.9889
Dominican Republic,1982,Americas,63.727,5968349,2861.092386
Dominican Republic,1987,Americas,66.046,6655297,2899.842175
Dominican Republic,1992,Americas,68.457,7351181,3044.214214
Dominican Republic,1997,Americas,69.957,7992357,3614.101285
Dominican Republic,2002,Americas,70.847,8650322,4563.808154
Dominican Republic,2007,Americas,72.235,9319622,6025.374752000001
Ecuador,1952,Americas,48.357,3548753,3522.110717
Ecuador,1957,Americas,51.356,4058385,3780.5466509999997
Ecuador,1962,Americas,54.64,4681707,4086.114078
Ecuador,1967,Americas,56.678000000000004,5432424,4579.074215
Ecuador,1972,Americas,58.79600000000001,6298651,5280.99471
Ecuador,1977,Americas,61.31,7278866,6679.62326
Ecuador,1982,Americas,64.342,8365850,7213.7912670000005
Ecuador,1987,Americas,67.23100000000001,9545158,6481.776993
Ecuador,1992,Americas,69.613,10748394,7103.702595000001
Ecuador,1997,Americas,72.312,11911819,7429.455876999999
Ecuador,2002,Americas,74.173,12921234,5773.0445119999995
Ecuador,2007,Americas,74.994,13755680,6873.262326000001
Egypt,1952,Africa,41.893,22223309,1418.822445
Egypt,1957,Africa,44.443999999999996,25009741,1458.915272
Egypt,1962,Africa,46.992,28173309,1693.335853
Egypt,1967,Africa,49.293,31681188,1814.880728
Egypt,1972,Africa,51.137,34807417,2024.0081469999998
Egypt,1977,Africa,53.318999999999996,38783863,2785.493582
Egypt,1982,Africa,56.006,45681811,3503.729636
Egypt,1987,Africa,59.797,52799062,3885.4607100000003
Egypt,1992,Africa,63.674,59402198,3794.755195
Egypt,1997,Africa,67.217,66134291,4173.181797
Egypt,2002,Africa,69.806,73312559,4754.604414
Egypt,2007,Africa,71.33800000000001,80264543,5581.180998
El Salvador,1952,Americas,45.262,2042865,3048.3029
El Salvador,1957,Americas,48.57,2355805,3421.523218
El Salvador,1962,Americas,52.306999999999995,2747687,3776.8036270000002
El Salvador,1967,Americas,55.855,3232927,4358.595393
El Salvador,1972,Americas,58.207,3790903,4520.246008
El Salvador,1977,Americas,56.696000000000005,4282586,5138.922374
El Salvador,1982,Americas,56.604,4474873,4098.344175
El Salvador,1987,Americas,63.153999999999996,4842194,4140.442097
El Salvador,1992,Americas,66.798,5274649,4444.2317
El Salvador,1997,Americas,69.535,5783439,5154.825496
El Salvador,2002,Americas,70.734,6353681,5351.568665999999
El Salvador,2007,Americas,71.878,6939688,5728.353514
Equatorial Guinea,1952,Africa,34.482,216964,375.6431231
Equatorial Guinea,1957,Africa,35.983000000000004,232922,426.0964081
Equatorial Guinea,1962,Africa,37.485,249220,582.8419713999999
Equatorial Guinea,1967,Africa,38.986999999999995,259864,915.5960025
Equatorial Guinea,1972,Africa,40.516,277603,672.4122571
Equatorial Guinea,1977,Africa,42.023999999999994,192675,958.5668124
Equatorial Guinea,1982,Africa,43.662,285483,927.8253427000001
Equatorial Guinea,1987,Africa,45.663999999999994,341244,966.8968149
Equatorial Guinea,1992,Africa,47.545,387838,1132.055034
