region,nationality,year,month,tourists
Americas,Brazil,2016,12,13566
Americas,Canada,2010,1,21021
Americas,Canada,2010,2,20047
Americas,Canada,2010,3,17239
Americas,Canada,2010,4,13204
Americas,Canada,2010,5,8972
Americas,Canada,2010,6,8509
Americas,Canada,2010,7,11150
Americas,Canada,2010,8,9844
Americas,Canada,2010,9,9096
Americas,Canada,2010,10,12565
Americas,Canada,2010,11,16523
Americas,Canada,2010,12,20223
Americas,Canada,2011,1,22379
Americas,Canada,2011,2,19702
Americas,Canada,2011,3,18710
Americas,Canada,2011,4,16633
Americas,Canada,2011,5,13760
Americas,Canada,2011,6,12485
Americas,Canada,2011,7,15291
Americas,Canada,2011,8,13183
Americas,Canada,2011,9,10938
Americas,Canada,2011,10,14072
Americas,Canada,2011,11,15521
Americas,Canada,2011,12,21682
Americas,Canada,2012,1,24784
Americas,Canada,2012,2,21441
Americas,Canada,2012,3,22084
Americas,Canada,2012,4,18553
Americas,Canada,2012,5,16076
Americas,Canada,2012,6,13358
Americas,Canada,2012,7,15833
Americas,Canada,2012,8,13414
Americas,Canada,2012,9,11167
Americas,Canada,2012,10,16802
Americas,Canada,2012,11,20441
Americas,Canada,2012,12,25401
Americas,Canada,2013,1,24997
Americas,Canada,2013,2,24081
Americas,Canada,2013,3,23261
Americas,Canada,2013,4,18270
Americas,Canada,2013,5,15996
Americas,Canada,2013,6,13827
Americas,Canada,2013,7,15981
Americas,Canada,2013,8,13863
Americas,Canada,2013,9,11843
Americas,Canada,2013,10,18874
Americas,Canada,2013,11,23436
Americas,Canada,2013,12,25468
Americas,Canada,2014,1,25390
Americas,Canada,2014,2,21363
Americas,Canada,2014,3,20255
Americas,Canada,2014,4,17509
Americas,Canada,2014,5,15318
Americas,Canada,2014,6,11331
Americas,Canada,2014,7,13816
Americas,Canada,2014,8,12001
Americas,Canada,2014,9,11234
Americas,Canada,2014,10,16642
Americas,Canada,2014,11,20267
Americas,Canada,2014,12,25933
Americas,Canada,2015,1,25209
Americas,Canada,2015,2,24130
Americas,Canada,2015,3,23087
Americas,Canada,2015,4,19323
Americas,Canada,2015,5,17294
Americas,Canada,2015,6,13831
Americas,Canada,2015,7,15991
Americas,Canada,2015,8,12948
Americas,Canada,2015,9,16963
Americas,Canada,2015,10,16963
Americas,Canada,2015,11,21633
Americas,Canada,2015,12,25596
Americas,Canada,2016,1,27253
Americas,Canada,2016,2,26425
Americas,Canada,2016,3,25107
Americas,Canada,2016,4,18825
Americas,Canada,2016,5,18920
Americas,Canada,2016,6,14435
Americas,Canada,2016,7,17466
Americas,Canada,2016,8,13815
Americas,Canada,2016,9,12899
Americas,Canada,2016,10,17548
Americas,Canada,2016,11,24075
Americas,Canada,2016,12,27500
Americas,USA,2010,1,69238
Americas,USA,2010,2,58901
Americas,USA,2010,3,59667
Americas,USA,2010,4,49775
Americas,USA,2010,5,34061
Americas,USA,2010,6,38986
Americas,USA,2010,7,45639
Americas,USA,2010,8,39568
Americas,USA,2010,9,39617
Americas,USA,2010,10,51704
Americas,USA,2010,11,58458
Americas,USA,2010,12,66178
Americas,USA,2011,1,70495
Americas,USA,2011,2,58139
Americas,USA,2011,3,60245
Americas,USA,2011,4,57642
Americas,USA,2011,5,48701
Americas,USA,2011,6,54059
Americas,USA,2011,7,58295
Americas,USA,2011,8,48656
Americas,USA,2011,9,45723
Americas,USA,2011,10,54472
Americas,USA,2011,11,53737
Americas,USA,2011,12,71584
Americas,USA,2012,1,74801
Americas,USA,2012,2,64964
Americas,USA,2012,3,70234
Americas,USA,2012,4,61440
Americas,USA,2012,5,56660
Americas,USA,2012,6,58583
Americas,USA,2012,7,59815
Americas,USA,2012,8,51140
Americas,USA,2012,9,47367
Americas,USA,2012,10,62799
Americas,USA,2012,11,75529
Americas,USA,2012,12,85306
Americas,USA,2013,1,81102
Americas,USA,2013,2,71354
Americas,USA,2013,3,76488
Americas,USA,2013,4,65222
Americas,USA,2013,5,57688
Americas,USA,2013,6,62405
Americas,USA,2013,7,63819
Americas,USA,2013,8,54376
Americas,USA,2013,9,50098
Americas,USA,2013,10,68824
Americas,USA,2013,11,81997
Americas,USA,2013,12,90113
Americas,USA,2014,1,81552
Americas,USA,2014,2,64290
Americas,USA,2014,3,68622
Americas,USA,2014,4,60930
Americas,USA,2014,5,52716
Americas,USA,2014,6,52370
Americas,USA,2014,7,57611
Americas,USA,2014,8,49712
Americas,USA,2014,9,47373
Americas,USA,2014,10,64309
Americas,USA,2014,11,73340
Americas,USA,2014,12,90695
Americas,USA,2015,1,81118
Americas,USA,2015,2,71915
Americas,USA,2015,3,74675
Americas,USA,2015,4,67450
Americas,USA,2015,5,63906
Americas,USA,2015,6,67891
Americas,USA,2015,7,70255
Americas,USA,2015,8,56090
Americas,USA,2015,9,70667
Americas,USA,2015,10,70667
Americas,USA,2015,11,88725
Americas,USA,2015,12,101961
Americas,USA,2016,1,92979
Americas,USA,2016,2,82335
Americas,USA,2016,3,87174
Americas,USA,2016,4,74755
Americas,USA,2016,5,72037
Americas,USA,2016,6,78114
Americas,USA,2016,7,80957
Americas,USA,2016,8,61241
Americas,USA,2016,9,58954
Americas,USA,2016,10,73524
Americas,USA,2016,11,97768
Americas,USA,2016,12,114794
ASEAN,Brunei,2010,1,718
ASEAN,Brunei,2010,2,659
ASEAN,Brunei,2010,3,777
ASEAN,Brunei,2010,4,441
ASEAN,Brunei,2010,5,247
ASEAN,Brunei,2010,6,522
ASEAN,Brunei,2010,7,606
ASEAN,Brunei,2010,8,570
ASEAN,Brunei,2010,9,527
ASEAN,Brunei,2010,10,424
ASEAN,Brunei,2010,11,586
ASEAN,Brunei,2010,12,996
ASEAN,Brunei,2011,1,644
ASEAN,Brunei,2011,2,507
ASEAN,Brunei,2011,3,732
ASEAN,Brunei,2011,4,552
ASEAN,Brunei,2011,5,620
ASEAN,Brunei,2011,6,821
ASEAN,Brunei,2011,7,725
ASEAN,Brunei,2011,8,466
ASEAN,Brunei,2011,9,584
ASEAN,Brunei,2011,10,427
ASEAN,Brunei,2011,11,446
ASEAN,Brunei,2011,12,947
ASEAN,Brunei,2012,1,578
ASEAN,Brunei,2012,2,592
ASEAN,Brunei,2012,3,909
ASEAN,Brunei,2012,4,629
ASEAN,Brunei,2012,5,793
ASEAN,Brunei,2012,6,1242
ASEAN,Brunei,2012,7,973
ASEAN,Brunei,2012,8,818
ASEAN,Brunei,2012,9,652
ASEAN,Brunei,2012,10,736
ASEAN,Brunei,2012,11,951
ASEAN,Brunei,2012,12,1586
ASEAN,Brunei,2013,1,983
ASEAN,Brunei,2013,2,869
ASEAN,Brunei,2013,3,1623
ASEAN,Brunei,2013,4,744
ASEAN,Brunei,2013,5,1146
ASEAN,Brunei,2013,6,1558
ASEAN,Brunei,2013,7,1124
ASEAN,Brunei,2013,8,968
ASEAN,Brunei,2013,9,816
ASEAN,Brunei,2013,10,1010
ASEAN,Brunei,2013,11,1373
ASEAN,Brunei,2013,12,1991
ASEAN,Brunei,2014,1,787
ASEAN,Brunei,2014,2,443
ASEAN,Brunei,2014,3,760
ASEAN,Brunei,2014,4,648
ASEAN,Brunei,2014,5,820
ASEAN,Brunei,2014,6,983
ASEAN,Brunei,2014,7,791
ASEAN,Brunei,2014,8,798
ASEAN,Brunei,2014,9,925
ASEAN,Brunei,2014,10,1030
ASEAN,Brunei,2014,11,1086
ASEAN,Brunei,2014,12,2214
ASEAN,Brunei,2015,1,1111
ASEAN,Brunei,2015,2,954
ASEAN,Brunei,2015,3,1417
ASEAN,Brunei,2015,4,941
ASEAN,Brunei,2015,5,1270
ASEAN,Brunei,2015,6,1037
ASEAN,Brunei,2015,7,1111
ASEAN,Brunei,2015,8,824
ASEAN,Brunei,2015,9,875
ASEAN,Brunei,2015,10,875
ASEAN,Brunei,2015,11,989
ASEAN,Brunei,2015,12,2333
ASEAN,Brunei,2016,1,1008
ASEAN,Brunei,2016,2,899
ASEAN,Brunei,2016,3,1627
ASEAN,Brunei,2016,4,930
ASEAN,Brunei,2016,5,1057
ASEAN,Brunei,2016,6,755
ASEAN,Brunei,2016,7,1194
ASEAN,Brunei,2016,8,1033
ASEAN,Brunei,2016,9,1293
ASEAN,Brunei,2016,10,874
ASEAN,Brunei,2016,11,1121
ASEAN,Brunei,2016,12,2241
ASEAN,Cambodia,2010,1,9889
ASEAN,Cambodia,2010,2,8382
ASEAN,Cambodia,2010,3,8339
ASEAN,Cambodia,2010,4,9298
ASEAN,Cambodia,2010,5,8306
ASEAN,Cambodia,2010,6,9851
ASEAN,Cambodia,2010,7,12957
ASEAN,Cambodia,2010,8,12436
ASEAN,Cambodia,2010,9,14763
ASEAN,Cambodia,2010,10,17213
ASEAN,Cambodia,2010,11,14993
ASEAN,Cambodia,2010,12,19847
ASEAN,Cambodia,2011,1,20250
ASEAN,Cambodia,2011,2,16146
ASEAN,Cambodia,2011,3,20382
ASEAN,Cambodia,2011,4,22098
ASEAN,Cambodia,2011,5,20111
ASEAN,Cambodia,2011,6,20970
ASEAN,Cambodia,2011,7,19750
ASEAN,Cambodia,2011,8,25531
ASEAN,Cambodia,2011,9,29099
ASEAN,Cambodia,2011,10,21423
ASEAN,Cambodia,2011,11,21594
ASEAN,Cambodia,2011,12,28549
ASEAN,Cambodia,2012,1,30576
ASEAN,Cambodia,2012,2,28884
ASEAN,Cambodia,2012,3,30170
ASEAN,Cambodia,2012,4,34900
ASEAN,Cambodia,2012,5,35513
ASEAN,Cambodia,2012,6,36209
ASEAN,Cambodia,2012,7,37179
ASEAN,Cambodia,2012,8,36527
ASEAN,Cambodia,2012,9,35927
ASEAN,Cambodia,2012,10,39815
ASEAN,Cambodia,2012,11,41523
ASEAN,Cambodia,2012,12,36419
ASEAN,Cambodia,2013,1,38527
ASEAN,Cambodia,2013,2,36751
ASEAN,Cambodia,2013,3,38051
ASEAN,Cambodia,2013,4,48352
ASEAN,Cambodia,2013,5,44567
ASEAN,Cambodia,2013,6,39186
ASEAN,Cambodia,2013,7,35769
ASEAN,Cambodia,2013,8,41994
ASEAN,Cambodia,2013,9,36787
ASEAN,Cambodia,2013,10,42209
ASEAN,Cambodia,2013,11,40228
ASEAN,Cambodia,2013,12,39174
ASEAN,Cambodia,2014,1,38083
ASEAN,Cambodia,2014,2,35662
ASEAN,Cambodia,2014,3,42023
ASEAN,Cambodia,2014,4,50562
ASEAN,Cambodia,2014,5,44985
ASEAN,Cambodia,2014,6,36302
ASEAN,Cambodia,2014,7,48043
ASEAN,Cambodia,2014,8,48782
ASEAN,Cambodia,2014,9,50475
ASEAN,Cambodia,2014,10,48350
ASEAN,Cambodia,2014,11,52653
ASEAN,Cambodia,2014,12,54419
ASEAN,Cambodia,2015,1,34758
ASEAN,Cambodia,2015,2,33600
ASEAN,Cambodia,2015,3,35940
ASEAN,Cambodia,2015,4,43223
ASEAN,Cambodia,2015,5,50885
ASEAN,Cambodia,2015,6,40219
ASEAN,Cambodia,2015,7,38855
ASEAN,Cambodia,2015,8,47731
ASEAN,Cambodia,2015,9,51182
ASEAN,Cambodia,2015,10,51182
ASEAN,Cambodia,2015,11,50730
ASEAN,Cambodia,2015,12,53868
ASEAN,Cambodia,2016,1,47517
ASEAN,Cambodia,2016,2,44329
ASEAN,Cambodia,2016,3,51733
ASEAN,Cambodia,2016,4,63565
ASEAN,Cambodia,2016,5,67064
ASEAN,Cambodia,2016,6,61337
ASEAN,Cambodia,2016,7,58567
ASEAN,Cambodia,2016,8,66415
ASEAN,Cambodia,2016,9,53527
ASEAN,Cambodia,2016,10,50495
ASEAN,Cambodia,2016,11,57808
ASEAN,Cambodia,2016,12,64325
ASEAN,Indonesia,2010,1,28329
ASEAN,Indonesia,2010,2,23292
ASEAN,Indonesia,2010,3,25763
ASEAN,Indonesia,2010,4,19195
ASEAN,Indonesia,2010,5,14377
ASEAN,Indonesia,2010,6,19245
ASEAN,Indonesia,2010,7,25115
ASEAN,Indonesia,2010,8,19978
ASEAN,Indonesia,2010,9,30593
ASEAN,Indonesia,2010,10,21008
ASEAN,Indonesia,2010,11,26627
ASEAN,Indonesia,2010,12,32550
ASEAN,Indonesia,2011,1,28274
ASEAN,Indonesia,2011,2,29160
ASEAN,Indonesia,2011,3,32142
ASEAN,Indonesia,2011,4,28699
ASEAN,Indonesia,2011,5,31595
ASEAN,Indonesia,2011,6,39696
ASEAN,Indonesia,2011,7,33028
ASEAN,Indonesia,2011,8,35651
ASEAN,Indonesia,2011,9,31319
ASEAN,Indonesia,2011,10,25701
ASEAN,Indonesia,2011,11,21711
ASEAN,Indonesia,2011,12,33819
ASEAN,Indonesia,2012,1,29557
ASEAN,Indonesia,2012,2,32840
ASEAN,Indonesia,2012,3,34043
ASEAN,Indonesia,2012,4,30897
ASEAN,Indonesia,2012,5,35357
ASEAN,Indonesia,2012,6,38457
