Climate HousingCost HlthCare Crime  Transp Educ Arts  Recreat Econ CaseNum  Long Lat Pop StNum  
Boston,MA					   623 11609 5301 1215 6801 3479 21042 3066 6363 43 -71.05800000000001 42.362 2805911 20                
Boulder-Longmont,CO				   459 11914 962 1088 7108 2587 3663 4012 7127 44 -105.193 40.0915 189625 6                             
Bradenton,FL					   440 8242 333 1093 3805 2712 154 1349 7437 45 -82.572 27.495 148442 10                                
Brazoria,TX					   423 8394 438 768 2391 2718 1506 1512 6020 46 -95.56999999999999 29.043 169587 44                     
Bremerton,WA					   808 9060 310 651 1670 2544 382 1973 5671 47 -122.63 47.567 147152 48                                 
Bridgeport-Milford,CT				   648 13429 2550 943 3197 3029 8368 1913 7197 48 -73.12649999999999 41.2075 438557 7                   
Bristol,CT					   516 10041 975 545 4495 2628 514 777 6527 49 -72.95 41.673 73762 7                                    
Brockton,MA					   575 8263 916 1336 3810 2729 2001 1217 6900 50 -71.017 42.085 182891 20                               
Brownsville-Harlington,TX			   440 5376 91 974 3119 2413 162 3000 4968 51 -97.482 25.919 209727 44                                  
Bryan-College-Station,TX			   383 8228 640 1016 2530 2973 2002 1413 8040 52 -96.3575 30.644 93588 44                               
Buffalo,NY					   571 8064 2465 971 5384 3121 8567 2441 5047 53 -78.875 42.887 1015472 35                              
Burlington,NC					   637 6179 994 707 1910 2519 131 701 5680 54 -79.43300000000001 36.097 99319 28                        
Burlington,VT					   383 9673 1809 494 7146 3323 1741 3357 6726 55 -73.20699999999999 44.475 115308 47                    
Canton,OH					   575 7332 443 650 4279 2754 989 1157 4847 56 -81.378 40.798 404421 36                                 
Casper,WY					   401 9839 345 989 4410 2453 303 1435 6303 57 -106.313 42.847 71856 51                                 
Cedar-Rapids,IA					   434 7774 837 714 5270 2619 904 1501 5009 58 -91.673 41.975 169775 13                                 
Champaign-Urbana-Rantoul,IL			   525 8627 672 1022 7447 3147 2203 1700 5485 59 -88.1983 40.1817 168392 15                             
Charleston,SC					   569 7402 1463 1495 4207 3164 2993 2561 5153 60 -79.93000000000001 32.763 430462 41                   
Charleston,WV					   627 7789 708 721 5470 2894 2605 844 5257 61 -81.645 38.368 269595 50                                 
Charlotte-Gastonia-Rock-Hill,NC-SC		   644 7169 999 1273 6099 3031 4313 1236 5671 62 -81.01730000000001 35.137 971391 28                    
Charlottesville,VA				   618 9531 1348 756 6041 3489 1422 1704 6055 63 -78.50700000000001 38.038 113568 46                    
Chattanooga,TN-GA				   576 6189 564 946 3401 2415 2483 1238 4487 64 -85.31 35.043 426540 43                                 
Chicago,IL					   514 10913 5766 1034 7742 3486 24846 2856 5205 65 -87.625 41.883 6060387 15                           
Chico,CA					   603 8587 243 947 4067 3126 1647 1543 5307 66 -121.838 39.732 143851 5                                
Cincinnati,OH-KY-IN				   584 8143 2138 978 5748 2918 9688 2451 5270 67 -84.51300000000001 39.1 1401491 36                     
Clarksville-Hopkinsville,TN-KY			   544 6007 446 736 2226 2654 111 2219 4880 68 -87.41800000000001 36.6945 150220 43                     
Cleveland,OH					   579 9168 3167 1138 7333 2972 12679 3300 4879 69 -81.7 41.497 1898825 36                              
Colorado-Springs,CO				   526 8509 721 1086 3389 2754 1749 2375 7699 70 -104.82 38.833 309424 6                                
Columbia,MO					   541 7702 1951 1065 3893 2377 2882 1331 5147 71 -92.33 38.957 100376 25                               
Columbia,SC					   526 7519 1421 1524 5859 2908 2489 1484 5279 72 -81.045 33.993 410088 41                              
Columbus,GA-AL					   517 5817 833 820 2995 2665 1861 1214 4812 73 -84.982 32.462 239196 11                                
Columbus,OH					   558 8093 1837 1092 4364 2928 6648 2020 5165 74 -83.002 39.962 1243833 36                             
Corpus-Christi,TX				   362 6929 458 1335 3626 2840 1992 2037 6690 75 -97.621 27.776 326228 44                               
Cumberland,MD-WV				   591 6054 760 337 3709 3363 373 1036 4741 76 -78.76300000000001 39.65 107782 21                       
Dallas,TX					   544 9318 2825 1529 6213 3269 10438 2310 7710 77 -96.812 32.777 1957378 44                            
Danbury,CT					   569 14420 2350 548 2715 3029 7415 1572 7060 78 -73.45999999999999 41.393 170369 7                    
Danville,VA					   545 5709 593 379 3161 2943 85 501 4491 79 -79.38800000000001 36.592 111789 46                        
Davenport-Rock-Island-Moline,IA-IL		   440 8083 1113 834 3907 2901 1017 1920 4997 80 -90.5493 41.5057 383958 15                             
Dayton-Springfield,OH				   544 7635 2253 1151 4775 2772 6935 1122 4532 81 -84.0025 39.8385 942083 36                            
Daytona-Beach,FL				   561 7203 723 1347 4117 2612 809 3967 6592 82 -81.023 29.215 258762 10                                
Decatur,IL					   480 7395 732 897 3867 2683 298 1222 4274 83 -88.953 39.843 131375 15                                 
Denver,CO					   521 10789 2533 1365 8145 3145 8477 2324 7164 84 -104.988 39.74 1428836 6                             
Des-Moines,IA					   444 8028 1256 1044 5521 2613 1857 1802 5346 85 -93.61799999999999 41.587 367561 13                   
Detroit,MI					   536 8525 4142 1587 4808 3064 10389 2483 3904 86 -83.128 42.442 4488072 23                            
Dothgan,AL					   336 5708 593 930 2232 2230 117 714 5453 87 -85.393 31.223 122453 2                                   
Dubuque,IA					   419 7993 640 571 3668 2701 340 1587 3949 88 -90.675 42.503 93745 13                                  
Duluth,MN-WI					   193 6040 1159 488 5205 2619 2377 3107 3922 89 -92.113 46.783 266650 24                               
East-St.-Louis-Belleville,IL			   537 6501 444 1096 6539 2630 904 1610 6113 90 -89.983 38.512 300148 15                                
Eau-Claire,WI					   257 7078 798 433 3197 2960 1807 1397 5348 91 -91.471 44.866 130932 49                                
El-Paso,TX					   592 7343 528 1323 3705 2479 3800 1101 5080 92 -106.48 31.755 479899 44                               
Elkhart-Goshen,IN				   521 6573 596 524 4168 2537 353 1023 4214 93 -85.9015 41.6385 137330 16                               
Elmira,NY					   467 7078 562 582 3324 3000 1048 1600 4813 94 -76.807 42.093 97656 35                                 
Enid,OK						   461 6829 626 845 2312 2764 215 1200 8268 95 -97.875 36.395 62820 37                                  
Erie,PA						   605 7715 529 635 5754 2641 2032 1340 4299 96 -80.07299999999999 42.113 279780 39                     
Eugene-Springfield,OR				   741 9370 539 874 5293 3118 2631 3400 3045 97 -122.981 43.952 275226 38                               
Evansville,IN-KY				   550 6743 783 864 3496 2797 1876 1622 5206 98 -87.575 37.97 276252 16                                 
Fall-River,MA-RI				   643 9017 900 861 4602 2439 749 2005 4884 99 -71.101 41.794 157222 20                                 
Fargo-Moorhead,ND-MN				   148 8168 920 503 6325 2506 2111 1414 5594 100 -96.777 46.8765 137574 29                              
Fayetteville,NC					   561 6274 872 1150 4402 3051 844 709 5255 101 -78.877 35.055 247160 28                                
Fayettteville-Sprindale,AR			   549 6686 594 545 3581 2334 1915 1695 4631 102 -94.15049999999999 36.146 100494 3                     
Fitchburg-Leominster,MA				   507 8252 655 655 2244 2799 270 790 5098 103 -71.7775 42.555 94018 20                                 
Flint,MI					   540 7204 724 1671 4912 2511 2163 1355 3724 104 -83.68300000000001 43.022 450449 23                   
Florence,AL					   546 5962 607 516 1454 2427 1021 994 4492 105 -87.675 34.8 135065 2                                   
Florence,SC					   552 6508 818 1334 4963 3109 628 800 4842 106 -79.768 34.197 110163 41                                
Fort-Collins-Lover=land,CO			   490 9951 731 744 2637 2413 1609 4200 6631 107 -105.08 40.49 149184 6                                 
Fort-Lauderdale-Hollywood-Pompano-Beach,FL	   572 10810 1252 1536 4186 2734 2027 2455 7136 108 -80.1373 26.121 1018200 10                          
Fort-Myers,FL					   342 9298 546 787 4583 2729 380 4005 7166 109 -81.873 26.642 205266 10                                
Fort-Pierce,FL					   602 8842 527 1422 2143 3154 368 2058 7973 110 -80.327 27.447 151196 10                               
Fort-Smith,AR-OK				   482 5784 466 663 3092 2927 145 1736 4849 111 -94.41800000000001 35.385 162813 3                      
Fort-Walton-Beach,FL				   536 7554 484 544 2886 2809 87 2092 6342 112 -86.651 30.762 109920 10                                 
Fort-Wayne,IN					   509 6733 1060 710 5416 2772 2846 1711 4195 113 -85.142 41.072 354156 16                              
Forth-Arlington,TX				   528 7956 1038 1348 4472 2627 6466 2366 6862 114 -97.113 32.737 973138 44                             
Fresno,CA					   559 9291 369 1483 4388 2407 3596 2984 5746 115 -119.783 36.732 514621 5                              
Gadsden,AL					   526 5382 622 749 2174 2299 153 300 4220 116 -86.018 34.018 103057 2                                  
Gainesville,FL					   402 7388 1731 1658 3527 3094 3335 1237 5739 117 -82.33 29.66 171371 10                               
Galveston-Texas-City,TX				   727 7767 1437 1213 3423 2809 1756 3000 6026 118 -94.84399999999999 29.3475 195940 44                 
Gary-Hammond,IN					   483 7641 1364 996 5855 2526 4115 1940 3826 119 -87.419 41.615 642781 16                              
Glens-Falls,NY					   476 7120 43 568 2241 2674 603 1883 5166 120 -73.645 43.31 109649 35                                  
Grand-Forks,ND					   105 7898 1109 401 5587 2721 1921 1304 5646 121 -97.03700000000001 47.92 66100 29                     
Grand-Rapids,MI					   513 7780 1274 952 3454 2705 3255 1909 4848 122 -85.67 42.963 601680 23                               
Great-Falls,MT					   410 7143 667 792 3747 2737 401 2176 4697 123 -111.285 47.502 80696 27                                
Greeley,CO					   490 8218 706 994 1641 2854 1254 739 5443 124 -104.693 40.418 123438 6                                
Green-Bay,WI					   367 8401 916 583 3793 2622 2547 1925 5650 125 -88.00700000000001 44.513 175280 49                    
Greensboro-Winston-Salem-High-Point,NC		   626 7064 1694 967 4453 3090 4188 1651 5204 126 -80.0127 36.0417 851851 28                            
Greenville-Spartanburg,SC			   655 6336 1260 1185 3950 3236 2569 1410 5012 127 -82.1725 34.895 569066 41                            
Hagerstown,MD					   568 7763 818 627 3431 2990 825 1491 4477 128 -77.72 39.645 113086 21                                 
Hamilton-Middletown,OH				   542 8227 1135 892 3338 2747 2316 1604 4618 129 -84.48099999999999 39.4565 258787 36                  
Harrisburg-Lebanon-Carlisle,PA			   556 7891 2087 629 6164 3224 3083 1532 5322 130 -76.8343 40.2683 555158 39                            
Hartford,CT					   516 11652 2521 1279 7120 3628 3616 1790 6307 131 -72.675 41.767 715923 7                             
Hickory,NC					   623 6760 1006 765 2703 2726 188 797 4728 132 -81.337 35.737 202711 28                                
Honolulu,HI					   717 17021 1298 891 5911 2502 7168 3703 5187 133 -126.0568 31.7365 762565 12                          
Houma-Thibodaux,LA				   427 7094 583 400 1145 1995 725 2700 6662 134 -90.77 29.696 176876 19                                 
Houston,TX					   424 9760 2467 1499 4626 3271 11073 1825 7464 135 -95.003 29.834 2735766 44                           
Huntington-Ashland,WV-KY-OH			   636 6632 875 665 4001 2525 2195 840 4383 136 -82.524 38.435 336410 50                                
Huntsville,AL					   600 6283 685 924 2661 2257 1921 1075 6412 137 -86.587 34.732 196966 2                                
Indianapolis,IN					   557 7012 2243 1000 5804 2690 6348 1906 5082 138 -86.155 39.77 1166575 16                             
Iowa-City,IA					   434 9429 2437 830 2770 2842 2255 1506 5165 139 -91.535 41.662 81717 13                               
Jackson,MI					   518 6794 679 1021 4800 2654 323 1933 3822 140 -84.40000000000001 42.247 151495 23                    
Jackson,MS					   412 7245 1792 1091 4917 3130 3209 1427 5186 141 -90.19499999999999 32.332 362038 26                  
Jacksonville,FL					   457 6626 1181 1211 5611 3048 2162 2884 6139 142 -81.657 30.33 722252 10                              
Jacksonville,NC					   564 6111 740 967 1780 2646 567 1177 6386 143 -77.43000000000001 34.748 112784 28                     
Janesville-Beloit,WI				   466 7447 700 858 3092 2532 1092 1615 4371 144 -89.026 42.595 139420 49                               
Jersey-City,NJ					   601 8810 1759 1434 4982 2574 7420 1001 4889 145 -74.06699999999999 40.728 556972 32                  
Johnson-City-Kingsport-Bristol,TN-VA		   663 6119 1152 424 2532 2925 1925 2155 4903 146 -82.3335 36.5155 433638 43                            
Johnstown,PA					   547 6524 731 353 4343 2691 666 903 4181 147 -78.92 40.325 264506 39                                  
Joliet,IL					   479 9327 1058 837 4645 2868 3177 1636 4631 148 -88.08 41.527 355042 15                               
Joplin,MO					   580 5159 500 628 2335 2871 80 801 5324 149 -94.467 37.083 127513 25                                  
Kalamazoo,MI					   527 7919 1043 1120 5419 2896 2071 2163 4794 150 -85.583 42.29 212378 23                              
Kankakee,IL					   483 7230 609 976 3444 2855 75 1119 5579 151 -87.867 41.117 102926 15                                 
Kansas-City,KS					   549 8126 1711 1142 5006 3028 1167 1045 6166 152 -94.625 39.117 519031 17                             
Kansas-City,MO					   549 7076 1939 1468 5869 2949 5553 2043 4865 153 -94.54300000000001 39.043 914427 25                  
Kenosha,WI					   496 8516 1067 911 4473 2918 3844 2224 5176 154 -87.82299999999999 42.585 123137 49                   
Kileen-Temple,TX				   365 6463 398 733 2862 3167 920 931 6331 155 -97.53400000000001 31.11 214656 44                       
Knoxville,TN					   670 6692 960 622 4273 2761 3309 2514 5537 156 -83.91800000000001 35.968 565970 43                    
Kokomo,IN					   512 6616 596 413 1817 2904 285 1000 3429 157 -86.133 40.487 103715 16                                
La-Crosse,WI					   352 8310 686 676 6096 3027 1466 1953 5648 158 -91.23699999999999 43.819 91056 49                     
Lafayette,IN					   494 7778 655 465 4956 2945 2235 1814 4333 159 -86.893 40.42 121702 16                                
Lafayette,LA					   429 8572 548 1030 5268 2305 1772 1734 9702 160 -92.02 30.225 190231 19                               
Lake-Charles,LA					   469 6921 314 1093 3549 2336 1456 1855 5872 161 -93.217 30.228 167223 19                              
Lake-County,IL					   514 13282 1237 822 3422 2607 3746 2435 5755 162 -88.61799999999999 39.636 440372 15                  
Lakeland-Winter-Haven,FL			   307 6680 323 1373 3412 2998 309 2513 5594 163 -81.8425 28.0325 321652 10                             
Lancaster,PA					   559 8631 1111 413 3908 3097 1015 1147 5120 164 -76.30800000000001 40.037 362346 39                   
Lansing-East-Lansing,MI				   480 7907 1371 894 5557 2891 4206 1609 4747 165 -84.4295 42.67 419750 23                              
Laredo,TX					   424 6152 465 1050 3322 2827 150 702 5264 166 -99.503 27.507 99258 44                                 
Las-Cruces,NM					   552 6962 588 1457 2989 2736 2804 1609 5341 167 -106.778 32.312 96340 33                              
Las-Vegas,NV					   556 9906 412 1913 5900 2241 1586 3996 6035 168 -115.147 36.172 463087 34                             
Lawrence,KS					   513 7497 621 1018 2931 2700 3150 1752 4573 169 -95.238 38.963 67640 17                               
Lawrence-Haverhill,MA-NH			   548 10414 1202 909 3575 2479 2111 1879 6527 170 -71.43899999999999 43.1757 339090 20                 
Lawton,OK					   479 5850 477 1156 2366 2375 1280 1757 6105 171 -98.41200000000001 34.612 112456 37                   
Lewiston-Auburn,ME				   490 6876 759 764 2941 2694 736 1853 4444 172 -70.223 44.097 84690 22                                 
Lexington-Fayette,KY				   635 8340 1860 1055 4080 2861 3596 1403 6245 173 -84.497 38.048 317629 18                             
Lima,OH						   522 6986 741 855 4084 2629 1352 1428 4313 174 -84.105 40.735 154795 36                               
Lincoln,NE					   398 8256 775 789 5618 2878 4523 1804 4908 175 -96.685 40.823 192884 30                               
Little-Rock,North-Little-Rock,AR		   497 7270 1861 1328 4186 2581 2180 1462 5273 176 -92.27249999999999 34.751 474484 3                   
Longview-Marshall,TX				   500 6608 509 976 2680 2816 334 834 6898 177 -94.55800000000001 32.521 151752 44                      
Lorain-Elyria,OH				   579 8309 1105 609 3629 2582 2565 1602 3301 178 -82.14400000000001 41.415 274909 36                   
Los-Angeles,Long-Beach,CA			   885 13868 5153 1960 4345 3195 23567 3948 5316 179 -118.217 33.9165 7477503 5                         
Louisville,KY-IN				   616 6812 2111 937 5420 3028 4916 1942 5402 180 -85.762 38.247 956756 18                              
Lowell,MA-NH					   526 9640 1083 819 3820 2479 3057 1129 6651 181 -71.313 42.637 243142 20                              
Lubbock,TX					   604 6990 900 1608 4158 2545 3402 1702 5923 182 -101.843 33.583 211651 44                             
Lynchburg,VA					   642 6934 732 643 4909 2803 1079 1439 4926 183 -79.143 37.415 141289 46                               
Macon,Warner-Robbins,GA				   447 6235 593 783 3144 2651 1435 1204 5659 184 -83.63500000000001 32.842 263591 11                    
Madison,WI					   378 9897 2168 779 6084 3047 5123 1944 5448 185 -89.393 43.07 323545 49                               
Manchester,NH					   404 9860 737 633 4595 2728 475 837 7101 186 -71.462 42.995 129305 31                                 
Mansfield,OH					   558 6881 303 1072 2876 2871 554 1133 4386 187 -82.517 40.758 131205 36                               
McAllen-Edinburg-Mission,TX			   238 5345 372 836 2117 2644 1231 1059 5739 188 -98.2435 26.2585 283229 44                             
Medford,OR					   611 9008 256 728 3512 2797 1856 1416 3692 189 -122.867 42.323 132456 38                              
Melbourne-Titusville-Palm-Bay,FL		   582 8721 517 1039 2560 2814 437 3800 7089 190 -80.6687 28.2447 272959 10                             
Memphis,TN-AR-MS				   514 7015 2043 1488 6247 2804 4486 1994 5160 191 -90.057 35.125 913472 43                             
Miami-Hialeah,FL				   634 10267 2314 2459 5202 2879 4837 4300 5840 192 -80.21850000000001 25.6465 1625781 10               
Middlesex-Somerset,Hunterdon,NJ			   559 12135 2589 691 4198 3539 8058 1596 6324 193 -74.503 40.58 886383 32                              
Middletown,CT					   593 11652 884 646 4636 3128 730 1682 6307 194 -72.655 41.562 81582 7                                 
Midland,TX					   603 8672 97 1166 5310 2416 438 1502 9980 195 -102.078 31.995 82636 44                                
Milwaukee,WI					   460 10176 3053 826 4945 3044 8766 2902 4982 196 -87.982 43.033 1397143 49                            
Minneapolis-St.-Paul,MN-WI			   293 9559 3934 906 5606 3013 11714 2158 5843 197 -93.179 44.965 2137133 24                            
Mobile,AL					   442 6704 1469 1511 3345 2779 1764 2164 4565 198 -88.04300000000001 30.688 443536 2                   
Modesto,CA					   639 8630 347 1154 2000 2616 631 833 5107 199 -121.002 37.643 265900 5                                
Monmouth-Ocean,NJ				   615 11660 2482 819 2690 2787 7563 3544 6154 200 -74.075 40.352 849211 32                             
Monroe,LA					   455 6190 331 957 3606 2453 1528 1541 5537 201 -92.117 32.5 139241 19                                 
Montgomery,AL					   483 6754 832 815 3509 2388 1374 1112 4892 202 -86.30800000000001 32.382 272687 2                     
Muncie,IN					   530 5800 949 783 4325 2965 2498 1428 3980 203 -85.387 40.192 128587 16                               
Muskegon,MI					   580 6391 699 1537 3353 2630 529 2666 3708 204 -86.26000000000001 43.228 157589 23                    
Nashua,NH					   538 10757 853 452 3320 2728 2122 1523 6962 205 -71.462 42.757 142527 31                              
Nashville,TN					   600 7800 1850 984 5030 2763 4342 1849 5938 206 -86.764 36.161 850505 43                              
Nassua-Suffolk,NY				   656 11138 3919 566 2119 3234 8640 3705 7371 207 -73.375 40.678 2605813 35                            
New-Bedsford,MA					   643 8087 519 1012 3219 2439 766 1450 4937 208 -70.93000000000001 41.637 166699 20                    
New-Britain,CT					   516 10509 1245 903 4900 3128 1360 1217 6470 209 -72.783 41.668 142241 7                              
New-Haven-Meriden,CT				   583 11460 2068 893 5938 3495 7852 1604 5478 210 -72.851 41.4185 500474 7                             
New-London-Norwich,CT-RI			   583 10218 556 633 4505 3244 1164 2281 6672 211 -72.095 41.443 250839 7                               
New-Orleans,LA					   498 8515 2586 1604 4579 2995 7978 3500 6453 212 -90.063 29.963 1256256 19                            
New-York,NY					   638 13358 7850 2498 8625 2984 56745 3579 5338 213 -73.88 40.849 8274961 35                           
Newark,NJ					   601 14220 4106 1461 3514 3362 14224 1818 5690 214 -74.172 40.737 1878959 32                          
Niagara-Falls,NY				   554 7686 507 775 5561 2538 966 1873 4463 215 -79.057 43.097 227354 35                                
Norfolk-Virginia-Beach-Newport-News,VA		   632 8568 1932 997 3215 3014 7087 2964 5866 216 -76.22669999999999 36.8897 1160311 46                 
Norwalk,CT					   648 20151 2530 625 3536 3029 7273 2268 6432 217 -73.36499999999999 41.123 126692 7                   
Oakland,CA					   910 13135 2362 1533 6430 2646 6162 2394 5457 218 -122.268 37.808 1761759 5                           
Ocala,FL					   333 6750 489 1327 3798 2864 266 3095 7060 219 -82.13500000000001 29.185 122488 10                    
Odessa,TX					   603 6689 384 1698 1944 2721 259 900 7565 220 -102.375 31.858 115374 44                               
Oklahoma-City,OK				   554 7186 1623 1297 4459 2908 4843 1742 8119 221 -97.304 35.296 860969 37                             
Olympia,WA					   726 8263 338 752 4083 2625 708 1451 4912 222 -122.89 47.045 124264 48                                
Omaha,NE-IA					   440 7128 2559 1008 5806 3069 3787 1977 5853 223 -96.008 41.283 585122 30                             
Orange-County,NY				   509 10173 1574 804 3299 2754 6987 1866 5822 224 -74.413 41.453 259603 35                             
Orlando,FL					   457 8196 765 1671 5887 2976 2681 2881 7413 225 -81.377 28.553 700055 10                              
Owensboro,KY					   524 6760 812 568 2273 2491 804 852 6062 226 -87.113 37.768 85949 18                                  
Oxnard-Ventura,CA				   890 14000 1106 791 2238 2155 2769 2135 5514 227 -119.203 34.2375 529174 5                            
Panama-City,FL					   536 6373 201 1344 2778 2500 755 2089 6083 228 -85.697 30.269 97740 10                                
Parkerburg-Marietta,WV-OH			   617 6657 665 488 4399 2503 91 1148 5187 229 -81.45 39.413 157914 36                                  
Pascagoula,MS					   584 6248 593 591 1750 1701 155 1956 4491 230 -88.54900000000001 30.368 118015 26                     
Pawtucket-Woonsocket-Attleboro,RI-MA		   586 9462 1117 744 4738 3058 480 1513 5154 231 -71.39530000000001 41.9433 307403 40                   
Pensacola,FL					   536 6479 563 1472 2918 2914 1954 2160 6029 232 -87.40600000000001 30.661 289782 10                   
Peoria,IL					   491 8388 1184 921 2967 2452 2294 1688 4073 233 -89.592 40.693 365864 15                              
Philadelphia,PA-NJ				   630 8310 5158 1059 5903 3781 17270 1979 5638 234 -75.163 39.95 4716818 39                            
Phoenix,AZ					   536 8921 1584 1268 4729 2942 4573 2472 6415 235 -112.073 33.455 1509052 4                            
Pine-Bluff,AR					   463 5674 617 1169 1671 2554 373 793 4247 236 -92.017 34.223 90718 3                                  
Pittsburgh,PA					   586 8099 3413 687 5616 3544 11069 2145 5261 237 -80.008 40.437 2218870 39                            
Pittsfield,MA					   482 7807 694 638 3759 3264 228 1420 5483 238 -73.253 42.447 83490 20                                 
Portland,ME					   483 8100 834 823 5185 2973 2351 3366 6186 239 -70.23 43.678 193831 22                                
Portland,OR					   768 9912 1590 1504 5947 3343 5160 2532 4535 240 -122.365 45.547 1105699 38                           
Portsmouth-Dover-Rochester,NH-ME		   469 9966 596 475 2321 3026 165 1390 8367 241 -70.8707 43.19 190938 31                                
Poughkeepsie,NY					   488 9981 355 633 4166 2898 785 1670 6746 242 -73.93000000000001 41.702 245055 35                     
Providence,RI					   586 9274 2467 998 5474 3558 6152 2263 5154 243 -71.407 41.817 618514 40                              
Provo-Orem,UT					   500 9321 198 485 4546 2618 1985 3300 3459 244 -111.678 40.2725 218106 45                             
Pueblo,CO					   497 6637 468 1181 3501 2653 1307 1619 4646 245 -104.605 38.24 125972 6                               
Racine,WI					   496 8943 931 1055 3558 2732 1171 2016 4415 246 -87.8 42.727 173132 49                                
Raleigh-Durham,NC				   647 8230 3476 981 6544 3455 5730 1606 6405 247 -78.765 35.8845 561222 28                             
Reading,PA					   614 7614 1154 522 3120 3028 1108 1549 5587 248 -75.928 40.328 312509 39                              
