Year,Month,DayofMonth,DayOfWeek,Carrier,OriginAirportID,DestAirportID,CRSDepTime,DepDelay,DepDel15,CRSArrTime,ArrDelay,ArrDel15,Cancelled
2013,7,12,5,US,11057,14122,1315,-5,0,1434,-11,0,0
2013,6,6,4,WN,13232,13871,2125,22,1,2245,27,1,0
2013,5,2,4,DL,11193,14869,0820,-2,0,1008,-25,0,0
2013,4,11,4,DL,10397,11433,2040,103,1,2242,148,1,0
2013,8,28,3,9E,10423,13244,0600,-2,0,0743,-2,0,0
2013,9,12,4,9E,10721,13244,1705,-7,0,1924,-10,0,0
2013,6,24,1,AA,13930,14492,1500,3,0,1755,-6,0,0
2013,9,14,6,WN,12191,14683,1010,-2,0,1100,-5,0,0
2013,8,30,5,EV,11057,11618,1731,1,0,1929,-10,0,0
2013,8,2,5,WN,15376,12892,1115,-6,0,1250,-12,0,0
2013,4,2,2,YV,10693,11057,1300,-3,0,1517,-11,0,0
2013,5,6,1,EV,11618,13198,1430,-3,0,1640,-27,0,0
2013,6,7,5,WN,12889,14107,0820,0,0,0930,-1,0,0
2013,6,25,2,WN,10721,15016,0645,38,1,0850,16,1,0
2013,6,15,6,UA,12264,12892,1234,-5,0,1459,7,0,0
2013,9,6,5,WN,14831,14679,1720,7,0,1840,0,0,0
2013,4,5,5,WN,13232,14747,0835,7,0,1110,4,0,0
2013,6,14,5,MQ,14122,13930,1225,-4,0,1255,-5,0,0
2013,4,11,4,WN,11292,10140,0805,0,0,0920,-1,0,0
2013,4,21,7,OO,13871,14869,0605,-6,0,0743,-21,0,0
2013,6,18,2,MQ,12478,10693,1640,78,1,1815,76,1,0
2013,6,10,1,YV,13930,13931,1915,3,0,2221,-13,0,0
2013,6,12,3,WN,12191,11259,1700,56,1,1800,49,1,0
2013,6,9,7,DL,13487,12889,1910,64,1,2036,46,1,0
2013,6,4,2,WN,10800,14893,1155,-1,0,1310,-8,0,0
2013,7,23,2,WN,11697,10529,1255,31,1,1600,11,0,0
2013,5,29,3,B6,10721,12264,1600,-9,0,1737,-12,0,0
2013,4,26,5,WN,10721,13198,1655,19,1,1930,19,1,0
2013,8,6,2,WN,10423,13232,1420,3,0,1650,-6,0,0
2013,9,17,2,B6,13204,11618,1959,-5,0,2229,-13,0,0
2013,8,16,5,WN,14107,14908,1215,5,0,1330,1,0,0
2013,8,25,7,DL,11433,12953,1345,-1,0,1537,5,0,0
2013,7,15,1,OO,13930,13342,2100,26,1,2142,35,1,0
2013,4,6,6,DL,12173,14869,2110,10,0,0721,-13,0,0
2013,7,1,1,WN,11066,13232,0600,-6,0,0605,4,0,0
2013,5,19,7,UA,11618,15304,1007,3,0,1259,-14,0,0
2013,6,20,4,AA,11298,15376,1945,23,1,1955,47,1,0
2013,8,30,5,WN,14831,12892,0800,-2,0,0915,-8,0,0
2013,4,5,5,AA,13303,12889,1630,-6,0,1850,-4,0,0
2013,9,9,1,YV,14107,13871,1235,-8,0,1704,-2,0,0
2013,9,25,3,DL,11433,14869,1922,-3,0,2109,-5,0,0
2013,10,24,4,EV,11618,15016,1059,-10,0,1242,-11,0,0
2013,9,4,3,AA,11298,11433,2035,-9,0,0005,-9,0,0
2013,5,1,3,B6,14057,10721,2258,-4,0,0720,-7,0,0
2013,9,6,5,WN,14100,10693,0915,-3,0,1020,6,0,0
2013,6,4,2,AS,10299,14747,1410,-2,0,1830,-2,0,0
2013,6,8,6,US,13204,11057,1905,18,1,2046,13,0,0
2013,4,17,3,AA,13303,10721,1955,-4,0,2310,-20,0,0
2013,7,7,7,WN,14679,14893,1345,-4,0,1515,-13,0,0
2013,8,2,5,AS,11298,14747,1930,-8,0,2130,1,0,0
2013,8,20,2,AA,13930,15304,0810,-9,0,1140,3,0,0
2013,5,8,3,DL,12889,12478,1037,47,1,1835,56,1,0
2013,8,22,4,UA,12892,14122,1043,0,0,1823,-1,0,0
2013,8,7,3,UA,14771,14908,1942,-2,0,2115,-19,0,0
2013,9,13,5,WN,13204,11292,1230,81,1,1420,80,1,0
2013,7,30,2,UA,11298,11618,1402,-9,0,1835,-23,0,0
2013,10,30,3,F9,10140,11292,1446,4,0,1600,-3,0,0
2013,4,26,5,WN,11697,13495,1715,-6,0,1820,-3,0,0
2013,5,17,5,AA,13930,11298,1055,-4,0,1330,-25,0,0
2013,10,3,4,DL,12892,10397,1030,27,1,1744,12,0,0
2013,9,3,2,B6,11618,10721,1405,20,1,1516,7,0,0
2013,7,29,1,AA,13930,10721,1545,1,0,1915,-2,0,0
2013,7,16,2,DL,12191,10397,1529,1,0,1830,-1,0,0
2013,6,2,7,WN,12191,13204,0600,-2,0,0920,-15,0,0
2013,9,15,7,AA,11298,14908,1110,-3,0,1220,-11,0,0
2013,6,7,5,AA,10821,11298,1555,-2,0,1820,-10,0,0
2013,8,8,4,DL,14869,12889,2019,0,0,2042,-7,0,0
2013,5,19,7,AA,14679,11298,1710,27,1,2200,6,0,0
2013,8,23,5,UA,13871,13930,1301,-2,0,1435,-13,0,0
2013,6,16,7,WN,13495,12889,0650,0,0,0825,-2,0,0
2013,4,28,7,DL,14908,10397,0845,20,1,1552,34,1,0
2013,7,29,1,MQ,13930,14524,1025,26,1,1320,14,0,0
2013,4,16,2,WN,14831,14679,1730,4,0,1850,-6,0,0
2013,10,11,5,US,12953,10721,1400,-5,0,1507,-12,0,0
2013,9,4,3,UA,11618,14679,0850,-6,0,1144,-26,0,0
2013,7,12,5,EV,11433,11298,1936,9,0,2120,-18,0,0
2013,5,14,2,OO,10397,13930,1322,4,0,1420,1,0,0
2013,10,20,7,UA,14771,12173,1610,-4,0,1833,-19,0,0
2013,8,10,6,MQ,14122,13930,1035,-6,0,1105,-14,0,0
2013,10,16,3,AA,11298,11618,0740,17,1,1200,-1,0,0
2013,5,23,4,WN,14100,13232,0645,5,0,0755,1,0,0
2013,9,13,5,OO,14679,12892,0931,149,1,1021,148,1,0
2013,7,30,2,YV,14730,11057,1810,-8,0,1932,-16,0,0
2013,5,26,7,MQ,12266,13930,1215,25,1,1445,10,0,0
2013,7,16,2,9E,11433,13931,1730,13,0,1921,8,0,0
2013,8,8,4,VX,12478,12889,0950,-3,0,1220,18,1,0
2013,8,29,4,OO,15376,12892,0955,-2,0,1135,-18,0,0
2013,9,26,4,WN,10721,10821,1855,9,0,2030,12,0,0
2013,4,12,5,DL,10397,14635,2152,7,0,2341,8,0,0
2013,4,22,1,UA,11618,15304,0710,-5,0,1002,8,0,0
2013,6,1,6,UA,11618,12892,1320,1,0,1624,-12,0,0
2013,10,28,1,MQ,12892,14679,0915,14,0,1005,23,1,0
2013,9,1,7,DL,11433,10821,1741,-2,0,1920,-18,0,0
2013,7,8,1,DL,10397,13198,1905,38,1,2014,37,1,0
2013,6,10,1,MQ,13930,11433,2115,29,1,2325,20,1,0
2013,6,15,6,US,11057,13930,1800,-2,0,1901,-16,0,0
2013,9,30,1,OO,13930,10423,1700,-2,0,1940,-15,0,0
2013,10,18,5,DL,12266,10397,0710,-6,0,1009,-11,0,0
2013,4,30,2,DL,11433,14107,0846,-4,0,1020,7,0,0
2013,10,31,4,WN,12892,13198,1325,-2,0,1830,5,0,0
2013,6,15,6,9E,11433,13871,1206,-4,0,1309,-7,0,0
2013,6,6,4,F9,11292,12889,0803,-6,0,0855,-7,0,0
2013,5,3,5,WN,10821,14492,1025,14,0,1130,22,1,0
2013,6,29,6,AA,13303,15016,1325,-1,0,1510,9,0,0
2013,10,8,2,US,14107,14893,1335,-8,0,1530,-5,0,0
2013,5,31,5,WN,13796,10800,1025,-4,0,1130,-9,0,0
2013,7,24,3,WN,14747,11292,0600,4,0,0940,-17,0,0
2013,10,9,3,WN,12451,10821,1050,14,0,1235,18,1,0
2013,6,18,2,VX,12892,13930,1655,13,0,2255,-3,0,0
2013,4,4,4,OO,14771,14869,1643,27,1,1930,16,1,0
2013,8,2,5,9E,11057,12478,1155,-5,0,1357,-14,0,0
2013,8,30,5,9E,14492,13244,1155,8,0,1257,-2,0,0
2013,8,25,7,OO,12892,14771,1130,30,1,1252,30,1,0
2013,6,15,6,DL,13303,10397,1630,-2,0,1831,-6,0,0
2013,7,28,7,AA,11298,13198,1930,10,0,2105,5,0,0
2013,9,21,6,DL,10397,13198,1454,-2,0,1601,-14,0,0
2013,5,21,2,FL,10721,10397,1206,9,0,1447,10,0,0
2013,9,23,1,B6,14747,10721,1055,9,0,1908,-2,0,0
2013,10,14,1,OO,13487,13930,1450,24,1,1613,21,1,0
2013,8,19,1,EV,13930,11193,1510,-4,0,1717,-7,0,0
2013,8,16,5,WN,11292,12889,1540,35,1,1635,26,1,0
2013,10,21,1,OO,13244,10693,1715,-10,0,1813,-18,0,0
2013,6,28,5,AA,13303,12889,0705,-7,0,0900,-17,0,0
2013,7,1,1,HA,12173,14107,1500,7,0,2359,34,1,0
2013,5,16,4,9E,11193,11433,1744,11,0,1901,7,0,0
2013,9,25,3,EV,14683,13487,1135,2,0,1429,-15,0,0
2013,7,14,7,WN,11697,10693,0845,-4,0,1000,-7,0,0
2013,10,28,1,DL,10721,13204,0714,-5,0,1030,-22,0,0
2013,7,29,1,EV,12266,11433,2011,4,0,0007,-14,0,0
2013,5,28,2,EV,11433,11618,2141,0,0,2326,-6,0,0
2013,6,2,7,US,14492,11057,0920,8,0,1017,30,1,0
2013,5,1,3,EV,10821,14492,1805,77,1,1920,80,1,0
2013,6,9,7,WN,14908,11292,1145,-1,0,1500,-9,0,0
2013,10,27,7,WN,13232,12264,0920,1,0,1155,-6,0,0
2013,10,14,1,DL,11618,10397,1530,19,1,1747,5,0,0
2013,6,25,2,WN,13232,13487,1145,2,0,1310,-4,0,0
2013,10,24,4,EV,12266,10693,0745,-10,0,0941,-13,0,0
2013,6,1,6,DL,14100,10397,0630,-6,0,0832,-13,0,0
2013,6,27,4,B6,10821,10721,0835,-6,0,0958,-16,0,0
2013,10,18,5,AA,11298,13871,1315,-4,0,1500,-3,0,0
2013,9,25,3,DL,12889,13487,0915,2,0,1419,-16,0,0
2013,5,3,5,US,12892,11057,0915,-1,0,1649,0,0,0
2013,6,27,4,AA,11298,15376,0950,45,1,1005,23,1,0
2013,10,8,2,US,11057,14683,1820,-2,0,2020,-17,0,0
2013,7,24,3,WN,14057,14107,0600,0,0,0845,-10,0,0
2013,10,12,6,UA,12266,14683,1303,-1,0,1403,3,0,0
2013,10,19,6,UA,12266,13303,1915,0,0,2236,-13,0,0
2013,7,26,5,OO,12266,11298,1555,-1,0,1710,7,0,0
2013,6,4,2,MQ,11066,13930,1925,16,1,1940,15,1,0
2013,7,11,4,AA,12889,13303,1405,19,1,2200,10,0,0
2013,4,5,5,WN,14893,14679,0950,-2,0,1120,-7,0,0
2013,10,4,5,US,13303,14100,0745,-5,0,1033,-15,0,0
2013,8,13,2,9E,13871,11433,1015,36,1,1315,25,1,0
2013,8,18,7,UA,14771,14747,1801,-3,0,1959,-10,0,0
2013,4,30,2,VX,12892,12264,0700,-1,0,1450,2,0,0
2013,5,15,3,OO,14057,14747,0745,-1,0,0838,1,0,0
2013,8,10,6,FL,10397,12451,1719,-12,0,1829,-20,0,0
2013,7,11,4,UA,11292,10721,1246,37,1,1841,56,1,0
2013,9,13,5,WN,12892,12889,1215,13,0,1320,19,1,0
2013,10,22,2,US,14100,12266,1410,-1,0,1652,11,0,0
2013,9,8,7,DL,12892,12889,1300,-5,0,1419,-10,0,0
2013,8,2,5,AA,12892,12478,2335,35,1,0800,12,0,0
2013,6,26,3,AA,14831,11298,0955,0,0,1525,13,0,0
2013,7,18,4,UA,13930,11066,1909,-2,0,2128,-9,0,0
2013,8,20,2,AS,14057,14831,0615,-8,0,0754,-3,0,0
2013,4,12,5,US,14100,14122,2035,-5,0,2143,-7,0,0
2013,7,9,2,AS,14747,14831,0725,-7,0,0928,6,0,0
2013,5,4,6,WN,11292,12892,1035,-4,0,1200,-2,0,0
2013,6,19,3,US,11066,14107,0755,-2,0,0900,1,0,0
2013,7,11,4,AA,13930,15016,1720,48,1,1830,39,1,0
2013,8,26,1,AA,10721,13303,1125,2,0,1445,7,0,0
2013,10,3,4,DL,13303,12953,1745,-4,0,2045,-14,0,0
2013,8,26,1,MQ,11298,14730,0720,-5,0,1025,-9,0,0
2013,7,21,7,DL,14831,13487,1230,-4,0,1812,-13,0,0
2013,7,20,6,AA,13487,11298,1550,23,1,1825,13,0,0
2013,6,23,7,DL,11433,10397,1630,-2,0,1832,0,0,0
2013,8,20,2,FL,10397,13204,1508,1,0,1643,-2,0,0
2013,4,16,2,VX,12892,11697,1600,-2,0,2345,-17,0,0
2013,7,22,1,MQ,13930,11618,0635,28,1,0930,28,1,0
2013,6,24,1,AA,14771,12892,1955,54,1,2135,34,1,0
2013,5,9,4,9E,13931,11433,1055,77,1,1259,78,1,0
2013,8,9,5,WN,14771,14908,1555,15,1,1720,14,0,0
2013,6,2,7,9E,11193,14492,1955,20,1,2120,36,1,0
2013,7,23,2,YV,11057,11042,1135,61,1,1311,49,1,0
2013,10,21,1,WN,14831,13891,1910,-9,0,2030,-25,0,0
2013,9,29,7,EV,11057,11618,1452,-8,0,1649,9,0,0
2013,9,24,2,DL,11433,11298,1726,-7,0,1913,-24,0,0
2013,10,14,1,DL,12892,12339,0950,14,0,1650,-15,0,0
2013,4,30,2,US,14100,10721,2115,-7,0,2234,7,0,0
2013,4,12,5,UA,14771,14100,1620,8,0,0052,-19,0,0
2013,8,27,2,EV,10792,11042,0600,-14,0,0702,-23,0,0
2013,5,21,2,YV,10693,11057,1259,-5,0,1515,43,1,0
2013,8,6,2,WN,11066,12889,0730,0,0,0840,-6,0,0
2013,8,14,3,US,14107,10821,1510,1,0,2237,-6,0,0
2013,4,17,3,WN,13342,13204,1650,3,0,2035,12,0,0
2013,8,14,3,WN,12191,11278,1100,-4,0,1500,-22,0,0
2013,5,28,2,FL,10397,14122,1025,2,0,1209,-3,0,0
2013,8,28,3,FL,11278,10397,1239,-20,0,1427,-36,0,0
2013,8,14,3,UA,12892,11618,2138,-3,0,0600,-24,0,0
2013,4,20,6,UA,12892,13204,0700,-7,0,1444,-25,0,0
2013,10,29,2,DL,13487,14100,0730,-4,0,1108,-26,0,0
2013,8,2,5,WN,14307,10821,2030,-6,0,2155,-21,0,0
2013,4,11,4,DL,10721,11433,1625,8,0,1843,11,0,0
2013,5,16,4,WN,13871,14107,1900,18,1,1950,-1,0,0
2013,10,28,1,FL,13204,10397,0650,-1,0,0815,-5,0,0
2013,7,27,6,WN,14570,12889,0645,-2,0,0755,-6,0,0
2013,9,11,3,UA,14057,14771,1318,-1,0,1505,-6,0,0
2013,9,25,3,DL,12264,10397,1625,16,1,1812,26,1,0
2013,7,14,7,EV,13931,11433,1848,42,1,2049,19,1,0
2013,8,22,4,OO,13487,13244,1315,-1,0,1520,-10,0,0
2013,9,15,7,DL,11292,10397,1715,19,1,2206,5,0,0
2013,6,13,4,WN,11259,13198,0740,2,0,0905,-2,0,0
2013,8,27,2,WN,12451,13931,1430,-1,0,1600,-3,0,0
2013,4,21,7,WN,14679,14831,2130,8,0,2250,6,0,0
2013,9,29,7,UA,14908,11292,1524,1,0,1841,-9,0,0
2013,6,4,2,FL,14771,14908,0735,-4,0,0900,-2,0,0
2013,6,20,4,WN,13342,11292,0615,-1,0,0745,-13,0,0
2013,10,7,1,AA,13891,11298,1150,1,0,1645,9,0,0
2013,6,1,6,OO,12892,15376,2225,1,0,2350,1,0,0
2013,8,3,6,AA,12892,11298,1530,31,1,2045,22,1,0
2013,5,26,7,WN,14908,14831,1215,3,0,1330,-2,0,0
2013,6,13,4,AA,13930,12892,1410,65,1,1635,56,1,0
2013,9,25,3,WN,13487,15016,0645,-2,0,0815,-18,0,0
2013,9,19,4,AA,13930,14635,1005,265,1,1355,255,1,0
2013,7,2,2,US,12953,11278,1400,-3,0,1512,-7,0,0
2013,4,23,2,OO,15376,14869,1130,-6,0,1423,-7,0,0
2013,4,18,4,WN,12339,12889,1225,17,1,1330,9,0,0
2013,10,23,3,WN,15016,12889,0925,-3,0,1055,-3,0,0
2013,7,18,4,US,11057,10397,2225,11,0,2328,11,0,0
2013,6,20,4,DL,13244,12953,0825,-3,0,1211,-6,0,0
2013,8,5,1,US,14107,14869,1010,2,0,1247,-4,0,0
2013,10,15,2,FL,12953,10397,0810,0,0,1037,-12,0,0
2013,4,20,6,OO,11298,14771,1332,-1,0,1532,-1,0,0
2013,10,3,4,F9,11292,12266,0700,-6,0,1019,-8,0,0
2013,7,22,1,MQ,13930,11193,2100,29,1,2305,30,1,0
2013,4,17,3,OO,11042,13342,2054,94,1,2112,110,1,0
2013,5,1,3,UA,10423,11618,1432,-6,0,1924,-6,0,0
2013,5,16,4,9E,11193,11057,0942,-1,0,1116,-16,0,0
