order_id	dt	revenue
218	2018-03-18	5980
219	2018-03-18	7320
220	2018-03-18	8360
221	2018-03-20	3240
222	2018-03-21	6970
223	2018-03-21	6800
224	2018-03-21	9930
225	2018-03-21	7330
226	2018-03-23	3340
227	2018-03-23	4960
228	2018-03-23	6390
229	2018-03-23	3270
230	2018-03-24	8260
231	2018-03-24	4970
232	2018-03-25	5170
233	2018-03-26	9340
234	2018-03-26	3040
235	2018-03-26	5620
236	2018-03-26	6670
237	2018-03-26	7830
238	2018-03-27	3120
239	2018-03-27	5720
240	2018-03-28	9520
241	2018-03-28	7810
242	2018-03-28	8560
243	2018-03-29	5350
244	2018-03-30	3010
245	2018-03-30	8110
246	2018-03-30	2680
247	2018-03-30	8810
248	2018-03-30	5490
249	2018-03-31	5290
250	2018-03-31	4120
251	2018-03-31	7430
252	2018-03-31	9650
253	2018-03-31	2720
254	2018-04-01	5540
255	2018-04-02	8660
256	2018-04-02	4430
257	2018-04-02	2630
258	2018-04-03	2920
259	2018-04-03	6730
260	2018-04-03	4770
261	2018-04-04	7750
262	2018-04-04	6620
263	2018-04-04	4140
264	2018-04-04	7100
265	2018-04-05	3390
266	2018-04-05	8210
267	2018-04-06	8360
268	2018-04-06	7630
269	2018-04-07	6190
270	2018-04-07	3480
271	2018-04-08	5220
272	2018-04-08	7750
273	2018-04-08	7860
274	2018-04-09	8120
275	2018-04-09	3670
276	2018-04-09	9960
277	2018-04-10	9400
278	2018-04-10	4120
279	2018-04-11	6680
280	2018-04-12	3830
281	2018-04-12	4120
282	2018-04-12	4960
283	2018-04-12	9310
284	2018-04-12	6350
285	2018-04-13	3620
286	2018-04-13	9460
287	2018-04-13	3730
288	2018-04-14	7880
289	2018-04-14	2880
290	2018-04-15	9410
291	2018-04-15	3000
292	2018-04-16	5680
293	2018-04-16	4530
294	2018-04-16	8710
295	2018-04-17	4550
296	2018-04-17	3400
297	2018-04-17	8320
298	2018-04-17	4730
299	2018-04-17	8950
300	2018-04-17	8360
301	2018-04-17	3410
302	2018-04-18	3310
303	2018-04-19	6350
304	2018-04-19	9950
305	2018-04-19	5800
306	2018-04-20	5920
307	2018-04-20	9790
308	2018-04-20	7240
309	2018-04-20	6190
310	2018-04-20	5260
311	2018-04-20	2940
312	2018-04-20	10000
313	2018-04-21	3140
314	2018-04-22	6360
315	2018-04-23	7020
316	2018-04-24	7420
317	2018-04-24	4920
318	2018-04-24	4590
319	2018-04-24	3060
320	2018-04-25	5690
321	2018-04-25	7840
322	2018-04-26	9660
323	2018-04-26	8650
324	2018-04-27	3270
325	2018-04-27	9660
326	2018-04-28	9990
327	2018-04-28	3090
328	2018-04-28	5760
329	2018-04-29	5450
330	2018-04-29	6580
331	2018-04-29	7740
332	2018-04-30	7530
333	2018-04-30	7140
334	2018-05-01	6980
335	2018-05-01	3310
336	2018-05-01	6660
337	2018-05-01	5070
338	2018-05-02	7040
339	2018-05-02	7150
340	2018-05-02	7990
341	2018-05-03	5770
342	2018-05-03	4130
343	2018-05-03	5850
344	2018-05-04	6620
345	2018-05-05	6260
346	2018-05-06	7960
347	2018-05-06	6600
348	2018-05-06	8890
349	2018-05-07	4850
350	2018-05-09	4070
351	2018-05-09	3200
352	2018-05-09	8250
353	2018-05-09	7750
354	2018-05-10	7810
355	2018-05-12	5130
356	2018-05-12	2950
357	2018-05-13	8500
358	2018-05-13	9550
359	2018-05-14	5970
360	2018-05-14	3040
361	2018-05-15	7020
362	2018-05-15	6000
363	2018-05-15	5770
364	2018-05-16	8880
365	2018-05-16	7380
366	2018-05-16	3260
367	2018-05-17	7720
368	2018-05-17	3490
369	2018-05-17	4840
370	2018-05-17	7630
371	2018-05-18	5990
372	2018-05-18	9860
373	2018-05-19	5410
374	2018-05-19	3500
375	2018-05-19	5720
376	2018-05-20	3080
377	2018-05-21	4510
378	2018-05-21	3310
379	2018-05-21	5840
380	2018-05-22	7750
381	2018-05-22	4920
382	2018-05-23	4000
383	2018-05-23	6210
384	2018-05-24	3900
385	2018-05-24	5180
386	2018-05-25	9640
387	2018-05-25	5260
388	2018-05-25	9370
389	2018-05-25	7360
390	2018-05-25	4600
391	2018-05-26	4570
392	2018-05-26	8230
393	2018-05-27	9130
394	2018-05-27	8020
395	2018-05-27	8970
396	2018-05-27	6740
397	2018-05-27	7360
398	2018-05-27	3930
399	2018-05-28	6080
400	2018-05-28	7520
401	2018-05-28	5240
402	2018-05-29	5840
403	2018-05-29	3350
404	2018-05-29	9590
405	2018-05-29	8640
406	2018-05-30	3630
407	2018-05-30	6640
408	2018-05-31	3660
409	2018-05-31	7920
410	2018-06-01	4460
411	2018-06-01	2570
412	2018-06-02	7460
413	2018-06-02	6270
414	2018-06-02	5280
415	2018-06-03	5410
416	2018-06-03	7080
417	2018-06-04	5320
418	2018-06-04	6760
419	2018-06-04	4040
420	2018-06-05	9320
421	2018-06-05	7560
422	2018-06-05	8050
423	2018-06-05	9640
424	2018-06-05	3310
425	2018-06-06	6600
426	2018-06-06	6190
427	2018-06-07	6050
428	2018-06-07	6760
429	2018-06-07	9040
430	2018-06-08	2730
431	2018-06-08	6400
432	2018-06-08	6320
433	2018-06-09	2900
434	2018-06-10	7440
435	2018-06-10	7690
436	2018-06-10	5650
437	2018-06-10	6890
438	2018-06-11	5780
439	2018-06-12	7430
440	2018-06-12	6180
441	2018-06-12	6530
442	2018-06-12	8890
443	2018-06-12	9970
444	2018-06-12	7970
445	2018-06-12	3610
446	2018-06-14	8860
447	2018-06-14	3470
448	2018-06-14	6980
449	2018-06-15	2550
450	2018-06-15	7540
451	2018-06-15	5970
452	2018-06-16	5310
453	2018-06-17	4240
454	2018-06-17	3730
455	2018-06-17	5630
456	2018-06-17	2820
457	2018-06-18	5990
458	2018-06-19	7960
459	2018-06-19	5500
460	2018-06-19	4850
461	2018-06-20	7090
462	2018-06-21	3370
463	2018-06-21	7100
464	2018-06-21	3420
465	2018-06-21	5990
466	2018-06-22	9870
467	2018-06-22	2600
468	2018-06-23	3890
469	2018-06-23	4460
470	2018-06-23	5510
471	2018-06-23	6790
472	2018-06-23	3410
473	2018-06-24	8810
474	2018-06-24	5350
475	2018-06-25	3210
476	2018-06-25	3560
477	2018-06-26	4040
478	2018-06-26	5630
479	2018-06-26	3150
480	2018-06-27	9900
481	2018-06-27	7550
482	2018-06-27	4870
483	2018-06-27	5020
484	2018-06-29	3180
485	2018-06-29	9730
486	2018-06-30	6800
487	2018-06-30	7770
488	2018-06-30	3850
489	2018-07-01	7460
490	2018-07-01	7220
491	2018-07-01	8170
492	2018-07-01	7090
493	2018-07-02	3540
494	2018-07-02	7880
495	2018-07-02	8410
496	2018-07-03	2640
497	2018-07-03	9230
498	2018-07-03	3440
499	2018-07-03	6150
500	2018-07-04	5850
501	2018-07-05	3390
502	2018-07-05	9360
503	2018-07-07	8540
504	2018-07-07	4670
505	2018-07-07	6920
506	2018-07-08	4870
507	2018-07-08	5510
508	2018-07-09	9910
509	2018-07-09	2620
510	2018-07-09	8470
511	2018-07-10	3810
512	2018-07-10	9150
513	2018-07-10	5990
514	2018-07-10	5310
515	2018-07-10	3840
516	2018-07-11	3390
517	2018-07-11	8410
518	2018-07-11	5640
519	2018-07-11	8980
520	2018-07-11	9250
521	2018-07-11	5970
522	2018-07-12	7560
523	2018-07-12	6290
524	2018-07-13	8630
525	2018-07-13	8370
526	2018-07-13	6760
527	2018-07-14	5600
528	2018-07-15	7760
529	2018-07-15	7100
530	2018-07-15	8310
531	2018-07-15	6270
532	2018-07-15	3420
533	2018-07-16	6670
534	2018-07-17	8650
535	2018-07-17	7570
536	2018-07-18	5440
537	2018-07-19	3920
538	2018-07-19	5160
539	2018-07-19	3290
540	2018-07-20	3690
541	2018-07-20	9430
542	2018-07-20	6840
543	2018-07-20	3780
544	2018-07-20	3040
545	2018-07-21	8990
546	2018-07-22	8240
547	2018-07-22	7090
548	2018-07-23	3710
549	2018-07-23	8460
550	2018-07-23	4380
551	2018-07-23	3340
552	2018-07-24	8530
553	2018-07-24	3580
554	2018-07-24	3780
555	2018-07-25	7030
556	2018-07-25	9710
557	2018-07-26	7550
558	2018-07-26	3960
559	2018-07-26	9090
560	2018-07-27	7800
561	2018-07-27	4140
562	2018-07-27	5260
563	2018-07-27	7300
564	2018-07-28	8780
565	2018-07-29	4400
566	2018-07-29	6920
567	2018-07-30	6590
568	2018-07-30	7810
569	2018-07-30	3500
570	2018-07-30	6480
571	2018-07-31	8290
572	2018-08-01	3620
573	2018-08-01	7370
574	2018-08-02	4030
575	2018-08-02	3050
576	2018-08-03	3700
577	2018-08-03	8250
578	2018-08-04	6020
579	2018-08-04	3300
580	2018-08-04	5550
581	2018-08-04	6250
582	2018-08-04	7350
583	2018-08-05	5520
584	2018-08-05	2760
585	2018-08-05	4180
586	2018-08-05	6370
587	2018-08-06	5300
588	2018-08-06	4760
589	2018-08-06	6960
590	2018-08-06	5500
591	2018-08-06	8490
592	2018-08-06	3580
593	2018-08-07	6910
594	2018-08-07	7580
595	2018-08-07	6720
596	2018-08-08	5710
597	2018-08-08	7260
598	2018-08-08	6370
599	2018-08-09	5110
600	2018-08-10	4640
601	2018-08-10	5770
602	2018-08-11	7090
603	2018-08-11	4740
604	2018-08-12	6910
605	2018-08-13	3830
606	2018-08-14	8720
607	2018-08-14	8860
608	2018-08-14	3300
609	2018-08-14	9990
610	2018-08-14	9320
611	2018-08-14	3080
612	2018-08-15	5260
613	2018-08-15	5520
614	2018-08-15	3860
615	2018-08-15	8790
616	2018-08-15	5570
617	2018-08-15	4190
618	2018-08-15	3560
619	2018-08-15	9330
620	2018-08-16	8180
621	2018-08-16	9970
622	2018-08-17	4720
623	2018-08-18	8600
624	2018-08-18	4410
625	2018-08-18	5840
626	2018-08-18	3040
627	2018-08-20	6760
628	2018-08-21	9240
629	2018-08-22	9440
630	2018-08-22	3190
631	2018-08-23	6000
632	2018-08-23	4840
633	2018-08-24	9920
634	2018-08-24	6350
635	2018-08-24	3880
636	2018-08-25	4250
637	2018-08-25	2960
638	2018-08-26	9150
639	2018-08-26	2910
640	2018-08-26	8440
641	2018-08-26	8970
642	2018-08-26	9150
643	2018-08-26	3460
644	2018-08-27	5670
645	2018-08-27	9950
646	2018-08-28	7160
647	2018-08-28	8340
648	2018-08-28	8090
649	2018-08-29	5650
650	2018-08-30	7410
651	2018-08-30	3600
652	2018-08-30	8270
653	2018-08-30	3540
654	2018-08-31	6620
655	2018-08-31	6440
656	2018-09-01	4080
657	2018-09-01	7970
658	2018-09-01	5240
659	2018-09-01	4590
660	2018-09-01	2890
661	2018-09-02	9140
662	2018-09-02	9430
663	2018-09-02	4030
664	2018-09-02	9460
665	2018-09-04	7940
666	2018-09-04	6300
667	2018-09-04	6100
668	2018-09-05	5660
669	2018-09-06	6740
670	2018-09-06	3090
671	2018-09-06	3360
672	2018-09-07	9760
673	2018-09-07	8820
674	2018-09-08	9170
675	2018-09-08	9800
676	2018-09-08	8770
677	2018-09-08	7700
678	2018-09-08	7970
679	2018-09-08	3140
680	2018-09-09	8480
681	2018-09-09	6780
682	2018-09-10	6960
683	2018-09-10	5690
684	2018-09-10	9070
685	2018-09-11	2820
686	2018-09-11	7980
687	2018-09-11	3210
688	2018-09-12	2780
689	2018-09-14	3440
690	2018-09-14	5700
691	2018-09-15	2840
692	2018-09-15	7440
693	2018-09-15	5110
694	2018-09-15	7880
695	2018-09-16	4710
696	2018-09-18	4280
697	2018-09-18	6040
698	2018-09-18	4020
699	2018-09-18	3760
700	2018-09-18	7460
701	2018-09-19	4390
702	2018-09-19	9000
703	2018-09-19	6200
704	2018-09-19	9350
705	2018-09-20	4080
706	2018-09-20	7760
707	2018-09-20	8390
708	2018-09-20	4880
709	2018-09-20	5100
710	2018-09-21	9220
711	2018-09-21	5730
712	2018-09-22	5340
713	2018-09-22	9440
714	2018-09-22	8480
715	2018-09-23	6350
716	2018-09-23	5480
717	2018-09-23	8590
718	2018-09-23	8100
719	2018-09-24	8430
720	2018-09-24	5750
721	2018-09-24	8720
722	2018-09-24	3810
723	2018-09-25	5440
724	2018-09-25	7440
725	2018-09-25	8310
726	2018-09-26	4290
727	2018-09-26	4360
728	2018-09-27	4690
729	2018-09-27	4580
730	2018-09-27	4420
731	2018-09-27	6330
732	2018-09-28	7500
733	2018-09-28	3010
734	2018-09-28	3730
735	2018-09-29	8610
736	2018-09-29	9200
737	2018-09-29	7170
738	2018-09-30	3750
739	2018-09-30	3760
740	2018-09-30	5200
741	2018-09-30	5720
742	2018-09-30	4710
743	2018-09-30	7620
744	2018-10-01	5330
745	2018-10-01	8560
746	2018-10-01	6490
747	2018-10-01	9640
748	2018-10-02	5900
749	2018-10-02	2970
750	2018-10-02	9170
751	2018-10-03	3710
752	2018-10-03	6620
753	2018-10-03	6150
754	2018-10-04	4980
755	2018-10-05	3370
756	2018-10-06	9420
757	2018-10-06	3110
758	2018-10-06	3830
759	2018-10-07	3640
760	2018-10-07	7430
761	2018-10-07	6300
762	2018-10-07	3590
763	2018-10-08	4100
764	2018-10-08	3420
765	2018-10-08	6680
766	2018-10-08	7040
767	2018-10-09	8820
768	2018-10-09	8290
769	2018-10-10	5330
770	2018-10-10	5710
771	2018-10-10	6860
772	2018-10-10	9990
773	2018-10-10	6540
774	2018-10-10	6850
775	2018-10-11	8640
776	2018-10-11	4300
777	2018-10-11	8300
778	2018-10-11	3890
779	2018-10-12	9060
780	2018-10-12	3210
781	2018-10-13	7170
782	2018-10-13	8930
783	2018-10-13	8030
784	2018-10-14	8510
785	2018-10-14	7870
786	2018-10-14	8940
787	2018-10-15	9390
788	2018-10-15	8520
789	2018-10-16	6740
790	2018-10-16	3090
791	2018-10-16	3190
792	2018-10-17	9590
793	2018-10-17	6830
794	2018-10-17	4260
795	2018-10-18	4660
796	2018-10-18	3540
797	2018-10-18	5280
798	2018-10-18	3010
799	2018-10-19	7370
800	2018-10-19	4550
801	2018-10-20	4410
802	2018-10-20	2860
803	2018-10-20	6620
804	2018-10-20	9820
805	2018-10-20	5550
806	2018-10-21	2630
807	2018-10-21	7100
808	2018-10-22	4860
809	2018-10-22	5840
810	2018-10-22	2700
811	2018-10-22	9130
812	2018-10-23	5790
813	2018-10-23	9130
814	2018-10-23	9030
815	2018-10-24	9040
816	2018-10-24	4490
817	2018-10-25	9680
818	2018-10-25	5020
819	2018-10-26	8600
820	2018-10-26	4030
821	2018-10-27	2780
822	2018-10-27	3030
823	2018-10-27	9730
824	2018-10-28	7560
825	2018-10-28	4660
826	2018-10-29	2560
827	2018-10-29	3370
828	2018-10-29	5570
829	2018-10-29	8920
830	2018-10-29	4670
831	2018-10-30	7140
832	2018-10-31	5110
833	2018-10-31	2890
834	2018-10-31	7760
835	2018-10-31	3370
836	2018-10-31	5350
837	2018-11-01	5730
838	2018-11-01	4870
839	2018-11-01	3830
840	2018-11-01	5530
841	2018-11-01	6740
842	2018-11-01	9040
843	2018-11-02	4070
844	2018-11-03	4610
845	2018-11-04	9750
846	2018-11-05	7980
847	2018-11-05	5990
848	2018-11-06	5440
849	2018-11-07	5270
850	2018-11-07	4810
851	2018-11-07	5430
852	2018-11-08	5290
853	2018-11-09	6380
854	2018-11-09	5410
855	2018-11-09	3670
856	2018-11-10	5070
857	2018-11-10	2790
858	2018-11-10	9780
859	2018-11-11	5300
860	2018-11-11	8420
861	2018-11-11	3290
862	2018-11-11	7420
863	2018-11-11	4960
864	2018-11-11	6210
865	2018-11-12	4070
866	2018-11-12	9750
867	2018-11-13	8850
868	2018-11-13	5610
869	2018-11-13	2610
870	2018-11-13	6760
871	2018-11-14	5940
872	2018-11-15	8520
873	2018-11-15	5160
874	2018-11-15	5740
875	2018-11-16	8920
876	2018-11-16	7570
877	2018-11-16	3120
878	2018-11-16	7770
879	2018-11-16	3270
880	2018-11-16	8390
881	2018-11-17	4450
882	2018-11-18	6800
883	2018-11-18	4190
884	2018-11-18	9250
885	2018-11-18	5070
886	2018-11-19	5330
887	2018-11-19	6230
888	2018-11-19	8170
889	2018-11-20	9340
890	2018-11-20	8180
891	2018-11-20	5480
892	2018-11-20	3950
893	2018-11-21	3110
894	2018-11-21	9840
895	2018-11-21	7120
896	2018-11-21	3640
897	2018-11-21	4010
898	2018-11-22	3780
899	2018-11-22	5400
900	2018-11-23	8360
901	2018-11-23	8310
902	2018-11-23	8430
903	2018-11-23	4020
904	2018-11-23	8280
905	2018-11-23	6760
906	2018-11-23	9780
907	2018-11-24	3180
908	2018-11-24	8150
909	2018-11-24	6970
910	2018-11-25	7480
911	2018-11-25	2720
912	2018-11-26	9070
913	2018-11-27	4710
914	2018-11-27	9830
915	2018-11-27	9240
916	2018-11-27	7020
917	2018-11-27	9400
918	2018-11-27	9750
919	2018-11-28	3990
920	2018-11-28	6100
921	2018-11-28	3890
922	2018-11-28	7010
923	2018-11-29	4870
924	2018-11-30	5540
925	2018-12-01	3340
926	2018-12-02	9950
927	2018-12-02	9300
928	2018-12-02	7360
929	2018-12-03	7870
930	2018-12-03	5290
931	2018-12-03	5400
932	2018-12-04	9060
933	2018-12-04	6300
934	2018-12-04	5140
935	2018-12-05	9120
936	2018-12-05	5660
937	2018-12-05	7910
938	2018-12-06	4700
939	2018-12-07	6310
940	2018-12-07	4900
941	2018-12-07	5000
942	2018-12-07	5180
943	2018-12-08	6980
944	2018-12-08	7390
945	2018-12-08	6010
946	2018-12-08	7330
947	2018-12-09	6230
948	2018-12-10	9920
949	2018-12-10	2990
950	2018-12-10	4080
951	2018-12-12	8540
952	2018-12-13	8640
953	2018-12-13	9310
954	2018-12-13	8330
955	2018-12-13	6740
956	2018-12-14	7800
957	2018-12-15	7340
958	2018-12-16	8580
959	2018-12-16	3900
960	2018-12-17	3920
961	2018-12-17	6890
962	2018-12-17	9820
963	2018-12-17	4930
964	2018-12-18	5440
965	2018-12-19	3420
966	2018-12-19	3280
967	2018-12-19	7090
968	2018-12-19	4490
969	2018-12-19	6780
970	2018-12-20	6240
971	2018-12-20	5810
972	2018-12-20	9720
973	2018-12-21	2500
974	2018-12-21	5170
975	2018-12-22	5540
976	2018-12-22	3320
977	2018-12-22	3130
978	2018-12-22	7710
979	2018-12-23	9770
980	2018-12-23	3630
981	2018-12-24	5440
982	2018-12-24	8870
983	2018-12-24	7170
984	2018-12-24	5950
985	2018-12-25	3420
986	2018-12-25	7820
987	2018-12-26	8760
988	2018-12-26	4430
989	2018-12-27	3050
990	2018-12-27	3410
991	2018-12-27	3820
992	2018-12-28	8660
993	2018-12-28	7480
994	2018-12-29	3510
995	2018-12-29	4970
996	2018-12-29	3110
997	2018-12-30	6030
998	2018-12-30	7650
999	2018-12-30	7520
1000	2018-12-30	7880
