branch,ncust,customer,age,ed,employ,address,income,debtinc,creddebt,othdebt,default
3,3017,10567,41,High school degree,16,11,56,3.4000000000000004,0.8967840000000001,1.0072160000000001,No
3,3017,10746,23,College degree,0,2,118,6.4,0.294528,7.257472000000001,No
3,3017,10775,45,Post-undergraduate degree,1,4,58,15.4,2.36698,6.5650200000000005,Yes
3,3017,10776,37,Some college,15,10,65,5.0,1.30325,1.94675,No
3,3017,10797,47,High school degree,23,14,46,11.700000000000001,0.8395920000000001,4.542408,No
3,3017,10798,23,College degree,0,2,42,6.7,1.584282,1.229718,No
3,3017,10800,18,High school degree,0,0,19,5.2,0.31615999999999994,0.67184,Yes
3,3017,10802,19,High school degree,0,0,21,2.0,0.27636,0.14364,Yes
3,3017,10805,41,Did not complete high school,3,12,23,10.6,0.14627999999999997,2.2917199999999998,Yes
3,3017,10824,42,High school degree,3,12,76,5.2,0.723216,3.228784,Yes
3,3017,10839,29,College degree,2,3,45,3.0,0.6695999999999999,0.6804,No
3,3017,10870,24,College degree,0,2,41,8.4,0.788676,2.6553240000000002,No
3,3017,10884,45,Post-undergraduate degree,9,11,48,10.2,3.52512,1.37088,No
3,3017,10887,39,College degree,8,9,259,7.199999999999999,1.5477839999999998,17.100216,No
3,3017,10893,40,High school degree,15,6,46,10.6,0.8191679999999999,4.056832,No
3,3017,10927,21,Some college,0,0,17,17.599999999999998,1.3733279999999999,1.618672,Yes
3,3017,10935,55,Some college,34,16,150,9.9,0.7276500000000001,14.12235,No
3,3017,11045,29,High school degree,6,4,35,3.3000000000000003,0.19866,0.95634,Yes
3,3017,11057,22,Some college,0,0,24,5.2,0.2808,0.9672000000000001,Yes
3,3017,11080,58,College degree,24,18,70,6.800000000000001,2.2990800000000005,2.46092,No
3,3017,11199,53,High school degree,14,19,67,6.1,1.06262,3.02438,No
3,3017,11267,31,Some college,5,7,25,6.800000000000001,0.43010000000000004,1.2699000000000003,No
3,3017,11288,26,Did not complete high school,4,2,23,6.9,0.16504800000000003,1.421952,No
3,3017,11307,23,College degree,0,0,28,19.2,1.72032,3.6556800000000003,Yes
3,3017,11329,25,High school degree,1,3,19,28.599999999999998,2.33662,3.0973799999999994,Yes
3,3017,11337,52,Some college,23,10,153,4.5,2.12058,4.764419999999999,No
3,3017,11344,25,Some college,0,1,35,9.700000000000001,0.132405,3.262595,Yes
3,3017,11363,22,College degree,0,1,31,22.8,1.314648,5.7533520000000005,Yes
3,3017,11423,38,Some college,8,8,35,26.400000000000002,3.7791600000000005,5.460839999999999,No
3,3017,11461,42,High school degree,16,11,49,9.700000000000001,0.556101,4.196899,No
3,3017,11466,52,Did not complete high school,5,18,36,9.8,1.400616,2.127384,No
3,3017,11472,30,Did not complete high school,2,3,18,3.0,0.07236,0.46764000000000006,Yes
3,3017,11475,59,College degree,20,16,144,3.4000000000000004,2.4920640000000005,2.4039360000000003,No
3,3017,11512,34,Some college,5,5,44,5.6000000000000005,0.744128,1.719872,No
3,3017,11557,33,Did not complete high school,11,6,52,9.1,0.9464000000000001,3.7856,Yes
3,3017,11569,26,Some college,2,3,21,8.200000000000001,0.54243,1.17957,No
3,3017,11628,25,Some college,2,1,26,11.899999999999999,1.2375999999999998,1.8564,Yes
3,3017,11652,19,High school degree,0,0,43,21.2,3.427616,5.688383999999999,Yes
3,3017,11661,41,Post-undergraduate degree,7,12,47,5.2,1.6350360000000002,0.8089639999999998,No
3,3017,11690,36,High school degree,2,9,27,9.3,0.735723,1.775277,Yes
3,3017,11703,20,High school degree,0,0,21,10.2,0.552636,1.5893639999999998,No
3,3017,11712,35,High school degree,6,5,26,2.5,0.44655,0.20345000000000002,No
3,3017,11755,33,College degree,3,4,34,1.2,0.22684800000000002,0.181152,No
3,3017,11783,38,College degree,0,12,37,2.0,0.09545999999999999,0.64454,No
3,3017,11809,40,High school degree,6,6,36,6.6000000000000005,1.5776640000000002,0.7983360000000002,Yes
3,3017,11852,39,High school degree,7,6,82,17.4,3.7096799999999996,10.558319999999998,No
3,3017,11859,18,High school degree,0,0,12,8.200000000000001,0.150552,0.833448,Yes
3,3017,11860,66,Did not complete high school,40,17,149,13.100000000000001,7.788081000000001,11.730919,No
3,3017,11897,43,High school degree,6,6,40,6.6000000000000005,0.5016,2.1384,No
3,3017,11916,39,College degree,14,8,46,6.5,0.49933000000000005,2.49067,No
3,3017,11941,27,Some college,5,4,27,10.5,0.99225,1.84275,No
3,3017,11964,47,Some college,17,13,111,8.799999999999999,5.733816,4.034183999999999,No
3,3017,11973,25,Did not complete high school,9,3,25,23.5,0.34075,5.53425,Yes
3,3017,11995,57,Some college,7,14,43,20.8,2.495376,6.448623999999999,Yes
3,3017,12099,69,Did not complete high school,6,24,60,18.6,1.27224,9.88776,No
3,3017,12104,20,Some college,0,0,22,4.2,0.5368440000000001,0.38715599999999994,Yes
3,3017,12110,42,Did not complete high school,15,7,60,6.1,2.013,1.6470000000000002,No
3,3017,12133,33,High school degree,12,5,70,5.7,0.82593,3.16407,No
3,3017,12149,41,High school degree,10,7,29,4.2,0.47380199999999995,0.744198,No
3,3017,12157,35,Some college,0,7,36,4.7,0.546516,1.145484,No
3,3017,12239,46,Some college,20,16,122,6.7,2.8935960000000005,5.280404000000001,No
3,3017,12382,24,College degree,0,1,27,4.2,0.44226000000000004,0.69174,No
3,3017,12439,34,Some college,7,8,43,30.3,3.921729,9.107271,Yes
3,3017,12540,36,High school degree,7,4,41,18.9,3.1770899999999997,4.57191,No
3,3017,12596,19,Did not complete high school,0,0,18,15.1,0.7936559999999999,1.924344,Yes
3,3017,12638,29,Post-undergraduate degree,1,4,51,1.3,0.281775,0.3812249999999999,No
3,3017,12687,44,High school degree,7,9,59,8.4,1.769292,3.1867080000000003,No
3,3017,12710,19,High school degree,0,0,28,11.700000000000001,0.8222760000000001,2.4537240000000002,No
3,3017,12729,39,Did not complete high school,2,9,29,3.6999999999999997,0.476412,0.5965879999999999,No
3,3017,12759,30,College degree,5,5,222,2.9000000000000004,1.9700280000000003,4.4679720000000005,No
3,3017,12779,72,High school degree,44,13,187,9.2,4.713896,12.490104,No
3,3017,12841,18,High school degree,0,0,30,7.000000000000001,0.8085,1.2915,Yes
3,3017,12910,28,Some college,7,5,30,8.5,0.4590000000000001,2.091,No
3,3017,12946,24,Did not complete high school,5,2,27,10.0,1.2933000000000001,1.4067,No
3,3017,13005,33,High school degree,8,4,45,12.1,0.10890000000000001,5.3361,No
3,3017,13013,34,College degree,11,4,132,4.7,1.5137759999999998,4.690224,No
13,3080,60060,46,College degree,7,16,41,2.5,0.351575,0.6734250000000002,No
13,3080,60063,36,High school degree,16,4,96,12.2,5.422656,6.289344,No
13,3080,60070,45,Did not complete high school,13,7,65,28.599999999999998,10.72643,7.863569999999999,Yes
13,3080,60087,59,Did not complete high school,34,26,154,8.5,8.32524,4.764760000000001,No
13,3080,60090,35,High school degree,9,1,80,12.9,4.2828,6.0372,Yes
13,3080,60112,62,College degree,31,22,387,15.0,5.39865,52.651349999999994,No
13,3080,60199,29,College degree,1,4,38,4.5,0.8242200000000001,0.8857799999999999,Yes
13,3080,60220,56,Some college,30,14,167,1.4000000000000001,0.458248,1.879752,No
13,3080,60229,24,High school degree,4,1,39,21.5,3.966105,4.418894999999999,Yes
13,3080,60237,32,Some college,1,6,45,13.900000000000002,1.5137100000000003,4.74129,Yes
13,3080,60256,25,High school degree,6,2,29,5.8999999999999995,0.636492,1.0745079999999998,No
13,3080,60309,37,Did not complete high school,9,6,33,1.2,0.11206800000000001,0.283932,No
13,3080,60324,27,Some college,1,2,28,23.5,0.81592,5.76408,No
13,3080,60346,56,High school degree,37,10,160,11.4,6.767040000000001,11.47296,No
13,3080,60410,31,High school degree,11,6,61,34.4,9.484768,11.499231999999997,Yes
13,3080,60435,59,Did not complete high school,31,15,86,6.800000000000001,1.6140480000000001,4.233952,No
13,3080,60494,65,Some college,26,16,186,4.2,2.9841840000000004,4.827816,No
13,3080,60497,26,Did not complete high school,0,3,29,16.900000000000002,3.0925310000000006,1.808469,Yes
13,3080,60499,27,Some college,3,4,68,24.9,5.231987999999999,11.700012,Yes
13,3080,60515,30,Did not complete high school,6,3,22,15.5,0.13299,3.27701,Yes
13,3080,60625,43,Did not complete high school,22,13,96,1.2,0.340992,0.8110080000000002,No
13,3080,60634,30,College degree,4,5,64,14.099999999999998,2.8335359999999996,6.1904639999999995,No
13,3080,60657,18,High school degree,0,0,19,14.000000000000002,0.5639200000000001,2.09608,Yes
13,3080,60686,24,Some college,1,1,33,14.000000000000002,0.06468,4.55532,No
13,3080,60777,31,College degree,0,6,28,4.5,0.06552,1.19448,No
13,3080,60925,25,Did not complete high school,4,3,31,3.1,0.373829,0.5871709999999999,No
13,3080,60937,24,College degree,0,2,48,1.2,0.06163200000000001,0.514368,Yes
13,3080,60942,26,Some college,2,3,37,3.1,0.348688,0.798312,No
13,3080,60944,33,High school degree,13,5,54,16.2,2.8780920000000005,5.869908000000001,Yes
13,3080,60947,44,College degree,18,9,136,4.2,1.4165760000000003,4.295424000000001,No
13,3080,60949,18,High school degree,0,0,16,6.0,0.4032,0.5568,No
13,3080,60980,29,Some college,1,2,34,15.5,0.38997999999999994,4.88002,Yes
13,3080,61081,21,Some college,0,1,27,16.5,1.1582999999999999,3.2967000000000004,No
13,3080,61231,41,High school degree,22,13,54,4.1000000000000005,0.8191799999999999,1.3948200000000002,No
13,3080,61255,40,College degree,11,8,238,7.9,6.3362739999999995,12.465726,No
13,3080,61272,37,Did not complete high school,5,10,21,14.499999999999998,0.71253,2.33247,No
13,3080,61437,24,Did not complete high school,6,3,36,13.200000000000001,1.9198080000000002,2.8321920000000005,No
13,3080,61475,24,College degree,0,4,18,2.9000000000000004,0.184266,0.337734,No
13,3080,61481,18,High school degree,0,0,25,2.9000000000000004,0.5618750000000001,0.16312499999999996,No
13,3080,61510,30,College degree,5,6,95,7.000000000000001,3.458,3.192,No
13,3080,61513,36,Did not complete high school,4,8,45,13.200000000000001,0.33264000000000005,5.60736,No
13,3080,61536,34,Did not complete high school,14,9,39,11.4,2.71206,1.7339399999999996,No
13,3080,61605,63,Some college,8,25,92,5.6000000000000005,0.886144,4.265856,No
13,3080,61632,56,Post-undergraduate degree,16,19,232,2.8000000000000003,2.1047040000000004,4.3912960000000005,No
13,3080,61637,41,High school degree,9,8,68,28.299999999999997,4.52234,14.72166,Yes
13,3080,61638,23,College degree,0,1,53,3.0,0.6264599999999999,0.96354,Yes
13,3080,61685,25,Post-undergraduate degree,0,3,32,14.6,1.452992,3.2190079999999996,Yes
13,3080,61722,22,Did not complete high school,1,1,22,3.2,0.15839999999999999,0.5456,No
13,3080,61760,58,High school degree,19,9,114,6.4,0.277248,7.018752,No
13,3080,61791,31,Some college,7,5,53,2.7,0.7298100000000001,0.70119,No
13,3080,61800,47,High school degree,6,10,40,8.7,1.3084799999999999,2.1715199999999997,Yes
13,3080,61802,55,High school degree,13,11,63,17.5,2.5578,8.467199999999998,No
13,3080,61844,39,High school degree,9,5,60,9.2,2.07552,3.4444799999999995,No
13,3080,61875,27,Post-undergraduate degree,0,4,30,4.3,0.41924999999999996,0.8707499999999999,No
13,3080,61881,30,Some college,7,4,60,21.6,5.572799999999999,7.3872,Yes
13,3080,61920,35,High school degree,6,5,32,7.6,0.819584,1.612416,No
13,3080,61946,30,College degree,4,7,30,9.2,0.88872,1.8712799999999998,No
13,3080,61952,19,High school degree,0,0,23,8.799999999999999,1.107128,0.9168720000000001,No
13,3080,61972,38,College degree,14,4,98,16.5,1.3421100000000001,14.827890000000002,No
13,3080,61980,20,High school degree,1,0,19,8.0,0.78432,0.73568,No
13,3080,62038,43,High school degree,14,8,61,10.8,2.1740399999999998,4.41396,No
13,3080,62060,25,High school degree,2,3,25,9.9,1.3959000000000001,1.0791,No
13,3080,62074,41,Did not complete high school,11,5,36,10.2,1.3659839999999999,2.3060159999999996,Yes
13,3080,62109,37,Some college,3,4,36,6.7,0.680184,1.7318159999999998,No
13,3080,62155,22,Did not complete high school,0,2,17,3.6999999999999997,0.13523500000000002,0.493765,Yes
13,3080,62168,23,High school degree,0,3,27,17.599999999999998,2.1288959999999997,2.623104,Yes
13,3080,62184,45,College degree,1,8,60,9.9,1.14048,4.79952,Yes
13,3080,62219,19,Did not complete high school,1,0,20,8.799999999999999,0.5473599999999998,1.21264,No
13,3080,62223,26,High school degree,6,3,23,13.600000000000001,0.128248,2.999752,No
13,3080,62229,25,College degree,0,2,21,22.3,1.6765139999999998,3.0064859999999998,Yes
13,3080,62238,49,College degree,1,8,51,11.200000000000001,1.8621119999999998,3.849888,No
13,3080,62301,76,Did not complete high school,15,20,26,5.6000000000000005,0.136864,1.3191359999999999,No
13,3080,62380,28,Some college,1,3,16,5.2,0.5016959999999999,0.33030400000000004,No
13,3080,62399,37,Did not complete high school,18,8,36,4.8,0.44064,1.28736,No
13,3080,62406,41,Did not complete high school,9,8,29,5.6000000000000005,0.248472,1.375528,No
13,3080,62428,30,High school degree,8,4,68,2.4,0.267648,1.3643520000000002,No
13,3080,62534,39,Some college,4,9,78,14.000000000000002,7.207200000000001,3.7128000000000005,Yes
13,3080,62545,25,Some college,2,2,19,3.4000000000000004,0.18798600000000001,0.45801400000000003,No
13,3080,62573,26,Post-undergraduate degree,0,4,19,7.7,0.67298,0.7900200000000001,No
13,3080,62602,24,Did not complete high school,8,2,28,6.6000000000000005,0.262416,1.585584,No
13,3080,62610,61,Did not complete high school,0,10,42,18.4,4.010832,3.717168,No
13,3080,62637,26,High school degree,6,2,38,10.6,2.5698639999999995,1.458136,No
13,3080,62645,18,High school degree,0,0,44,9.2,1.2508320000000002,2.797168,No
13,3080,62691,41,High school degree,21,8,189,6.3,6.215453999999999,5.691546000000001,No
13,3080,62693,49,Some college,9,16,64,6.1,0.33183999999999997,3.57216,No
13,3080,62744,18,Did not complete high school,0,0,20,3.9,0.3705,0.40950000000000003,No
13,3080,62750,18,High school degree,0,0,24,6.5,0.30107999999999996,1.25892,No
13,3080,62792,52,College degree,2,12,96,7.1,2.276544,4.5394559999999995,Yes
13,3080,62812,32,High school degree,2,6,30,9.4,1.1844,1.6356,No
13,3080,62835,27,High school degree,6,5,42,9.1,2.1861840000000003,1.6358159999999997,Yes
13,3080,62837,23,Some college,0,2,57,17.8,2.7292739999999998,7.416725999999999,Yes
13,3080,62863,29,College degree,3,3,46,8.1,0.290628,3.435372,No
13,3080,62867,73,High school degree,53,25,410,4.1000000000000005,3.1098500000000002,13.700150000000002,No
13,3080,62923,31,College degree,3,5,22,4.6,0.226688,0.785312,No
13,3080,62975,19,High school degree,0,0,28,9.1,0.8663200000000001,1.68168,Yes
13,3080,63023,57,High school degree,4,9,39,4.3,0.558441,1.1185589999999999,No
13,3080,63041,18,High school degree,0,0,19,1.5,0.06184499999999999,0.223155,No
13,3080,63054,22,Did not complete high school,1,1,19,8.9,0.48869899999999994,1.2023009999999998,No
13,3080,63055,21,High school degree,0,1,30,4.3,0.17543999999999996,1.1145599999999998,No
13,3080,63071,33,Some college,4,4,60,9.5,1.6074000000000002,4.0926,No
15,4809,70016,21,Some college,0,1,41,23.400000000000002,1.9667700000000001,7.627230000000001,Yes
15,4809,70065,42,Some college,18,15,63,11.3,2.541483,4.577517,No
15,4809,70093,32,Some college,10,5,38,11.5,1.0488,3.3212,No
15,4809,70178,33,College degree,5,4,105,13.4,7.0490699999999995,7.020930000000001,Yes
15,4809,70186,73,Did not complete high school,50,34,289,8.4,7.8411480000000005,16.434852,No
15,4809,70221,61,College degree,23,20,81,8.9,1.7013239999999998,5.507676,No
15,4809,70248,38,Post-undergraduate degree,2,8,229,6.7,3.9431510000000003,11.399849000000001,No
15,4809,70269,46,Some college,13,11,45,22.2,3.32667,6.66333,Yes
15,4809,70325,20,Some college,0,0,20,7.199999999999999,0.34271999999999997,1.09728,Yes
15,4809,70403,19,High school degree,0,0,24,15.6,0.7487999999999999,2.9951999999999996,Yes
15,4809,70412,28,College degree,0,4,47,18.6,6.705114,2.036885999999999,Yes
15,4809,70430,24,College degree,0,2,21,6.6000000000000005,0.5751900000000001,0.81081,Yes
15,4809,70522,53,Did not complete high school,1,12,30,8.799999999999999,0.40919999999999995,2.2308,No
15,4809,70525,35,High school degree,14,7,62,8.200000000000001,0.6049960000000001,4.479004000000001,No
15,4809,70548,43,High school degree,7,11,53,3.6999999999999997,0.853035,1.1079649999999999,No
15,4809,70553,32,Did not complete high school,9,6,33,8.1,1.1547360000000002,1.5182639999999998,No
15,4809,70558,27,Did not complete high school,9,1,28,5.7,0.11012400000000001,1.485876,No
15,4809,70567,18,High school degree,0,0,22,1.5,0.13332,0.19667999999999997,No
15,4809,70673,19,High school degree,0,0,31,28.7,5.364890999999998,3.532109,Yes
15,4809,70687,18,High school degree,0,0,36,6.2,1.0512720000000002,1.180728,Yes
15,4809,70710,54,High school degree,20,15,82,20.0,4.346000000000001,12.054000000000002,No
15,4809,70770,43,Some college,0,4,31,2.4,0.284952,0.459048,No
15,4809,70849,50,High school degree,15,14,65,12.6,3.04668,5.143319999999999,No
15,4809,70886,26,Did not complete high school,10,3,31,8.799999999999999,0.780208,1.9477919999999997,No
15,4809,70888,35,High school degree,4,2,57,6.0,1.28934,2.1306599999999998,No
15,4809,70907,47,High school degree,6,12,34,4.3999999999999995,0.526592,0.969408,No
15,4809,70938,31,Post-undergraduate degree,2,5,19,15.9,0.93651,2.0844899999999997,No
15,4809,71122,40,Some college,7,11,53,12.4,1.4787000000000001,5.0933,No
15,4809,71175,56,College degree,14,25,206,27.900000000000002,15.288084000000001,42.185916000000006,Yes
15,4809,71264,34,College degree,3,8,72,7.6,0.38303999999999994,5.088959999999999,No
15,4809,71270,18,High school degree,0,0,18,12.7,0.646938,1.639062,Yes
15,4809,71417,46,High school degree,24,10,78,6.9,2.7448200000000003,2.6371800000000003,No
15,4809,71424,31,High school degree,2,6,45,3.1,0.431055,0.963945,No
15,4809,71431,25,High school degree,1,1,16,2.1,0.145488,0.19051200000000001,No
15,4809,71439,79,Did not complete high school,63,18,497,8.200000000000001,15.078980000000001,25.675020000000004,No
15,4809,71522,43,Some college,21,14,125,11.5,6.325,8.05,No
15,4809,71585,26,Did not complete high school,9,3,41,22.1,0.616148,8.444852,No
15,4809,71630,26,Some college,1,4,36,12.5,1.593,2.907,No
15,4809,71699,18,Did not complete high school,0,0,28,17.0,1.7516800000000003,3.0083200000000003,Yes
15,4809,71730,30,High school degree,0,4,25,7.3999999999999995,0.2627,1.5873,No
15,4809,71732,47,Some college,3,8,69,5.2,0.8969999999999999,2.691,No
15,4809,71758,18,High school degree,0,0,35,12.4,1.1283999999999998,3.2116,No
15,4809,71761,30,Did not complete high school,13,3,38,4.6,0.33561599999999997,1.412384,No
15,4809,71782,21,Some college,0,1,25,6.7,1.291425,0.383575,Yes
15,4809,71784,33,College degree,4,9,119,15.299999999999999,6.5727269999999995,11.634273,Yes
15,4809,71812,36,High school degree,3,6,28,4.9,0.256564,1.115436,No
15,4809,71817,26,High school degree,7,3,49,17.7,5.377260000000001,3.2957399999999994,Yes
15,4809,71896,20,Some college,0,0,21,1.3,0.18099899999999997,0.092001,Yes
15,4809,72021,56,High school degree,19,8,76,1.2,0.1824,0.7296,No
15,4809,72023,42,College degree,7,12,130,11.600000000000001,3.33268,11.74732,Yes
15,4809,72147,23,College degree,0,3,47,8.9,0.6232669999999999,3.559733,No
15,4809,72213,32,Some college,3,8,86,7.9,2.2012560000000003,4.592744,No
15,4809,72221,20,Some college,0,0,30,10.6,2.5344599999999997,0.64554,Yes
15,4809,72302,19,High school degree,0,0,21,12.0,0.34524,2.17476,No
15,4809,72307,26,High school degree,1,0,26,11.1,1.694082,1.191918,Yes
15,4809,72327,19,High school degree,0,0,20,0.1,0.00894,0.01106,Yes
15,4809,72385,59,Some college,31,21,102,0.3,0.104958,0.201042,No
15,4809,72447,21,Some college,0,1,13,8.3,0.45318,0.6258199999999999,Yes
15,4809,72506,39,College degree,14,6,152,27.400000000000002,13.410656000000001,28.237344,Yes
15,4809,72584,18,High school degree,0,0,12,3.3000000000000003,0.110088,0.285912,Yes
15,4809,72633,20,High school degree,0,0,38,7.5,0.3648,2.4852,No
15,4809,72635,33,College degree,1,6,23,4.2,0.19416600000000003,0.771834,Yes
15,4809,72704,19,Did not complete high school,1,0,16,3.4000000000000004,0.30681600000000003,0.237184,Yes
15,4809,72756,29,Some college,5,5,52,16.8,5.634720000000001,3.10128,No
15,4809,72803,70,Some college,48,25,165,14.799999999999999,0.5616599999999999,23.85834,No
15,4809,72806,44,Did not complete high school,22,8,93,9.0,4.377509999999999,3.99249,No
15,4809,72846,40,High school degree,20,10,117,11.899999999999999,4.942665,8.980335,No
15,4809,72860,21,High school degree,1,1,23,7.3999999999999995,0.258704,1.443296,Yes
15,4809,72954,43,High school degree,8,11,48,9.700000000000001,1.3176480000000002,3.3383520000000004,No
15,4809,73016,27,High school degree,3,4,28,4.2,0.537432,0.6385680000000001,No
15,4809,73083,21,Some college,0,1,21,10.4,1.5375359999999998,0.6464639999999999,No
15,4809,73188,29,High school degree,3,5,45,14.099999999999998,1.681425,4.663575,Yes
15,4809,73525,41,High school degree,2,10,40,7.9,0.30968,2.85032,No
15,4809,73537,28,College degree,5,3,30,7.000000000000001,0.462,1.6380000000000001,No
15,4809,73591,48,High school degree,5,10,43,6.9,2.263821,0.703179,Yes
15,4809,73650,25,Post-undergraduate degree,0,3,66,2.8000000000000003,0.903672,0.9443280000000001,No
15,4809,73703,41,High school degree,3,7,62,7.000000000000001,2.8861000000000003,1.4539000000000004,Yes
15,4809,73741,22,High school degree,1,2,24,16.1,0.7959839999999999,3.068016,No
15,4809,73764,47,Some college,8,11,43,11.799999999999999,2.273152,2.800848,No
15,4809,73864,18,High school degree,0,0,24,5.3,0.594024,0.677976,No
15,4809,73907,28,Post-undergraduate degree,0,4,50,8.6,0.2795,4.0205,No
15,4809,73999,41,High school degree,5,8,37,5.800000000000001,0.345506,1.800494,No
15,4809,74006,31,High school degree,2,7,42,10.299999999999999,0.8565479999999999,3.4694519999999995,Yes
15,4809,74096,19,High school degree,0,0,21,14.299999999999999,1.219218,1.7837819999999998,No
15,4809,74136,31,Some college,1,7,28,2.0,0.17416000000000004,0.38584,No
15,4809,74169,18,High school degree,0,0,21,21.8,1.4420700000000002,3.13593,Yes
15,4809,74209,39,High school degree,5,5,39,4.2,0.7190820000000001,0.918918,No
15,4809,74221,20,High school degree,0,0,17,7.3,0.572101,0.6688989999999999,Yes
15,4809,74272,31,College degree,8,4,29,6.800000000000001,1.1181240000000001,0.8538760000000001,No
15,4809,74287,23,Did not complete high school,3,1,41,5.5,0.674245,1.580755,No
15,4809,74372,25,Some college,3,3,58,20.599999999999998,3.5007639999999998,8.447235999999998,No
15,4809,74378,29,College degree,3,1,47,2.9000000000000004,0.5315700000000001,0.8314299999999999,No
15,4809,74394,38,Some college,15,4,136,20.200000000000003,6.758112,20.713888,Yes
15,4809,74471,39,Did not complete high school,8,9,41,0.1,0.026896,0.014104,No
15,4809,74498,28,College degree,4,4,20,15.5,0.3038,2.7962000000000002,Yes
15,4809,74528,40,Some college,10,12,38,6.1,0.917928,1.4000720000000002,No
15,4809,74547,46,Some college,2,13,56,2.3,0.41344800000000004,0.874552,No
15,4809,74589,61,Did not complete high school,45,22,209,10.9,4.123361,18.657639,No
15,4809,74658,49,College degree,18,13,182,4.8,0.9434880000000001,7.792512,No
15,4809,74677,71,High school degree,35,19,131,11.600000000000001,6.032812000000001,9.163188000000002,No
20,4650,95009,20,Did not complete high school,2,0,20,2.7,0.20088000000000003,0.33912,Yes
20,4650,95034,20,Some college,0,0,20,11.3,1.9616800000000003,0.2983199999999999,Yes
20,4650,95050,18,High school degree,0,0,29,5.6000000000000005,0.8980720000000001,0.725928,No
20,4650,95066,32,Post-undergraduate degree,3,6,59,9.0,1.85319,3.45681,No
20,4650,95138,42,Some college,2,13,22,13.600000000000001,1.463088,1.528912,Yes
20,4650,95177,43,Some college,9,9,57,4.5,1.808325,0.756675,No
20,4650,95185,27,Did not complete high school,7,5,43,10.0,1.1997,3.1003,No
20,4650,95204,23,High school degree,3,2,66,2.7,0.79299,0.9890100000000001,No
20,4650,95209,21,High school degree,1,0,33,13.100000000000001,1.314192,3.008808,Yes
20,4650,95220,49,Some college,24,11,90,13.900000000000002,8.056440000000002,4.4535599999999995,No
20,4650,95299,49,High school degree,28,11,93,12.8,1.559424,10.344576,No
20,4650,95372,19,High school degree,0,0,28,9.700000000000001,1.3471360000000001,1.368864,Yes
20,4650,95384,24,College degree,0,2,21,11.0,0.71841,1.59159,Yes
20,4650,95388,23,College degree,0,1,30,12.8,2.2963199999999997,1.5436800000000002,Yes
20,4650,95450,43,Some college,13,9,82,9.9,1.7778420000000001,6.340158000000001,No
20,4650,95481,28,High school degree,8,3,22,5.4,0.165132,1.0228679999999999,No
20,4650,95530,26,College degree,2,3,36,14.399999999999999,1.8921599999999996,3.2918399999999997,Yes
20,4650,95541,40,College degree,7,11,33,12.4,0.646536,3.4454639999999994,No
20,4650,95582,47,Did not complete high school,22,17,108,8.9,1.374516,8.237484,No
20,4650,95633,19,High school degree,0,0,22,16.8,1.637328,2.0586720000000005,Yes
20,4650,95641,71,Did not complete high school,18,27,57,11.5,2.5826700000000002,3.9723300000000004,No
20,4650,95723,72,College degree,26,24,146,12.6,2.1155399999999998,16.28046,No
20,4650,95739,45,High school degree,1,10,43,2.8000000000000003,0.384076,0.819924,No
20,4650,95833,20,Some college,0,0,29,17.0,1.9325600000000003,2.99744,Yes
20,4650,95858,42,High school degree,7,8,47,7.8,1.019148,2.646852,No
