PRV_ID,PRV_NAME_TH,PRV_NAME_EN,AMP_ID,AMP_NAME_TH,AMP_NAME_EN
2,กรุงเทพมหานคร,Bangkok,228,ราชเทวี,Ratchathervi
2,กรุงเทพมหานคร,Bangkok,229,ราษฎร์บูรณะ,Radburana
2,กรุงเทพมหานคร,Bangkok,230,ลาดกระบัง,Lat Krabang 
2,กรุงเทพมหานคร,Bangkok,231,ลาดพร้าว,Lat Phrao
2,กรุงเทพมหานคร,Bangkok,232,สาทร,Sathorn
2,กรุงเทพมหานคร,Bangkok,233,สัมพันธวงศ์,Samphanthawongse
2,กรุงเทพมหานคร,Bangkok,234,หนองแขม,Nongkhaem
2,กรุงเทพมหานคร,Bangkok,235,หนองจอก,Nong chokn
2,กรุงเทพมหานคร,Bangkok,236,ห้วยขวาง,Huai khwang
2,กรุงเทพมหานคร,Bangkok,237,สวนหลวง,Suanluang
2,กรุงเทพมหานคร,Bangkok,238,ดินแดง,Dindaeng
2,กรุงเทพมหานคร,Bangkok,239,หลักสี่,Laksi
2,กรุงเทพมหานคร,Bangkok,240,สายไหม,Saimai
2,กรุงเทพมหานคร,Bangkok,241,คันนายาว,Kannayao
2,กรุงเทพมหานคร,Bangkok,242,สะพานสูง,Saphansung
2,กรุงเทพมหานคร,Bangkok,243,วังทองหลาง,Wang thonglang
2,กรุงเทพมหานคร,Bangkok,244,คลองสามวา,Klongsamwa
2,กรุงเทพมหานคร,Bangkok,245,วัฒนา,Watthana
2,กรุงเทพมหานคร,Bangkok,246,บางนา,Bangna
2,กรุงเทพมหานคร,Bangkok,247,ทวีวัฒนา,Thawiwatthana
2,กรุงเทพมหานคร,Bangkok,248,บางแค,Bangkhae
2,กรุงเทพมหานคร,Bangkok,249,ทุ่งครุ,Thung khru
2,กรุงเทพมหานคร,Bangkok,250,บางบอน,Bangbon
3,กาญจนบุรี,Kanchanaburi,301,เมืองกาญจนบุรี,Muang kanchanaburi
3,กาญจนบุรี,Kanchanaburi,302,ด่านมะขามเตี้ย,Dan makham tia
3,กาญจนบุรี,Kanchanaburi,303,ทองผาภูมิ,Thong pha phum
3,กาญจนบุรี,Kanchanaburi,304,ท่าม่วง,Tha muang
3,กาญจนบุรี,Kanchanaburi,305,ท่ามะกา,Tha maka
3,กาญจนบุรี,Kanchanaburi,306,ไทรโยค,Sai yok
3,กาญจนบุรี,Kanchanaburi,307,บ่อพลอย,Bo phloi
3,กาญจนบุรี,Kanchanaburi,308,พนมทวน,Phanom thoan
3,กาญจนบุรี,Kanchanaburi,309,เลาขวัญ,Lao khwan
3,กาญจนบุรี,Kanchanaburi,310,ศรีสวัสดิ์,Si sawat
3,กาญจนบุรี,Kanchanaburi,311,สังขละบุรี,Sangkhla buri
3,กาญจนบุรี,Kanchanaburi,312,หนองปรือ,Nongprue
3,กาญจนบุรี,Kanchanaburi,313,ห้วยกระเจา,Huai krajao
4,กาฬสินธุ์,Kalasin,401,เมืองกาฬสินธุ์,Muang Kalasin
4,กาฬสินธุ์,Kalasin,402,กมลาไสย,Kamalasai
4,กาฬสินธุ์,Kalasin,403,กุฉินารายณ์,Kuchinarat
4,กาฬสินธุ์,Kalasin,404,เขาวง,Khao wong
4,กาฬสินธุ์,Kalasin,405,คำม่วง,Kham muang
4,กาฬสินธุ์,Kalasin,406,ท่าคันโท,Tha khantho
4,กาฬสินธุ์,Kalasin,407,นามน,Na mon
4,กาฬสินธุ์,Kalasin,408,ยางตลาด,Yang talad
4,กาฬสินธุ์,Kalasin,409,ร่องคำ,Rong kham
4,กาฬสินธุ์,Kalasin,410,สมเด็จ,Somdet
4,กาฬสินธุ์,Kalasin,411,สหัสขันธ์,Sahasakan
4,กาฬสินธุ์,Kalasin,412,หนองกุงศรี,Nong kung srin
4,กาฬสินธุ์,Kalasin,413,ห้วยผึ้ง,Huai phung
4,กาฬสินธุ์,Kalasin,414,ห้วยเม็ก,Huai mek
4,กาฬสินธุ์,Kalasin,415,นาคู,Na ku
4,กาฬสินธุ์,Kalasin,416,สามชัย,Sam chai
4,กาฬสินธุ์,Kalasin,417,ดอนจาน,Don jan
4,กาฬสินธุ์,Kalasin,418,ฆ้องชัย,Khong chai
5,กำแพงเพชร,Kamphaeng phet,501,เมืองกำแพงเพชร,Muang kamphaeng phet
5,กำแพงเพชร,Kamphaeng phet,502,ขาณุวรลักษบุรี,Khanu waralaksaburi
5,กำแพงเพชร,Kamphaeng phet,503,คลองขลุง,Khlong khlung
5,กำแพงเพชร,Kamphaeng phet,504,คลองลาน,Khlong lan
5,กำแพงเพชร,Kamphaeng phet,505,ทรายทองวัฒนา,Saithong wattana
5,กำแพงเพชร,Kamphaeng phet,506,ไทรงาม,Sai ngam
5,กำแพงเพชร,Kamphaeng phet,507,ปางศิลาทอง,Pang silathong
5,กำแพงเพชร,Kamphaeng phet,508,พรานกระต่าย,Phran kratai
5,กำแพงเพชร,Kamphaeng phet,509,ลานกระบือ,Lan krabu
5,กำแพงเพชร,Kamphaeng phet,510,บึงสามัคคี,
5,กำแพงเพชร,Kamphaeng phet,511,โกสัมพีนคร,
6,ขอนแก่น,Khon kean,601,เมืองขอนแก่น,Muang khonkean
6,ขอนแก่น,Khon kean,602,กระนวน,kranuan
6,ขอนแก่น,Khon kean,603,เขาสวนกวาง,Khao suan kwang
6,ขอนแก่น,Khon kean,604,โคกโพธิ์ไชย,Khok pho chai
6,ขอนแก่น,Khon kean,605,ชำสูง,Some sung
6,ขอนแก่น,Khon kean,606,ชนบท,Chonnabot
6,ขอนแก่น,Khon kean,607,ชุมแพ,Chum phae
6,ขอนแก่น,Khon kean,608,น้ำพอง,Nam phong
6,ขอนแก่น,Khon kean,609,บ้านไผ่,Ban phai
6,ขอนแก่น,Khon kean,610,บ้านฝาง,Ban fang
6,ขอนแก่น,Khon kean,611,เปือยน้อย,Puai noi
6,ขอนแก่น,Khon kean,612,พล,Phon
6,ขอนแก่น,Khon kean,613,พระยืน,Phra yun
6,ขอนแก่น,Khon kean,614,ภูเวียง,Phu wiang
6,ขอนแก่น,Khon kean,615,ภูผาม่าน,Phu pha man
6,ขอนแก่น,Khon kean,616,มัญจาคีรี,Mancha khiri
6,ขอนแก่น,Khon kean,617,แวงน้อย,Wang noi
6,ขอนแก่น,Khon kean,618,แวงใหญ่,Wang yai
6,ขอนแก่น,Khon kean,619,สีชมพู,Si chomphu
6,ขอนแก่น,Khon kean,620,หนองสองห้อง,Nong song hong
6,ขอนแก่น,Khon kean,621,หนองเรือ,Nong rua
6,ขอนแก่น,Khon kean,622,หนองนาคำ,Nong na kham
6,ขอนแก่น,Khon kean,623,อุบลรัตน์,Ubol rat
6,ขอนแก่น,Khon kean,624,โนนศิลา,Non sila
6,ขอนแก่น,Khon kean,625,บ้านแฮด,Ban haak
7,จันทบุรี,Chanthaburi,701,เมืองจันทบุรี,Muang chanthaburi
7,จันทบุรี,Chanthaburi,702,แก่งหางแมว,Kaeng hang maeo
7,จันทบุรี,Chanthaburi,703,ขลุง,Khlung
7,จันทบุรี,Chanthaburi,704,ท่าใหม่,Tha mai
7,จันทบุรี,Chanthaburi,705,นายายอาม,Na yai am
7,จันทบุรี,Chanthaburi,706,โป่งน้ำร้อน,Pong nam ron
7,จันทบุรี,Chanthaburi,707,มะขาม,Makham
7,จันทบุรี,Chanthaburi,708,สอยดาว,Soi dao
7,จันทบุรี,Chanthaburi,709,แหลมสิงห์,Laem sing
7,จันทบุรี,Chanthaburi,710,เขาคิชฌกูฏ,
8,ฉะเชิงเทรา,Chachoengsao,801,เมืองฉะเชิงเทรา,Muang Chachoengsao
8,ฉะเชิงเทรา,Chachoengsao,802,บางคล้า,Bang khla
8,ฉะเชิงเทรา,Chachoengsao,803,บางน้ำเปรี้ยว,Bang nam prieo
8,ฉะเชิงเทรา,Chachoengsao,804,บางปะกง,Bangprakong
8,ฉะเชิงเทรา,Chachoengsao,805,บ้านโพธิ์,Ban pho
8,ฉะเชิงเทรา,Chachoengsao,806,แปลงยาว,Piaeng yao
8,ฉะเชิงเทรา,Chachoengsao,807,พนมสารคาม,Phanom sarakham
8,ฉะเชิงเทรา,Chachoengsao,808,ราชสาส์น,Ratchasan
8,ฉะเชิงเทรา,Chachoengsao,809,สนามชัยเขต,Sanam chai khet
8,ฉะเชิงเทรา,Chachoengsao,810,ท่าตะเกียบ,Tha takep
8,ฉะเชิงเทรา,Chachoengsao,811,คลองเขื่อน,
9,ชลบุรี,Chon buri,901,เมืองชลบุรี,Muang chon buri
9,ชลบุรี,Chon buri,902,เกาะสีชัง,Ko sichang
9,ชลบุรี,Chon buri,903,บ่อทอง,Bo thong
9,ชลบุรี,Chon buri,904,บางละมุง,Bang lamung
9,ชลบุรี,Chon buri,905,บ้านบึง,Ban bung
9,ชลบุรี,Chon buri,906,พานทอง,Phan thong
9,ชลบุรี,Chon buri,907,พนัสนิคม,Phanat nikhom
9,ชลบุรี,Chon buri,908,ศรีราชา,Siracha
9,ชลบุรี,Chon buri,909,สัตหีบ,Sattahip
9,ชลบุรี,Chon buri,910,หนองใหญ่,Nong Yai
9,ชลบุรี,Chon buri,911,เกาะจันทร์,Ko chan
10,ชัยนาท,Chai nat,1001,เมืองชัยนาท,Muang chai nat
10,ชัยนาท,Chai nat,1002,มโนรมย์,Manorom
10,ชัยนาท,Chai nat,1003,วัดสิงห์,Wat singh
10,ชัยนาท,Chai nat,1004,สรรคบุรี,Sankhaburi
10,ชัยนาท,Chai nat,1005,สรรพยา,Sappraya
10,ชัยนาท,Chai nat,1006,หันคา,Hankha
10,ชัยนาท,Chai nat,1007,หนองมะโมง,Nongmanong
10,ชัยนาท,Chai nat,1008,เนินขาม,Noen kham
11,ชัยภูมิ,Chai yaphum,1101,เมืองชัยภูมิ,Muang chai yaphum
11,ชัยภูมิ,Chai yaphum,1102,เกษตรสมบูรณ์,Kaset sombun
11,ชัยภูมิ,Chai yaphum,1103,แก้งคร้อ,Kaeng khro
11,ชัยภูมิ,Chai yaphum,1104,คอนสวรรค์,Khon sawan
11,ชัยภูมิ,Chai yaphum,1105,คอนสาร,Khon san
11,ชัยภูมิ,Chai yaphum,1106,จัตุรัส,Chatturat
11,ชัยภูมิ,Chai yaphum,1107,เทพสถิต,Thep sathit
11,ชัยภูมิ,Chai yaphum,1108,เนินสง่า,Noen sanga
11,ชัยภูมิ,Chai yaphum,1109,บ้านเขว้า,Ban klwao
11,ชัยภูมิ,Chai yaphum,1110,บ้านแท่น,Ban thaen
11,ชัยภูมิ,Chai yaphum,1111,บำเหน็จณรงค์,Bamnet narong
11,ชัยภูมิ,Chai yaphum,1112,ภูเขียว,Phu khieo
11,ชัยภูมิ,Chai yaphum,1113,ภักดีชุมพล,Phakdi chum phon
11,ชัยภูมิ,Chai yaphum,1114,หนองบัวแดง,Nong bua daeng
11,ชัยภูมิ,Chai yaphum,1115,หนองบัวระเหว,Nong bua rawe
11,ชัยภูมิ,Chai yaphum,1116,ซับใหญ่,Sap yai
12,ชุมพร,Chum phon,1201,เมืองชุมพร,Muang chum phon
12,ชุมพร,Chum phon,1202,ท่าแซะ,tha sae
12,ชุมพร,Chum phon,1203,ทุ่งตะโก,Thung tako
12,ชุมพร,Chum phon,1204,ปะทิว,Pathiu
12,ชุมพร,Chum phon,1205,พะโต๊ะ,Phato
12,ชุมพร,Chum phon,1206,ละแม,Lamae
12,ชุมพร,Chum phon,1207,สวี,Sawi
12,ชุมพร,Chum phon,1208,หลังสวน,Lang suan
13,เชียงราย,Chiang rai,1301,เมืองเชียงราย,Muang chiang rai
13,เชียงราย,Chiang rai,1302,ขุนตาล,Khun tan
13,เชียงราย,Chiang rai,1303,เชียงของ,Chiang khong
13,เชียงราย,Chiang rai,1304,เชียงแสน,Chiang saen
13,เชียงราย,Chiang rai,1305,เทิง,Thoeng
13,เชียงราย,Chiang rai,1306,ป่าแดด,Pa daet
13,เชียงราย,Chiang rai,1307,พาน,Phan
13,เชียงราย,Chiang rai,1308,แม่จัน,Mae chan
13,เชียงราย,Chiang rai,1309,แม่ฟ้าหลวง,Mae fa luang
13,เชียงราย,Chiang rai,1310,แม่สรวย,Mae suai
13,เชียงราย,Chiang rai,1311,แม่สาย,Mae sai
13,เชียงราย,Chiang rai,1312,เวียงแก่น,Wiang Kaen
13,เชียงราย,Chiang rai,1313,เวียงชัย,Wiang chai
13,เชียงราย,Chiang rai,1314,เวียงป่าเป้า,Wiang pa pao
13,เชียงราย,Chiang rai,1315,พญาเม็งราย,Phaya mengrai
13,เชียงราย,Chiang rai,1316,แม่ลาว,Mae lao
13,เชียงราย,Chiang rai,1317,ดอยหลวง,Doi Luang
13,เชียงราย,Chiang rai,1318,เวียงเชียงรุ้ง,Wiang chiang rung
14,เชียงใหม่,Chiang mai,1401,เมืองเชียงใหม่,Muang chiang mai
14,เชียงใหม่,Chiang mai,1402,จอมทอง,chom thaon
14,เชียงใหม่,Chiang mai,1403,เชียงดาว,Chiang dao
14,เชียงใหม่,Chiang mai,1404,ไชยปราการ,Chai prakan
14,เชียงใหม่,Chiang mai,1405,ดอยเต่า,Doi tao
14,เชียงใหม่,Chiang mai,1406,ดอยหล่อ,Doi lo
14,เชียงใหม่,Chiang mai,1407,ดอยสะเก็ด,Doi saket
14,เชียงใหม่,Chiang mai,1408,ฝาง,Fang
14,เชียงใหม่,Chiang mai,1409,พร้าว,Phrao
14,เชียงใหม่,Chiang mai,1410,แม่แจ่ม,Mae chaem
14,เชียงใหม่,Chiang mai,1411,แม่แตง,Mae taeng
14,เชียงใหม่,Chiang mai,1412,แม่ริม,Mae rim
14,เชียงใหม่,Chiang mai,1413,แม่วาง,Mae wang
14,เชียงใหม่,Chiang mai,1414,แม่อาย,Mae ai
14,เชียงใหม่,Chiang mai,1415,แม่ออน,Mae on
14,เชียงใหม่,Chiang mai,1416,เวียงแหง,Wiang haeng
14,เชียงใหม่,Chiang mai,1417,สะเมิง,Samoeng
14,เชียงใหม่,Chiang mai,1418,สันกำแพง,Sankamphaeng
14,เชียงใหม่,Chiang mai,1419,สันทราย,San sai
14,เชียงใหม่,Chiang mai,1420,สันป่าตอง,San pa tong
14,เชียงใหม่,Chiang mai,1421,สารภี,Saraphi
14,เชียงใหม่,Chiang mai,1422,หางดง,Hang dong
14,เชียงใหม่,Chiang mai,1423,อมก๋อย,Omkoi
14,เชียงใหม่,Chiang mai,1424,ฮอด,Hot
15,ตรัง,Trang,1501,เมืองตรัง,Muang trang
15,ตรัง,Trang,1502,กันตัง,Kantang
15,ตรัง,Trang,1503,ปะเหลียน,Palian
15,ตรัง,Trang,1504,ย่านตาขาว,Yan ta khao
15,ตรัง,Trang,1505,รัษฎา,Ratsada
15,ตรัง,Trang,1506,สิเกา,Sikao
15,ตรัง,Trang,1507,ห้วยยอด,Huai Yot
15,ตรัง,Trang,1508,วังวิเศษ,Wang wiset
15,ตรัง,Trang,1509,หาดสำราญ,Had someran
15,ตรัง,Trang,1510,นาโยง,Na yong
16,ตราด,Trat,1601,เมืองตราด,Muang trat
16,ตราด,Trat,1602,เกาะช้าง,Chang island
16,ตราด,Trat,1603,เขาสมิง,Khao saming
16,ตราด,Trat,1604,คลองใหญ่,Khlong yai
16,ตราด,Trat,1605,บ่อไร่,Bo rai
16,ตราด,Trat,1606,แหลมงอบ,Laem ngob
16,ตราด,Trat,1607,เกาะกูด,Kut island
17,ตาก,Tak,1701,เมืองตาก,Muang tak
17,ตาก,Tak,1702,ท่าสองยาง,Tha song yang
17,ตาก,Tak,1703,บ้านตาก,Ban Tak
17,ตาก,Tak,1704,พบพระ,Prop phra
17,ตาก,Tak,1705,แม่ระมาด,Mae ramat
17,ตาก,Tak,1706,แม่สอด,Mae sot
17,ตาก,Tak,1707,สามเงา,Sam ngao
17,ตาก,Tak,1708,อุ้มผาง,Um phang
17,ตาก,Tak,1709,วังเจ้า,Wang jao
18,นครนายก,Nakhon nayok,1801,เมืองนครนายก,Muang nakhon nayok
18,นครนายก,Nakhon nayok,1802,บ้านนา,Ban na
18,นครนายก,Nakhon nayok,1803,ปากพลี,Pak phli
18,นครนายก,Nakhon nayok,1804,องครักษ์,Ongkharak
19,นครปฐม,Nakhon pathom,1901,เมืองนครปฐม,Muang nakhon pathom
19,นครปฐม,Nakhon pathom,1902,กำแพงแสน,Kampheng saen
19,นครปฐม,Nakhon pathom,1903,ดอนตูม,Don tom
19,นครปฐม,Nakhon pathom,1904,นครชัยศรี,INakhon chaisi
19,นครปฐม,Nakhon pathom,1905,บางเลน,Bang len
19,นครปฐม,Nakhon pathom,1906,พุทธมณฑล,Bukkha monthon
19,นครปฐม,Nakhon pathom,1907,สามพราน,Sam phran
20,นครพนม,Nakhon phanom,2001,เมืองนครพนม,Muang nakhon phanom
20,นครพนม,Nakhon phanom,2002,ท่าอุเทน,Tha uthen
20,นครพนม,Nakhon phanom,2003,ธาตุพนม,That phanom
20,นครพนม,Nakhon phanom,2004,นาแก,Na kae
20,นครพนม,Nakhon phanom,2005,นาหว้า,Na wa
20,นครพนม,Nakhon phanom,2006,บ้านแพง,Ban phaeng
20,นครพนม,Nakhon phanom,2007,ปลาปาก,Pla pak
20,นครพนม,Nakhon phanom,2008,โพนสวรรค์,Phon sawan
20,นครพนม,Nakhon phanom,2009,เรณูนคร,Ranu nakhon
20,นครพนม,Nakhon phanom,2010,ศรีสงคราม,Si songkhram
20,นครพนม,Nakhon phanom,2011,วังยาง,Wong yang
20,นครพนม,Nakhon phanom,2012,นาทม,Na thom
21,นครราชสีมา,Nakhon ratchasima,2101,เมืองนครราชสีมา,Muang nakhon ratchasima
21,นครราชสีมา,Nakhon ratchasima,2102,แก้งสนามนาง,Kaeng snam nang
21,นครราชสีมา,Nakhon ratchasima,2103,ขามทะเลสอ,Kham thaie so
21,นครราชสีมา,Nakhon ratchasima,2104,ขามสะแกแสง,Kham sakae saeng
21,นครราชสีมา,Nakhon ratchasima,2105,คง,Khong
21,นครราชสีมา,Nakhon ratchasima,2106,ครบุรี,Khon buri
21,นครราชสีมา,Nakhon ratchasima,2107,จักราช,Chakarat
21,นครราชสีมา,Nakhon ratchasima,2108,ชุมพวง,Chum phuang
21,นครราชสีมา,Nakhon ratchasima,2109,โชคชัย,Chok chai
21,นครราชสีมา,Nakhon ratchasima,2110,ด่านขุนทด,Dan khunthot
21,นครราชสีมา,Nakhon ratchasima,2111,โนนแดง,Non daeng
21,นครราชสีมา,Nakhon ratchasima,2112,โนนไทย,Non thai
21,นครราชสีมา,Nakhon ratchasima,2113,โนนสูง,Non sung
21,นครราชสีมา,Nakhon ratchasima,2114,บัวใหญ่,Bua yai
21,นครราชสีมา,Nakhon ratchasima,2115,บ้านเหลื่อม,Ban luarm
21,นครราชสีมา,Nakhon ratchasima,2116,ประทาย,Pra thai
21,นครราชสีมา,Nakhon ratchasima,2117,ปักธงชัย,Pak thong chai
21,นครราชสีมา,Nakhon ratchasima,2118,ปากช่อง,Pak chong
21,นครราชสีมา,Nakhon ratchasima,2119,พิมาย,Phimai
21,นครราชสีมา,Nakhon ratchasima,2120,วังน้ำเขียว,Wong namkhieo
21,นครราชสีมา,Nakhon ratchasima,2121,สีคิ้ว,Sikhui
21,นครราชสีมา,Nakhon ratchasima,2122,สูงเนิน,Sung noe
21,นครราชสีมา,Nakhon ratchasima,2123,เสิงสาง,Soeng sang
21,นครราชสีมา,Nakhon ratchasima,2124,ห้วยแถลง,Huai thalaeng
21,นครราชสีมา,Nakhon ratchasima,2125,หนองบุนนาก,Nong bunnak
21,นครราชสีมา,Nakhon ratchasima,2126,เทพารักษ์,Tepharak
21,นครราชสีมา,Nakhon ratchasima,2127,เมืองยาง,Muang yang
21,นครราชสีมา,Nakhon ratchasima,2128,พระทองคำ,Phra thorngkham
21,นครราชสีมา,Nakhon ratchasima,2129,ลำทะเมนชัย,Lum thamen chai
21,นครราชสีมา,Nakhon ratchasima,2130,เฉลิมพระเกียรติ,Chaloem phrakiat 
21,นครราชสีมา,Nakhon ratchasima,2131,สีดา,Sida
21,นครราชสีมา,Nakhon ratchasima,2132,บัวลาย,Bua lai
22,นครศรีธรรมราช,Nakhon si thammarat,2201,เมืองนครศรีธรรมราช,Muang nakhon si thammarat
22,นครศรีธรรมราช,Nakhon si thammarat,2202,ขนอม,Khanom
22,นครศรีธรรมราช,Nakhon si thammarat,2203,ฉวาง,Chawang
22,นครศรีธรรมราช,Nakhon si thammarat,2204,ชะอวด,Cha-uat
22,นครศรีธรรมราช,Nakhon si thammarat,2205,เชียรใหญ่,Chian yai
22,นครศรีธรรมราช,Nakhon si thammarat,2206,ท่าศาลา,Tha sala
22,นครศรีธรรมราช,Nakhon si thammarat,2207,ทุ่งใหญ่,Thung yai
22,นครศรีธรรมราช,Nakhon si thammarat,2208,ทุ่งสง,Thung song
22,นครศรีธรรมราช,Nakhon si thammarat,2209,พระพรหม,Phra phrom
22,นครศรีธรรมราช,Nakhon si thammarat,2210,นาบอน,Na bon
22,นครศรีธรรมราช,Nakhon si thammarat,2211,บางขัน,Bang chan
22,นครศรีธรรมราช,Nakhon si thammarat,2212,ปากพนัง,Pak phanang
22,นครศรีธรรมราช,Nakhon si thammarat,2213,พรหมคีรี,Phrommakhiri
22,นครศรีธรรมราช,Nakhon si thammarat,2214,พิปูน,Phipun
22,นครศรีธรรมราช,Nakhon si thammarat,2215,ร่อนพิบูลย์,Ron pipun
22,นครศรีธรรมราช,Nakhon si thammarat,2216,ลานสะกา,Lan saka
22,นครศรีธรรมราช,Nakhon si thammarat,2217,สิชล,Sichon
22,นครศรีธรรมราช,Nakhon si thammarat,2218,หัวไทร,Hua sai
22,นครศรีธรรมราช,Nakhon si thammarat,2219,จุฬาภรณ์,Chulaporn
22,นครศรีธรรมราช,Nakhon si thammarat,2220,นบพิตำ,Nop pitam
22,นครศรีธรรมราช,Nakhon si thammarat,2221,ช้างกลาง,Chang klang
22,นครศรีธรรมราช,Nakhon si thammarat,2222,ถ้ำพรรณรา,Tham phanara
22,นครศรีธรรมราช,Nakhon si thammarat,2223,เฉลิมพระเกียรติ,Chaloem phrakiat 
23,นครสวรรค์,Nakhon sawan,2301,เมืองนครสวรรค์,Muang nakhon sawan
23,นครสวรรค์,Nakhon sawan,2302,เก้าเลี้ยว,Kao lieo
23,นครสวรรค์,Nakhon sawan,2303,โกรกพระ,Krok phra
23,นครสวรรค์,Nakhon sawan,2304,ชุมแสง,Chumsaeng
23,นครสวรรค์,Nakhon sawan,2305,ตากฟ้า,Tak fa
23,นครสวรรค์,Nakhon sawan,2306,ตาคลี,Takeli
23,นครสวรรค์,Nakhon sawan,2307,ท่าตะโก,Tha tako
23,นครสวรรค์,Nakhon sawan,2308,บรรพตพิสัย,Banphot phisai
23,นครสวรรค์,Nakhon sawan,2309,พยุหคีรี,Phayuha khiri
23,นครสวรรค์,Nakhon sawan,2310,ไพศาลี,Phai Sali
23,นครสวรรค์,Nakhon sawan,2311,แม่วงก์,Mae wong
23,นครสวรรค์,Nakhon sawan,2312,ลาดยาว,Lao yao
23,นครสวรรค์,Nakhon sawan,2313,หนองบัว,Nong bua
23,นครสวรรค์,Nakhon sawan,2314,แม่เปิน,
23,นครสวรรค์,Nakhon sawan,2315,ชุมตาบง,Chum ta bong
24,นนทบุรี,Nonthaburi,2401,เมืองนนทบุรี,Muang nonthaburi
24,นนทบุรี,Nonthaburi,2402,ไทรน้อย,Sai noi
24,นนทบุรี,Nonthaburi,2403,บางกรวย,Bang kruai
24,นนทบุรี,Nonthaburi,2404,บางบัวทอง,Bang bua thong
24,นนทบุรี,Nonthaburi,2405,บางใหญ่,Bang yai
24,นนทบุรี,Nonthaburi,2406,ปากเกร็ด,Pakkred
25,นราธิวาส,Narathiwat,2501,เมืองนราธิวาส,Muang narathiwat
25,นราธิวาส,Narathiwat,2502,จะแนะ,Chanao
25,นราธิวาส,Narathiwat,2503,ตากใบ,Tak bai
25,นราธิวาส,Narathiwat,2504,บาเจาะ,Bacho
25,นราธิวาส,Narathiwat,2505,ยี่งอ,Yi-ngo
25,นราธิวาส,Narathiwat,2506,ระแงะ,Rangae
25,นราธิวาส,Narathiwat,2507,รือเสาะ,Ruso
25,นราธิวาส,Narathiwat,2508,แว้ง,Waeng
25,นราธิวาส,Narathiwat,2509,ศรีสาคร,Sisakhon
25,นราธิวาส,Narathiwat,2510,สุคิริน,Sukhirin
25,นราธิวาส,Narathiwat,2511,สุไหงโกลก,Sungai kolok
25,นราธิวาส,Narathiwat,2512,สุไหงปาดี,Sungai padi
25,นราธิวาส,Narathiwat,2513,เจาะไอร้อง,
26,น่าน,Nan,2601,เมืองน่าน,Muang nan
26,น่าน,Nan,2602,เชียงกลาง,Cheang klang
26,น่าน,Nan,2603,ท่าวังผา,Tha wang pha
26,น่าน,Nan,2604,ทุ่งช้าง,Thung chang
26,น่าน,Nan,2605,นาน้อย,na noi
26,น่าน,Nan,2606,นาหมื่น,Na mun
26,น่าน,Nan,2607,บ้านหลวง,Ban luang
26,น่าน,Nan,2608,ปัว,Pua
26,น่าน,Nan,2609,แม่จริม,Mae chrim
26,น่าน,Nan,2610,เวียงสา,Wiang sa
26,น่าน,Nan,2611,สันติสุข,Suntisuk
