model,year,price,transmission,mileage,fuelType,mpg,engineSize
Yaris,2019,11950,Manual,4725.0,Petrol,47.9,1.5
Aygo,2019,11295,Manual,6680.0,Petrol,56.5,1.0
Yaris,2018,10498,Manual,12985.0,Petrol,58.9,1.5
Aygo,2015,6750,Manual,33365.0,Petrol,69.0,1.0
Auris,2016,17490,Automatic,29031.0,Hybrid,70.6,1.8
Yaris,2019,12690,Manual,9.0,Petrol,47.1,1.5
Aygo,2017,7000,Manual,17634.0,Petrol,69.0,1.0
C-HR,2017,21698,Automatic,16276.0,Hybrid,74.3,1.8
C-HR,2017,20500,Automatic,26779.0,Hybrid,74.3,1.8
Aygo,2019,11995,Manual,1791.0,Petrol,57.7,
Yaris,2017,14495,Automatic,4186.0,Hybrid,78.0,1.5
Auris,2016,13995,Automatic,19931.0,Hybrid,78.5,1.8
Yaris,2019,11747,Manual,14026.0,Petrol,47.9,1.5
Aygo,2016,6245,Manual,42158.0,Petrol,69.0,
Aygo,2015,6500,Manual,23427.0,Petrol,69.0,1.0
Aygo,2015,7290,Semi-Auto,41564.0,Petrol,67.0,1.0
RAV4,2017,20991,Automatic,41000.0,Hybrid,55.4,2.5
Aygo,2017,7995,Manual,9335.0,Petrol,68.9,1.0
Yaris,2017,12995,Automatic,20069.0,Hybrid,78.0,1.5
Aygo,2018,8202,Manual,10987.0,Petrol,69.0,1.0
Aygo,2017,6488,Manual,37560.0,Petrol,69.0,1.0
,2018,11495,Manual,9400.0,Petrol,58.9,
Auris,2007,1599,Manual,107000.0,Petrol,39.8,1.6
Yaris,2016,11300,Automatic,29931.0,Hybrid,86.0,1.5
Auris,2017,11500,Manual,24960.0,Petrol,51.4,1.2
Yaris,2017,10000,Manual,18250.0,Petrol,58.9,1.5
Aygo,2014,4730,Manual,53110.0,Petrol,69.0,1.0
C-HR,2019,22998,Automatic,20786.0,Hybrid,74.3,1.8
Yaris,2017,14500,Automatic,12000.0,Hybrid,76.3,1.5
Aygo,2016,6995,Manual,,Petrol,69.0,1.0
Yaris,2014,8998,Automatic,56307.0,Hybrid,76.3,1.5
Aygo,2017,6620,Manual,10266.0,Petrol,69.0,1.0
Aygo,2015,4990,Manual,64996.0,Petrol,69.0,1.0
Prius,2016,17250,Automatic,24572.0,Hybrid,94.1,1.8
RAV4,2017,21000,Automatic,27999.0,Hybrid,57.6,2.5
Auris,2017,14795,Automatic,13727.0,Hybrid,78.5,1.8
Aygo,2017,8995,Automatic,19759.0,Other,67.3,1.0
Aygo,2018,10995,Semi-Auto,10204.0,Petrol,56.5,1.0
Auris,2014,10333,Automatic,52317.0,Hybrid,72.4,1.8
Auris,2016,12998,Automatic,26228.0,Hybrid,78.5,1.8
,2018,9695,Manual,8000.0,Petrol,56.5,1.0
Yaris,2019,11780,Manual,11990.0,Petrol,47.9,1.5
RAV4,2016,20960,Automatic,20626.0,Hybrid,57.6,2.5
Yaris,2014,8990,Semi-Auto,9766.0,Petrol,55.4,1.3
Aygo,2017,6151,Manual,34162.0,Petrol,69.0,1.0
Aygo,2018,9695,Semi-Auto,9484.0,Petrol,67.3,1.0
Aygo,2009,4050,Manual,28230.0,Petrol,62.8,1.0
Yaris,2016,8570,Manual,29466.0,Petrol,55.0,1.3
Yaris,2018,10950,Manual,20312.0,Petrol,47.1,1.5
Aygo,2019,9495,Manual,14207.0,Petrol,57.7,1.0
Aygo,2018,9298,Manual,8602.0,Petrol,56.5,1.0
Verso,2016,11195,Manual,12698.0,Petrol,41.5,1.6
Yaris,2018,10495,Manual,13500.0,Petrol,58.9,1.5
Aygo,2018,7995,Manual,15895.0,Petrol,56.5,1.0
Aygo,2019,9998,Manual,2519.0,Petrol,56.5,1.0
Yaris,2018,9765,Manual,13524.0,Petrol,47.1,1.5
Yaris,2017,11250,Automatic,16258.0,Petrol,60.1,1.5
Yaris,2016,11795,Automatic,25000.0,Hybrid,78.0,1.5
Aygo,2018,8490,Manual,3616.0,Petrol,56.5,1.0
Auris,2017,16450,Automatic,27974.0,Hybrid,78.5,1.8
Aygo,2018,8295,Manual,12987.0,Petrol,56.5,1.0
Aygo,2017,6790,Manual,32251.0,Petrol,68.9,1.0
Auris,2015,12000,Automatic,47988.0,Hybrid,72.4,1.8
Aygo,2017,6500,Manual,20302.0,Petrol,69.0,1.0
Aygo,2017,7698,Manual,11881.0,Petrol,68.9,
Auris,2017,11290,Automatic,11740.0,Petrol,61.4,1.2
Aygo,2019,7299,Manual,10159.0,Petrol,56.5,1.0
Yaris,2015,6195,Manual,44277.0,Petrol,58.0,1.3
Auris,2015,11498,Automatic,43105.0,Hybrid,72.4,
Auris,2017,11250,Manual,13452.0,Diesel,65.7,1.6
Yaris,2014,6775,Manual,29000.0,Petrol,58.0,1.3
Yaris,2017,7995,Manual,19000.0,Petrol,65.7,1.0
Yaris,2018,9899,Manual,27855.0,Petrol,58.9,1.5
RAV4,2016,15495,Automatic,43000.0,Petrol,43.5,2.0
Auris,2017,16995,Automatic,23565.0,Hybrid,78.5,
GT86,2019,25121,Manual,7056.0,Petrol,33.2,2.0
Yaris,2016,9298,Manual,27924.0,Petrol,55.0,1.3
Aygo,2018,8499,Manual,6292.0,Petrol,56.5,1.0
Hilux,2017,18250,Manual,32000.0,Diesel,40.4,2.4
Aygo,2018,7998,Manual,,Petrol,68.9,1.0
Aygo,2019,9450,Manual,6004.0,Petrol,57.7,1.0
Aygo,2018,7880,Manual,22024.0,Petrol,68.9,1.0
,2014,23995,Manual,53252.0,Diesel,34.9,3.0
Corolla,2019,21490,Automatic,8950.0,Hybrid,72.4,2.0
Yaris,2016,12995,Automatic,13486.0,Hybrid,78.0,1.5
Auris,2016,13290,Automatic,51939.0,Hybrid,78.5,1.8
Prius,2017,20995,Automatic,3440.0,Hybrid,94.1,1.8
Yaris,2017,8495,Manual,29906.0,Petrol,58.0,1.3
Aygo,2017,6318,Manual,31612.0,Petrol,69.0,1.0
Yaris,2019,10491,Manual,,Petrol,47.9,1.5
Yaris,2017,11295,Automatic,3187.0,Petrol,58.0,1.3
Aygo,2017,8500,Automatic,3620.0,Petrol,67.0,1.0
Aygo,2019,10250,Manual,27.0,Petrol,57.7,1.0
Yaris,2019,11795,Manual,5280.0,Petrol,47.9,1.5
Yaris,2019,12000,Manual,9600.0,Petrol,47.9,1.5
Auris,2014,10998,Automatic,40618.0,Hybrid,76.4,1.8
Auris,2016,12990,Automatic,19022.0,Hybrid,78.5,1.8
Hilux,2018,22445,Automatic,22919.0,Diesel,36.2,2.4
Corolla,2019,21995,Automatic,8661.0,Hybrid,78.5,1.8
Yaris,2017,9000,Manual,20421.0,Petrol,58.9,1.5
Yaris,2016,10000,Manual,22518.0,Petrol,55.0,1.3
Yaris,2019,11990,Manual,10091.0,Petrol,47.9,1.5
Aygo,2017,6000,Manual,54049.0,Petrol,69.0,1.0
Auris,2016,9399,Manual,31229.0,Diesel,67.3,1.6
C-HR,2018,17400,Manual,12000.0,Petrol,47.1,1.2
Auris,2015,14995,Automatic,19000.0,Hybrid,72.4,1.8
Prius,2016,18490,Automatic,37908.0,Hybrid,94.1,1.8
RAV4,2017,21766,Automatic,15507.0,Hybrid,57.6,2.5
C-HR,2017,21250,Automatic,24212.0,Hybrid,74.3,1.8
Aygo,2018,7290,Manual,40138.0,Petrol,68.9,1.0
Prius,2016,18004,Automatic,35373.0,Hybrid,85.6,1.8
,2017,11795,Automatic,13093.0,Hybrid,86.0,
Aygo,2017,7100,Automatic,42591.0,Petrol,67.0,1.0
,2016,7998,Manual,30233.0,Petrol,58.0,
,2019,12170,Manual,6779.0,Petrol,47.9,1.5
RAV4,2017,19995,Automatic,15375.0,Petrol,43.5,2.0
Yaris,2017,11000,Automatic,17500.0,Petrol,58.0,1.3
Yaris,2019,12058,Manual,5088.0,Petrol,47.9,1.5
Auris,2017,10990,Manual,,Petrol,58.9,1.2
Aygo,2015,6795,Manual,52120.0,Petrol,69.0,1.0
Aygo,2017,7892,Manual,14212.0,Petrol,68.9,1.0
Aygo,2016,5991,Manual,30061.0,Petrol,69.0,1.0
Yaris,2017,13750,Automatic,16895.0,Hybrid,78.0,1.5
Yaris,2017,13500,Automatic,14500.0,Petrol,60.1,1.5
Aygo,2017,9250,Semi-Auto,5900.0,Petrol,67.3,1.0
Yaris,2018,10280,Manual,17390.0,Petrol,58.9,1.5
Yaris,2018,13495,Automatic,15990.0,Hybrid,76.3,
Aygo,2018,8794,Manual,4075.0,Petrol,56.5,1.0
Auris,2016,7995,Manual,71106.0,Diesel,80.7,1.4
Corolla,2019,24495,Automatic,2165.0,Hybrid,72.4,2.0
Aygo,2019,11020,Manual,2030.0,Petrol,56.5,1.0
C-HR,2017,19901,Automatic,21559.0,Hybrid,74.3,1.8
Aygo,2016,7440,Semi-Auto,15999.0,Petrol,67.0,1.0
Aygo,2017,8295,Manual,14869.0,Petrol,68.9,1.0
Auris,2015,12095,Automatic,,Hybrid,72.4,1.8
Yaris,2017,12795,Automatic,24683.0,Hybrid,76.3,1.5
Aygo,2017,7995,Semi-Auto,10438.0,Petrol,67.0,1.0
Aygo,2017,7795,Manual,21400.0,Petrol,68.9,1.0
Aygo,2019,9995,Manual,25.0,Petrol,56.5,1.0
Yaris,2015,7750,Manual,43455.0,Petrol,58.0,1.3
Prius,2017,17498,Automatic,45756.0,Hybrid,94.1,1.8
Corolla,2019,21999,Automatic,17095.0,Hybrid,72.4,2.0
C-HR,2017,17990,Automatic,17113.0,Petrol,44.8,1.2
Yaris,2018,12250,Manual,6821.0,Petrol,56.5,1.5
RAV4,2008,3995,Manual,103000.0,Diesel,42.8,2.2
Yaris,2015,7695,Manual,29568.0,Petrol,58.0,1.3
RAV4,2014,11450,Automatic,52079.0,Diesel,42.2,2.2
Aygo,2014,6680,Manual,13772.0,Petrol,69.0,1.0
Prius,2017,18500,Automatic,33751.0,Hybrid,94.1,1.8
Yaris,2016,8495,Manual,17000.0,Petrol,58.0,1.3
Yaris,2018,12990,Manual,11775.0,Petrol,47.1,1.5
Aygo,2019,9850,Manual,4282.0,Petrol,57.7,1.0
RAV4,2017,18490,Automatic,30305.0,Petrol,43.5,2.0
,2017,6890,Manual,8434.0,Petrol,69.0,1.0
Yaris,2017,9242,Manual,37521.0,Petrol,55.0,1.3
Auris,2015,10499,Manual,8962.0,Diesel,65.7,1.6
Auris,2013,5995,Manual,55045.0,Petrol,46.3,1.6
Aygo,2017,5790,Manual,37721.0,Petrol,69.0,1.0
Yaris,2013,4698,Manual,87210.0,Diesel,72.4,1.4
Aygo,2015,5610,Manual,33344.0,Petrol,69.0,1.0
Aygo,2017,8995,Semi-Auto,9500.0,Petrol,67.3,1.0
Aygo,2016,6995,Manual,37052.0,Petrol,69.0,1.0
Auris,2017,14480,Automatic,20317.0,Hybrid,78.5,1.8
Yaris,2017,12995,Automatic,12640.0,Hybrid,78.0,1.5
Yaris,2018,10995,Manual,3100.0,Petrol,58.9,1.5
Yaris,2013,5998,Manual,43364.0,Petrol,51.4,1.3
Yaris,2015,7195,Manual,50229.0,Petrol,58.0,1.3
Avensis,2003,850,Manual,167054.0,Diesel,48.7,2.0
Yaris,2017,8700,Manual,16040.0,Petrol,66.0,1.0
,2019,21495,Automatic,10420.0,Hybrid,85.6,1.8
Aygo,2017,7490,Manual,13951.0,Petrol,69.0,1.0
Yaris,2017,6495,Manual,66279.0,Diesel,80.7,1.4
Yaris,2018,13995,Automatic,,Hybrid,67.3,1.5
C-HR,2019,30990,Automatic,2500.0,Hybrid,54.3,2.0
Aygo,2019,10500,Manual,4981.0,Petrol,56.5,1.0
Yaris,2013,6300,Manual,16395.0,Petrol,58.9,1.3
Yaris,2017,9398,Manual,21329.0,Petrol,58.9,1.5
Yaris,2016,7298,Manual,8246.0,Petrol,66.0,1.0
Aygo,2017,8390,Manual,19088.0,Petrol,68.9,1.0
Yaris,2018,12995,Manual,8500.0,Petrol,47.1,1.5
Land Cruiser,2017,33870,Semi-Auto,21000.0,Diesel,38.2,2.8
C-HR,2019,28495,Automatic,3500.0,Hybrid,74.3,1.8
Yaris,2019,12695,Manual,3745.0,Petrol,47.9,1.5
Aygo,2020,13495,Semi-Auto,999.0,Petrol,55.4,1.0
RAV4,2008,5195,Automatic,61000.0,Petrol,31.4,2.0
Yaris,2013,5590,Manual,53996.0,Diesel,72.4,1.4
Prius,2016,20995,Automatic,27086.0,Hybrid,64.2,1.8
Yaris,2015,10295,Automatic,32883.0,Hybrid,78.0,1.5
Aygo,2016,6572,Manual,19979.0,Petrol,69.0,1.0
Prius,2017,18490,Automatic,30785.0,Hybrid,94.1,1.8
Aygo,2016,6430,Manual,26201.0,Petrol,69.0,1.0
Aygo,2019,10000,Manual,860.0,Petrol,57.7,1.0
Auris,2015,12985,Automatic,28975.0,Hybrid,72.4,1.8
Aygo,2019,8000,Manual,,Petrol,56.5,0.0
Aygo,2017,7397,Manual,14114.0,Petrol,68.9,1.0
Aygo,2018,7995,Manual,27235.0,Petrol,68.9,1.0
Aygo,2016,6550,Manual,24594.0,Petrol,69.0,1.0
Aygo,2018,8412,Manual,18000.0,Petrol,68.9,1.0
RAV4,2015,10985,Manual,60777.0,Diesel,53.0,
RAV4,2015,11804,Manual,38999.0,Diesel,57.6,2.0
C-HR,2018,16100,Manual,7780.0,Petrol,47.9,1.2
Aygo,2014,5498,Manual,36320.0,Petrol,69.0,1.0
Aygo,2019,9694,Manual,100.0,Petrol,56.5,1.0
Aygo,2014,5979,Manual,59382.0,Petrol,69.0,
RAV4,2019,30480,Automatic,7116.0,Hybrid,49.6,2.5
C-HR,2017,21501,Automatic,12891.0,Hybrid,74.3,1.8
Yaris,2019,10990,Manual,8437.0,Petrol,47.9,1.5
Yaris,2019,11998,Manual,9911.0,Petrol,47.9,1.5
GT86,2014,13000,Manual,39761.0,Petrol,36.2,2.0
Yaris,2018,12495,Manual,14322.0,Petrol,47.1,1.5
PROACE VERSO,2020,37950,Automatic,1000.0,Diesel,38.7,2.0
Prius,2017,21000,Automatic,23170.0,Hybrid,85.6,1.8
Prius,2015,17495,Automatic,19350.0,Hybrid,134.5,1.8
C-HR,2017,20495,Automatic,16990.0,Hybrid,74.3,1.8
Aygo,2018,8990,Manual,6537.0,Petrol,56.5,1.0
Yaris,2019,11732,Manual,4176.0,Petrol,47.9,1.5
Auris,2016,7998,Manual,50240.0,Diesel,67.3,1.6
,2020,14750,Manual,574.0,Petrol,47.9,1.5
Corolla,2019,25570,Automatic,3196.0,Hybrid,72.4,2.0
Aygo,2016,7300,Manual,21851.0,Petrol,69.0,1.0
Yaris,2019,11995,Manual,10105.0,Petrol,47.9,1.5
Auris,2017,10795,Manual,18000.0,Petrol,58.9,1.2
Aygo,2018,9450,Automatic,5000.0,Petrol,56.5,1.0
Yaris,2019,11990,Manual,1769.0,Petrol,47.9,1.5
Auris,2017,16095,Automatic,31316.0,Hybrid,78.5,1.8
Yaris,2013,8995,Automatic,34989.0,Hybrid,76.3,1.5
Auris,2016,13950,Automatic,23589.0,Hybrid,72.4,1.8
C-HR,2018,17498,Automatic,26078.0,Hybrid,74.3,1.8
Aygo,2017,7352,Manual,16002.0,Petrol,69.0,1.0
C-HR,2017,19991,Automatic,30141.0,Hybrid,74.3,1.8
Yaris,2019,10920,Manual,2286.0,Petrol,47.9,1.5
Yaris,2017,9420,Manual,21691.0,Petrol,58.0,1.3
Hilux,2019,33750,Automatic,5869.0,Diesel,36.2,
Aygo,2019,8995,Manual,9233.0,Petrol,56.5,1.0
Yaris,2016,7495,Manual,52000.0,Diesel,80.7,1.4
Auris,2017,11990,Automatic,42136.0,Hybrid,72.4,1.8
Auris,2013,9988,Automatic,34230.0,Hybrid,72.4,1.8
Aygo,2019,9600,Manual,1599.0,Petrol,57.7,1.0
Yaris,2017,10500,Manual,23273.0,Petrol,56.5,1.5
RAV4,2019,29550,Automatic,8357.0,Hybrid,49.6,2.5
Aygo,2017,6990,Manual,3282.0,Petrol,69.0,1.0
Aygo,2016,5125,Manual,40630.0,Petrol,69.0,1.0
Auris,2017,15490,Automatic,57768.0,Hybrid,78.5,1.8
Prius,2016,17480,Automatic,41487.0,Hybrid,85.6,1.8
Aygo,2017,6995,Manual,10000.0,Petrol,69.0,
Prius,2017,18700,Automatic,39402.0,Hybrid,94.1,1.8
Aygo,2016,7990,Manual,37555.0,Petrol,69.0,1.0
Yaris,2020,12995,Manual,976.0,Petrol,47.9,1.5
Yaris,2018,13995,Automatic,28293.0,Hybrid,67.3,1.5
Aygo,2017,6200,Manual,16220.0,Petrol,69.0,1.0
,2018,23495,Automatic,11882.0,Hybrid,74.3,1.8
C-HR,2018,18999,Manual,16200.0,Petrol,34.5,1.2
Corolla,2019,23888,Automatic,3497.0,Hybrid,72.4,2.0
Yaris,2016,13534,Automatic,9857.0,Hybrid,78.0,1.5
Yaris,2016,10998,Automatic,23183.0,Hybrid,78.0,1.5
Aygo,2018,10500,Manual,7094.0,Petrol,56.5,1.0
RAV4,2019,30999,Automatic,10768.0,Hybrid,51.1,2.5
Aygo,2017,7495,Manual,11647.0,Petrol,68.9,1.0
Yaris,2017,9695,Manual,16058.0,Petrol,58.9,1.5
Aygo,2017,7295,Manual,19307.0,Petrol,68.9,1.0
Prius,2019,23490,Automatic,7194.0,Hybrid,64.2,1.8
Hilux,2016,14485,Manual,55232.0,Diesel,36.7,3.0
Yaris,2016,12295,Automatic,12772.0,Hybrid,86.0,1.5
Auris,2017,11295,Automatic,11000.0,Petrol,61.4,1.2
Auris,2017,12000,Automatic,12057.0,Petrol,55.4,1.2
Prius,2017,18995,Automatic,31500.0,Hybrid,85.6,1.8
Yaris,2017,11495,Automatic,35995.0,Hybrid,86.0,1.5
Aygo,2017,6900,Automatic,47814.0,Petrol,67.0,1.0
Aygo,2017,7695,Manual,28572.0,Petrol,68.9,
Aygo,2017,6990,Manual,32236.0,Petrol,68.9,1.0
Aygo,2019,10200,Manual,2755.0,Petrol,57.7,
Corolla,2019,23888,Automatic,14417.0,Hybrid,72.4,2.0
C-HR,2019,24798,Automatic,8300.0,Hybrid,74.3,1.8
C-HR,2019,16495,Manual,14372.0,Petrol,41.5,1.2
Aygo,2018,6895,Manual,17757.0,Petrol,69.0,1.0
Auris,2015,7295,Manual,57860.0,Petrol,47.9,1.6
Yaris,2017,9500,Manual,15100.0,Petrol,58.0,
Aygo,2017,7999,Manual,10947.0,Petrol,68.9,1.0
Yaris,2017,10495,Manual,13101.0,Petrol,56.5,1.5
Aygo,2016,6500,Manual,15630.0,Petrol,69.0,1.0
,2019,24595,Automatic,6692.0,Hybrid,74.3,1.8
Auris,2017,11290,Manual,12890.0,Petrol,51.4,1.2
Aygo,2016,7500,Manual,,Petrol,69.0,1.0
C-HR,2018,16995,Manual,13280.0,Petrol,47.1,1.2
Aygo,2017,7991,Manual,3199.0,Petrol,68.9,1.0
Yaris,2017,10288,Manual,6210.0,Petrol,58.9,1.5
Aygo,2018,6895,Manual,19057.0,Petrol,69.0,1.0
Prius,2019,22000,Automatic,4874.0,Hybrid,61.4,1.8
Yaris,2019,12995,Manual,3816.0,Petrol,47.9,1.5
Aygo,2018,8761,Manual,5342.0,Petrol,56.5,1.0
Aygo,2017,7549,Manual,28980.0,Petrol,68.9,1.0
Yaris,2016,7710,Manual,19900.0,Petrol,66.0,1.0
Prius,2017,20610,Automatic,17689.0,Hybrid,94.1,1.8
Yaris,2017,9000,Manual,,Petrol,58.0,1.3
Yaris,2017,10595,Manual,8044.0,Petrol,56.5,1.5
Aygo,2017,8102,Semi-Auto,21586.0,Petrol,67.0,1.0
Yaris,2018,11795,Manual,8410.0,Petrol,58.9,1.5
Yaris,2017,9495,Manual,17111.0,Petrol,58.0,1.3
Aygo,2017,7100,Manual,29384.0,Petrol,68.9,1.0
Auris,2016,10395,Manual,29329.0,Petrol,58.9,1.2
Aygo,2017,7195,Manual,20204.0,Petrol,69.0,1.0
Yaris,2016,12995,Automatic,8059.0,Other,86.0,1.5
Avensis,2013,5990,Manual,95059.0,Diesel,62.8,2.0
Aygo,2017,7490,Manual,14281.0,Petrol,68.9,1.0
Yaris,2018,11795,Manual,9641.0,Petrol,47.1,1.5
Aygo,2018,9221,Manual,5431.0,Petrol,56.5,1.0
Auris,2016,9288,Manual,39123.0,Petrol,58.9,1.2
Auris,2016,12200,Automatic,38541.0,Hybrid,72.4,1.8
Yaris,2016,9711,Manual,24635.0,Petrol,55.0,1.3
C-HR,2017,21995,Automatic,16250.0,Hybrid,74.3,1.8
C-HR,2017,17998,Automatic,23692.0,Petrol,44.8,1.2
Verso,2017,11961,Manual,26409.0,Diesel,62.8,1.6
C-HR,2017,21975,Automatic,23552.0,Hybrid,74.3,
Prius,2016,18595,Automatic,28578.0,Hybrid,85.6,1.8
Yaris,2018,12631,Automatic,6617.0,Petrol,60.1,1.5
Yaris,2015,11500,Automatic,14864.0,Hybrid,78.0,1.5
Land Cruiser,2017,31495,Semi-Auto,30071.0,Diesel,38.2,2.8
GT86,2019,23998,Semi-Auto,913.0,Petrol,32.8,2.0
Yaris,2005,2495,Manual,87263.0,Petrol,50.4,1.3
Yaris,2019,16291,Automatic,2000.0,Hybrid,76.3,1.5
Auris,2016,9995,Manual,22210.0,Petrol,58.9,1.2
