model,year,price,transmission,mileage,fuelType,mpg,engineSize
C-MAX,2017,10495,Manual,34463.0,Petrol,55.4,1.0
Fiesta,2016,8344,Manual,19648.0,Petrol,65.7,1.0
Fiesta,2018,12500,Manual,16936.0,Petrol,62.8,1.0
Kuga,2019,20000,Automatic,7597.0,Petrol,28.8,1.5
Fiesta,2018,12499,Semi-Auto,14773.0,Petrol,54.3,1.0
EcoSport,2020,20000,Manual,558.0,Petrol,53.3,1.0
Focus,2018,13790,Automatic,17643.0,Petrol,51.4,1.0
Kuga,2017,13991,Manual,27909.0,Diesel,64.2,1.5
EcoSport,2018,13800,Manual,,Petrol,,1.0
EcoSport,2018,14500,Manual,13580.0,Petrol,54.3,1.0
Fiesta,2018,12000,Manual,,Diesel,88.3,1.5
Focus,2018,12997,Manual,,Petrol,60.1,1.0
C-MAX,2018,14490,Manual,15317.0,Petrol,55.4,1.0
Fiesta,2014,8795,Manual,41597.0,Petrol,65.7,1.0
Fiesta,2019,15699,Manual,7331.0,Petrol,60.1,1.0
C-MAX,2016,10680,Manual,35198.0,Diesel,68.9,1.5
EcoSport,2019,15489,Manual,5636.0,Diesel,68.9,1.5
EcoSport,2016,10195,Manual,14368.0,Diesel,64.2,1.5
Fiesta,2013,5995,Manual,26700.0,Petrol,54.3,1.2
Ka+,2019,9490,Manual,10158.0,Petrol,47.9,1.2
Kuga,2017,16989,Manual,14422.0,Petrol,,1.5
Fiesta,2018,15000,Manual,22006.0,Petrol,40.3,1.5
Fiesta,2018,10160,Manual,9440.0,Petrol,65.7,1.0
Ka+,2018,9000,Manual,17554.0,Petrol,57.7,1.2
Focus,2015,7995,Manual,38052.0,Petrol,60.1,1.0
Fiesta,2015,7999,Manual,45837.0,Petrol,54.3,1.2
Focus,2017,12000,Manual,33310.0,Diesel,74.3,1.5
Focus,2017,11495,Manual,16700.0,Petrol,60.1,1.0
C-MAX,2019,12600,Manual,8081.0,Diesel,68.9,1.5
Focus,2019,14000,Manual,11426.0,Petrol,58.9,1.0
Fiesta,2018,10498,Manual,11421.0,Petrol,65.7,1.0
Fiesta,2016,6999,Manual,,Petrol,65.7,1.0
Galaxy,2017,17970,Semi-Auto,27503.0,Diesel,52.3,2.0
Fiesta,2019,12995,Manual,,Petrol,,1.0
Focus,2018,19490,Manual,3000.0,Petrol,51.4,1.5
Kuga,2017,16500,Manual,30190.0,Diesel,60.1,2.0
S-MAX,2018,26000,Semi-Auto,4150.0,Diesel,54.3,
Kuga,2017,13698,Manual,41457.0,Diesel,54.3,2.0
Fiesta,2016,8600,Manual,19873.0,Petrol,54.3,1.2
EcoSport,2017,10290,Manual,11436.0,Petrol,52.3,1.0
Fiesta,2018,11997,Manual,8159.0,Petrol,,1.0
Focus,2013,5347,Manual,84219.0,Diesel,67.3,1.6
Kuga,2019,18999,Manual,6888.0,Diesel,38.2,2.0
Fiesta,2019,12090,Manual,4762.0,Petrol,57.7,1.0
Mondeo,2019,20999,Automatic,3621.0,Petrol,47.1,2.0
Fiesta,2017,7798,Manual,11085.0,Petrol,54.3,1.2
Focus,2019,14491,Manual,11325.0,Petrol,58.9,1.0
Focus,2018,11799,Manual,20417.0,Petrol,60.1,1.0
Grand Tourneo Connect,2018,14900,Manual,18232.0,Diesel,64.2,1.5
Focus,2019,21350,Automatic,2314.0,Petrol,39.2,1.5
Focus,2017,10498,Manual,30589.0,Diesel,74.3,1.5
C-MAX,2017,10500,Manual,15627.0,Petrol,44.1,1.6
Fiesta,2017,9490,Manual,8062.0,Petrol,65.7,1.0
Kuga,2017,14770,Manual,19277.0,Petrol,45.6,1.5
Focus,2015,9800,Manual,29188.0,Diesel,67.3,1.6
Focus,2018,13000,Semi-Auto,4952.0,Petrol,51.4,1.0
Fiesta,2018,11899,Manual,,Petrol,65.7,1.0
Focus,2017,11998,Manual,14895.0,Diesel,74.3,1.5
Focus,2019,15950,Manual,9572.0,Diesel,80.7,1.5
Fiesta,2016,7298,Manual,33524.0,Diesel,78.5,1.5
Fiesta,2019,13900,Manual,11805.0,Petrol,55.4,1.0
Fiesta,2017,8899,Manual,18207.0,Petrol,54.3,1.2
Fiesta,2015,6998,Manual,37376.0,Petrol,54.3,
Fiesta,2019,12500,Manual,15000.0,Petrol,56.5,1.0
C-MAX,2017,10898,Manual,12626.0,Petrol,55.4,1.0
Fiesta,2019,14899,Manual,8614.0,Petrol,60.1,1.0
Focus,2014,7498,Manual,47566.0,Petrol,,1.0
Fiesta,2017,10489,Manual,21518.0,Petrol,62.8,1.0
Focus,2018,19298,Manual,21362.0,Petrol,41.5,2.0
Fiesta,2018,10190,Manual,28842.0,Petrol,56.5,
Fiesta,2018,11750,Manual,7280.0,Petrol,65.7,1.0
Fiesta,2018,9499,Manual,8371.0,Petrol,64.2,1.1
B-MAX,2013,5995,Manual,42996.0,Diesel,70.6,1.6
Focus,2016,9495,Manual,9750.0,Petrol,60.1,1.0
EcoSport,2019,15995,Manual,5000.0,Petrol,53.3,1.0
Grand C-MAX,2017,12950,Manual,14369.0,Diesel,64.2,1.5
Kuga,2019,19500,Manual,8101.0,Petrol,35.3,1.5
Edge,2018,21495,Semi-Auto,35482.0,Diesel,48.7,2.0
Kuga,2017,13995,Manual,34960.0,Diesel,60.1,2.0
Fiesta,2019,11698,Manual,18115.0,Petrol,58.9,1.0
Fiesta,2017,11000,Semi-Auto,13305.0,Petrol,57.7,
Ka+,2017,6800,Manual,31611.0,Petrol,57.7,1.2
Fiesta,2017,9500,Manual,15738.0,Petrol,65.7,1.0
B-MAX,2013,7200,Manual,36914.0,Petrol,57.7,1.0
Kuga,2018,20750,Automatic,5911.0,Petrol,31.0,1.5
Focus,2017,9499,Manual,30825.0,Petrol,61.4,1.0
Mondeo,2016,8295,Manual,75580.0,Diesel,78.5,1.5
EcoSport,2017,10975,Manual,23149.0,Petrol,53.3,
Focus,2019,17280,Manual,7088.0,Petrol,60.1,1.0
Focus,2017,17950,Manual,27188.0,Petrol,41.5,2.0
Ka+,2018,7370,Manual,20311.0,Petrol,57.7,1.2
Focus,2018,15690,Manual,10500.0,Petrol,60.1,1.0
Kuga,2019,18495,Manual,9902.0,Diesel,47.9,2.0
Fiesta,2014,7698,Manual,23576.0,Petrol,65.7,1.0
C-MAX,2016,10900,Manual,15466.0,Petrol,55.4,1.0
Focus,2019,17520,Manual,5000.0,Petrol,60.1,1.0
Fiesta,2016,7998,Manual,26490.0,Diesel,78.5,1.5
Fiesta,2018,9899,Manual,22115.0,Diesel,85.6,1.5
Fiesta,2020,18995,Manual,2561.0,Petrol,49.6,1.0
Kuga,2017,18500,Manual,21181.0,Diesel,54.3,2.0
B-MAX,2016,9189,Manual,12444.0,Diesel,74.4,1.5
Fiesta,2018,10760,Manual,12849.0,Petrol,58.9,1.0
Focus,2019,16500,Manual,14151.0,Petrol,46.3,1.5
Kuga,2018,15000,Manual,17119.0,Diesel,64.2,
B-MAX,2017,9495,Manual,32442.0,Petrol,55.4,1.0
Fiesta,2015,6860,Manual,32993.0,Petrol,54.3,1.2
Kuga,2016,9681,Manual,81332.0,Diesel,60.1,2.0
Fiesta,2016,7490,Manual,45853.0,Diesel,88.3,1.5
Fiesta,2019,22000,Manual,2664.0,Petrol,40.4,1.5
Focus,2015,8299,Manual,41000.0,Petrol,60.1,1.0
Focus,2019,16998,Automatic,8703.0,Petrol,40.9,1.5
Fiesta,2018,10899,Manual,9973.0,Petrol,65.7,1.0
Fiesta,2014,4200,Manual,40700.0,Petrol,54.3,1.2
Mondeo,2016,12498,Manual,25800.0,Diesel,,2.0
Focus,2014,12750,Manual,33202.0,Petrol,,2.0
Focus,2017,12295,Manual,,Petrol,51.4,1.5
Ka+,2017,7291,Manual,16838.0,Petrol,57.7,1.2
Fiesta,2018,11500,Manual,20556.0,Petrol,65.7,1.0
Focus,2018,11997,Manual,15332.0,Petrol,61.4,1.0
Fiesta,2018,11240,Manual,15669.0,Petrol,65.7,1.0
Focus,2017,17000,Manual,17510.0,Petrol,41.5,2.0
Fiesta,2018,9290,Manual,26907.0,Petrol,64.2,1.1
Focus,2019,18999,Manual,8000.0,Petrol,49.6,1.0
Fiesta,2019,11489,Manual,7199.0,Petrol,58.9,1.0
Fiesta,2016,8990,Manual,12884.0,Petrol,54.3,1.2
Focus,2019,20491,Manual,10699.0,Petrol,50.4,1.5
Fiesta,2017,10350,Semi-Auto,12443.0,Petrol,57.7,1.0
Fiesta,2015,6798,Manual,37313.0,Petrol,65.7,1.0
Kuga,2017,18750,Semi-Auto,17074.0,Diesel,54.3,2.0
Focus,2017,17252,Manual,15834.0,Petrol,41.5,2.0
Fiesta,2018,10180,Manual,12689.0,Petrol,65.7,1.0
Kuga,2018,15649,Manual,13805.0,Diesel,54.3,1.5
Fiesta,2015,7995,Manual,8700.0,Petrol,54.3,1.2
Fiesta,2010,5490,Manual,17733.0,Petrol,47.9,1.6
Kuga,2017,17420,Semi-Auto,25003.0,Diesel,54.3,2.0
Focus,2019,18000,Manual,6500.0,Petrol,,1.0
Fiesta,2015,8495,Manual,25000.0,Petrol,65.7,1.0
Focus,2016,16798,Manual,15646.0,Diesel,67.3,2.0
Fiesta,2018,10498,Manual,12229.0,Petrol,58.9,1.0
C-MAX,2016,10998,Manual,27639.0,Petrol,55.4,1.0
Focus,2017,17700,Manual,17991.0,Diesel,67.3,2.0
Fiesta,2018,10800,Manual,33264.0,Petrol,65.7,1.0
Fiesta,2017,8600,Manual,25919.0,Petrol,65.7,
Fiesta,2016,5995,Manual,79651.0,Petrol,65.7,1.0
KA,2016,4500,Manual,43151.0,Petrol,57.7,1.2
Focus,2019,18420,Manual,,Diesel,57.6,2.0
Galaxy,2019,28000,Semi-Auto,14872.0,Diesel,46.3,2.0
Focus,2019,22498,Manual,9.0,Diesel,74.3,1.5
Focus,2018,11999,Manual,30953.0,Petrol,50.4,1.5
EcoSport,2018,13650,Manual,4666.0,Petrol,54.3,1.0
Fiesta,2018,10491,Manual,8425.0,Petrol,65.7,1.0
Fiesta,2016,7490,Manual,16826.0,Petrol,54.3,1.2
Focus,2020,15600,Manual,557.0,Petrol,60.1,1.0
Kuga,2017,14999,Manual,17651.0,Diesel,60.1,
EcoSport,2018,14995,Manual,9900.0,Diesel,58.9,1.5
Fiesta,2018,10190,Manual,13487.0,Petrol,65.7,1.0
Fiesta,2017,8000,Manual,20901.0,Petrol,54.3,1.2
Focus,2018,11995,Manual,15984.0,Petrol,60.1,1.0
Focus,2015,8499,Manual,50502.0,Diesel,74.3,1.5
Focus,2017,11490,Manual,63686.0,Diesel,70.6,2.0
Fiesta,2018,10100,Manual,25410.0,Petrol,56.5,1.0
S-MAX,2016,15369,Manual,36932.0,Diesel,56.5,2.0
Focus,2016,7990,Manual,57000.0,Diesel,74.3,1.5
Fiesta,2016,6995,Manual,33000.0,Petrol,62.8,1.0
Focus,2020,18991,Manual,905.0,Petrol,60.1,1.0
Focus,2017,10489,Manual,3960.0,Petrol,60.1,1.0
Fiesta,2019,13000,Manual,,Petrol,,1.0
Mondeo,2018,13999,Automatic,31345.0,Diesel,45.6,
Fiesta,2016,8640,Manual,17782.0,Petrol,54.3,1.2
Fiesta,2017,10300,Manual,14991.0,Petrol,65.7,1.0
Fiesta,2019,17799,Manual,1058.0,Petrol,58.9,1.0
Fiesta,2017,9000,Manual,26136.0,Petrol,65.7,
Focus,2015,7500,Manual,42112.0,Petrol,61.4,1.0
Focus,2017,11750,Manual,12200.0,Petrol,60.1,1.0
Focus,2009,3690,Manual,80000.0,Diesel,54.3,1.8
Fiesta,2017,9995,Manual,20710.0,Petrol,65.7,1.0
Focus,2017,11000,Manual,19239.0,Diesel,74.3,1.5
Fiesta,2017,9690,Manual,23000.0,Petrol,65.7,1.0
Fiesta,2015,5298,Manual,66174.0,Petrol,65.7,1.0
Kuga,2017,15490,Manual,34442.0,Diesel,60.1,2.0
Focus,2019,16998,Manual,19936.0,Petrol,60.1,1.0
Mondeo,2015,7990,Manual,80000.0,Diesel,68.9,2.0
Fiesta,2017,10445,Manual,10000.0,Petrol,65.7,1.0
Fiesta,2017,8499,Manual,14988.0,Petrol,64.2,1.1
Fiesta,2019,13998,Manual,,Petrol,58.9,1.0
Kuga,2018,17890,Semi-Auto,39821.0,Diesel,54.3,2.0
Fiesta,2019,14995,Manual,4800.0,Petrol,60.1,1.0
Galaxy,2016,17000,Manual,16407.0,Diesel,,2.0
Mondeo,2012,3495,Manual,151000.0,Diesel,65.7,1.6
Fiesta,2019,14995,Manual,15.0,Petrol,58.9,1.0
Fiesta,2014,6220,Manual,30713.0,Petrol,,1.2
Focus,2016,16479,Manual,24547.0,Petrol,41.5,2.0
Focus,2017,12999,Manual,21000.0,Petrol,57.7,1.0
Focus,2019,17699,Manual,5443.0,Petrol,60.1,1.0
Fiesta,2010,5495,Automatic,59000.0,Petrol,43.4,1.4
Fiesta,2015,5495,Manual,55085.0,Petrol,54.3,1.2
Fiesta,2013,6800,Manual,32638.0,Petrol,54.3,1.2
EcoSport,2017,8490,Manual,40206.0,Petrol,53.3,1.0
Fiesta,2018,11800,Manual,15997.0,Petrol,65.7,1.0
Focus,2015,6999,Manual,65419.0,Diesel,74.3,1.5
Kuga,2017,14500,Manual,38535.0,Diesel,54.3,2.0
Focus,2018,12300,Manual,13255.0,Petrol,57.7,1.0
Focus,2019,21972,Manual,1011.0,Petrol,60.1,1.0
Focus,2019,14198,Manual,20205.0,Petrol,58.9,
Fiesta,2014,6221,Manual,46321.0,Petrol,54.3,1.2
Fiesta,2018,11500,Manual,16093.0,Petrol,65.7,1.0
Focus,2014,7950,Manual,23691.0,Petrol,60.1,1.0
Ka+,2018,8710,Manual,8714.0,Petrol,54.3,1.2
Focus,2019,18770,Automatic,9162.0,Diesel,,1.5
Focus,2017,10690,Manual,17113.0,Petrol,61.4,
EcoSport,2018,13997,Manual,22084.0,Petrol,54.3,1.0
Kuga,2017,16500,Manual,18600.0,Diesel,54.3,2.0
EcoSport,2017,10450,Manual,9335.0,Petrol,52.3,1.0
EcoSport,2016,9298,Manual,18687.0,Petrol,53.3,1.0
Focus,2018,14990,Manual,1850.0,Petrol,60.1,1.0
Kuga,2017,15170,Manual,4924.0,Petrol,,1.5
Fiesta,2017,10495,Manual,18085.0,Petrol,65.7,1.0
Fiesta,2018,12460,Semi-Auto,5759.0,Petrol,54.3,
S-MAX,2019,29499,Semi-Auto,8998.0,Diesel,51.4,2.0
Fiesta,2018,11200,Manual,17140.0,Petrol,56.5,1.0
Focus,2018,12400,Manual,21264.0,Petrol,57.7,1.0
EcoSport,2017,10490,Manual,20651.0,Petrol,52.3,1.0
Kuga,2019,22950,Manual,6659.0,Diesel,37.7,2.0
S-MAX,2014,9488,Automatic,62000.0,Diesel,47.1,2.0
Fiesta,2018,13695,Manual,11172.0,Petrol,58.9,1.0
Focus,2016,11300,Semi-Auto,18503.0,Petrol,44.8,1.6
Kuga,2017,15995,Manual,15658.0,Petrol,45.6,1.5
Mondeo,2019,20000,Manual,192.0,Diesel,65.7,2.0
C-MAX,2016,10498,Semi-Auto,25356.0,Diesel,64.2,1.5
Fiesta,2018,12499,Manual,11904.0,Petrol,62.8,1.0
Fiesta,2017,9499,Manual,12000.0,Petrol,54.3,1.2
Focus,2017,11995,Manual,23469.0,Petrol,51.4,1.5
Kuga,2017,15000,Automatic,53950.0,Petrol,38.2,
Fiesta,2014,6995,Manual,35084.0,Petrol,65.7,1.0
Kuga,2017,14990,Manual,31598.0,Diesel,60.1,2.0
Puma,2019,21000,Manual,150.0,Petrol,50.4,1.0
C-MAX,2016,9500,Manual,11138.0,Petrol,44.1,1.6
C-MAX,2015,8985,Automatic,24757.0,Diesel,64.2,1.5
Ka+,2017,6695,Manual,24000.0,Petrol,57.7,1.2
Focus,2017,9795,Semi-Auto,31100.0,Petrol,51.4,1.0
Fiesta,2018,11950,Manual,15253.0,Petrol,58.9,
EcoSport,2019,17448,Manual,3260.0,Petrol,51.4,1.0
Fiesta,2015,7641,Manual,36182.0,Petrol,65.7,1.0
Fiesta,2013,7200,Manual,39315.0,Diesel,78.5,1.6
Mondeo,2013,9500,Automatic,39876.0,Petrol,36.7,2.0
Fiesta,2019,13298,Manual,7349.0,Petrol,58.9,1.0
Kuga,2017,17990,Manual,10850.0,Diesel,60.1,2.0
Kuga,2019,17865,Manual,10768.0,Diesel,38.2,2.0
Ka+,2017,6699,Manual,33315.0,Petrol,,1.2
Fiesta,2019,12600,Manual,12663.0,Petrol,58.9,1.0
Focus,2017,10890,Manual,22158.0,Petrol,60.1,1.0
Focus,2015,9362,Manual,45588.0,Petrol,60.1,1.0
EcoSport,2018,12710,Manual,9467.0,Petrol,54.3,1.0
Fiesta,2018,11490,Manual,30600.0,Petrol,65.7,1.0
Focus,2016,11595,Manual,17666.0,Diesel,74.3,1.5
KA,2016,4990,Manual,52576.0,Petrol,57.7,1.2
Fiesta,2019,15490,Manual,8512.0,Petrol,60.1,1.0
Fiesta,2018,12950,Manual,10061.0,Petrol,60.1,1.0
Focus,2019,16110,Manual,16000.0,Diesel,74.3,1.5
Mondeo,2014,8995,Manual,71869.0,Diesel,61.4,2.0
Focus,2017,16997,Manual,17343.0,Petrol,41.5,2.0
Focus,2013,6995,Automatic,28860.0,Petrol,44.1,1.6
Fiesta,2017,7695,Manual,12868.0,Petrol,54.3,1.2
Fusion,2007,2299,Manual,62233.0,Petrol,42.8,1.6
Edge,2016,17500,Manual,48585.0,Diesel,48.7,2.0
B-MAX,2015,6995,Manual,39700.0,Petrol,47.1,1.4
Mondeo,2016,9500,Manual,,Diesel,78.5,1.5
Kuga,2015,9450,Manual,51338.0,Diesel,60.1,2.0
Focus,2018,14299,Manual,5729.0,Diesel,74.3,1.5
Tourneo Connect,2019,18500,Automatic,5659.0,Diesel,44.1,1.5
Fiesta,2018,9495,Manual,8563.0,Petrol,64.2,1.1
Focus,2013,5939,Manual,70199.0,Diesel,67.3,1.6
Fiesta,2019,12995,Manual,9597.0,Petrol,58.9,1.0
Focus,2019,16600,Manual,12500.0,Diesel,74.3,1.5
Fiesta,2017,10999,Manual,7873.0,Petrol,65.7,1.0
Kuga,2015,14298,Manual,43717.0,Diesel,54.3,2.0
Focus,2017,10993,Manual,17797.0,Petrol,61.4,1.0
Kuga,2015,13998,Manual,28126.0,Diesel,54.3,2.0
Fiesta,2017,13650,Manual,12561.0,Petrol,47.9,1.6
Fiesta,2013,6699,Manual,33542.0,Petrol,65.7,1.0
Fiesta,2017,8991,Manual,12151.0,Petrol,65.7,1.0
Focus,2018,14480,Manual,13807.0,Petrol,58.9,1.0
Fiesta,2017,10000,Manual,9867.0,Petrol,64.2,1.1
Focus,2019,15998,Automatic,11045.0,Petrol,41.5,1.0
C-MAX,2015,9000,Manual,29110.0,Diesel,68.9,1.5
Ka+,2018,7991,Manual,7860.0,Petrol,57.7,1.2
Fiesta,2017,9299,Manual,21713.0,Petrol,,1.0
Focus,2017,11500,Automatic,20733.0,Petrol,51.4,1.0
EcoSport,2017,8392,Manual,,Diesel,64.2,1.5
Fiesta,2016,8600,Manual,15504.0,Petrol,65.7,1.0
Fiesta,2014,6300,Manual,40178.0,Petrol,54.3,1.2
Fiesta,2019,14995,Manual,200.0,Petrol,58.9,1.0
Focus,2017,9920,Automatic,49031.0,Petrol,46.3,1.5
Kuga,2017,15290,Manual,36609.0,Diesel,60.1,2.0
Fiesta,2019,15200,Manual,4188.0,Petrol,55.4,1.0
Focus,2011,4495,Manual,87577.0,Petrol,47.9,1.6
Fiesta,2016,8100,Manual,,Petrol,54.3,1.2
Grand C-MAX,2017,14498,Manual,7219.0,Diesel,64.2,1.5
Focus,2017,10770,Manual,22176.0,Petrol,60.1,1.0
Fiesta,2018,11000,Manual,33763.0,Petrol,56.5,1.0
Ka+,2018,9790,Manual,9358.0,Petrol,43.5,1.2
