id,genres
19155,Drama
19155,War
76,Drama
76,Romance
11017,Comedy
37141,Drama
37141,Thriller
9382,Comedy
9382,Drama
6715,Drama
6715,Family
18256,Thriller
18256,Drama
18256,Horror
18256,Mystery
22625,Drama
22625,Family
22625,Romance
2292,Comedy
1909,Romance
1909,Drama
1909,Comedy
8984,Drama
8984,Thriller
8984,Crime
8984,Mystery
8984,Romance
61813,Thriller
4954,Action
4954,Adventure
4954,Thriller
62488,Crime
62488,Comedy
62488,Fantasy
10531,Drama
10531,Thriller
10531,Mystery
11929,Crime
11929,Drama
11929,Mystery
8467,Comedy
10451,Comedy
10451,Drama
10451,Romance
20156,Drama
20156,Mystery
18395,Thriller
18395,Comedy
18395,Crime
18395,Romance
522,Comedy
522,Drama
522,History
397,Comedy
397,Romance
10525,Comedy
10525,Drama
10525,Romance
27985,Action
27985,Adventure
27985,Drama
27985,Family
15789,Romance
15789,Animation
15789,Family
15789,Comedy
15789,Adventure
27303,Drama
27303,Thriller
21183,Drama
21183,Family
21183,Fantasy
10954,History
10954,Drama
47867,Drama
47867,Family
47867,Fantasy
43475,Fantasy
43475,Animation
43475,Science Fiction
43475,Family
72031,Drama
72031,Action
72031,Thriller
72031,Crime
14275,Documentary
1024,Drama
1024,Fantasy
17207,Comedy
17207,Family
13701,Drama
13701,Music
13701,Romance
14819,Comedy
14819,Family
14819,Drama
32631,Action
32631,Thriller
11777,Comedy
11777,Drama
11777,Romance
628,Horror
628,Romance
87729,Drama
87729,Romance
18713,Comedy
18713,Crime
6280,Comedy
6280,Family
6280,Romance
9061,Action
9061,Drama
9061,Mystery
9061,Thriller
37108,Adventure
37108,Fantasy
37108,Comedy
37108,Science Fiction
37108,Family
6071,Action
6071,Crime
6071,Drama
6071,Thriller
11,Adventure
11,Action
11,Science Fiction
9587,Drama
9587,Romance
19101,Drama
19101,Family
19101,Fantasy
49980,Drama
17961,Crime
17961,Drama
18183,Drama
18183,Romance
4476,Adventure
4476,Drama
4476,Romance
4476,War
11008,Adventure
11008,Comedy
11008,Family
47504,Action
47504,Drama
32325,Crime
32325,Drama
43742,Drama
43742,Romance
28313,Drama
11318,Comedy
11318,Drama
11318,History
3036,Drama
3036,Horror
3036,Science Fiction
3036,Romance
40490,Action
40490,Comedy
40490,Family
24070,Comedy
24070,Drama
24070,Romance
8986,Comedy
8986,Romance
10510,Fantasy
10510,Drama
10510,Family
17402,Comedy
17402,Romance
38722,Comedy
38722,Drama
8438,Crime
8438,Drama
11593,Drama
11593,Comedy
1945,Drama
1945,Thriller
39310,Crime
39310,Drama
109560,Action
109560,Thriller
109560,Crime
109560,Drama
56428,Horror
63105,Science Fiction
63105,Action
63105,Thriller
131957,Drama
131957,Romance
241,Crime
241,Thriller
241,Drama
9058,Comedy
9058,Drama
9058,Romance
527,Drama
18220,Drama
18220,Romance
18220,Thriller
6950,Action
6950,Drama
6950,Science Fiction
6950,Thriller
101,Thriller
101,Crime
101,Drama
63020,Comedy
63020,Drama
63020,Romance
2307,Comedy
2307,Drama
2307,Romance
680,Thriller
680,Crime
41478,Drama
25296,Comedy
25296,Drama
40156,Drama
40156,Romance
11450,History
11450,Drama
30304,Drama
30304,History
10452,Drama
10452,History
12106,Action
12106,Western
161495,Drama
161495,Comedy
3586,Drama
3586,Comedy
110,Drama
110,Mystery
110,Romance
108,Drama
108,Music
108,Mystery
109,Comedy
109,Drama
109,Mystery
159185,Drama
36357,Comedy
36357,Family
36357,TV Movie
92769,Horror
92769,Drama
28033,Comedy
28033,Drama
22586,Animation
14334,Drama
14334,Family
14334,Fantasy
2636,Action
2636,Thriller
2164,Action
2164,Adventure
2164,Science Fiction
11395,Fantasy
11395,Drama
11395,Comedy
11395,Family
278,Drama
278,Crime
9905,Crime
9905,Thriller
87078,Drama
87078,Thriller
12527,Comedy
12527,Drama
20306,Crime
20306,Comedy
36614,Comedy
36614,Drama
36614,Romance
27993,Comedy
31439,Drama
31439,Romance
31439,War
9067,Action
9067,Comedy
9067,Fantasy
9067,Science Fiction
9059,Horror
9059,Comedy
9059,Thriller
193,Science Fiction
193,Action
193,Adventure
193,Thriller
25066,Crime
25066,Horror
25066,Thriller
46797,Drama
46797,Romance
12122,Thriller
12122,Horror
12122,Science Fiction
11381,Comedy
32636,Drama
32636,Romance
36141,Thriller
36141,Crime
95963,Drama
95963,War
1587,Romance
1587,Drama
9271,Action
9271,Crime
9271,Science Fiction
9271,Thriller
2064,Comedy
2064,Drama
2064,Romance
19855,Drama
60855,Comedy
60855,Romance
236,Drama
236,Comedy
236,Romance
48287,Comedy
48287,Drama
48287,Family
3049,Comedy
3049,Mystery
2759,Drama
2759,Comedy
12635,Drama
12635,Music
10497,Thriller
10497,Drama
10497,Romance
11382,Action
11382,Comedy
11382,Thriller
9331,Action
9331,Drama
9331,Thriller
10731,Drama
10731,Thriller
10731,Crime
10731,Mystery
10464,Comedy
10464,Drama
10464,Family
10464,Romance
34152,Comedy
34152,Drama
9495,Fantasy
9495,Action
9495,Thriller
29973,Drama
888,Fantasy
888,Comedy
888,Family
13,Comedy
13,Drama
13,Romance
712,Comedy
712,Drama
712,Romance
16295,Romance
16295,Drama
16295,Crime
48992,Comedy
48992,Drama
48992,Romance
10879,Action
10879,Comedy
10879,Romance
10660,Comedy
10660,Drama
10660,Romance
10714,Adventure
10714,Drama
10714,Family
41647,Documentary
41647,Foreign
8587,Family
8587,Animation
8587,Drama
1689,Drama
1689,History
11596,Horror
11596,Thriller
11596,Mystery
11596,Fantasy
854,Romance
854,Comedy
854,Crime
854,Fantasy
9359,Action
9359,Adventure
9359,Comedy
9359,Drama
9359,Western
23333,Drama
36593,Comedy
36593,Crime
12280,Comedy
12280,Drama
2788,Drama
10427,Crime
10427,Drama
10427,Thriller
11011,Comedy
11011,Family
49803,Drama
8987,Action
8987,Adventure
8987,Crime
8987,Thriller
1637,Action
1637,Adventure
1637,Crime
15128,Comedy
15128,Romance
8831,Thriller
8831,Science Fiction
8831,Action
8831,Crime
36955,Action
36955,Thriller
10449,Drama
10449,Romance
10395,Fantasy
12160,Drama
12160,Action
12160,Western
40480,Action
40480,Crime
40480,Romance
40480,Thriller
52038,Comedy
52038,Drama
29444,Comedy
29444,Drama
26352,Action
26352,Comedy
26352,Crime
39953,Drama
41580,Drama
315,Action
315,Crime
22067,Crime
22067,Drama
22067,Romance
18242,Animation
18242,Science Fiction
11667,Action
11667,Adventure
11667,Thriller
32502,Action
32502,Comedy
267188,
28732,Action
28732,Adventure
28732,Crime
28732,Drama
28732,Thriller
75555,Horror
75555,Thriller
42981,Documentary
278939,Romance
278939,Adventure
278939,Crime
278939,Drama
291731,Thriller
291731,Drama
226229,Action
226229,Thriller
203119,Comedy
172923,
316098,Documentary
8011,Action
8011,Fantasy
8011,Science Fiction
171857,
2654,Horror
2654,Mystery
2654,Thriller
18069,Drama
18069,Romance
19092,Crime
19092,Drama
2758,Comedy
2758,Family
2758,Fantasy
38129,Comedy
10436,Drama
10436,Romance
13595,Comedy
13595,Crime
13595,Music
46094,Comedy
46094,Family
9409,Action
9409,Comedy
11853,Action
11853,Adventure
11853,Comedy
11853,Drama
11853,Western
16771,Comedy
16771,Drama
16771,Romance
46924,Drama
46924,Comedy
46924,Fantasy
11041,Comedy
306,Action
306,Comedy
306,Crime
14522,Action
14522,Adventure
14522,Drama
14522,Family
26203,Mystery
26203,Crime
26203,Drama
26203,Thriller
178,Drama
178,Action
178,Thriller
19819,Drama
57834,Drama
57834,Romance
4722,Horror
4722,Science Fiction
4722,Thriller
18215,Drama
18215,Romance
1607,Drama
1607,Crime
26391,Comedy
117553,Drama
117553,Comedy
6075,Action
6075,Crime
6075,Drama
6075,Thriller
11310,Action
11310,Comedy
11310,Drama
11310,Western
18658,Comedy
18658,Thriller
18658,Mystery
9350,Action
9350,Adventure
9350,Thriller
9612,Comedy
9612,Science Fiction
9612,Family
2124,Drama
2124,Mystery
2124,Romance
2124,Thriller
26261,Action
26261,Comedy
26261,Family
19176,Western
19176,Action
19176,Comedy
49299,Drama
11566,Comedy
9571,Comedy
9571,Drama
9739,Crime
9739,Action
9739,Science Fiction
24257,Documentary
34444,Western
34444,Drama
34444,Comedy
34444,Romance
26141,Comedy
10997,Drama
50463,Drama
50463,Comedy
50463,Romance
10443,Drama
20239,Comedy
16297,Comedy
16297,Drama
18551,Drama
18551,Mystery
18551,Romance
25440,Comedy
25440,Thriller
25440,Mystery
25440,Romance
25440,Foreign
9024,Comedy
9024,Romance
37233,Drama
37233,Mystery
37233,Thriller
1634,Family
1634,Adventure
13815,Crime
13815,Drama
13815,Thriller
5503,Adventure
5503,Action
5503,Thriller
5503,Crime
5503,Mystery
35588,History
35588,Action
35588,Drama
35588,Western
2087,Drama
2087,Action
2087,Thriller
41579,Family
41579,Comedy
41579,Crime
18620,Drama
18620,Romance
41006,Comedy
41006,Drama
4916,Drama
4916,Thriller
2019,Action
2019,Adventure
2019,Crime
2019,Thriller
31642,History
31642,War
31642,Action
31642,Drama
9255,Action
9255,Comedy
9255,War
26271,Comedy
10612,Drama
10612,Comedy
10612,Romance
2259,Romance
2259,Drama
16097,Comedy
11934,Comedy
11934,Drama
106143,Comedy
106143,Drama
12475,Comedy
9386,Action
9386,Drama
9386,Thriller
9386,Crime
9386,Mystery
7984,Drama
59930,Comedy
59930,Drama
59930,Romance
15765,Drama
15765,Music
31643,Comedy
6,Action
6,Thriller
6,Crime
329,Adventure
329,Science Fiction
10909,Thriller
10909,Crime
507,Action
507,Crime
507,Drama
507,Thriller
34024,Drama
29918,Action
29918,Adventure
29918,Drama
29918,Family
9593,Adventure
9593,Fantasy
9593,Action
9593,Comedy
9593,Family
42580,Comedy
42580,Family
22317,Action
22317,Comedy
22317,Western
1413,Drama
1413,Romance
12121,Comedy
2246,Drama
2246,Crime
10502,Drama
10440,Comedy
10440,Mystery
9516,Drama
9516,Action
9516,Crime
2320,Action
2320,Adventure
2320,Drama
2320,Thriller
5879,Drama
5879,Romance
83718,Thriller
83718,Comedy
83718,Drama
83718,Romance
11971,Drama
11971,Comedy
11971,Romance
2625,Drama
2625,Romance
31911,Comedy
31911,Romance
788,Comedy
788,Drama
788,Family
21450,Comedy
21450,Drama
11231,Adventure
41588,Comedy
41588,Drama
10447,Action
10447,Drama
10447,Science Fiction
10447,Thriller
31586,Comedy
31586,Drama
31586,Family
31586,Fantasy
31586,Science Fiction
9300,Romance
9300,Drama
9300,Fantasy
9559,Crime
9559,Drama
9559,Thriller
9800,Drama
713,Drama
713,Romance
8291,Drama
8291,Romance
18133,Drama
25557,Horror
25557,Science Fiction
25557,Thriller
22588,Comedy
22588,Crime
22588,Drama
22588,Music
22588,Mystery
22588,Romance
10872,Comedy
1245,Drama
1245,Romance
11858,Comedy
11858,War
7007,Action
7007,Drama
7007,Thriller
10467,Comedy
10467,Romance
5550,Action
5550,Adventure
5550,Crime
5550,Science Fiction
5550,Thriller
8005,Comedy
2088,Action
2088,Crime
2088,Drama
2088,Thriller
10412,Action
10412,Drama
10412,Thriller
47889,Drama
47889,Romance
14534,Drama
56583,Drama
41878,Drama
424,Drama
424,History
424,War
35233,Comedy
35233,Drama
14291,Drama
103413,Drama
11236,Drama
11236,Family
11236,Fantasy
11592,Comedy
11592,Crime
11592,Horror
11592,Thriller
8850,Adventure
8850,Fantasy
8850,Action
8850,Thriller
8850,Science Fiction
10445,Drama
10445,Romance
695,Comedy
695,Drama
43535,Drama
43535,Family
12519,Comedy
12519,Drama
23210,Mystery
23210,Drama
23210,Comedy
858,Comedy
858,Drama
858,Romance
867,Drama
867,Thriller
78,Science Fiction
78,Drama
78,Thriller
13203,Comedy
13203,Drama
13203,Romance
10442,Comedy
10442,Crime
10442,Romance
11074,Crime
11074,Action
11074,Mystery
11074,Thriller
33367,History
33367,Drama
33367,Romance
9607,Adventure
9607,Comedy
9607,Family
9607,Fantasy
17585,Action
17585,Adventure
17585,Thriller
17585,Crime
9057,Action
9057,Thriller
20967,Drama
20967,Music
10635,Comedy
10635,Drama
10635,Family
10635,Romance
9479,Fantasy
9479,Animation
9479,Family
10057,Action
10057,Adventure
10057,Comedy
11969,Action
11969,Adventure
11969,Drama
11969,History
11969,Western
41590,Drama
41590,Action
41590,Thriller
319,Action
319,Thriller
319,Crime
319,Romance
26408,Documentary
26408,History
15139,Fantasy
15139,Science Fiction
15139,Family
15139,Animation
161158,Drama
161158,Comedy
218473,
85247,Thriller
85247,Drama
85247,Romance
11446,Comedy
11446,Drama
51980,Drama
51980,Romance
24405,Comedy
24405,Romance
11655,Drama
11655,Horror
11655,Thriller
11800,Comedy
11800,Romance
8223,Comedy
8223,Drama
14587,Comedy
14587,Drama
31504,Comedy
31504,Family
41653,Drama
53185,TV Movie
53185,Drama
53185,Romance
53185,Comedy
95743,Drama
95743,Romance
23637,Comedy
23637,Foreign
17600,Comedy
17600,Drama
10897,Romance
10897,Comedy
10897,Family
349394,Comedy
21352,Drama
21352,Family
21352,Adventure
68806,Thriller
68806,Crime
68806,Drama
37345,Comedy
37345,Drama
37345,History
37345,Mystery
32562,History
32562,Documentary
47507,Drama
47507,Comedy
47507,Romance
47507,Foreign
25403,Comedy
25403,Drama
124304,Romance
124304,Drama
9066,Comedy
771,Comedy
771,Family
251,Fantasy
251,Drama
251,Thriller
251,Mystery
251,Romance
812,Animation
812,Family
812,Comedy
812,Adventure
812,Fantasy
812,Romance
280,Action
280,Thriller
280,Science Fiction
581,Adventure
581,Drama
581,Western
80350,Thriller
80350,Action
80350,Drama
268,Fantasy
268,Action
274,Crime
274,Drama
274,Thriller
408,Fantasy
408,Animation
408,Family
10020,Romance
10020,Family
10020,Animation
10020,Fantasy
10020,Music
10895,Animation
10895,Family
114,Romance
114,Comedy
41043,Comedy
41043,Drama
41043,Fantasy
576,Adventure
576,Western
15477,Crime
15477,Thriller
59146,Drama
59146,Foreign
59146,Romance
124472,
30528,Comedy
30528,Romance
7300,Comedy
7300,Romance
10824,Horror
261246,Romance
261246,Drama
275,Crime
275,Drama
275,Thriller
25059,Adventure
25059,Comedy
25059,Drama
25059,Family
11827,Animation
11827,Science Fiction
8766,Horror
8766,Thriller
8766,Science Fiction
23570,Comedy
23570,Romance
47333,Drama
47333,Romance
54850,Drama
54850,Mystery
54850,Thriller
51242,Comedy
51242,Foreign
10112,Animation
10112,Comedy
10112,Family
10112,Adventure
4307,Drama
4307,Romance
46029,Comedy
46029,Romance
32308,Comedy
32308,Family
88893,Adventure
88893,Drama
88893,Documentary
52873,Drama
123505,
340210,Thriller
340210,Action
340210,Drama
44281,Comedy
44281,Drama
28121,Comedy
28121,Thriller
28121,Crime
28121,Romance
12520,Comedy
12520,Thriller
12520,Crime
12520,Drama
1592,Crime
1592,Drama
1592,Mystery
1592,Thriller
166901,
36447,Drama
36447,Romance
19042,Romance
19042,Animation
19042,Family
19042,Adventure
19042,Fantasy
38884,Drama
38884,History
38884,War
38884,Romance
47449,Comedy
36259,Fantasy
36259,Science Fiction
36259,Family
41852,Comedy
41852,Drama
40926,Drama
40926,Thriller
9099,Comedy
9099,Family
2021,Comedy
2021,Drama
2021,Romance
61752,Comedy
10988,Drama
10988,Horror
10988,Mystery
10988,Thriller
11479,Adventure
11479,Drama
11479,Comedy
11479,Family
398959,Romance
398959,Drama
287305,Comedy
339428,Comedy
12652,Drama
12652,Romance
10684,Drama
10684,Thriller
10684,Mystery
10684,War
954,Adventure
954,Action
954,Thriller
68445,Drama
68445,Comedy
18989,Drama
18989,Romance
10801,Comedy
54285,Horror
54285,Mystery
54285,Thriller
8840,Fantasy
278978,Drama
124625,Drama
11107,Action
11107,Comedy
16417,Drama
16417,Comedy
70934,
10363,Crime
10363,Drama
10363,Thriller
161070,Romance
161070,Comedy
161070,Drama
10539,Adventure
10539,Animation
10539,Family
10543,Drama
10543,Thriller
10543,Romance
18414,Comedy
47502,Comedy
47502,Crime
47502,Drama
11902,War
11902,Drama
11902,Comedy
27098,War
27098,Drama
27098,Romance
25087,Action
25087,Thriller
5801,Drama
896,Drama
3065,Comedy
3065,Science Fiction
318177,
2300,Animation
2300,Comedy
2300,Drama
2300,Family
2300,Fantasy
8069,Science Fiction
288173,Thriller
288173,Action
288173,Drama
187851,Comedy
187851,Horror
187851,Science Fiction
27768,Drama
27768,Thriller
221917,Drama
221917,Romance
8072,Drama
8072,Science Fiction
8072,Mystery
35797,Drama
88030,Documentary
88030,Foreign
185191,
83857,Horror
83857,Drama
83857,Thriller
33245,Drama
124460,Drama
124460,Romance
27281,Action
27281,Adventure
27281,Comedy
27281,Family
105045,Drama
105045,Romance
105045,Drama
105045,Romance
40001,Comedy
40001,Romance
40001,Drama
29621,Action
29621,Adventure
29621,Science Fiction
29621,Thriller
117730,Drama
117730,Foreign
20762,Action
20762,Thriller
37144,Crime
37144,Mystery
37144,Thriller
48260,Crime
48260,Drama
48260,Romance
48260,Thriller
12656,Action
12656,Comedy
12656,Drama
12656,Thriller
38867,Drama
38867,Romance
277270,
25969,Comedy
25969,Drama
25969,Family
25969,Romance
44103,Drama
44103,History
753,Drama
43634,Romance
43634,Drama
43634,Mystery
9103,Action
9103,Adventure
90214,Comedy
90214,Romance
29649,Drama
10990,Drama
10990,Mystery
10990,Thriller
8866,Comedy
8866,Romance
12233,Animation
12233,Comedy
12233,Family
23449,Comedy
36355,Adventure
36355,Family
37667,Drama
37667,Thriller
37667,Mystery
37667,Romance
90148,Drama
922,Drama
922,Fantasy
922,Western
11876,War
11876,Adventure
11876,Drama
11876,Romance
52633,Action
52633,Crime
52633,Drama
62364,Comedy
62364,Foreign
11687,Fantasy
11687,Comedy
11687,Science Fiction
9304,Comedy
9304,Fantasy
9304,Science Fiction
73183,Documentary
131232,Drama
131232,Foreign
9100,Drama
9100,Fantasy
9100,Horror
9100,Thriller
20759,Comedy
20759,Drama
46063,Drama
46063,Thriller
365371,
32513,Comedy
32513,Drama
32513,Romance
40651,Animation
40651,Drama
36915,Drama
36915,Mystery
36915,Thriller
40507,Action
40507,Drama
40507,Crime
40507,Thriller
9802,Action
9802,Adventure
9802,Thriller
25697,Comedy
21588,Fantasy
21588,Drama
21588,Horror
21588,Comedy
664,Action
664,Adventure
664,Drama
11867,Action
11867,Science Fiction
47119,Drama
314352,Comedy
9323,Action
9323,Animation
9323,Science Fiction
10280,Horror
10280,Thriller
10535,Action
10535,Comedy
124613,Comedy
124613,Drama
532,Family
532,Animation
532,Comedy
26744,Drama
26744,Action
26744,Crime
16299,Comedy
16299,Family
10547,Action
10547,Mystery
10547,Science Fiction
10547,Thriller
245268,Drama
245268,War
935,Drama
935,Comedy
935,War
55613,Horror
55613,Comedy
55613,Drama
55613,Fantasy
215107,
41007,Comedy
41007,Drama
41007,Romance
35645,Drama
110465,Family
110465,Adventure
255546,Documentary
40751,Drama
40751,Action
275096,
85778,Documentary
11101,Drama
11101,History
11101,War
9826,Adventure
9826,Action
9879,Drama
9879,Thriller
9879,Crime
63564,Drama
63564,Comedy
22621,Drama
22621,Romance
7095,Comedy
7095,Drama
7095,Science Fiction
26890,Drama
46732,Comedy
46732,Drama
46732,Family
124633,Drama
202425,Music
202425,Romance
196940,
77771,Drama
77771,Romance
181083,Drama
41225,Drama
41225,Mystery
41225,Horror
188589,
87190,Western
87190,Drama
87190,War
627,Drama
627,Crime
32872,Comedy
32872,Romance
602,Action
602,Adventure
602,Science Fiction
14553,Drama
14553,Romance
9566,Drama
9566,Mystery
9566,Thriller
10545,Drama
10545,Animation
10545,Family
9894,Comedy
9894,Drama
9894,Thriller
11543,Comedy
9268,Action
9268,Drama
9268,Mystery
9268,Thriller
52059,Documentary
9327,Fantasy
9327,Comedy
9327,Romance
9327,Science Fiction
123763,Drama
123763,Foreign
81949,Drama
81949,Romance
81949,War
42005,
124306,
183955,
44535,Comedy
44535,Drama
44495,Drama
78285,Comedy
11228,Action
11228,Adventure
11228,Thriller
10779,Horror
10779,Comedy
26748,Drama
26748,Mystery
26748,Romance
38223,Comedy
38223,Drama
38223,Family
9294,Drama
9294,Fantasy
9294,Romance
9294,Science Fiction
49963,Comedy
49963,Drama
49963,Romance
11363,Comedy
11363,Romance
1645,Crime
1645,Drama
1645,Thriller
31546,Drama
77056,Romance
77056,Comedy
36344,Adventure
18550,Action
18550,Comedy
18550,Thriller
11511,Fantasy
11511,Comedy
11511,Science Fiction
11511,Family
172198,
34170,Family
34170,Comedy
281085,
109478,Action
109478,Mystery
109478,Thriller
124645,War
124645,Drama
12606,Comedy
69895,Comedy
35206,Adventure
35206,Drama
151489,War
151489,Drama
4837,Drama
4837,Comedy
4837,Romance
12632,Drama
12632,Foreign
9098,Comedy
9098,Foreign
282919,Drama
124614,Thriller
18975,Animation
18975,Family
