date, pm25, pm10, o3, no2, so2, co
2019/11/4, 42, 20, 15, 30, 5, 5
2019/11/5, 55, 30, 15, 47, 6, 9
2019/11/6, 69, 19, 20, 51, 6, 10
2019/11/7, 42, 29, 11, 38, 7, 10
2019/11/8, 66, 32, 13, 45, 6, 8
2019/11/9, 55, 22, 18, 42, 6, 8
2019/11/10, 52, 19, 21, 38, 5, 9
2019/11/11, 37, 21, 22, 46, 4, 10
2019/11/12, 33, 20, 15, 53, 5, 11
2019/11/13, 50, 17, 24, 62, 4, 8
2019/11/14, 46, 19, 17, 31, 4, 6
2019/11/15, 50, 23, 9, 55, 4, 9
2019/11/16, 71, 33, 6, 57, 4, 12
2019/11/17, 81, 16, 16, 31, 2, 7
2019/11/18, 30, 39, 1, 45, 5, 14
2019/11/19, 72, 25, 19, 44, 3, 11
2019/11/20, 63, 30, 6, 37, 4, 11
2019/11/21, 68, 22, 18, 36, 3, 9
2019/11/22, 43, 23, 10, 26, 1, 7
2019/11/23, 57, 20, 10, 17, 1, 9
2019/11/24, 40, 17, 15, 20, 3, 7
2019/11/25, 42, 11, 21, 21, 1, 6
2019/11/26, 27, 15, 21, 21, 1, 7
2019/11/27, 38, 14, 14, 20, 1, 5
2019/11/28, 49, 21, 16, 31, , 5
2019/11/29, 61, 26, 9, 39, 1, 7
2019/11/30, 63, 12, 22, 27, , 4
2019/12/1, 34, 26, 10, 38, 2, 8
2019/12/2, 69, 35, 10, 47, 4, 9
2019/12/3, 53, 45, 7, 52, 5, 10
2019/12/4, 70, 40, 19, 42, 5, 9
2019/12/5, 48, 17, 25, 38, 3, 4
2019/12/6, 26, 18, 22, 32, 1, 5
2019/12/7, 41, 15, 29, 25, 1, 5
2019/12/8, 37, 17, 26, 27, 1, 6
2019/12/9, 37, 19, 24, 31, 1, 5
2019/12/10, 43, 22, 23, 39, 4, 7
2019/12/11, 43, 22, 19, 41, 3, 7
2019/12/12, 35, 18, 24, 34, 3, 5
2019/12/13, 38, 19, 30, 35, 1, 5
2019/12/14, 43, 15, 31, 31, 1, 4
2019/12/15, 39, 20, 26, 40, 3, 5
2019/12/16, 43, 17, 19, 40, 5, 6
2019/12/17, 54, 22, 18, 34, 3, 4
2019/12/18, 53, 19, 23, 32, 3, 3
2019/12/19, 53, 15, 22, 39, 5, 5
2019/12/20, 52, 14, 26, 34, 8, 4
2019/12/21, 42, 14, 25, 33, 8, 4
2019/12/22, 45, 18, 20, 33, 5, 5
2019/12/23, 47, 17, 26, 30, 1, 4
2019/12/24, 49, 16, 24, 28, 1, 6
2019/12/25, 49, 17, 23, 27, 1, 5
2019/12/26, 49, 20, 16, 25, 1, 5
2019/12/27, 64, 24, 13, 30, 1, 5
2019/12/28, 69, , , , , 
2019/7/1, 40, 16, 29, 23, 1, 3
2019/7/2, 58, 19, 24, 30, 1, 4
2019/7/3, 44, 20, 33, 37, 1, 3
2019/7/4, 48, 22, 41, 44, 1, 3
2019/7/5, 61, 16, 21, 21, 2, 3
2019/7/6, 50, 17, 25, 26, 6, 3
2019/7/7, 49, 22, 33, 39, 3, 4
2019/7/8, 49, 20, 34, 42, 8, 3
2019/7/9, 49, 19, 37, 47, 6, 4
2019/7/10, 50, 16, 30, 33, 1, 3
2019/7/11, 43, 13, 25, 16, 1, 2
2019/7/12, 45, 15, 26, 19, 1, 3
2019/7/13, 52, 14, 23, 18, 1, 2
2019/7/14, 46, 17, 25, 23, 2, 2
2019/7/15, 41, 23, 38, 35, 2, 3
2019/7/16, 51, 25, 42, 60, 2, 4
2019/7/17, 57, 12, 24, 20, 1, 4
2019/7/18, 36, 8, 15, 22, 1, 5
2019/7/19, 22, 17, 24, 8, 1, 4
2019/7/20, 28, 12, 22, 15, , 5
2019/7/21, 24, 18, 20, 8, 1, 3
2019/7/22, 36, 28, 39, 40, 1, 4
2019/7/23, 50, 33, 26, 53, 2, 5
2019/7/24, 68, 34, 44, 37, 1, 4
2019/7/25, 64, 23, 14, 28, 1, 3
2019/7/26, 54, 14, 18, 24, 3, 3
2019/7/27, 37, 15, 24, 18, 5, 2
2019/7/28, 23, 17, 33, 14, 6, 2
2019/7/29, 41, 14, 24, 13, 2, 3
2019/7/30, 61, 12, 19, 13, 2, 3
2019/7/31, 32, 16, 21, 19, , 3
2019/8/1, 36, 23, 31, 20, , 3
2019/8/2, 47, 22, 32, 28, , 3
2019/8/3, 54, 22, 39, 30, , 4
2019/8/4, 59, 19, 27, 25, 1, 4
2019/8/5, 53, 21, 25, 26, 1, 3
2019/8/6, 50, 27, 23, 28, 1, 3
2019/8/7, 50, 19, 25, 33, 2, 3
2019/8/8, 48, 21, 25, 24, 1, 3
2019/8/9, 51, 23, 26, 18, , 2
2019/8/10, 51, 17, 27, 19, 1, 3
2019/8/11, 48, 15, 21, 25, 1, 4
2019/8/12, 43, 14, 29, 30, 1, 5
2019/8/13, 31, 11, 18, 29, 1, 4
2019/8/14, 34, 12, 24, 25, 1, 4
2019/8/15, 34, 17, 18, 26, 1, 4
2019/8/16, 34, 16, 21, 18, 1, 4
2019/8/17, 35, 16, 24, 15, 1, 4
2019/8/18, 37, 22, 24, 23, 1, 4
2019/8/19, 38, 19, 31, 36, 1, 6
2019/8/20, 54, 20, 31, 33, 1, 5
2019/8/21, 51, 21, 28, 35, 1, 5
2019/8/22, 56, 26, 33, 39, 1, 4
2019/8/23, 65, 41, 58, 52, 1, 6
2019/8/24, 102, 46, 55, 53, 1, 6
2019/8/25, 117, 37, 56, 54, 1, 6
2019/8/26, 98, 39, 58, 62, 1, 7
2019/8/27, 96, 20, 27, 34, 1, 4
2019/8/28, 53, 16, 23, 30, 1, 4
2019/8/29, 45, 20, 27, 31, 1, 4
2019/8/30, 52, 18, 26, 27, 1, 3
2019/8/31, 55, 12, 25, 20, 1, 3
2019/9/1, 41, 20, 25, 32, 1, 5
2019/9/2, 49, 18, 24, 32, 1, 4
2019/9/3, 46, 15, 22, 22, 7, 5
2019/9/4, 44, 15, 23, 27, 11, 8
2019/9/5, 46, 20, 18, 34, 12, 11
2019/9/6, 52, 14, 22, 21, 9, 8
2019/9/7, 46, 17, 24, 22, 11, 10
2019/9/8, 48, 19, 22, 39, 7, 9
2019/9/9, 57, 29, 19, 33, 2, 9
2019/9/10, 63, 19, 16, 30, 3, 9
2019/9/11, 49, 19, 13, 28, 3, 8
2019/9/12, 51, 21, 25, 31, 1, 6
2019/9/13, 52, 26, 21, 44, 2, 6
2019/9/14, 67, 22, 24, 30, 1, 5
2019/9/15, 59, 29, 13, 24, 2, 5
2019/9/16, 66, 17, 22, 27, 1, 5
2019/9/17, 44, 22, 24, 32, 1, 2
2019/9/18, 41, 23, 23, 42, 1, 2
2019/9/19, 47, 29, 25, 42, 2, 2
2019/9/20, 53, 37, 22, 39, 2, 2
2019/9/21, 52, 26, 25, 34, 2, 1
2019/9/22, 45, 19, 22, 31, 3, 2
2019/9/23, 36, 26, 20, 17, 1, 2
2019/9/24, 29, 18, 18, 18, 1, 1
2019/9/25, 37, 16, 12, 35, 3, 2
2019/9/26, 43, 18, 13, 34, 1, 1
2019/9/27, 40, 13, 17, 29, 2, 1
2019/9/28, 34, 11, 21, 18, 1, 
2019/9/29, 35, 16, 16, 32, 3, 3
2019/9/30, 42, 18, 25, 30, 3, 1
2019/4/1, 36, 30, 24, 43, 5, 12
2019/4/2, 67, 16, 16, 27, 4, 12
2019/4/3, 54, 12, 24, 18, 3, 11
2019/4/4, 29, 17, 26, 19, 2, 10
2019/4/5, 37, 22, 30, 25, 1, 7
2019/4/6, 55, 47, 27, 15, 1, 7
2019/4/7, 129, 49, 30, 29, 1, 8
2019/4/8, 133, 40, 36, 27, 1, 6
2019/4/9, 101, 23, 33, 30, 1, 8
2019/4/10, 56, 23, 35, 35, 1, 7
2019/4/11, 47, 22, 32, 36, 3, 5
2019/4/12, 62, 21, 31, 28, 3, 4
2019/4/13, 57, 25, 34, 25, 2, 5
2019/4/14, 51, 43, 28, 33, 3, 6
2019/4/15, 67, 55, 16, 36, 3, 4
2019/4/16, 77, 57, 28, 41, 2, 6
2019/4/17, 86, 53, 40, 46, 1, 9
2019/4/18, 64, 42, 51, 44, 1, 9
2019/4/19, 67, 40, 56, 38, 1, 8
2019/4/20, 61, 40, 61, 27, 1, 9
2019/4/21, 72, 56, 56, 46, 8, 9
2019/4/22, 116, 45, 33, 44, 9, 8
2019/4/23, 88, 38, 39, 43, 3, 9
2019/4/24, 47, 18, 37, 40, 2, 8
2019/4/25, 26, 22, 37, 35, 2, 9
2019/4/26, 30, 23, 35, 24, 1, 10
2019/4/27, 29, 16, 32, 20, 1, 7
2019/4/28, 33, 27, 29, 33, 1, 9
2019/4/29, 58, 35, 29, 44, , 9
2019/4/30, 82, 30, 36, 37, 2, 6
2019/5/1, 57, 23, 23, 30, 1, 3
2019/5/2, 31, 20, 18, 26, 2, 3
2019/5/3, 41, 16, 27, 13, 1, 3
2019/5/4, 34, 24, 30, 16, 1, 3
2019/5/5, 49, 16, 23, 23, 1, 3
2019/5/6, 45, 22, 28, 41, 1, 3
2019/5/7, 62, 22, 24, 39, 3, 6
2019/5/8, 64, 22, 18, 32, 3, 8
2019/5/9, 63, 18, 31, 42, 3, 9
2019/5/10, 57, 16, 32, 29, 1, 5
2019/5/11, 60, 16, 31, 28, 1, 7
2019/5/12, 45, 17, 28, 35, 1, 9
2019/5/13, 41, 17, 30, 30, 1, 7
2019/5/14, 42, 30, 33, 26, 1, 9
2019/5/15, 73, 27, 32, 18, 2, 9
2019/5/16, 63, 25, 25, 29, 1, 6
2019/5/17, 59, 28, 28, 34, 2, 7
2019/5/18, 73, 27, 32, 30, 2, 7
2019/5/19, 84, 27, 32, 31, 2, 5
2019/5/20, 44, 20, 38, 28, , 7
2019/5/21, 36, 24, 41, 50, 2, 10
2019/5/22, 44, 23, 45, 44, 3, 10
2019/5/23, 48, 20, 25, 23, , 7
2019/5/24, 51, 16, 25, 20, , 5
2019/5/25, 32, 18, 18, 20, 1, 6
2019/5/26, 34, 16, 19, 21, 1, 7
2019/5/27, 33, 15, 26, 24, 2, 7
2019/5/28, 31, 20, 25, 36, 3, 8
2019/5/29, 41, 20, 22, 30, 2, 7
2019/5/30, 44, 18, 19, 32, 2, 6
2019/5/31, 34, 20, 36, 46, 2, 5
2019/6/1, 38, 20, 34, 47, 1, 4
2019/6/2, 35, 21, 30, 50, 2, 5
2019/6/3, 38, 26, 23, 42, 1, 5
2019/6/4, 42, 19, 26, 34, 3, 6
2019/6/5, 43, 20, 21, 34, 4, 3
2019/6/6, 35, 23, 20, 29, 5, 4
2019/6/7, 36, 22, 20, 25, 2, 6
2019/6/8, 34, 24, 20, 29, 2, 6
2019/6/9, 30, 13, 21, 27, 1, 3
2019/6/10, 50, 17, 24, 26, 1, 2
2019/6/11, 30, 20, 24, 26, 2, 4
2019/6/12, 34, 19, 28, 35, 2, 6
2019/6/13, 31, 21, 28, 36, 1, 6
2019/6/14, 36, 20, 28, 30, 1, 5
2019/6/15, 36, 16, 24, 25, 1, 4
2019/6/16, 31, 20, 32, 41, 2, 6
2019/6/17, 34, 22, 23, 42, 1, 6
2019/6/18, 48, 22, 18, 37, 2, 6
2019/6/19, 46, 20, 25, 37, 3, 6
2019/6/20, 39, 16, 29, 35, 2, 6
2019/6/21, 40, 15, 34, 33, 2, 6
2019/6/22, 34, 30, 45, 21, 1, 7
2019/6/23, 58, 35, 29, 39, 2, 8
2019/6/24, 58, 31, 25, 30, , 6
2019/6/25, 58, 16, 30, 26, , 4
2019/6/26, 38, 20, 30, 30, 1, 4
2019/6/27, 39, 27, 24, 26, 1, 4
2019/6/28, 45, 33, 56, 44, 2, 5
2019/6/29, 66, 20, 30, 22, 1, 4
2019/6/30, 42, 15, 25, 18, 1, 3
2019/1/1, 49, 22, 23, 26, 1, 8
2019/1/2, 59, 26, 24, 31, 1, 8
2019/1/3, 55, 39, 16, 31, 1, 10
2019/1/4, 92, 31, 19, 29, 2, 10
2019/1/5, 81, 29, 14, 31, 2, 10
2019/1/6, 73, 25, 18, 37, 3, 9
2019/1/7, 60, 24, 23, 27, 2, 8
2019/1/8, 50, 22, 21, 30, 4, 11
2019/1/9, 46, 34, 10, 29, 4, 11
2019/1/10, 73, 25, 9, 30, 3, 7
2019/1/11, 60, 17, 21, 31, 3, 8
2019/1/12, 49, 17, 28, 23, 3, 6
2019/1/13, 29, 19, 26, 26, 3, 8
2019/1/14, 40, 17, 19, 44, 4, 10
2019/1/15, 37, 11, 26, 40, 4, 8
2019/1/16, 32, 15, 20, 31, 3, 10
2019/1/17, 36, 26, 20, 46, 4, 12
2019/1/18, 50, 26, 20, 31, 3, 10
2019/1/19, 62, 33, 14, 34, 4, 12
2019/1/20, 98, 43, 14, 40, 4, 14
2019/1/21, 111, 18, 24, 34, 3, 10
2019/1/22, 41, 24, 18, 36, 4, 10
2019/1/23, 61, 37, 3, 51, 9, 15
2019/1/24, 95, 29, 10, 41, 12, 10
2019/1/25, 85, 15, 27, 34, 14, 8
2019/1/26, 50, 12, 27, 20, 14, 8
2019/1/27, 40, 23, 24, 30, 7, 11
2019/1/28, 43, 30, 19, 47, 1, 13
2019/1/29, 48, 25, 15, 38, 2, 12
2019/1/30, 56, 29, 16, 49, 3, 15
2019/1/31, 54, 18, 22, 32, 2, 9
2019/2/1, 60, 22, 19, 19, 2, 9
2019/2/2, 87, 25, 12, 31, 2, 13
2019/2/3, 57, 18, 19, 37, 3, 9
2019/2/4, 59, 21, 14, 36, 3, 9
2019/2/5, 66, 23, 12, 39, 3, 9
2019/2/6, 74, 20, 22, 31, 6, 11
2019/2/7, 44, 15, 25, 36, 2, 9
2019/2/8, 45, 18, 27, 29, 3, 9
2019/2/9, 43, 11, 24, 30, 2, 8
2019/2/10, 31, 24, 20, 39, 2, 11
2019/2/11, 44, 28, 18, 41, 4, 11
2019/2/12, 38, 27, 12, 28, 3, 9
2019/2/13, 52, 46, 10, 53, 3, 11
2019/2/14, 86, 50, 17, 55, 4, 13
2019/2/15, 120, 40, 18, 45, 2, 9
2019/2/16, 97, 36, 27, 36, 2, 9
2019/2/17, 81, 26, 22, 41, 2, 9
2019/2/18, 53, 28, 25, 43, 3, 10
2019/2/19, 54, 26, 25, 40, 2, 9
2019/2/20, 62, 33, 23, 42, 2, 9
2019/2/21, 60, 43, 18, 42, 4, 10
2019/2/22, 72, 43, 10, 40, 4, 9
2019/2/23, 93, 47, 5, 41, 2, 11
2019/2/24, 123, 53, 3, 55, 2, 13
2019/2/25, 128, 58, 3, 61, 3, 13
2019/2/26, 139, 58, 4, 59, 5, 13
2019/2/27, 141, 32, 22, 29, 4, 9
2019/2/28, 90, 33, 16, 26, 2, 4
2019/3/1, 82, 21, 21, 21, 2, 3
2019/3/2, 54, 14, 27, 16, 2, 3
2019/3/3, 46, 17, 17, 26, 2, 3
2019/3/4, 37, 19, 21, 26, 2, 2
2019/3/5, 40, 19, 25, 18, 1, 6
2019/3/6, 49, 10, 27, 30, 7, 9
2019/3/7, 28, 15, 24, 28, 6, 9
2019/3/8, 31, 18, 28, 9, 1, 
2019/3/9, 33, 11, 30, 24, 1, 8
2019/3/10, 36, 17, 28, 24, 1, 10
2019/3/11, 34, 13, 31, 27, 1, 8
2019/3/12, 36, 19, 30, 25, 1, 8
2019/3/13, 45, 16, 33, 27, 2, 8
2019/3/14, 36, 14, 28, 34, 2, 7
2019/3/15, 31, 16, 36, 27, 1, 6
2019/3/16, 34, 12, 33, 29, 2, 9
2019/3/17, 35, 21, 26, 34, 1, 9
2019/3/18, 43, 27, 19, 39, 2, 10
2019/3/19, 55, 21, 22, 38, 3, 9
2019/3/20, 50, 24, 19, 33, 4, 8
2019/3/21, 54, 23, 23, 36, 4, 9
2019/3/22, 56, 24, 28, 28, 2, 9
2019/3/23, 57, 23, 34, 26, 2, 9
2019/3/24, 62, 22, 33, 24, 2, 9
2019/3/25, 42, 32, 29, 38, 2, 11
2019/3/26, 67, 27, 29, 35, 2, 10
2019/3/27, 58, 35, 28, 52, 3, 10
2019/3/28, 74, 45, 34, 46, 2, 7
2019/3/29, 82, 53, 36, 42, 3, 10
2019/3/30, 113, 31, 36, 25, 4, 8
2019/3/31, 33, 25, 34, 33, 2, 8
2018/10/1, 50, 18, 21, 47, 1, 5
2018/10/2, 49, 23, 16, 54, , 5
2018/10/3, 59, 28, 14, 61, , 8
2018/10/4, 73, 37, 20, 75, 1, 9
2018/10/5, 92, 22, 24, 36, , 5
2018/10/6, 64, 18, 21, 42, , 6
2018/10/7, 51, 22, 19, 69, , 10
2018/10/8, 60, 26, 27, 73, 1, 9
2018/10/9, 67, 48, 15, 62, 1, 8
2018/10/10, 119, 26, 23, 53, 1, 7
2018/10/11, 66, 21, 26, 52, 1, 6
2018/10/12, 54, 23, 26, 49, 1, 5
2018/10/13, 58, 13, 24, 32, , 4
2018/10/14, 48, 19, 21, 31, 1, 4
2018/10/15, 56, 33, 20, 47, 5, 7
2018/10/16, 78, 26, 18, 44, 4, 7
2018/10/17, 75, 22, 17, 35, 1, 7
2018/10/18, 63, 30, 18, 43, 2, 10
2018/10/19, 75, 45, 16, 58, 7, 15
2018/10/20, 109, 26, 18, 35, 4, 10
2018/10/21, 74, 23, 21, 29, 5, 8
2018/10/22, 55, 26, 15, 34, 3, 8
2018/10/23, 62, 22, 12, 30, 3, 6
2018/10/24, 62, 25, 17, 34, 3, 8
2018/10/25, 64, 16, 20, 31, 3, 9
2018/10/26, 52, 13, 19, 23, 3, 9
2018/10/27, 40, 12, 22, 23, 3, 8
2018/10/28, 39, 15, 18, 27, 3, 9
2018/10/29, 39, 19, 16, 27, 4, 10
2018/10/30, 51, 29, 15, 53, 5, 12
2018/10/31, 71, 26, 5, 45, 4, 9
2018/11/1, 76, 34, 13, 52, 5, 12
2018/11/2, 79, 27, 25, 51, 3, 9
2018/11/3, 71, 28, 19, 37, 2, 9
2018/11/4, 73, 52, 2, 39, 5, 10
2018/11/5, 119, 36, 16, 43, 5, 9
2018/11/6, 88, 19, 22, 43, 4, 8
2018/11/7, 53, 24, 24, 48, 3, 9
2018/11/8, 52, 23, 24, 44, 3, 8
2018/11/9, 58, 21, 24, 50, 3, 7
2018/11/10, 59, 17, 24, 41, 3, 8
2018/11/11, 51, 22, 21, 54, 4, 8
2018/11/12, 55, 27, 22, 55, 4, 9
2018/11/13, 57, 27, 20, 49, 3, 8
2018/11/14, 65, 37, 8, 45, 3, 8
2018/11/15, 85, 25, 5, 31, 3, 8
2018/11/16, 70, 32, 6, 33, 3, 9
2018/11/17, 86, 23, 18, 30, 3, 8
2018/11/18, 65, 16, 19, 31, 2, 8
2018/11/19, 46, 21, 16, 33, 2, 9
2018/11/20, 60, 32, 8, 42, 4, 12
2018/11/21, 86, 51, 1, 38, 6, 13
2018/11/22, 131, 47, 2, 41, 5, 11
2018/11/23, 117, 33, 12, 31, 1, 9
2018/11/24, 88, 27, 11, 27, 1, 8
2018/11/25, 74, 23, 14, 31, 1, 9
2018/11/26, 60, 26, 9, 38, 3, 11
2018/11/27, 74, 19, 25, 41, 9, 7
2018/11/28, 57, 21, 26, 41, 11, 7
2018/11/29, 53, 25, 22, 53, 4, 10
2018/11/30, 57, 19, 22, 45, 4, 8
2018/12/1, 61, 15, 22, 35, 3, 7
2018/12/2, 49, 20, 24, 37, 3, 7
2018/12/3, 64, 28, 5, 51, 6, 12
2018/12/4, 68, 22, 18, 43, 4, 8
2018/12/5, 60, 26, 21, 45, 4, 8
2018/12/6, 59, 16, 27, 45, 3, 8
2018/12/7, 49, 20, 28, 40, 3, 8
2018/12/8, 49, 14, 28, 24, 1, 7
2018/12/9, 45, 19, 13, 37, 2, 9
2018/12/10, 55, 35, 7, 50, 4, 11
2018/12/11, 81, 26, 17, 36, 2, 10
2018/12/12, 72, 31, 6, 37, 3, 12
2018/12/13, 74, 43, 5, 44, 4, 13
2018/12/14, 87, 25, 13, 31, 4, 10
2018/12/15, 74, 21, 20, 46, 4, 9
2018/12/16, 52, 28, 20, 50, 8, 10
2018/12/17, 59, 21, 26, 39, 3, 7
2018/12/18, 54, 21, 22, 52, 4, 9
2018/12/19, 52, 21, 25, 49, 4, 9
2018/12/20, 52, 26, 25, 39, 3, 7
2018/12/21, 53, 22, 25, 41, 3, 8
2018/12/22, 56, 15, 20, 32, 2, 6
2018/12/23, 49, 29, 15, 35, 1, 9
2018/12/24, 76, 31, 11, 38, 3, 13
2018/12/25, 85, 24, 11, 32, 2, 8
2018/12/26, 69, 48, 1, 44, 5, 14
2018/12/27, 120, 38, 6, 36, 4, 13
2018/12/28, 102, 22, 19, 31, 2, 8
2018/12/29, 63, 17, 17, 29, 2, 8
2018/12/30, 63, , , , , 
2018/7/1, 64, 22, 47, 42, 5, 5
2018/7/2, 53, 21, 41, 43, 3, 5
2018/7/3, 52, 28, 40, 51, 3, 4
2018/7/4, 67, 35, 54, 59, 3, 4
2018/7/5, 88, 32, 47, 45, 3, 3
2018/7/6, 80, 36, 49, 45, 3, 3
2018/7/7, 96, 26, 42, 33, 3, 3
2018/7/8, 64, 27, 39, 39, 3, 3
2018/7/9, 62, 19, 24, 22, 4, 2
2018/7/10, 50, 28, 29, 25, 4, 2
2018/7/11, 69, 27, 34, 36, 4, 3
2018/7/12, 63, 29, 36, 50, 4, 4
2018/7/13, 66, 30, 47, 57, 4, 5
2018/7/14, 67, 25, 49, 51, 4, 4
2018/7/15, 60, 28, 44, 59, 5, 5
2018/7/16, 63, 21, 24, 50, 5, 5
2018/7/17, 49, 23, 33, 57, 5, 5
2018/7/18, 51, 25, 37, 63, 5, 6
2018/7/19, 59, 26, 37, 62, 6, 5
2018/7/20, 59, 29, 58, 47, 6, 3
2018/7/21, 75, 24, 33, 41, 6, 4
2018/7/22, 59, 24, 38, 61, 5, 4
2018/7/23, 57, 25, 41, 60, 5, 4
2018/7/24, 61, 29, 44, 54, 3, 4
2018/7/25, 72, 45, 54, 70, 4, 4
2018/7/26, 103, 32, 46, 60, 4, 4
2018/7/27, 75, 25, 25, 33, 2, 4
2018/7/28, 50, 16, 20, 31, 2, 2
2018/7/29, 46, 18, 15, 33, 3, 3
2018/7/30, 49, 21, 27, 43, 3, 4
2018/7/31, 54, 24, 33, 48, 3, 5
2018/8/1, 57, 25, 30, 49, 3, 4
2018/8/2, 59, 23, 45, 46, 2, 2
2018/8/3, 58, 21, 35, 26, 2, 2
2018/8/4, 50, 18, 37, 34, 2, 3
2018/8/5, 53, 27, 53, 65, 3, 4
2018/8/6, 69, 29, 44, 64, 4, 4
2018/8/7, 80, 19, 27, 45, 3, 4
2018/8/8, 54, 19, 15, 36, 3, 3
2018/8/9, 65, 19, 16, 37, 3, 4
2018/8/10, 52, 19, 24, 35, 2, 4
2018/8/11, 51, 16, 22, 33, 3, 3
2018/8/12, 49, 19, 20, 28, 2, 2
2018/8/13, 54, 19, 23, 33, 2, 3
2018/8/14, 54, 22, 19, 40, 3, 4
2018/8/15, 59, 23, 15, 39, 4, 4
2018/8/16, 60, 22, 20, 41, 4, 5
2018/8/17, 55, 21, 15, 35, 3, 4
2018/8/18, 55, 18, 15, 27, 2, 2
2018/8/19, 55, 19, 19, 35, 3, 3
2018/8/20, 54, 24, 26, 39, 3, 3
2018/8/21, 56, 21, 11, 39, 2, 4
2018/8/22, 65, 18, 20, 29, 3, 3
2018/8/23, 59, 17, 18, 35, 4, 3
2018/8/24, 50, 17, 21, 27, 3, 3
2018/8/25, 51, 18, 18, 34, 4, 3
2018/8/26, 54, 15, 15, 28, 3, 3
2018/8/27, 48, 22, 21, 40, 4, 4
2018/8/28, 58, 24, 17, 30, 2, 3
2018/8/29, 70, 23, 21, 30, 2, 3
2018/8/30, 73, 24, 23, 36, 2, 3
2018/8/31, 62, 27, 40, 49, 4, 4
2018/9/1, 67, 27, 42, 41, 3, 4
2018/9/2, 73, 33, 45, 43, 2, 3
2018/9/3, 79, 28, 28, 28, 1, 2
2018/9/4, 63, 25, 32, 30, 1, 2
2018/9/5, 57, 27, 26, 35, 3, 3
2018/9/6, 63, 19, 24, 35, 3, 4
2018/9/7, 52, 24, 23, 38, 3, 4
2018/9/8, 57, 19, 30, 37, 3, 3
2018/9/9, 53, 21, 27, 43, 4, 4
2018/9/10, 55, 19, 21, 36, 4, 3
2018/9/11, 58, 23, 21, 29, 2, 3
2018/9/12, 60, 25, 19, 40, 5, 5
2018/9/13, 68, 20, 20, 47, 5, 6
2018/9/14, 61, 22, 25, 45, 4, 4
2018/9/15, 58, 19, 31, 39, 3, 3
2018/9/16, 53, 20, 37, 50, 4, 4
2018/9/17, 58, 21, 29, 44, 4, 4
2018/9/18, 56, 27, 23, 40, 2, 3
2018/9/19, 62, 25, 24, 48, 1, 3
2018/9/20, 59, 22, 23, 54, 1, 5
2018/9/21, 53, 18, 15, 48, 1, 4
2018/9/22, 54, 14, 21, 21, 1, 2
2018/9/23, 63, 23, 22, 34, 1, 5
