Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Villager Equippable,Primary Shape,Secondary Shape,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
butterfly visiting kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLButterfly2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLButterfly2.png,Fuchsia,No,2660.0,665.0,51.0,Purple,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,formal; party,3.0,Yes,Kimono,L,For sale,1.0.0,1.0.0,TopsTexOnepieceKimonoLButterfly2,914.0,9003.0,ZhwvywiRTTBSkzFng
wedding dress,https://acnhcdn.com/1.2.0/ClosetIcon/TopsTexOnepieceDressNWedding.png,https://acnhcdn.com/1.2.0/FtrIcon/TopsTexOnepieceDressNWedding.png,NA,No,NFS,5000.0,437.0,White,White,1x1,Cyrus,Only available during Wedding Season,All Year,No,Elegant,fairy tale; formal; party; theatrical,1.0,Yes,Dress,N,Not for sale,1.2.0,1.2.1c,TopsTexOnepieceDressNWedding,141.0,3336.0,ud4NgGEzc7boLMh6x
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur2.png,Pink,No,2400.0,600.0,51.0,Pink,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Elegant,everyday; comfy; vacation,1.0,Yes,A-long,H,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongHCachecoeur2,462.0,8599.0,qrDjNj9z9tsBBkFDy
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur0.png,Yellow,No,2400.0,600.0,51.0,Yellow,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Elegant,everyday; comfy; vacation,2.0,Yes,A-long,H,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongHCachecoeur0,462.0,4596.0,HxJuZMqqfqwZ3yQ6g
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur3.png,Green,No,2400.0,600.0,51.0,Green,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Elegant,everyday; comfy; vacation,3.0,Yes,A-long,H,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongHCachecoeur3,462.0,8600.0,D7RAkYz7aTCKeQKY3
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur1.png,Light blue,No,2400.0,600.0,51.0,Light blue,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Elegant,everyday; comfy; vacation,4.0,Yes,A-long,H,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongHCachecoeur1,462.0,8598.0,MaT29CPxJiqDQnewm
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur4.png,Navy blue,No,2400.0,600.0,51.0,Blue,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Elegant,everyday; comfy; vacation,5.0,Yes,A-long,H,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongHCachecoeur4,462.0,8601.0,FqAuiLYPXsMEPxaFk
casual chic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongHCachecoeur5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongHCachecoeur5.png,Purple,No,2400.0,600.0,51.0,Purple,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Elegant,everyday; comfy; vacation,6.0,Yes,A-long,H,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongHCachecoeur5,462.0,8602.0,PtZiAPuN3NRFLLWgY
casual kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKinagashi2.png,Green,No,2000.0,500.0,51.0,Green,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,everyday,1.0,Yes,Kimono,L,For sale,1.0.0,1.0.0,TopsTexOnepieceKimonoLKinagashi2,318.0,9216.0,HT8Lu48j3m8shvz4B
casual kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKinagashi1.png,Aqua,No,2000.0,500.0,51.0,Light blue,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,everyday,2.0,Yes,Kimono,L,For sale,1.0.0,1.0.0,TopsTexOnepieceKimonoLKinagashi1,318.0,9215.0,jwC9dmFJnsmbkdse7
casual kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKinagashi0.png,Dark blue,No,2000.0,500.0,51.0,Blue,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,everyday,3.0,Yes,Kimono,L,For sale,1.0.0,1.0.0,TopsTexOnepieceKimonoLKinagashi0,318.0,4342.0,PKmcxZDiorL3Rz83t
casual kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLKinagashi3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLKinagashi3.png,Mustard,No,2000.0,500.0,51.0,Brown,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,everyday,4.0,Yes,Kimono,L,For sale,1.0.0,1.0.0,TopsTexOnepieceKimonoLKinagashi3,318.0,9217.0,GPp5hBycht292wA9z
cat dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLCat2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLCat2.png,White,No,1800.0,450.0,51.0,White,Blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,fairy tale; party; theatrical,1.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLCat2,67.0,9625.0,6sgrrCZPeuRbSExnR
cat dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLCat0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLCat0.png,Navy blue,No,1800.0,450.0,51.0,Blue,Yellow,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,fairy tale; party; theatrical,2.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLCat0,67.0,3167.0,rvt2Jdk4KsCn66uay
cat dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLCat1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLCat1.png,Brown,No,1800.0,450.0,51.0,Brown,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,fairy tale; party; theatrical,3.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLCat1,67.0,9624.0,qcN4eke6XEupE2z4N
caterpillar costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNCaterpillar0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNCaterpillar0.png,Green,No,1700.0,425.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,fairy tale; party,1.0,Yes,Rib,N,For sale,1.0.0,1.0.0,TopsTexOnepieceRibNCaterpillar0,450.0,4577.0,CyRDpLxsHJhPCBJwB
caterpillar costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNCaterpillar1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNCaterpillar1.png,Yellow,No,1700.0,425.0,51.0,Yellow,Orange,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,fairy tale; party,2.0,Yes,Rib,N,For sale,1.0.0,1.0.0,TopsTexOnepieceRibNCaterpillar1,450.0,9638.0,nb9JAkDG3E7GLqw3T
caterpillar costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNCaterpillar2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNCaterpillar2.png,Rainbow,No,1700.0,425.0,51.0,Colorful,Colorful,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,fairy tale; party,3.0,Yes,Rib,N,For sale,1.0.0,1.0.0,TopsTexOnepieceRibNCaterpillar2,450.0,9639.0,Zwc7h8Ru7sheZdpLd
caveman tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNPrimitive2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNPrimitive2.png,Gray,No,1050.0,262.0,51.0,Gray,Black,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy,1.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNPrimitive2,89.0,9627.0,9ZCDYtgWQhtoLQzuJ
caveman tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNPrimitive0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNPrimitive0.png,Orange,No,1050.0,262.0,51.0,Orange,Brown,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy,2.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNPrimitive0,89.0,3232.0,CTS5tntAwfias2evj
caveman tank,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNPrimitive1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNPrimitive1.png,Yellow,No,1050.0,262.0,51.0,Yellow,Brown,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy,3.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNPrimitive1,89.0,9626.0,htQRvpp3YnrzzNm3o
checkered jumper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLJumperskirt3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLJumperskirt3.png,Beige,No,1840.0,460.0,51.0,Beige,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday,1.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLJumperskirt3,527.0,8970.0,yJFpb8GqzrJxTSZDc
checkered jumper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLJumperskirt0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLJumperskirt0.png,Red,No,1840.0,460.0,51.0,Beige,Red,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Cute,everyday,2.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLJumperskirt0,527.0,4731.0,foykwA5waMkGNMvNm
checkered jumper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLJumperskirt2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLJumperskirt2.png,Yellow,No,1840.0,460.0,51.0,Beige,Yellow,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday,3.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLJumperskirt2,527.0,8969.0,uGsbSB2SJZsP64pqb
checkered jumper dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLJumperskirt1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLJumperskirt1.png,Green,No,1840.0,460.0,51.0,Beige,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday,4.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLJumperskirt1,527.0,8968.0,XKXusoE3TaQLY2tEa
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer0.png,Red,No,1920.0,480.0,51.0,White,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; theatrical,1.0,Yes,A-line,N,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineNCheer0,20.0,3058.0,g3dWDD7n3PGXNT3dy
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer2.png,Blue,No,1920.0,480.0,51.0,White,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; theatrical,2.0,Yes,A-line,N,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineNCheer2,20.0,9366.0,vP9Kpn48fLE6L73XT
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer1.png,Purple,No,1920.0,480.0,51.0,White,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; theatrical,3.0,Yes,A-line,N,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineNCheer1,20.0,9365.0,eKXzgseNxuDfkz2nA
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer3.png,Berry red,No,1920.0,480.0,51.0,Black,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; theatrical,4.0,Yes,A-line,N,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineNCheer3,20.0,9367.0,gyrgYDrC7ijcYKP66
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer5.png,Pink,No,1920.0,480.0,51.0,Black,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; theatrical,5.0,Yes,A-line,N,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineNCheer5,20.0,9369.0,QpEGE87fwiWRrXF2g
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer7.png,Yellow,No,1920.0,480.0,51.0,Black,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; theatrical,6.0,Yes,A-line,N,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineNCheer7,20.0,9371.0,aG6oyKtLFSykGXaqv
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer4.png,Green,No,1920.0,480.0,51.0,Black,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; theatrical,7.0,Yes,A-line,N,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineNCheer4,20.0,9368.0,7hpFyWWMKvpbYy6PM
cheerleading uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCheer6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCheer6.png,Light blue,No,1920.0,480.0,51.0,Black,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; theatrical,8.0,Yes,A-line,N,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineNCheer6,20.0,9370.0,Kym2Qd2kJ9mbpjLpp
cherry dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNCherry0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNCherry0.png,NA,Yes,NFS,1600.0,103.0,Red,Red,1x1,Crafting,,All Year,No,Cute,fairy tale; party; theatrical,1.0,Yes,A-line,N,Not for sale,1.0.0,1.0.0,TopsTexOnepieceAlineNCherry0,1089.0,9838.0,ECBc6ycmHe4hZJyZq
chic tuxedo dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBunny0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBunny0.png,Black,No,2240.0,560.0,51.0,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,1.0,Yes,Balloon,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonNBunny0,322.0,4347.0,98bMggtEoqgCYBC9s
chic tuxedo dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBunny2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBunny2.png,Red,No,2240.0,560.0,51.0,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,2.0,Yes,Balloon,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonNBunny2,322.0,8277.0,TKjteEC4c47jfeCrb
chic tuxedo dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBunny1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBunny1.png,Pink,No,2240.0,560.0,51.0,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,3.0,Yes,Balloon,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonNBunny1,322.0,8276.0,iZKFcnjCu9QocPC95
chic tuxedo dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBunny3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBunny3.png,Light blue,No,2240.0,560.0,51.0,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,4.0,Yes,Balloon,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonNBunny3,322.0,8278.0,djYPrT92J6uZ3k7PC
chima jeogori,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLChimachogori4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLChimachogori4.png,Red,No,2520.0,630.0,51.0,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,formal,1.0,Yes,A-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongLChimachogori4,183.0,9148.0,LXzgWPoRmJQMr385Z
chima jeogori,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLChimachogori0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLChimachogori0.png,Vermilion,No,2520.0,630.0,51.0,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,formal,2.0,Yes,A-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongLChimachogori0,183.0,3538.0,kdc7E8AyjtdfC6aaY
chima jeogori,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLChimachogori2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLChimachogori2.png,Pink,No,2520.0,630.0,51.0,Pink,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,formal,3.0,Yes,A-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongLChimachogori2,183.0,9146.0,r43ogk6mKHn33TfN2
chima jeogori,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLChimachogori1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLChimachogori1.png,Yellow-green,No,2520.0,630.0,51.0,Green,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,formal,4.0,Yes,A-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongLChimachogori1,183.0,9145.0,nF47jMjAJC2fj8mzA
chima jeogori,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLChimachogori3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLChimachogori3.png,Blue,No,2520.0,630.0,51.0,Blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,formal,5.0,Yes,A-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongLChimachogori3,183.0,9147.0,rcQW6T7un6criyu9o
china poblana,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressHChinapoblanaRed.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressHChinapoblanaRed.png,NA,No,2520.0,630.0,51.0,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,everyday; formal,1.0,Yes,Dress,H,For sale,1.0.0,1.0.0,TopsTexOnepieceDressHChinapoblanaRed,398.0,4484.0,bzp8qpTPEWfnDN5Yz
chiton,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNGreece.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNGreece.png,NA,No,2520.0,630.0,51.0,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,formal; theatrical,1.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNGreece,190.0,3574.0,zgSYh4R7NMo5uNJ6L
clover dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNClover1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNClover1.png,Dark green,No,1800.0,450.0,51.0,Green,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,everyday; fairy tale; party; vacation,1.0,Yes,Balloon,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonNClover1,534.0,9430.0,bsABDAoPNuRQB78Qe
clover dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNClover0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNClover0.png,Green,No,1800.0,450.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Cute,everyday; fairy tale; party; vacation,2.0,Yes,Balloon,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonNClover0,534.0,4740.0,E2csgTak6CS2d4quK
cold-country bunad,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNordic2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNordic2.png,Red,No,2520.0,630.0,51.0,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,Elegant,formal; party,1.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLNordic2,747.0,8175.0,TANqYsK7TqNmviEWY
cold-country bunad,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNordic1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNordic1.png,Green,No,2520.0,630.0,51.0,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,Elegant,formal; party,2.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLNordic1,747.0,8174.0,77iLRBqijXj5f4CwN
cold-country bunad,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLNordic0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLNordic0.png,Blue,No,2520.0,630.0,51.0,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,Elegant,formal; party,3.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLNordic0,747.0,5442.0,TfhSbtNHyKWXoTaiw
cold-country dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNordic2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNordic2.png,Red,No,2520.0,630.0,51.0,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,Elegant,formal; party,1.0,Yes,Dress,L,For sale,1.0.0,1.0.0,TopsTexOnepieceDressLNordic2,488.0,8163.0,gN7NCKf3cdDJjWHrd
cold-country dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNordic1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNordic1.png,Green,No,2520.0,630.0,51.0,Green,Orange,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,Elegant,formal; party,2.0,Yes,Dress,L,For sale,1.0.0,1.0.0,TopsTexOnepieceDressLNordic1,488.0,8162.0,Ln5WLbCnt988iMNdr
cold-country dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceDressLNordic0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceDressLNordic0.png,Blue,No,2520.0,630.0,51.0,Blue,Purple,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,Elegant,formal; party,3.0,Yes,Dress,L,For sale,1.0.0,1.0.0,TopsTexOnepieceDressLNordic0,488.0,4650.0,NmQosuFR7ZckuvNLw
concierge uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHotel2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHotel2.png,White,No,1920.0,480.0,51.0,White,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; work,1.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLHotel2,176.0,7446.0,ekKymrXkjPkGkBHoF
concierge uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHotel1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHotel1.png,Red,No,1920.0,480.0,51.0,Red,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; work,2.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLHotel1,176.0,7445.0,hgCf3aRj5gYBjTA5M
concierge uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHotel0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHotel0.png,Green,No,1920.0,480.0,51.0,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; work,3.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLHotel0,176.0,3464.0,pr2h3ikXQCQ4MvZyM
