Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
animal-print coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnimal3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnimal3.png,Pink,No,2320.0,580.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,Cute,everyday,1.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopCoatLAnimal3,388.0,8451.0,rsgnoR4TBYBqJMXBg
animal-print coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnimal1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnimal1.png,Green,No,2320.0,580.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,Cute,everyday,2.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopCoatLAnimal1,388.0,8449.0,gWnBj8n2ZKrm8j8zf
animal-print coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnimal0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnimal0.png,Blue,No,2320.0,580.0,51.0,Blue,Light blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,Yes,Cute,everyday,3.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopCoatLAnimal0,388.0,4465.0,ozg6yMkXQzsmkjPsW
animal-print coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnimal2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnimal2.png,Purple,No,2320.0,580.0,51.0,Purple,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,Cute,everyday,4.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopCoatLAnimal2,388.0,8450.0,jKHbF6WwExfSBPBww
animal-stripes tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHStripe1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHStripe1.png,Zebra,No,960.0,240.0,51.0,Gray,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cool,everyday; comfy,1.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopTshirtsHStripe1,1027.0,12066.0,gkjWimKdm6sMgiTw8
animal-stripes tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHStripe0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHStripe0.png,Tiger,No,960.0,240.0,51.0,Yellow,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cool,everyday; comfy,2.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopTshirtsHStripe0,1027.0,8198.0,WTG2RBsXk5cimHsis
annyeong tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHHellokr0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHHellokr0.png,NA,No,640.0,160.0,51.0,Light blue,White,1x1,NA,Nook Shopping Catalog,,All Year,No,Simple,everyday; comfy,1.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopTshirtsHHellokr0,1171.0,12117.0,mfMor9YWpsoEbPK5e
anorak jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnorak1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnorak1.png,Red,No,1400.0,350.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy,1.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopCoatLAnorak1,548.0,9308.0,Ws4vh3dya8i8nPtJ9
anorak jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnorak2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnorak2.png,Blue,No,1400.0,350.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy,2.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopCoatLAnorak2,548.0,9309.0,BaiWuWNL9muLeYYkQ
anorak jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLAnorak0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLAnorak0.png,Camel,No,1400.0,350.0,51.0,Beige,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; outdoorsy,3.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopCoatLAnorak0,548.0,4793.0,agpR79ZTHcuQheDdF
apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron6.png,Gray,No,840.0,210.0,51.0,Gray,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; work,1.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopCoatHApron6,87.0,9600.0,QdF6ZF74688kYPLx3
apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron3.png,Pink,No,840.0,210.0,51.0,Pink,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; work,2.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopCoatHApron3,87.0,9597.0,yT7c96mMafv5QEddb
apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron0.png,Orange,No,840.0,210.0,51.0,Orange,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; work,3.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopCoatHApron0,87.0,3228.0,LTZqXvkrNxza2nMPb
apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron1.png,Green,No,840.0,210.0,51.0,Green,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; work,4.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopCoatHApron1,87.0,9595.0,d5kmhJqzcK6uT3iJr
apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron4.png,Light blue,No,840.0,210.0,51.0,Light blue,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; work,5.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopCoatHApron4,87.0,9598.0,EbD6WxjrdSDosTkPa
apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron2.png,Blue,No,840.0,210.0,51.0,Blue,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; work,6.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopCoatHApron2,87.0,9596.0,sc9Mtxn3PWuAtCtWt
apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron5.png,Purple,No,840.0,210.0,51.0,Purple,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; work,7.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopCoatHApron5,87.0,9599.0,GRb6jZGaZzWdsmYuj
apron,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatHApron7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHApron7.png,Brown,No,840.0,210.0,51.0,Brown,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; work,8.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopCoatHApron7,87.0,9601.0,wu2TYq7RGJWFEugZs
Aran-knit cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArancardigan2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArancardigan2.png,Pink,No,1300.0,325.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,1.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLArancardigan2,212.0,7679.0,mJtGnjdLxpmdakhxo
Aran-knit cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArancardigan3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArancardigan3.png,Yellow,No,1300.0,325.0,51.0,Yellow,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,2.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLArancardigan3,212.0,7680.0,7nmckbhG5uG3JQxPz
Aran-knit cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArancardigan1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArancardigan1.png,Light blue,No,1300.0,325.0,51.0,Light blue,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,3.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLArancardigan1,212.0,7678.0,MzK6AWudRCPLEdSPi
Aran-knit cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArancardigan0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArancardigan0.png,Beige,No,1300.0,325.0,51.0,Beige,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,4.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLArancardigan0,212.0,3643.0,fJR97K7r3qHAB2TLr
Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran1.png,White,No,1200.0,300.0,51.0,White,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,1.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLAran1,209.0,7672.0,r9fBZ2q6e4neh4vxK
Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran2.png,Gray,No,1200.0,300.0,51.0,Gray,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,2.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLAran2,209.0,7673.0,GDMzeQoGkah87ocD7
Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran4.png,Black,No,1200.0,300.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,3.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLAran4,209.0,7675.0,nDgu8apAqxvPpaYaa
Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran0.png,Red,No,1200.0,300.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,4.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLAran0,209.0,3633.0,Bk2v8mfDeJJX3khg6
Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran5.png,Orange,No,1200.0,300.0,51.0,Orange,Orange,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,5.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLAran5,209.0,7676.0,yWjKAXMSpvrdPQ96S
Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran3.png,Green,No,1200.0,300.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,6.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLAran3,209.0,7674.0,twRmAecxYcKDTriJu
Aran-knit sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLAran6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLAran6.png,Blue,No,1200.0,300.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,7.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLAran6,209.0,7677.0,csp3scivRcpNKguZd
argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle7.png,White,No,1200.0,300.0,51.0,White,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,Yes,Simple,everyday; comfy,1.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLArgyle7,195.0,7748.0,22jF8CGD8WXrECzwD
argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle1.png,Gray,No,1200.0,300.0,51.0,Gray,Purple,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,2.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLArgyle1,195.0,7742.0,asRCNMsvrCGPew8ao
argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle3.png,Black,No,1200.0,300.0,51.0,Black,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,3.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLArgyle3,195.0,7744.0,5nftKFQRatJC7xgjB
argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle4.png,Red,No,1200.0,300.0,51.0,Red,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,4.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLArgyle4,195.0,7745.0,nRyNWtuy5uhdJWfQg
argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle6.png,Pink,No,1200.0,300.0,51.0,Pink,Orange,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,5.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLArgyle6,195.0,7747.0,wcs4qoRrafHXt9EKj
argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle2.png,Mustard,No,1200.0,300.0,51.0,Yellow,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,6.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLArgyle2,195.0,7743.0,YnhhYiacfsWJcPCpe
argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle0.png,Green,No,1200.0,300.0,51.0,Green,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,7.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLArgyle0,195.0,3579.0,xEqYEzdaBXvj9s346
argyle sweater,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLArgyle5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLArgyle5.png,Purple,No,1200.0,300.0,51.0,Purple,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,8.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLArgyle5,195.0,7746.0,f5YsDGb6KcjJHHDvj
argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle4.png,Gray,No,1440.0,360.0,51.0,Gray,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; formal; work,1.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopYshirtsLArgyle4,106.0,8483.0,akqeXj6PYe8Bj4aYY
argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle3.png,Red,No,1440.0,360.0,51.0,Red,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; formal; work,2.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopYshirtsLArgyle3,106.0,8482.0,SMfqtZmDWDAZPEGvM
argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle1.png,Pink,No,1440.0,360.0,51.0,Pink,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; formal; work,3.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopYshirtsLArgyle1,106.0,8480.0,3gRjPwykkZqE2f3tp
argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle5.png,Green,No,1440.0,360.0,51.0,Green,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; formal; work,4.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopYshirtsLArgyle5,106.0,8484.0,LsiMSCR4tDsnLMF7K
argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle0.png,Blue,No,1440.0,360.0,51.0,Blue,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; formal; work,5.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopYshirtsLArgyle0,106.0,3262.0,QfjxZgK6b3zp2hr7T
argyle vest,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLArgyle2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLArgyle2.png,Brown,No,1440.0,360.0,51.0,Brown,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; formal; work,6.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopYshirtsLArgyle2,106.0,8481.0,o9fJxQLHiEstT9dtt
athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey2.png,Black,No,960.0,240.0,51.0,Black,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; comfy; sporty,1.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLJersey2,93.0,7199.0,QhC4BYigzMiswiDSn
athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey4.png,Berry red,No,960.0,240.0,51.0,Red,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; comfy; sporty,2.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLJersey4,93.0,7201.0,YfNJuXFSjQuTwuETC
athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey0.png,Red,No,960.0,240.0,51.0,Red,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; comfy; sporty,3.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLJersey0,93.0,3244.0,zgcZP2SW38SpysHJA
athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey1.png,Green,No,960.0,240.0,51.0,Green,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; comfy; sporty,4.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLJersey1,93.0,7198.0,PzvRHyyS9mQYtTFgw
athletic jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLJersey3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLJersey3.png,Blue,No,960.0,240.0,51.0,Blue,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; comfy; sporty,5.0,Yes,For sale,1.0.0,1.0.0,TopsTexTopOuterLJersey3,93.0,7200.0,3zz3YpwYWcYJifHkC
