Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
babouches,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalBaboush0.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalBaboush0.png,Blue,No,560.0,140.0,23.0,Light blue,White,1x1,NA,Kicks,,All Year,No,Cute,comfy; vacation,7.0,No,For sale,1.0.0,1.0.0,ShoesSandalBaboush0,925.0,6043.0,AvkHgWmEW5vTs4Ckc
babouches,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalBaboush5.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalBaboush5.png,Purple,No,560.0,140.0,23.0,Purple,Yellow,1x1,NA,Kicks,,All Year,No,Cute,comfy; vacation,8.0,No,For sale,1.0.0,1.0.0,ShoesSandalBaboush5,925.0,10113.0,sth7EXmjdbwzk439A
ballet slippers,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutBallet4.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutBallet4.png,Black,No,2200.0,550.0,23.0,Black,Black,1x1,NA,Kicks,,All Year,No,Elegant,fairy tale; sporty; theatrical; work,1.0,No,For sale,1.0.0,1.0.0,ShoesLowcutBallet4,791.0,10158.0,oQNLiop5Do6CH5eTu
ballet slippers,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutBallet0.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutBallet0.png,Pink,No,2200.0,550.0,23.0,Pink,Pink,1x1,NA,Kicks,,All Year,No,Elegant,fairy tale; sporty; theatrical; work,2.0,No,For sale,1.0.0,1.0.0,ShoesLowcutBallet0,791.0,5608.0,uABG45ozFPCwrBXuS
ballet slippers,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutBallet7.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutBallet7.png,Red,No,2200.0,550.0,23.0,Orange,Orange,1x1,NA,Kicks,,All Year,No,Elegant,fairy tale; sporty; theatrical; work,3.0,No,For sale,1.0.0,1.0.0,ShoesLowcutBallet7,791.0,10161.0,CpLSLkvz3Jo982p6e
ballet slippers,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutBallet6.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutBallet6.png,Yellow,No,2200.0,550.0,23.0,Yellow,Yellow,1x1,NA,Kicks,,All Year,No,Elegant,fairy tale; sporty; theatrical; work,4.0,No,For sale,1.0.0,1.0.0,ShoesLowcutBallet6,791.0,10160.0,Qv7eADgLwdsNuSBZZ
ballet slippers,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutBallet1.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutBallet1.png,Mint,No,2200.0,550.0,23.0,Light blue,Light blue,1x1,NA,Kicks,,All Year,No,Elegant,fairy tale; sporty; theatrical; work,5.0,No,For sale,1.0.0,1.0.0,ShoesLowcutBallet1,791.0,10155.0,bE4c36LYqcRmkajHL
ballet slippers,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutBallet2.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutBallet2.png,Blue,No,2200.0,550.0,23.0,Blue,Blue,1x1,NA,Kicks,,All Year,No,Elegant,fairy tale; sporty; theatrical; work,6.0,No,For sale,1.0.0,1.0.0,ShoesLowcutBallet2,791.0,10156.0,jJ565rnrzozyhRNYP
ballet slippers,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutBallet3.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutBallet3.png,Purple,No,2200.0,550.0,23.0,Purple,Purple,1x1,NA,Kicks,,All Year,No,Elegant,fairy tale; sporty; theatrical; work,7.0,No,For sale,1.0.0,1.0.0,ShoesLowcutBallet3,791.0,10157.0,kuEQdTi7ZXLw5AZgR
ballet slippers,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutBallet5.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutBallet5.png,White,No,2200.0,550.0,23.0,Beige,Beige,1x1,NA,Kicks,,All Year,No,Elegant,fairy tale; sporty; theatrical; work,8.0,No,For sale,1.0.0,1.0.0,ShoesLowcutBallet5,791.0,10159.0,cQt3ftJejYwuPrqWS
basketball shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutBasket0.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutBasket0.png,Red,No,1500.0,375.0,51.0,Red,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,sporty; work,1.0,No,For sale,1.0.0,1.0.0,ShoesHighcutBasket0,800.0,5638.0,7xRWZmoxAaCxRYMuJ
basketball shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutBasket7.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutBasket7.png,Pink,No,1500.0,375.0,51.0,Pink,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,sporty; work,2.0,No,For sale,1.0.0,1.0.0,ShoesHighcutBasket7,800.0,10066.0,a7uqKcknGcWHoD43C
basketball shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutBasket3.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutBasket3.png,Orange,No,1500.0,375.0,51.0,Yellow,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,sporty; work,3.0,No,For sale,1.0.0,1.0.0,ShoesHighcutBasket3,800.0,10062.0,McTum2E4XpJfhavsX
basketball shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutBasket1.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutBasket1.png,Green,No,1500.0,375.0,51.0,Green,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,sporty; work,4.0,No,For sale,1.0.0,1.0.0,ShoesHighcutBasket1,800.0,10060.0,uRRCWDgRkrABjPdyg
basketball shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutBasket6.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutBasket6.png,Light blue,No,1500.0,375.0,51.0,Light blue,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,sporty; work,5.0,No,For sale,1.0.0,1.0.0,ShoesHighcutBasket6,800.0,10065.0,JhY975aRNditFYyhm
basketball shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutBasket4.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutBasket4.png,Blue,No,1500.0,375.0,51.0,Blue,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Active,sporty; work,6.0,No,For sale,1.0.0,1.0.0,ShoesHighcutBasket4,800.0,10063.0,rixr4TkNPxrXrRRcw
basketball shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutBasket5.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutBasket5.png,Purple,No,1500.0,375.0,51.0,Purple,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,sporty; work,7.0,No,For sale,1.0.0,1.0.0,ShoesHighcutBasket5,800.0,10064.0,ryZhP2vjw4vQNiPMx
basketball shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesHighcutBasket2.png,https://acnhcdn.com/latest/FtrIcon/ShoesHighcutBasket2.png,Beige,No,1500.0,375.0,51.0,Beige,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,sporty; work,8.0,No,For sale,1.0.0,1.0.0,ShoesHighcutBasket2,800.0,10061.0,9qivZWfCZucqweqBJ
beaded sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalBeads3.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalBeads3.png,Red,No,1800.0,450.0,51.0,Red,Colorful,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Gorgeous,everyday; comfy; vacation,1.0,No,For sale,1.0.0,1.0.0,ShoesSandalBeads3,769.0,10139.0,ukMZbdaNwYXQgdzEJ
beaded sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalBeads0.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalBeads0.png,Orange,No,1800.0,450.0,51.0,Orange,Colorful,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Gorgeous,everyday; comfy; vacation,2.0,No,For sale,1.0.0,1.0.0,ShoesSandalBeads0,769.0,5478.0,otoeZ6wQmT38HECcy
beaded sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalBeads2.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalBeads2.png,Yellow,No,1800.0,450.0,51.0,Yellow,Colorful,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Gorgeous,everyday; comfy; vacation,3.0,No,For sale,1.0.0,1.0.0,ShoesSandalBeads2,769.0,10138.0,pwpLSaDGk58SSvJYe
beaded sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalBeads4.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalBeads4.png,Green,No,1800.0,450.0,51.0,Green,Colorful,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Gorgeous,everyday; comfy; vacation,4.0,No,For sale,1.0.0,1.0.0,ShoesSandalBeads4,769.0,10140.0,Bjzm2LFHF6cwXKbfu
beaded sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalBeads1.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalBeads1.png,Purple,No,1800.0,450.0,51.0,Purple,Colorful,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Gorgeous,everyday; comfy; vacation,5.0,No,For sale,1.0.0,1.0.0,ShoesSandalBeads1,769.0,10137.0,kCEzmje6LKzAuHemd
beaded sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalBeads5.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalBeads5.png,Beige,No,1800.0,450.0,51.0,Beige,Colorful,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Gorgeous,everyday; comfy; vacation,6.0,No,For sale,1.0.0,1.0.0,ShoesSandalBeads5,769.0,10141.0,veLWy2EQQ49fq6F7p
boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeRubberboots1.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRubberboots1.png,Black,No,560.0,140.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,outdoorsy; work,1.0,No,For sale,1.0.0,1.0.0,ShoesKneeRubberboots1,772.0,11685.0,ffPXk8bFosbBzhxRo
boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeRubberboots3.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRubberboots3.png,Red,No,560.0,140.0,51.0,Red,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,outdoorsy; work,2.0,No,For sale,1.0.0,1.0.0,ShoesKneeRubberboots3,772.0,11687.0,MkX86RRKQ9GkwfGaL
boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeRubberboots4.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRubberboots4.png,Olive,No,560.0,140.0,51.0,Yellow,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,outdoorsy; work,3.0,No,For sale,1.0.0,1.0.0,ShoesKneeRubberboots4,772.0,11688.0,NGSrsWRHfAtBKqPYz
boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeRubberboots0.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRubberboots0.png,Green,No,560.0,140.0,51.0,Green,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,outdoorsy; work,4.0,No,For sale,1.0.0,1.0.0,ShoesKneeRubberboots0,772.0,5479.0,nvyQe4J4JosazJ46S
boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeRubberboots2.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRubberboots2.png,Blue,No,560.0,140.0,51.0,Blue,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,outdoorsy; work,5.0,No,For sale,1.0.0,1.0.0,ShoesKneeRubberboots2,772.0,11686.0,Hvinu73hgLPsmDkcM
business shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutBusiness0.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutBusiness0.png,Black,No,1300.0,325.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Simple,formal; work,1.0,No,For sale,1.0.0,1.0.0,ShoesLowcutBusiness0,526.0,4730.0,JxbjRNkGXgodBD8P7
business shoes,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutBusiness1.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutBusiness1.png,Brown,No,1300.0,325.0,51.0,Brown,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Simple,formal; work,2.0,No,For sale,1.0.0,1.0.0,ShoesLowcutBusiness1,526.0,11455.0,sja7tXF4cPCa5hsrH
cleats,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike4.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike4.png,Black,No,1200.0,300.0,23.0,Black,Gray,1x1,NA,Kicks,,All Year,No,Active,sporty; work,1.0,No,For sale,1.0.0,1.0.0,ShoesLowcutSpike4,811.0,10248.0,Pr3hHw8YguTL57DwF
cleats,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike2.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike2.png,Red,No,1200.0,300.0,23.0,Red,Gray,1x1,NA,Kicks,,All Year,No,Active,sporty; work,2.0,No,For sale,1.0.0,1.0.0,ShoesLowcutSpike2,811.0,10246.0,NGWNC246yBWm3snJE
cleats,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike5.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike5.png,Orange,No,1200.0,300.0,23.0,Orange,Gray,1x1,NA,Kicks,,All Year,No,Active,sporty; work,3.0,No,For sale,1.0.0,1.0.0,ShoesLowcutSpike5,811.0,10249.0,iiKeEbNN6S9tRZ3st
cleats,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike3.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike3.png,Yellow,No,1200.0,300.0,23.0,Yellow,Gray,1x1,NA,Kicks,,All Year,No,Active,sporty; work,4.0,No,For sale,1.0.0,1.0.0,ShoesLowcutSpike3,811.0,10247.0,WkkwqXv9oS59HJzzT
cleats,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike6.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike6.png,Green,No,1200.0,300.0,23.0,Green,Gray,1x1,NA,Kicks,,All Year,No,Active,sporty; work,5.0,No,For sale,1.0.0,1.0.0,ShoesLowcutSpike6,811.0,10250.0,k2KmPiG39zPaP5aKE
cleats,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike1.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike1.png,Light blue,No,1200.0,300.0,23.0,Light blue,Gray,1x1,NA,Kicks,,All Year,No,Active,sporty; work,6.0,No,For sale,1.0.0,1.0.0,ShoesLowcutSpike1,811.0,10245.0,6kQs9rKWn47gLLs2M
cleats,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike0.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike0.png,Blue,No,1200.0,300.0,23.0,Blue,Gray,1x1,NA,Kicks,,All Year,No,Active,sporty; work,7.0,No,For sale,1.0.0,1.0.0,ShoesLowcutSpike0,811.0,5654.0,ozSLcS5AH7EbyuvKf
cleats,https://acnhcdn.com/latest/ClosetIcon/ShoesLowcutSpike7.png,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutSpike7.png,Purple,No,1200.0,300.0,23.0,Purple,Gray,1x1,NA,Kicks,,All Year,No,Active,sporty; work,8.0,No,For sale,1.0.0,1.0.0,ShoesLowcutSpike7,811.0,10251.0,QZLqNeTSRQishPzZX
comfy sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort1.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort1.png,White,No,1040.0,260.0,51.0,White,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Simple,everyday; comfy; vacation,1.0,No,For sale,1.0.0,1.0.0,ShoesSandalComfort1,796.0,10700.0,7qmEHHQRDzoZwjzqi
comfy sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort4.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort4.png,Red,No,1040.0,260.0,51.0,Red,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,everyday; comfy; vacation,2.0,No,For sale,1.0.0,1.0.0,ShoesSandalComfort4,796.0,10703.0,MQ7rNNpQR9ExjjDeW
comfy sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort5.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort5.png,Orange,No,1040.0,260.0,51.0,Orange,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,everyday; comfy; vacation,3.0,No,For sale,1.0.0,1.0.0,ShoesSandalComfort5,796.0,10704.0,s4PZf4H5PuJR9XNbk
comfy sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort6.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort6.png,Yellow,No,1040.0,260.0,51.0,Yellow,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,everyday; comfy; vacation,4.0,No,For sale,1.0.0,1.0.0,ShoesSandalComfort6,796.0,10705.0,t4MnDYkWR9uExZncz
comfy sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort2.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort2.png,Green,No,1040.0,260.0,51.0,Green,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,everyday; comfy; vacation,5.0,No,For sale,1.0.0,1.0.0,ShoesSandalComfort2,796.0,10701.0,XaesMFTS6T3GBL97H
comfy sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort3.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort3.png,Blue,No,1040.0,260.0,51.0,Blue,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,everyday; comfy; vacation,6.0,No,For sale,1.0.0,1.0.0,ShoesSandalComfort3,796.0,10702.0,BPWe3svCXCzdrtMEr
comfy sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort7.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort7.png,Purple,No,1040.0,260.0,51.0,Purple,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,everyday; comfy; vacation,7.0,No,For sale,1.0.0,1.0.0,ShoesSandalComfort7,796.0,10706.0,zwbeCzpknc63Fptcv
comfy sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalComfort0.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalComfort0.png,Brown,No,1040.0,260.0,51.0,Brown,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,everyday; comfy; vacation,8.0,No,For sale,1.0.0,1.0.0,ShoesSandalComfort0,796.0,5619.0,bH8H3cpWoFegDZKg3
cowboy boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeWestern2.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeWestern2.png,Ivory,No,2380.0,595.0,51.0,White,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,outdoorsy; theatrical; work,1.0,No,For sale,1.0.0,1.0.0,ShoesKneeWestern2,804.0,11254.0,xv62ZghErnQR8Q73m
cowboy boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeWestern1.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeWestern1.png,Black,No,2380.0,595.0,51.0,Black,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Elegant,outdoorsy; theatrical; work,2.0,No,For sale,1.0.0,1.0.0,ShoesKneeWestern1,804.0,11253.0,qzEjaaYJH93BC2Hh9
cowboy boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeWestern3.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeWestern3.png,Pink,No,2380.0,595.0,51.0,Pink,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,outdoorsy; theatrical; work,3.0,No,For sale,1.0.0,1.0.0,ShoesKneeWestern3,804.0,11255.0,KgdfPqZxZYhrp4C2x
cowboy boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeWestern4.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeWestern4.png,Blue,No,2380.0,595.0,51.0,Light blue,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,outdoorsy; theatrical; work,4.0,No,For sale,1.0.0,1.0.0,ShoesKneeWestern4,804.0,11256.0,KDAEKS4qY5fpDgQuu
cowboy boots,https://acnhcdn.com/latest/ClosetIcon/ShoesKneeWestern0.png,https://acnhcdn.com/latest/FtrIcon/ShoesKneeWestern0.png,Brown,No,2380.0,595.0,51.0,Brown,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Elegant,outdoorsy; theatrical; work,5.0,No,For sale,1.0.0,1.0.0,ShoesKneeWestern0,804.0,5643.0,T59MhhiGhjcnsGnFu
cross-belt sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt2.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt2.png,Gray,No,1040.0,260.0,51.0,Gray,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,Summer,Yes,Elegant,everyday; vacation,1.0,No,For sale,1.0.0,1.0.0,ShoesSandalCrossbelt2,523.0,10122.0,qAwap9h6YjWohE39n
cross-belt sandals,https://acnhcdn.com/latest/ClosetIcon/ShoesSandalCrossbelt4.png,https://acnhcdn.com/latest/FtrIcon/ShoesSandalCrossbelt4.png,Black,No,1040.0,260.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,Summer,No,Elegant,everyday; vacation,2.0,No,For sale,1.0.0,1.0.0,ShoesSandalCrossbelt4,523.0,10124.0,H8DTJawEDSPC8jf99
